Model	Trait	Sex	Population	Line	Value_re_Onder	Value_re_Posnien	Value_re_Ritchie	Value_re_StamenkovicRadak	SE_re_Onder	SE_re_Posnien	SE_re_Ritchie	SE_re_StamenkovicRadak
lmer_pop	WA_L	M	RE	RE11	-50.016	2.675	NA	17.006	18.853	23.469	NA	13.807
lmer_pop	WA_L	M	RE	RE12	10.919	NA	NA	-19.333	18.853	NA	NA	14.019
lmer_pop	WA_L	M	RE	RE13	-71.047	NA	NA	-53.04	18.853	NA	NA	14.477
lmer_pop	WA_L	M	RE	RE15	-56.16	-50.414	NA	NA	18.853	23.469	NA	NA
lmer_pop	WA_L	M	RE	RE16	6.939	NA	NA	-53.312	18.853	NA	NA	13.807
lmer_pop	WA_L	M	RE	RE17	26.534	NA	NA	-49.875	18.853	NA	NA	14.019
lmer_pop	WA_L	M	RE	RE18	-7.41	47.739	NA	31.045	18.853	23.469	NA	13.604
lmer_pop	WA_L	M	RE	RE2	71.33	NA	138.025	72.539	19.065	NA	41.38	13.805
lmer_pop	WA_L	M	RE	RE3	-29.672	NA	-63.315	NA	18.853	NA	41.123	NA
lmer_pop	WA_L	M	RE	RE4	46.184	NA	-32.757	-6.932	18.762	NA	41.103	13.803
lmer_pop	WA_L	M	RE	RE5	-37.587	NA	22.683	-15.492	18.853	NA	41.394	14.475
lmer_pop	WA_L	M	RE	RE6	51.605	NA	NA	40.003	18.853	NA	NA	14.238
lmer_pop	WA_L	M	RE	RE7	75.1	NA	NA	41.457	18.853	NA	NA	13.803
lmer_pop	WA_L	M	RE	RE8	-11.456	NA	NA	24.397	21.823	NA	NA	13.604
lmer_pop	WA_L	M	UM	UM13	-42.471	NA	NA	NA	18.853	NA	NA	NA
lmer_pop	WA_L	M	UM	UM17	50.318	NA	NA	-54.029	20.518	NA	NA	14.019
lmer_pop	WA_L	M	UM	UM18	-17.995	NA	NA	-11.875	18.853	NA	NA	13.807
lmer_pop	WA_L	M	UM	UM2	-145.476	NA	-8.599	-53.5	18.762	NA	41.8	13.805
lmer_pop	WA_L	M	UM	UM20	-24.948	53.597	NA	-22.31	18.853	23.469	NA	14.477
lmer_pop	WA_L	M	UM	UM21	2.997	NA	NA	47.81	18.853	NA	NA	13.807
lmer_pop	WA_L	M	UM	UM22	32.426	NA	NA	74.918	18.853	NA	NA	14.724
lmer_pop	WA_L	M	UM	UM23	4.024	NA	NA	31.532	18.853	NA	NA	14.477
lmer_pop	WA_L	M	UM	UM25	53.235	NA	NA	NA	18.853	NA	NA	NA
lmer_pop	WA_L	M	UM	UM26	-6.053	NA	NA	2.327	18.853	NA	NA	13.048
lmer_pop	WA_L	M	UM	UM28	11.179	NA	NA	36.003	18.853	NA	NA	14.019
lmer_pop	WA_L	M	UM	UM29	2.868	NA	NA	-49.707	18.853	NA	NA	14.981
lmer_pop	WA_L	M	UM	UM4	14.171	NA	-20.05	NA	18.762	NA	41.488	NA
lmer_pop	WA_L	M	UM	UM5	-29.157	-50.399	89.974	NA	18.672	23.469	41.431	NA
lmer_pop	WA_L	M	UM	UM6	10.782	NA	NA	-26.028	18.762	NA	NA	13.221
lmer_pop	WA_L	M	UM	UM7	57.388	NA	47.208	62.238	18.682	NA	41.494	14.018
lmer_pop	WA_L	M	UM	UM9	26.713	-3.198	NA	30.385	18.853	23.469	NA	13.805
lmer_pop	WA_L	M	VA	VA1	-72.503	NA	-22.461	-12.883	18.812	NA	41.911	13.805
lmer_pop	WA_L	M	VA	VA11	35.969	NA	-27.695	10.554	18.853	NA	41.475	13.409
lmer_pop	WA_L	M	VA	VA15	-7.478	-3.751	111.73	NA	18.672	23.469	41.312	NA
lmer_pop	WA_L	M	VA	VA18	-97.741	NA	NA	-29.537	18.853	NA	NA	14.242
lmer_pop	WA_L	M	VA	VA22	-32.848	NA	NA	NA	18.672	NA	NA	NA
lmer_pop	WA_L	M	VA	VA26	25.95	NA	NA	NA	18.853	NA	NA	NA
lmer_pop	WA_L	M	VA	VA30	47.9	NA	NA	2.553	18.853	NA	NA	12.878
lmer_pop	WA_L	M	VA	VA34	24.389	NA	NA	-2.643	18.493	NA	NA	14.019
lmer_pop	WA_L	M	VA	VA35	-10.432	NA	NA	NA	18.853	NA	NA	NA
lmer_pop	WA_L	M	VA	VA44	54.006	NA	NA	66.834	18.853	NA	NA	14.019
lmer_pop	WA_L	M	VA	VA46	100.853	NA	NA	42.14	18.853	NA	NA	13.406
lmer_pop	WA_L	M	VA	VA47	-32.279	NA	NA	NA	18.853	NA	NA	NA
lmer_pop	WA_L	M	VA	VA48	144.286	17.882	NA	1.122	18.866	23.469	NA	13.225
lmer_pop	WA_L	M	VA	VA55	-41.093	NA	NA	-19.816	18.853	NA	NA	14.238
lmer_pop	WA_L	M	VA	VA57	30.83	NA	NA	37.392	18.866	NA	NA	13.6
lmer_pop	WA_L	M	VA	VA6	-49.43	-14.131	-22.403	-4.26	18.853	23.469	41.752	13.224
lmer_pop	WA_L	M	VA	VA66	-2.35	NA	NA	4.981	18.853	NA	NA	13.6
lmer_pop	WA_L	M	VA	VA67	-4.722	NA	NA	-33.538	18.853	NA	NA	14.473
lmer_pop	WA_L	M	VA	VA71	-72.283	NA	NA	-29.74	18.853	NA	NA	14.473
lmer_pop	WA_L	M	VA	VA9	-41.025	NA	-39.17	-33.16	18.584	NA	41.431	13.409
lmer_pop	WA_L	M	YE	YE13	9.173	NA	-51.119	8.436	18.853	NA	41.597	14.241
lmer_pop	WA_L	M	YE	YE14	-76.174	-44.457	3.34	-40.847	18.762	23.469	41.583	13.805
lmer_pop	WA_L	M	YE	YE15	16.261	NA	-30.268	7.113	19.093	NA	41.547	13.046
lmer_pop	WA_L	M	YE	YE19	-33.845	-32.873	53.713	NA	18.958	23.469	42.071	NA
lmer_pop	WA_L	M	YE	YE20	2.101	NA	NA	18.926	18.853	NA	NA	14.477
lmer_pop	WA_L	M	YE	YE21	65.043	77.33	NA	NA	18.853	23.469	NA	NA
lmer_pop	WA_L	M	YE	YE22	-20.823	NA	NA	14.812	18.612	NA	NA	14.724
lmer_pop	WA_L	M	YE	YE23	-27.646	NA	NA	17.54	18.853	NA	NA	13.048
lmer_pop	WA_L	M	YE	YE24	35.041	NA	NA	8.807	18.853	NA	NA	13.604
lmer_pop	WA_L	M	YE	YE26	-23.27	NA	NA	NA	18.815	NA	NA	NA
lmer_pop	WA_L	M	YE	YE27	79.919	NA	NA	NA	18.853	NA	NA	NA
lmer_pop	WA_L	M	YE	YE33	35.321	NA	NA	5.666	19.044	NA	NA	13.411
lmer_pop	WA_L	M	YE	YE40	67	NA	NA	49.993	18.784	NA	NA	14.724
lmer_pop	WA_L	M	YE	YE41	-9.226	NA	NA	13.751	18.853	NA	NA	13.807
lmer_pop	WA_L	M	YE	YE48	-52.997	NA	NA	NA	18.853	NA	NA	NA
lmer_pop	WA_L	M	YE	YE49	-11.19	NA	NA	-54.622	18.853	NA	NA	14.015
lmer_pop	WA_L	M	YE	YE51	-80.998	NA	NA	-39.232	18.853	NA	NA	14.72
lmer_pop	WA_L	M	YE	YE69	16.699	NA	NA	-2.223	18.853	NA	NA	13.406
lmer_pop	WA_L	M	YE	YE80	9.61	NA	NA	-8.121	18.853	NA	NA	12.873
lmer_pop	WA_L	M	UM	UM8	NA	NA	-108.532	NA	NA	NA	41.432	NA
lmer_pop	WA_L	M	YE	YE11	NA	NA	24.333	NA	NA	NA	41.48	NA
lmer_pop	WA_L	M	AK	AK19	NA	NA	NA	-55.242	NA	NA	NA	13.6
lmer_pop	WA_L	M	AK	AK24	NA	NA	NA	105.87	NA	NA	NA	14.473
lmer_pop	WA_L	M	UM	UM24	NA	NA	NA	-67.766	NA	NA	NA	13.6
lmer_pop	WA_R	F	AK	AK1	20.02	NA	-128.53	22.996	21.664	NA	58.116	15.258
lmer_pop	WA_R	F	AK	AK10	-76.909	NA	NA	NA	21.139	NA	NA	NA
lmer_pop	WA_R	F	AK	AK11	-27.302	NA	NA	NA	21.365	NA	NA	NA
lmer_pop	WA_R	F	AK	AK12	37.477	82.664	NA	NA	21.365	27.959	NA	NA
lmer_pop	WA_R	F	AK	AK13	99.498	NA	NA	NA	21.365	NA	NA	NA
lmer_pop	WA_R	F	AK	AK14	19.732	NA	NA	NA	21.365	NA	NA	NA
lmer_pop	WA_R	F	AK	AK15	-25.411	NA	NA	NA	21.365	NA	NA	NA
lmer_pop	WA_R	F	AK	AK16	44.469	NA	NA	-26.39	22.016	NA	NA	14.039
lmer_pop	WA_R	F	AK	AK17	-14.449	NA	NA	33.628	22.016	NA	NA	14.817
lmer_pop	WA_R	F	AK	AK18	18.087	NA	NA	-8.964	22.016	NA	NA	15.033
lmer_pop	WA_R	F	AK	AK2	-38.973	NA	85.754	9.475	21.477	NA	56.322	14.817
lmer_pop	WA_R	F	AK	AK20	-4.308	NA	NA	-27.73	22.028	NA	NA	15.033
lmer_pop	WA_R	F	AK	AK21	-4.757	NA	NA	-7.575	22.016	NA	NA	14.817
lmer_pop	WA_R	F	AK	AK3	47.583	-7.552	76.938	23.252	23.688	27.959	56.019	15.258
lmer_pop	WA_R	F	AK	AK4	-2.084	NA	-34.162	-47.033	21.664	NA	56.738	14.412
lmer_pop	WA_R	F	AK	AK5	-88.226	NA	NA	-29.27	21.664	NA	NA	15.033
lmer_pop	WA_R	F	AK	AK6	52.928	NA	NA	-7.084	21.219	NA	NA	14.817
lmer_pop	WA_R	F	AK	AK7	-3.732	-75.113	NA	-24.482	21.219	27.959	NA	15.741
lmer_pop	WA_R	F	AK	AK8	16.334	NA	NA	1.943	21.219	NA	NA	14.412
lmer_pop	WA_R	F	AK	AK9	-69.977	NA	NA	-28.679	21.219	NA	NA	14.412
lmer_pop	WA_R	F	GI	GI1	18.169	NA	150.581	42.74	21.664	NA	62.849	15.258
lmer_pop	WA_R	F	GI	GI10	33.8	17.456	NA	-1.446	21.232	27.959	NA	15.258
lmer_pop	WA_R	F	GI	GI11	-35.657	NA	NA	43.898	21.219	NA	NA	17.183
lmer_pop	WA_R	F	GI	GI12	-118.156	NA	NA	NA	21.849	NA	NA	NA
lmer_pop	WA_R	F	GI	GI13	4.396	NA	NA	NA	21.365	NA	NA	NA
lmer_pop	WA_R	F	GI	GI14	93.799	-6.65	NA	22.459	21.365	27.959	NA	14.412
lmer_pop	WA_R	F	GI	GI15	31.373	NA	NA	NA	21.365	NA	NA	NA
lmer_pop	WA_R	F	GI	GI2	-9.145	NA	225.956	NA	21.565	NA	56.446	NA
lmer_pop	WA_R	F	GI	GI3	-32.005	NA	56.08	-77.726	21.664	NA	55.929	15.741
lmer_pop	WA_R	F	GI	GI4	-52.486	NA	148.999	-40.503	21.565	NA	56.738	14.817
lmer_pop	WA_R	F	GI	GI5	36.081	NA	173.814	54.501	23.785	NA	55.393	15.033
lmer_pop	WA_R	F	GI	GI6	11.967	NA	-121.718	31.417	21.337	NA	92.111	15.258
lmer_pop	WA_R	F	GI	GI7	13.791	-10.806	-221.207	NA	21.219	27.959	92.111	NA
lmer_pop	WA_R	F	GI	GI8	-5.822	NA	-211.271	-47.214	21.219	NA	92.111	14.817
lmer_pop	WA_R	F	GI	GI9	9.894	NA	-201.234	-28.126	21.219	NA	92.111	15.033
lmer_pop	WA_R	F	KA	KA1	-27.532	NA	-124.245	-21.207	21.849	NA	55.991	16
lmer_pop	WA_R	F	KA	KA10	-116.132	NA	NA	-74.586	23.688	NA	NA	14.222
lmer_pop	WA_R	F	KA	KA11	71.965	NA	NA	NA	21.219	NA	NA	NA
lmer_pop	WA_R	F	KA	KA13	-21.294	NA	NA	-2.196	21.219	NA	NA	15.033
lmer_pop	WA_R	F	KA	KA14	29.999	NA	NA	18.996	21.365	NA	NA	14.61
lmer_pop	WA_R	F	KA	KA15	44.552	NA	NA	63.652	21.365	NA	NA	15.258
lmer_pop	WA_R	F	KA	KA16	-21.008	51.788	NA	NA	21.365	27.959	NA	NA
lmer_pop	WA_R	F	KA	KA17	-59.438	NA	NA	6.063	21.365	NA	NA	15.258
lmer_pop	WA_R	F	KA	KA18	-20.218	NA	NA	-15.392	21.849	NA	NA	15.741
lmer_pop	WA_R	F	KA	KA2	48.419	NA	89.619	44.5	21.399	NA	56.477	16.273
lmer_pop	WA_R	F	KA	KA23	-61.208	NA	NA	-67.751	21.849	NA	NA	16.273
lmer_pop	WA_R	F	KA	KA24	2.811	NA	NA	-45.533	21.849	NA	NA	15.033
lmer_pop	WA_R	F	KA	KA25	-8.521	NA	NA	24.02	21.849	NA	NA	15.741
lmer_pop	WA_R	F	KA	KA28	50.405	NA	NA	NA	21.849	NA	NA	NA
lmer_pop	WA_R	F	KA	KA29	121.665	NA	NA	55.835	21.849	NA	NA	15.033
lmer_pop	WA_R	F	KA	KA3	-43.251	NA	NA	32.403	21.287	NA	NA	14.222
lmer_pop	WA_R	F	KA	KA5	-18.494	NA	-82.535	-29.484	21.203	NA	55.624	15.741
lmer_pop	WA_R	F	KA	KA6	20.379	3.834	117.161	NA	21.664	27.959	56.024	NA
lmer_pop	WA_R	F	KA	KA7	-13.689	-55.621	NA	-17.259	21.116	27.959	NA	16.863
lmer_pop	WA_R	F	KA	KA9	20.588	NA	NA	27.941	21.219	NA	NA	16.863
lmer_pop	WA_R	F	MA	MA12	-12.428	NA	NA	NA	21.219	NA	NA	NA
lmer_pop	WA_R	F	MA	MA13	-3.753	-0.321	NA	NA	21.219	27.959	NA	NA
lmer_pop	WA_R	F	MA	MA16	-78.58	NA	NA	-57.389	21.025	NA	NA	14.412
lmer_pop	WA_R	F	MA	MA18	45.358	NA	NA	38.473	21.116	NA	NA	16
lmer_pop	WA_R	F	MA	MA19	-28.4	NA	NA	-49.907	20.827	NA	NA	15.258
lmer_pop	WA_R	F	MA	MA20	-84.255	NA	NA	-120.097	21.495	NA	NA	15.033
lmer_pop	WA_R	F	MA	MA21	30.006	NA	NA	NA	21.365	NA	NA	NA
lmer_pop	WA_R	F	MA	MA23	5.881	NA	NA	NA	21.365	NA	NA	NA
lmer_pop	WA_R	F	MA	MA26	11.148	NA	NA	-10.171	21.365	NA	NA	15.741
lmer_pop	WA_R	F	MA	MA27	5.55	NA	NA	NA	21.365	NA	NA	NA
lmer_pop	WA_R	F	MA	MA28	46.777	NA	NA	NA	22.065	NA	NA	NA
lmer_pop	WA_R	F	MA	MA3	-37.397	-109.145	-117.892	33.983	21.664	27.959	56.223	15.033
lmer_pop	WA_R	F	MA	MA30	8.199	109.467	NA	66.298	22.016	27.959	NA	16.273
lmer_pop	WA_R	F	MA	MA31	-2.955	NA	NA	NA	22.016	NA	NA	NA
lmer_pop	WA_R	F	MA	MA32	39.089	NA	NA	NA	22.016	NA	NA	NA
lmer_pop	WA_R	F	MA	MA33	-16.777	NA	NA	NA	22.016	NA	NA	NA
lmer_pop	WA_R	F	MA	MA5	-24.596	NA	-21.962	-20.903	21.577	NA	55.975	15.494
lmer_pop	WA_R	F	MA	MA6	23.766	NA	32.372	-2.602	21.664	NA	56.695	15.258
lmer_pop	WA_R	F	MA	MA7	29.237	NA	135.636	33.615	21.664	NA	55.826	15.258
lmer_pop	WA_R	F	MA	MA9	44.13	NA	-28.154	88.7	21.565	NA	55.966	15.033
lmer_pop	WA_R	F	MU	MU1	7.054	NA	-13.47	-0.908	21.849	NA	56.045	14.817
lmer_pop	WA_R	F	MU	MU10	11.918	NA	NA	NA	21.219	NA	NA	NA
lmer_pop	WA_R	F	MU	MU11	-115.725	-199.567	NA	-100.358	21.365	27.959	NA	15.033
lmer_pop	WA_R	F	MU	MU12	47.93	NA	NA	16.543	21.365	NA	NA	13.693
lmer_pop	WA_R	F	MU	MU13	-114.241	NA	NA	60.485	21.365	NA	NA	14.412
lmer_pop	WA_R	F	MU	MU14	20.082	NA	NA	42.256	21.849	NA	NA	14.222
lmer_pop	WA_R	F	MU	MU15	23.005	70.409	NA	NA	21.365	27.959	NA	NA
lmer_pop	WA_R	F	MU	MU16	-27.283	NA	NA	-60.384	22.016	NA	NA	15.033
lmer_pop	WA_R	F	MU	MU17	31.905	NA	NA	-12.526	22.016	NA	NA	14.817
lmer_pop	WA_R	F	MU	MU18	-29.486	NA	NA	-55.048	22.016	NA	NA	14.222
lmer_pop	WA_R	F	MU	MU19	67.034	NA	NA	53.325	22.016	NA	NA	14.222
lmer_pop	WA_R	F	MU	MU2	-20.91	NA	-19.081	0.93	21.287	NA	56.065	15.258
lmer_pop	WA_R	F	MU	MU20	78.157	NA	NA	NA	21.849	NA	NA	NA
lmer_pop	WA_R	F	MU	MU3	46.842	NA	25.4	NA	9.466	NA	56.875	NA
lmer_pop	WA_R	F	MU	MU4	107.365	129.158	-19.151	41.294	25.547	27.959	55.461	14.222
lmer_pop	WA_R	F	MU	MU5	13.212	NA	26.303	41.14	21.565	NA	56.063	14.222
lmer_pop	WA_R	F	MU	MU6	-31.296	NA	NA	NA	21.219	NA	NA	NA
lmer_pop	WA_R	F	MU	MU7	-113.509	NA	NA	-41.993	21.219	NA	NA	14.412
lmer_pop	WA_R	F	MU	MU8	24.749	NA	NA	-0.357	21.219	NA	NA	15.494
lmer_pop	WA_R	F	MU	MU9	-26.803	NA	NA	15.602	21.219	NA	NA	15.033
lmer_pop	WA_R	F	RE	RE1	-3.781	NA	-84.096	-16.143	21.665	NA	55.745	14.61
lmer_pop	WA_R	F	RE	RE10	18.393	NA	NA	NA	20.759	NA	NA	NA
lmer_pop	WA_R	F	RE	RE11	-85.514	-13.618	NA	14.896	21.219	27.959	NA	15.258
lmer_pop	WA_R	F	RE	RE12	-4.052	NA	NA	-72.244	21.365	NA	NA	15.258
lmer_pop	WA_R	F	RE	RE13	-62.182	NA	NA	-38.32	21.365	NA	NA	15.258
lmer_pop	WA_R	F	RE	RE15	-58.345	-41.277	NA	NA	21.365	27.959	NA	NA
lmer_pop	WA_R	F	RE	RE16	-5.152	NA	NA	-47.726	21.365	NA	NA	15.258
lmer_pop	WA_R	F	RE	RE17	30.351	NA	NA	-77.959	21.365	NA	NA	16.273
lmer_pop	WA_R	F	RE	RE18	-27.469	54.895	NA	-3.565	22.016	27.959	NA	15.494
lmer_pop	WA_R	F	RE	RE2	60.531	NA	167.22	51.048	22.209	NA	56.501	15.033
lmer_pop	WA_R	F	RE	RE3	-30.234	NA	-93.945	NA	21.849	NA	55.785	NA
lmer_pop	WA_R	F	RE	RE4	72.097	NA	-77.352	51.698	23.699	NA	55.467	15.494
lmer_pop	WA_R	F	RE	RE5	-33.94	NA	88.173	-0.091	21.565	NA	56.055	15.033
lmer_pop	WA_R	F	RE	RE6	10.489	NA	NA	67.925	21.219	NA	NA	15.258
lmer_pop	WA_R	F	RE	RE7	96.593	NA	NA	76.035	21.219	NA	NA	15.258
lmer_pop	WA_R	F	RE	RE8	22.215	NA	NA	-5.554	21.219	NA	NA	15.033
lmer_pop	WA_R	F	UM	UM13	-70.877	NA	NA	NA	21.219	NA	NA	NA
lmer_pop	WA_R	F	UM	UM17	68.799	NA	NA	-61.891	23.547	NA	NA	14.222
lmer_pop	WA_R	F	UM	UM18	-15.698	NA	NA	-18.456	21.232	NA	NA	15.494
lmer_pop	WA_R	F	UM	UM2	-151.101	NA	-15.82	-68.35	21.495	NA	56.321	15.258
lmer_pop	WA_R	F	UM	UM20	-14.916	6.151	NA	36.382	21.365	27.959	NA	14.817
lmer_pop	WA_R	F	UM	UM21	-2.703	NA	NA	28.446	21.365	NA	NA	15.741
lmer_pop	WA_R	F	UM	UM22	54.923	NA	NA	121.938	23.688	NA	NA	16.863
lmer_pop	WA_R	F	UM	UM23	-34.499	NA	NA	36.624	21.365	NA	NA	16.56
lmer_pop	WA_R	F	UM	UM25	47.774	NA	NA	NA	21.849	NA	NA	NA
lmer_pop	WA_R	F	UM	UM26	-22.561	NA	NA	-26.008	21.365	NA	NA	14.61
lmer_pop	WA_R	F	UM	UM28	-5.377	NA	NA	17.422	22.016	NA	NA	16
lmer_pop	WA_R	F	UM	UM29	-14.728	NA	NA	-56.672	21.849	NA	NA	14.412
lmer_pop	WA_R	F	UM	UM4	33.731	NA	-50.469	NA	23.688	NA	56.118	NA
lmer_pop	WA_R	F	UM	UM5	-41.101	-36.389	137.538	NA	21.381	27.959	56.124	NA
lmer_pop	WA_R	F	UM	UM6	38.347	NA	NA	-6.257	21.751	NA	NA	16.273
lmer_pop	WA_R	F	UM	UM7	75.68	NA	35.515	66.426	21.565	NA	56.049	15.033
lmer_pop	WA_R	F	UM	UM9	54.307	30.238	NA	3.022	21.219	27.959	NA	15.258
lmer_pop	WA_R	F	VA	VA1	-33.244	NA	15.884	7.22	21.7	NA	56.565	15.494
lmer_pop	WA_R	F	VA	VA11	64.052	NA	-51.306	3.874	21.664	NA	56.528	15.033
lmer_pop	WA_R	F	VA	VA15	-6.143	31.087	108.8	NA	21.849	27.959	55.973	NA
lmer_pop	WA_R	F	VA	VA18	-84.778	NA	NA	-20.53	21.219	NA	NA	14.817
lmer_pop	WA_R	F	VA	VA22	-46.228	NA	NA	NA	21.025	NA	NA	NA
lmer_pop	WA_R	F	VA	VA26	26.701	NA	NA	NA	21.219	NA	NA	NA
lmer_pop	WA_R	F	VA	VA30	75.927	NA	NA	77.027	21.219	NA	NA	15.033
lmer_pop	WA_R	F	VA	VA34	26.434	NA	NA	-30.315	21.219	NA	NA	16.56
lmer_pop	WA_R	F	VA	VA35	-26.24	NA	NA	NA	21.365	NA	NA	NA
lmer_pop	WA_R	F	VA	VA44	30.041	NA	NA	86.356	21.365	NA	NA	15.258
lmer_pop	WA_R	F	VA	VA46	97.76	NA	NA	43.245	21.365	NA	NA	15.258
lmer_pop	WA_R	F	VA	VA47	-24.29	NA	NA	NA	21.849	NA	NA	NA
lmer_pop	WA_R	F	VA	VA48	-93.243	-76.914	NA	-14.451	21.365	27.959	NA	14.61
lmer_pop	WA_R	F	VA	VA55	-0.464	NA	NA	-23.315	22.016	NA	NA	14.817
lmer_pop	WA_R	F	VA	VA57	52.303	NA	NA	2.315	21.849	NA	NA	15.258
lmer_pop	WA_R	F	VA	VA6	-35.553	45.828	-45.695	2.145	21.565	27.959	56.109	14.61
lmer_pop	WA_R	F	VA	VA66	13.524	NA	NA	-20.952	21.849	NA	NA	14.61
lmer_pop	WA_R	F	VA	VA67	-12.904	NA	NA	-83.604	22.016	NA	NA	16
lmer_pop	WA_R	F	VA	VA71	-39.277	NA	NA	-28.528	22.016	NA	NA	15.258
lmer_pop	WA_R	F	VA	VA9	15.62	NA	-27.682	-0.488	21.371	NA	55.857	14.817
lmer_pop	WA_R	F	YE	YE13	32.387	NA	-99.747	34.308	21.565	NA	55.925	15.494
lmer_pop	WA_R	F	YE	YE14	-99.096	-30.829	-26.241	-78.27	21.664	27.959	56.203	15.494
lmer_pop	WA_R	F	YE	YE15	58.675	NA	-22.063	62.694	23.785	NA	56.797	14.039
lmer_pop	WA_R	F	YE	YE19	19.604	-28.094	106.545	NA	21.664	27.959	55.244	NA
lmer_pop	WA_R	F	YE	YE20	-24.432	NA	NA	41.048	21.219	NA	NA	15.258
lmer_pop	WA_R	F	YE	YE21	61.004	58.923	NA	NA	21.219	27.959	NA	NA
lmer_pop	WA_R	F	YE	YE22	-9.071	NA	NA	3.502	20.57	NA	NA	14.412
lmer_pop	WA_R	F	YE	YE23	-59.125	NA	NA	-15.97	21.232	NA	NA	14.817
lmer_pop	WA_R	F	YE	YE24	9.18	NA	NA	-7.79	21.219	NA	NA	14.61
lmer_pop	WA_R	F	YE	YE26	-21.127	NA	NA	NA	21.861	NA	NA	NA
lmer_pop	WA_R	F	YE	YE27	74.1	NA	NA	NA	21.365	NA	NA	NA
lmer_pop	WA_R	F	YE	YE33	2.661	NA	NA	-18.676	21.378	NA	NA	14.222
lmer_pop	WA_R	F	YE	YE40	39.239	NA	NA	47.474	21.365	NA	NA	16.273
lmer_pop	WA_R	F	YE	YE41	-20.077	NA	NA	0.03	21.365	NA	NA	15.494
lmer_pop	WA_R	F	YE	YE48	-17.894	NA	NA	NA	21.849	NA	NA	NA
lmer_pop	WA_R	F	YE	YE49	-6.711	NA	NA	-29.574	22.016	NA	NA	16.273
lmer_pop	WA_R	F	YE	YE51	-79.321	NA	NA	-52.712	21.849	NA	NA	15.494
lmer_pop	WA_R	F	YE	YE69	8.578	NA	NA	23.951	22.016	NA	NA	14.817
lmer_pop	WA_R	F	YE	YE80	31.426	NA	NA	-10.014	22.016	NA	NA	15.258
lmer_pop	WA_R	F	UM	UM8	NA	NA	-106.765	NA	NA	NA	56.055	NA
lmer_pop	WA_R	F	YE	YE11	NA	NA	41.506	NA	NA	NA	56.172	NA
lmer_pop	WA_R	F	AK	AK19	NA	NA	NA	-22.582	NA	NA	NA	14.412
lmer_pop	WA_R	F	AK	AK24	NA	NA	NA	138.496	NA	NA	NA	15.258
lmer_pop	WA_R	F	UM	UM24	NA	NA	NA	-72.627	NA	NA	NA	17.521
lmer_pop	WA_R	M	AK	AK1	2.427	NA	-49.785	36.249	19.49	NA	41.62	13.146
lmer_pop	WA_R	M	AK	AK10	-78.484	NA	NA	NA	19.329	NA	NA	NA
lmer_pop	WA_R	M	AK	AK11	-21.774	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	AK	AK12	44.986	34.501	NA	NA	19.49	23.561	NA	NA
lmer_pop	WA_R	M	AK	AK13	66.722	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	AK	AK14	57.83	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	AK	AK15	-10.081	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	AK	AK16	25.637	NA	NA	-15.851	19.49	NA	NA	13.344
lmer_pop	WA_R	M	AK	AK17	-0.247	NA	NA	31.27	19.49	NA	NA	13.146
lmer_pop	WA_R	M	AK	AK18	-4.339	NA	NA	-4.835	19.49	NA	NA	13.344
lmer_pop	WA_R	M	AK	AK2	-41.197	NA	57.362	19.053	19.589	NA	40.833	12.956
lmer_pop	WA_R	M	AK	AK20	-21.245	NA	NA	-50.672	19.49	NA	NA	13.768
lmer_pop	WA_R	M	AK	AK21	15.109	NA	NA	40.901	19.49	NA	NA	13.146
lmer_pop	WA_R	M	AK	AK3	7.889	30.21	45.616	-6.381	19.404	23.561	40.627	13.344
lmer_pop	WA_R	M	AK	AK4	-20.077	NA	-53.194	-34.046	19.49	NA	40.939	12.273
lmer_pop	WA_R	M	AK	AK5	-55.307	NA	NA	-26.199	19.49	NA	NA	12.434
lmer_pop	WA_R	M	AK	AK6	58.486	NA	NA	-30.753	19.49	NA	NA	13.146
lmer_pop	WA_R	M	AK	AK7	12.397	-64.712	NA	7.264	19.49	23.561	NA	12.601
lmer_pop	WA_R	M	AK	AK8	16.239	NA	NA	-7.735	19.49	NA	NA	12.956
lmer_pop	WA_R	M	AK	AK9	-54.973	NA	NA	-13.062	19.49	NA	NA	13.551
lmer_pop	WA_R	M	GI	GI1	-21.575	NA	-38.178	51.048	19.49	NA	41.309	13.344
lmer_pop	WA_R	M	GI	GI10	31.475	31.978	NA	-4.724	19.49	23.561	NA	11.97
lmer_pop	WA_R	M	GI	GI11	-1.683	NA	NA	45.724	19.49	NA	NA	14.487
lmer_pop	WA_R	M	GI	GI12	-68.9	NA	NA	NA	19.502	NA	NA	NA
lmer_pop	WA_R	M	GI	GI13	11.228	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	GI	GI14	83.68	-32.202	NA	40.81	19.49	23.561	NA	13.344
lmer_pop	WA_R	M	GI	GI15	39.535	NA	NA	NA	19.49	NA	NA	NA
lmer_pop	WA_R	M	GI	GI2	-22.215	NA	78.743	NA	19.49	NA	40.734	NA
lmer_pop	WA_R	M	GI	GI3	-71.013	NA	-61.755	-54.759	19.359	NA	40.566	13.995
