"Supervisor.PI","Diet","Batch","Population","Line","Sex","ReplicateVialOld","ReplicateVial","Individual","TimeDeath_min","Censor","Country","Latitude","Longitude","Altitude"
"Vieira","S",8,"AK","AK6","F",2,"Vieira_8_AK6_F_2",8,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",2,"Vieira_8_AK6_F_2",9,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",2,"Vieira_8_AK6_F_2",10,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",2,"Vieira_8_AK6_F_2",11,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",2,"Vieira_8_AK6_F_2",12,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",2,"Vieira_8_AK6_F_2",13,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",2,"Vieira_8_AK6_F_2",14,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",2,"Vieira_8_AK6_F_2",15,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",2,"Vieira_8_AK6_F_2",16,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",2,"Vieira_8_AK6_F_2",17,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",2,"Vieira_8_AK6_F_2",18,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",3,"Vieira_8_AK6_F_3",1,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",3,"Vieira_8_AK6_F_3",2,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",3,"Vieira_8_AK6_F_3",3,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",3,"Vieira_8_AK6_F_3",4,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",3,"Vieira_8_AK6_F_3",5,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",3,"Vieira_8_AK6_F_3",6,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",3,"Vieira_8_AK6_F_3",7,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",3,"Vieira_8_AK6_F_3",8,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",3,"Vieira_8_AK6_F_3",9,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",3,"Vieira_8_AK6_F_3",10,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",3,"Vieira_8_AK6_F_3",11,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",3,"Vieira_8_AK6_F_3",12,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",3,"Vieira_8_AK6_F_3",13,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",3,"Vieira_8_AK6_F_3",14,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",3,"Vieira_8_AK6_F_3",15,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",3,"Vieira_8_AK6_F_3",16,420,1,"Finland",61.1,23.52,88
"Vieira","S",8,"AK","AK6","F",3,"Vieira_8_AK6_F_3",17,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",1,300,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",2,360,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",3,390,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",4,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",5,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",6,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",7,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",8,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",9,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",10,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",11,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",12,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",13,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",14,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",15,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",16,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",17,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",18,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",19,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",20,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",2,"Vieira_5_AK7_F_2",1,300,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",2,"Vieira_5_AK7_F_2",2,360,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",2,"Vieira_5_AK7_F_2",3,360,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",2,"Vieira_5_AK7_F_2",4,360,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",2,"Vieira_5_AK7_F_2",5,390,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",2,"Vieira_5_AK7_F_2",6,390,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",2,"Vieira_5_AK7_F_2",7,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",2,"Vieira_5_AK7_F_2",8,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",2,"Vieira_5_AK7_F_2",9,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",2,"Vieira_5_AK7_F_2",10,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",2,"Vieira_5_AK7_F_2",11,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",2,"Vieira_5_AK7_F_2",12,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",2,"Vieira_5_AK7_F_2",13,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",2,"Vieira_5_AK7_F_2",14,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",2,"Vieira_5_AK7_F_2",15,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",2,"Vieira_5_AK7_F_2",16,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",2,"Vieira_5_AK7_F_2",17,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",2,"Vieira_5_AK7_F_2",18,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",2,"Vieira_5_AK7_F_2",19,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",1,360,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",2,360,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",3,360,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",4,360,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",5,390,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",6,390,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",7,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",8,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",9,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",10,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",11,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",12,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",13,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",14,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",15,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",16,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",17,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",18,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",19,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK7","F",3,"Vieira_5_AK7_F_3",20,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",1,330,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",2,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",3,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",4,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",5,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",6,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",7,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",8,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",9,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",10,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",11,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",12,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",13,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",14,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",15,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",16,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",17,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",18,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",19,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",1,"Vieira_5_AK8_F_1",20,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",1,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",2,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",3,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",4,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",5,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",6,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",7,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",8,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",9,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",10,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",11,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",12,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",13,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",14,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",15,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",16,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",17,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",18,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",19,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",2,"Vieira_5_AK8_F_2",20,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",1,360,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",2,360,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",3,360,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",4,360,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",5,360,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",6,360,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",7,360,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",8,390,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",9,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",10,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",11,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",12,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",13,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",14,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",15,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",16,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",17,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",18,420,0,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",19,420,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK8","F",3,"Vieira_5_AK8_F_3",20,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",1,"Vieira_3_AK9_F_1",1,360,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",1,"Vieira_3_AK9_F_1",2,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",1,"Vieira_3_AK9_F_1",3,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",1,"Vieira_3_AK9_F_1",4,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",1,"Vieira_3_AK9_F_1",5,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",1,"Vieira_3_AK9_F_1",6,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",1,"Vieira_3_AK9_F_1",7,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",1,"Vieira_3_AK9_F_1",8,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",1,"Vieira_3_AK9_F_1",9,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",1,"Vieira_3_AK9_F_1",10,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",1,"Vieira_3_AK9_F_1",11,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",1,"Vieira_3_AK9_F_1",12,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",1,"Vieira_3_AK9_F_1",13,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",1,"Vieira_3_AK9_F_1",14,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",1,"Vieira_3_AK9_F_1",15,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",1,"Vieira_3_AK9_F_1",16,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",1,"Vieira_3_AK9_F_1",17,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",1,"Vieira_3_AK9_F_1",18,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",1,330,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",2,330,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",3,390,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",4,390,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",5,390,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",6,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",7,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",8,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",9,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",10,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",11,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",12,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",13,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",14,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",15,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",16,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",17,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",18,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",19,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",2,"Vieira_3_AK9_F_2",20,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",3,"Vieira_3_AK9_F_3",1,180,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",3,"Vieira_3_AK9_F_3",2,330,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",3,"Vieira_3_AK9_F_3",3,330,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",3,"Vieira_3_AK9_F_3",4,360,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",3,"Vieira_3_AK9_F_3",5,360,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",3,"Vieira_3_AK9_F_3",6,360,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",3,"Vieira_3_AK9_F_3",7,390,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",3,"Vieira_3_AK9_F_3",8,390,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",3,"Vieira_3_AK9_F_3",9,420,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",3,"Vieira_3_AK9_F_3",10,420,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",3,"Vieira_3_AK9_F_3",11,420,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",3,"Vieira_3_AK9_F_3",12,420,0,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",3,"Vieira_3_AK9_F_3",13,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",3,"Vieira_3_AK9_F_3",14,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",3,"Vieira_3_AK9_F_3",15,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",3,"Vieira_3_AK9_F_3",16,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",3,"Vieira_3_AK9_F_3",17,420,1,"Finland",61.1,23.52,88
"Vieira","S",3,"AK","AK9","F",3,"Vieira_3_AK9_F_3",18,420,1,"Finland",61.1,23.52,88
"Vieira","S",7,"GI","GI1","F",1,"Vieira_7_GI1_F_1",1,330,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",1,"Vieira_7_GI1_F_1",2,330,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",1,"Vieira_7_GI1_F_1",3,360,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",1,"Vieira_7_GI1_F_1",4,360,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",1,"Vieira_7_GI1_F_1",5,390,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",1,"Vieira_7_GI1_F_1",6,390,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",1,"Vieira_7_GI1_F_1",7,390,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",1,"Vieira_7_GI1_F_1",8,390,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",1,"Vieira_7_GI1_F_1",9,390,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",1,"Vieira_7_GI1_F_1",10,390,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",1,"Vieira_7_GI1_F_1",11,390,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",1,"Vieira_7_GI1_F_1",12,390,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",1,"Vieira_7_GI1_F_1",13,390,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",1,"Vieira_7_GI1_F_1",14,390,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",1,"Vieira_7_GI1_F_1",15,420,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",1,"Vieira_7_GI1_F_1",16,420,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",2,"Vieira_7_GI1_F_2",1,180,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",2,"Vieira_7_GI1_F_2",2,240,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",2,"Vieira_7_GI1_F_2",3,270,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",2,"Vieira_7_GI1_F_2",4,270,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",2,"Vieira_7_GI1_F_2",5,300,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",2,"Vieira_7_GI1_F_2",6,300,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",2,"Vieira_7_GI1_F_2",7,300,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",2,"Vieira_7_GI1_F_2",8,300,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",2,"Vieira_7_GI1_F_2",9,330,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",2,"Vieira_7_GI1_F_2",10,330,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",2,"Vieira_7_GI1_F_2",11,330,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",2,"Vieira_7_GI1_F_2",12,330,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",2,"Vieira_7_GI1_F_2",13,330,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",2,"Vieira_7_GI1_F_2",14,330,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",2,"Vieira_7_GI1_F_2",15,330,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI1","F",2,"Vieira_7_GI1_F_2",16,330,0,"Spain",41.618,0.62,173
