Model	Trait	Sex	Population	Line	Coef_Vieira	Coef_Mensch	SE_Vieira	SE_Mensch
lmer_pop	CCRT	M	RE	RE15	1599.35716911579	1627.1344399229	111.89160506663	179.98735331747
lmer_pop	CCRT	M	RE	RE16	1616.19716911579	1630.3664399229	111.89160506663	178.312408792063
lmer_pop	CCRT	M	RE	RE17	1573.69716911579	1676.2774399229	111.89160506663	179.196675645024
lmer_pop	CCRT	M	RE	RE18	1533.98216911579	1641.2954399229	111.89160506663	178.826972622219
lmer_pop	CCRT	M	RE	RE2	1528.07316911579	1599.7854399229	111.89160506663	177.4790072353
lmer_pop	CCRT	M	RE	RE3	1564.45416911579	1464.2084399229	111.89160506663	180.560150856239
lmer_pop	CCRT	M	RE	RE4	1557.59616911579	1680.1344399229	111.89160506663	180.574979712661
lmer_pop	CCRT	M	RE	RE5	1573.06416911579	1460.5464399229	111.89160506663	180.170376794377
lmer_pop	CCRT	M	RE	RE6	1572.54516911579	1273.6624399229	112.240945672187	178.826972622219
lmer_pop	CCRT	M	RE	RE7	1543.09816911579	1404.8624399229	111.89160506663	180.170376794377
lmer_pop	CCRT	M	RE	RE8	1549.78816911579	1374.8184399229	111.89160506663	178.312408792063
lmer_pop	CCRT	M	RE	RE9	1571.35416911579	NA	111.89160506663	NA
lmer_pop	CCRT	M	UM	UM13	1605.20246974756	1170.07463115122	108.697296028038	179.472648921173
lmer_pop	CCRT	M	UM	UM17	1570.04546974756	1854.02363115122	108.697296028038	186.13151262154
lmer_pop	CCRT	M	UM	UM18	1569.98246974756	1510.68863115122	108.697296028038	177.792855553261
lmer_pop	CCRT	M	UM	UM2	1551.45446974756	1802.99763115122	108.697296028038	182.122130411937
lmer_pop	CCRT	M	UM	UM20	1602.96946974756	1548.11763115122	109.056869406778	177.792855553261
lmer_pop	CCRT	M	UM	UM21	1542.94946974756	1766.98563115122	108.697296028038	186.469037726864
lmer_pop	CCRT	M	UM	UM22	1581.31946974756	NA	109.056869406778	NA
lmer_pop	CCRT	M	UM	UM23	1633.24746974756	1821.25163115122	108.697296028038	182.122130411937
lmer_pop	CCRT	M	UM	UM24	1627.42246974756	NA	108.697296028038	NA
lmer_pop	CCRT	M	UM	UM25	1569.91846974756	1383.62963115122	108.697296028038	179.6561967503
lmer_pop	CCRT	M	UM	UM26	1574.45546974756	1760.05663115122	108.697296028038	179.386139358041
lmer_pop	CCRT	M	UM	UM28	1593.19446974756	1726.64763115122	108.697296028038	186.438989266684
lmer_pop	CCRT	M	UM	UM29	1510.95846974756	1416.92763115122	108.697296028038	180.025215341581
lmer_pop	CCRT	M	UM	UM4	1557.67946974756	1896.13263115122	108.697296028038	180.047083935793
lmer_pop	CCRT	M	UM	UM5	1568.84246974756	1684.37163115122	108.697296028038	180.025215341581
lmer_pop	CCRT	M	UM	UM6	1571.01646974756	1772.90163115122	108.697296028038	177.792855553261
lmer_pop	CCRT	M	UM	UM7	1557.70046974756	1734.57663115122	108.697296028038	192.827025786798
lmer_pop	CCRT	M	UM	UM8	1615.14146974756	2050.47063115122	108.697296028038	179.386139358041
lmer_pop	CCRT	M	UM	UM9	1585.40746974756	1561.74363115122	108.697296028038	185.979594146193
lmer_pop	CCRT	M	VA	VA1	1504.73761128789	1559.22221330099	107.807120639121	176.953131132622
lmer_pop	CCRT	M	VA	VA11	1477.07261128789	1672.60921330099	107.807120639121	177.327774884926
lmer_pop	CCRT	M	VA	VA15	1521.45061128789	1817.71321330099	107.807120639121	190.894134183423
lmer_pop	CCRT	M	VA	VA18	1493.78561128789	1326.61521330099	107.807120639121	177.349976094272
lmer_pop	CCRT	M	VA	VA22	1526.79061128789	1374.40621330099	108.169653144946	176.67894209735
lmer_pop	CCRT	M	VA	VA26	1519.55161128789	1639.44921330099	107.807120639121	177.365073342073
lmer_pop	CCRT	M	VA	VA30	1471.41761128789	1336.69621330099	107.807120639121	175.061020997362
lmer_pop	CCRT	M	VA	VA34	1521.80961128789	1759.86521330099	107.807120639121	175.585113493823
lmer_pop	CCRT	M	VA	VA35	1506.40461128789	1567.89521330099	107.807120639121	191.416922558166
lmer_pop	CCRT	M	VA	VA44	1535.80061128789	1471.52821330099	107.807120639121	193.169377533394
lmer_pop	CCRT	M	VA	VA46	1480.06961128789	1460.84921330099	107.807120639121	177.327774884926
lmer_pop	CCRT	M	VA	VA47	1503.55661128789	1879.23321330099	107.807120639121	182.387818991946
lmer_pop	CCRT	M	VA	VA48	1532.12861128789	1757.18921330099	107.807120639121	176.766776566296
lmer_pop	CCRT	M	VA	VA55	1529.49061128789	1497.95921330099	107.807120639121	175.585113493823
lmer_pop	CCRT	M	VA	VA57	1492.60361128789	1511.71421330099	107.807120639121	175.961627935294
lmer_pop	CCRT	M	VA	VA6	1485.78761128789	1481.87621330099	107.807120639121	176.67894209735
lmer_pop	CCRT	M	VA	VA66	1502.52261128789	1520.35621330099	107.807120639121	176.953131132622
lmer_pop	CCRT	M	VA	VA67	1520.22761128789	1482.20921330099	108.169653144946	176.953131132622
lmer_pop	CCRT	M	VA	VA71	1487.91961128789	1608.60821330099	107.807120639121	175.585113493823
lmer_pop	CCRT	M	VA	VA9	1494.88261128789	1590.09021330099	107.807120639121	175.061020997362
lmer_pop	CCRT	M	YE	YE11	1680.66451267445	2038.38335743103	107.98102923546	179.735173340923
lmer_pop	CCRT	M	YE	YE13	1637.86851267445	1710.00035743103	107.98102923546	182.465930869002
lmer_pop	CCRT	M	YE	YE14	1615.37351267445	1771.64035743103	107.98102923546	178.66005719212
lmer_pop	CCRT	M	YE	YE15	1661.71451267445	1628.22035743103	107.98102923546	178.145011234925
lmer_pop	CCRT	M	YE	YE19	1650.27651267445	1996.45635743103	107.98102923546	204.412104269516
lmer_pop	CCRT	M	YE	YE20	1608.05051267445	1875.51335743103	107.98102923546	185.657213630097
lmer_pop	CCRT	M	YE	YE21	1609.92851267445	1698.09035743103	107.98102923546	178.8707367679
lmer_pop	CCRT	M	YE	YE22	1661.67151267445	1796.24935743103	107.98102923546	186.774843758177
lmer_pop	CCRT	M	YE	YE23	1688.45051267445	2373.33035743103	107.98102923546	178.145011234925
lmer_pop	CCRT	M	YE	YE24	1643.54451267445	1565.51235743103	107.98102923546	185.657213630097
lmer_pop	CCRT	M	YE	YE26	1619.60051267445	1589.66335743103	108.342979817565	178.145011234925
lmer_pop	CCRT	M	YE	YE27	1633.05851267445	1998.47835743103	108.342979817565	186.316276747072
lmer_pop	CCRT	M	YE	YE33	1668.61451267445	1776.01035743103	108.342979817565	193.486599577055
lmer_pop	CCRT	M	YE	YE40	1685.15851267445	1727.58935743103	107.98102923546	178.145011234925
lmer_pop	CCRT	M	YE	YE41	1676.06351267445	NA	107.98102923546	NA
lmer_pop	CCRT	M	YE	YE48	1673.63651267445	1871.18335743103	107.98102923546	194.60080091277
lmer_pop	CCRT	M	YE	YE49	1689.92851267445	1917.00735743103	107.98102923546	186.316276747072
lmer_pop	CCRT	M	YE	YE51	1711.70251267445	1978.72335743103	108.342979817565	234.351812309808
lmer_pop	CCRT	M	YE	YE69	1654.89751267445	NA	108.342979817565	NA
lmer_pop	CCRT	M	YE	YE80	1592.66651267445	1607.19835743103	107.98102923546	178.145011234925
lmer_pop	CCRT	M	AK	AK21	NA	1813.98886197409	NA	191.438961238944
lmer_pop	CCRT	M	GI	GI14	NA	1700.0802254859	NA	181.764319396849
lmer_pop	CCRT	M	GI	GI6	NA	1751.4462254859	NA	182.906066118103
lmer_pop	CCRT	M	RE	RE1	NA	1383.1964399229	NA	180.560150856239
