Supervisor.PI,Diet,Batch,Population,Sex,Individual,Censor,LSM_AgeAtDeath_days,Country,Latitude,Longitude,Altitude
Pasyukova,S,2,MA,M,6,0,42,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,47,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,49,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,49,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,51,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,13,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,29,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,3,0,34,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,4,0,44,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,5,0,44,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,6,0,44,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,7,0,44,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,8,0,44,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,9,0,44,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,10,0,54,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,1,0,5,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,2,0,28,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,3,0,36,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,4,0,38,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,5,0,38,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,6,0,39,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,39,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,42,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,49,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,53,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,36,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,36,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,3,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,4,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,5,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,6,0,49,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,7,0,52,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,8,0,53,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,9,0,57,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,10,0,57,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,1,0,27,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,2,0,34,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,3,0,35,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,4,0,38,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,5,0,45,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,6,0,45,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,47,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,47,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,50,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,56,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,27,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,29,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,3,0,31,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,4,0,31,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,5,0,31,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,6,0,31,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,7,0,36,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,8,0,36,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,9,0,36,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,10,0,42,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,1,0,5,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,2,0,21,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,3,0,27,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,4,0,30,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,5,0,30,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,6,0,30,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,34,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,34,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,43,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,43,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,23,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,34,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,3,0,41,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,4,0,45,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,5,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,6,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,7,0,58,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,8,0,58,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,9,0,61,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,10,0,65,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,1,0,33,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,2,0,52,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,3,0,54,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,4,0,57,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,5,0,57,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,6,0,57,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,60,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,65,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,79,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,98,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,17,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,36,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,3,0,39,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,4,0,47,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,5,0,47,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,6,0,51,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,7,0,51,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,8,0,51,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,9,0,61,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,10,0,61,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,1,0,18,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,2,0,41,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,3,0,55,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,4,0,55,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,5,0,55,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,6,0,55,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,58,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,62,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,75,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,75,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,32,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,34,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,3,0,42,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,4,0,56,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,5,0,61,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,6,0,61,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,7,0,65,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,8,0,73,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,9,0,73,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,10,0,82,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,1,0,51,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,2,0,55,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,3,0,62,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,4,0,62,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,5,0,63,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,6,0,66,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,66,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,77,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,79,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,83,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,16,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,41,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,3,0,48,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,4,0,48,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,5,0,52,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,6,0,52,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,7,0,56,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,8,0,56,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,9,0,58,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,10,0,58,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,1,0,38,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,2,0,40,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,3,0,44,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,4,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,5,0,47,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,6,0,51,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,53,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,57,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,60,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,60,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,27,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,31,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,3,0,39,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,4,0,40,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,5,0,40,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,6,0,42,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,7,0,42,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,8,0,42,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,9,0,44,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,10,0,52,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,1,0,36,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,2,0,38,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,3,0,38,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,4,0,41,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,5,0,45,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,6,0,45,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,50,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,57,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,28,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,40,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,3,0,41,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,4,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,5,0,48,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,6,0,48,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,7,0,48,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,8,0,51,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,9,0,55,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,10,0,58,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,1,0,29,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,2,0,42,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,3,0,44,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,4,0,45,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,5,0,45,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,6,0,47,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,53,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,54,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,59,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,68,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,13,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,38,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,3,0,41,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,4,0,41,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,5,0,44,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,6,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,7,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,8,0,50,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,9,0,65,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,10,0,72,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,1,0,5,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,2,0,29,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,3,0,45,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,4,0,47,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,5,0,47,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,6,0,47,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,52,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,54,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,54,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,54,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,18,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,29,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,3,0,37,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,4,0,37,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,5,0,40,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,6,0,41,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,7,0,45,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,8,0,51,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,9,0,51,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,10,0,55,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,1,0,27,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,2,0,38,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,3,0,42,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,4,0,43,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,5,0,44,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,6,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,53,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,54,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,58,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,60,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,38,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,43,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,3,0,45,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,4,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,5,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,6,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,7,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,8,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,9,0,50,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,10,0,53,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,1,0,39,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,2,0,41,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,3,0,42,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,4,0,44,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,5,0,47,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,6,0,47,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,51,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,52,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,52,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,65,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,11,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,25,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,3,0,34,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,4,0,37,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,5,0,37,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,6,0,38,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,7,0,38,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,8,0,42,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,9,0,42,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,10,0,49,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,1,0,40,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,2,0,47,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,3,0,47,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,4,0,47,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,5,0,56,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,6,0,61,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,61,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,61,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,70,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,74,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,28,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,31,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,3,0,31,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,4,0,31,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,5,0,41,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,6,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,7,0,50,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,8,0,53,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,9,0,57,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,10,0,58,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,1,0,13,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,2,0,23,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,3,0,29,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,4,0,32,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,5,0,34,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,6,0,43,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,48,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,52,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,52,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,55,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,10,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,20,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,3,0,20,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,4,0,23,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,5,0,28,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,6,0,41,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,7,0,43,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,8,0,48,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,9,0,55,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,10,0,58,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,1,0,4,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,2,0,4,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,3,0,13,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,4,0,14,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,5,0,29,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,6,0,32,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,32,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,38,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,45,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,18,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,18,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,3,0,20,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,4,0,28,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,5,0,28,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,6,0,32,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,7,0,34,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,8,0,34,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,9,0,50,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,10,0,58,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,1,0,4,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,2,0,21,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,3,0,23,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,4,0,23,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,5,0,29,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,6,0,29,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,29,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,31,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,31,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,31,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,4,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,4,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,3,0,6,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,4,0,8,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,5,0,17,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,6,0,21,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,7,0,32,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,8,0,34,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,9,0,43,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,10,0,43,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,1,0,5,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,2,0,13,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,3,0,18,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,4,0,18,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,5,0,23,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,6,0,26,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,26,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,26,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,28,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,31,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,27,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,33,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,3,0,36,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,4,0,36,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,5,0,38,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,6,0,40,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,7,0,41,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,8,0,41,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,9,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,10,0,46,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,1,0,23,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,2,0,23,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,3,0,32,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,4,0,39,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,5,0,42,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,6,0,44,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,47,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,47,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,47,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,58,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,13,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,27,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,3,0,38,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,4,0,40,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,5,0,40,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,6,0,40,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,7,0,49,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,8,0,54,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,9,0,54,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,10,0,63,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,1,0,39,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,2,0,41,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,3,0,42,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,4,0,50,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,5,0,50,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,6,0,52,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,7,0,52,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,8,0,53,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,9,0,53,Austria,48.375,15.56,572
Pasyukova,S,2,MA,M,10,0,58,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,1,0,5,Austria,48.375,15.56,572
Pasyukova,S,2,MA,F,2,0,27,Austria,48.375,15.56,572
