Supervisor.PI,Diet,Batch,Population,Line,Sex,Individual,DW_micrograms,Country,Latitude,Longitude,Altitude
Onder,NS,1,RE,RE1,M,7,0.272,Portugal,41.15,-8.41,175
Onder,NS,1,RE,RE1,M,8,0.281,Portugal,41.15,-8.41,175
Onder,NS,1,RE,RE1,M,9,0.254,Portugal,41.15,-8.41,175
Onder,NS,1,RE,RE1,M,10,0.279,Portugal,41.15,-8.41,175
Onder,NS,1,RE,RE1,M,11,0.21,Portugal,41.15,-8.41,175
Onder,NS,1,RE,RE1,M,12,0.293,Portugal,41.15,-8.41,175
Onder,NS,1,RE,RE1,M,13,0.292,Portugal,41.15,-8.41,175
Onder,NS,1,RE,RE1,M,14,0.275,Portugal,41.15,-8.41,175
Onder,NS,1,RE,RE1,M,15,0.224,Portugal,41.15,-8.41,175
Onder,NS,1,RE,RE1,M,16,0.272,Portugal,41.15,-8.41,175
Onder,NS,1,RE,RE1,M,17,0.28,Portugal,41.15,-8.41,175
Onder,NS,1,RE,RE1,M,18,0.306,Portugal,41.15,-8.41,175
Onder,NS,1,RE,RE1,M,19,0.283,Portugal,41.15,-8.41,175
Onder,NS,1,RE,RE1,M,20,0.313,Portugal,41.15,-8.41,175
Onder,NS,1,RE,RE1,M,21,0.251,Portugal,41.15,-8.41,175
Onder,NS,1,RE,RE1,M,22,0.194,Portugal,41.15,-8.41,175
Onder,NS,1,RE,RE1,M,23,0.156,Portugal,41.15,-8.41,175
Onder,NS,1,RE,RE1,M,24,0.287,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,1,0.436,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,2,0.504,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,3,0.533,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,4,0.372,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,5,0.479,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,6,0.419,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,7,0.474,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,8,0.471,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,9,0.418,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,10,0.404,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,11,0.42,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,12,0.559,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,13,0.549,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,14,0.467,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,15,0.519,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,16,0.458,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,17,0.458,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,18,0.461,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,19,0.419,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,20,0.452,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,21,0.445,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,22,0.419,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,23,0.426,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,F,24,0.413,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,1,0.261,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,2,0.313,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,3,0.302,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,4,0.333,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,5,0.278,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,6,0.295,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,7,0.269,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,8,0.258,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,9,0.246,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,10,0.264,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,11,0.299,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,12,0.223,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,13,0.264,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,14,0.288,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,15,0.255,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,16,0.23,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,17,0.302,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,18,0.338,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,19,0.38,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,20,0.299,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,21,0.314,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,22,0.343,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,23,0.373,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE10,M,24,0.363,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,1,0.45,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,2,0.413,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,3,0.476,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,4,0.45,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,5,0.463,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,6,0.453,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,7,0.441,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,8,0.389,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,9,0.428,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,10,0.417,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,11,0.4,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,12,0.418,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,13,0.351,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,14,0.386,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,15,0.435,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,16,0.446,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,17,0.492,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,18,0.427,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,19,0.383,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,20,0.481,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,21,0.424,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,22,0.431,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,23,0.498,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,F,24,0.489,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,1,0.21,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,2,0.247,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,3,0.246,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,4,0.209,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,5,0.269,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,6,0.283,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,7,0.252,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,8,0.284,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,9,0.213,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,10,0.287,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,11,0.251,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,12,0.221,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,13,0.229,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,14,0.271,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,15,0.213,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,16,0.235,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,17,0.231,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,18,0.265,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,19,0.252,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,20,0.269,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,21,0.242,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,22,0.283,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,23,0.238,Portugal,41.15,-8.41,175
Onder,NS,2,RE,RE11,M,24,0.25,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,1,0.496,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,2,0.448,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,3,0.508,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,4,0.465,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,5,0.467,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,6,0.448,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,7,0.386,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,8,0.423,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,9,0.421,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,10,0.373,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,11,0.525,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,12,0.444,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,13,0.515,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,14,0.558,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,15,0.518,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,16,0.381,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,17,0.455,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,18,0.351,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,19,0.44,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,20,0.53,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,21,0.493,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,22,0.488,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,23,0.479,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,F,24,0.528,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,1,0.261,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,2,0.235,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,3,0.232,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,4,0.232,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,5,0.237,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,6,0.289,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,7,0.222,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,8,0.185,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,9,0.216,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,10,0.226,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,11,0.24,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,12,0.157,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,13,0.198,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,14,0.253,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,15,0.24,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,16,0.219,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,17,0.211,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,18,0.291,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,19,0.248,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,20,0.283,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,21,0.255,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,22,0.209,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,23,0.251,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE12,M,24,0.219,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,1,0.587,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,2,0.488,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,3,0.516,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,4,0.499,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,5,0.51,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,6,0.468,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,7,0.55,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,8,0.522,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,9,0.57,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,10,0.623,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,11,0.556,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,12,0.553,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,13,0.53,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,14,0.542,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,15,0.572,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,16,0.563,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,17,0.541,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,18,0.552,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,19,0.578,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,20,0.517,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,21,0.554,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,22,0.577,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,23,0.476,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,F,24,0.546,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,1,0.248,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,2,0.274,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,3,0.312,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,4,0.307,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,5,0.262,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,6,0.3,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,7,0.313,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,8,0.333,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,9,0.287,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,10,0.304,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,11,0.268,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,12,0.275,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,13,0.317,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,14,0.282,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,15,0.328,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,16,0.304,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,17,0.325,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,18,0.253,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,19,0.291,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,20,0.317,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,21,0.213,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,22,0.256,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,23,0.301,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE13,M,24,0.308,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,1,0.409,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,2,0.421,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,3,0.476,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,4,0.488,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,5,0.429,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,6,0.456,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,7,0.44,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,8,0.425,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,9,0.5,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,10,0.562,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,11,0.495,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,12,0.53,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,13,0.504,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,14,0.454,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,15,0.454,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,16,0.54,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,17,0.452,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,18,0.485,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,19,0.435,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,20,0.377,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,21,0.574,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,22,0.491,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,23,0.5,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,F,24,0.421,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,1,0.236,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,2,0.236,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,3,0.267,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,4,0.234,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,5,0.222,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,6,0.24,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,7,0.232,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,8,0.221,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,9,0.302,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,10,0.236,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,11,0.25,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,12,0.298,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,13,0.261,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,14,0.278,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,15,0.218,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,16,0.226,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,17,0.274,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,18,0.255,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,19,0.229,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,20,0.255,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,21,0.275,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,22,0.253,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,23,0.174,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE15,M,24,0.292,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,1,0.533,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,2,0.413,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,3,0.493,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,4,0.337,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,5,0.531,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,6,0.37,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,7,0.267,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,8,0.411,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,9,0.472,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,10,0.604,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,11,0.603,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,12,0.548,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,13,0.473,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,14,0.545,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,15,0.581,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,16,0.535,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,17,0.506,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,18,0.575,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,19,0.567,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,20,0.518,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,21,0.527,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,22,0.595,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,23,0.533,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,F,24,0.521,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,1,0.321,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,2,0.196,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,3,0.29,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,4,0.26,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,5,0.238,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,6,0.166,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,7,0.287,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,8,0.261,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,9,0.263,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,10,0.203,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,11,0.218,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,12,0.243,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,13,0.287,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,14,0.252,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,15,0.265,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,16,0.234,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,17,0.295,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,18,0.333,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,19,0.313,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,20,0.273,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,21,0.296,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,22,0.258,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,23,0.339,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE16,M,24,0.298,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,1,0.483,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,2,0.491,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,3,0.453,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,4,0.493,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,5,0.485,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,6,0.449,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,7,0.447,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,8,0.452,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,9,0.411,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,10,0.424,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,11,0.477,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,12,0.405,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,13,0.391,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,14,0.446,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,15,0.361,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,16,0.46,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,17,0.355,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,18,0.495,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,19,0.376,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,20,0.433,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,21,0.532,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,22,0.475,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,23,0.463,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,F,24,0.457,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,M,1,0.268,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,M,2,0.262,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,M,3,0.256,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,M,4,0.236,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,M,5,0.279,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,M,6,0.249,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,M,7,0.222,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,M,8,0.192,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,M,9,0.256,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,M,10,0.266,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,M,11,0.226,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,M,12,0.253,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,M,13,0.272,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,M,14,0.243,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,M,15,0.267,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,M,16,0.256,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,M,17,0.237,Portugal,41.15,-8.41,175
Onder,NS,3,RE,RE17,M,18,0.217,Portugal,41.15,-8.41,175
