Supervisor.PI,Diet,Batch,Population,Line,Sex,ReplicateVialOld,ReplicateVial,Individual,CentroidSizeLeft_micrometers,CentroidSizeRight_micrometers,Country,Latitude,Longitude,Altitude
StamenkovicRadak,NS,4,KA,KA23,M,1,StamenkovicRadak_4_KA23_1,19,2358.3178,2432.7641,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA23,M,1,StamenkovicRadak_4_KA23_1,20,2322.3057,2318.9769,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA23,M,1,StamenkovicRadak_4_KA23_1,21,2430.1535,2441.293,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA23,M,1,StamenkovicRadak_4_KA23_1,22,2501.8655,2418.7733,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA23,M,1,StamenkovicRadak_4_KA23_1,23,2286.4635,2276.7141,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA23,M,1,StamenkovicRadak_4_KA23_1,24,2370.8657,2378.6816,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA23,M,1,StamenkovicRadak_4_KA23_1,25,2347.4577,2356.385,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA23,M,1,StamenkovicRadak_4_KA23_1,26,2342.1429,2363.5212,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA23,M,1,StamenkovicRadak_4_KA23_1,27,2348.7765,2365.2295,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,1,2653.373,2824.8083,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,2,2872.3904,2874.5284,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,3,2827.2883,2836.6135,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,4,2653.7042,2666.3568,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,5,2797.7719,2781.6184,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,6,2702.2607,2722.0124,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,7,2706.5436,2701.0828,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,8,2680.6473,2674.9571,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,9,2636.0417,2645.6401,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,10,2794.4794,2765.5208,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,11,2826.1824,2819.9082,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,12,2772.8466,2767.4478,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,13,2649.311,2654.5765,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,14,2902.4346,2913.6941,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,15,2730.3797,2706.9017,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,16,2901.8803,2909.4439,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,17,2668.6546,2644.3108,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,18,2743.5084,2766.1332,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,19,2746.9978,2725.3491,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,20,2629.1914,2628.003,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,21,2686.3274,2713.7013,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,22,2798.4926,2786.1385,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,23,2755.3284,2791.6716,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,24,2824.1145,2837.5268,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,25,2833.2745,2837.3645,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,26,2688.1643,2704.0411,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,27,2770.3547,2777.0312,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,28,2707.9836,2728.1631,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,29,2775.2248,2791.0912,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,30,2777.9091,2769.92,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,F,1,StamenkovicRadak_4_KA24_1,31,2867.9819,2886.4037,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,1,2349.855,2359.525,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,2,2372.3374,2400.6611,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,3,2416.0932,2420.53,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,4,2386.604,2378.8667,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,5,2416.7799,2418.2097,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,6,2505.8188,2484.6288,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,7,2477.7773,2484.8025,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,8,2232.488,2251.5925,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,9,2453.6888,2455.8885,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,10,2459.522,2458.9087,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,11,2417.2574,2402.901,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,12,2472.9239,2475.4725,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,13,2454.6236,2451.5867,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,14,2406.7276,2389.2743,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,15,2247.6082,2289.316,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,16,2409.3646,2412.6849,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,17,2434.7267,2452.8804,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,18,2453.1075,2455.8153,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,19,2390.0383,2412.4496,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,20,2375.3813,2373.2833,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,21,2391.1729,2397.7625,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,22,2389.8644,2376.3495,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,23,2331.0774,2363.7705,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,24,2354.601,2360.5447,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,25,2459.499,2462.9597,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,26,2371.8168,2362.9813,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,27,2346.0953,2347.913,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,28,2405.4018,2404.748,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,29,2538.0691,2494.0981,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,30,2352.4671,2351.46,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,31,2206.3179,2207.1927,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,32,2519.017,2520.9827,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,33,2436.7143,2421.5113,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,34,2339.2564,2362.8044,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,35,2356.5483,2362.8404,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,36,2376.8667,2386.9725,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,37,2484.975,2485.2571,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA24,M,1,StamenkovicRadak_4_KA24_1,38,2485.8602,2503.4291,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,1,2938.5267,2942.6131,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,2,2859.5731,2843.6106,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,3,2465.3727,2496.9126,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,4,2965.4992,2969.0712,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,5,2831.3591,2847.9198,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,6,2921.6046,2920.5003,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,7,2878.3357,2894.5264,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,8,2850.8158,2838.2345,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,9,2866.9799,2870.8584,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,10,2865.4394,2887.981,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,11,2537.6063,2577.6512,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,12,2903.5754,2914.7671,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,13,2902.117,2846.6063,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,14,2845.1248,2847.7395,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,15,2849.9895,2869.4307,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,16,2805.959,2819.1023,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,17,2902.047,2875.5318,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,18,2927.5358,2918.9502,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,19,2942.7549,2926.8657,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,20,2909.3537,2909.2272,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,21,2800.5427,2781.6266,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,22,2822.5263,2814.1692,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,23,2784.8293,2768.5869,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,24,2854.4155,2868.4494,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,25,2776.1092,2783.0814,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,26,2789.2067,2775.3048,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,27,2807.9103,2835.8165,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,F,1,StamenkovicRadak_4_KA25_1,28,2859.6776,2867.6497,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,1,2506.8532,2467.2528,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,2,2509.1349,2515.8206,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,3,2481.9256,2491.6799,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,4,2422.4641,2458.7688,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,5,2490.0162,2486.937,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,6,2508.5269,2511.0797,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,7,2563.2194,2489.7079,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,8,2448.729,2541.824,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,9,2605.1475,2455.0134,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,10,2503.1648,2609.5427,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,11,2352.2348,2511.2668,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,12,2487.5908,2355.8357,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,13,2355.5929,2484.4748,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,14,2370.1237,2382.6005,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,15,2522.9348,2383.324,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,16,2584.9385,2520.0298,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,17,2472.6056,2572.378,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,18,2569.2538,2488.9465,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,19,2447.6881,2439.6751,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,20,2535.8868,2516.5358,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,21,2467.4994,2482.1469,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,22,2596.8794,2592.0125,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,23,2432.1407,2454.6167,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,24,2615.9567,2609.642,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,25,2509.3259,2516.5803,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA25,M,1,StamenkovicRadak_4_KA25_1,26,2593.916,2615.7566,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,1,2822.4927,2822.6097,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,2,2921.5812,2933.2046,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,3,2923.0971,2953.8128,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,4,2872.566,2872.1701,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,5,2963.7615,2954.8834,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,6,3029.9322,3010.0348,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,7,2775.4567,2775.5059,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,8,2987.5022,2995.3202,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,9,2924.9423,2928.7727,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,10,2694.0877,2691.667,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,11,2820.6212,2832.0766,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,12,2985.6732,2987.9419,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,13,2908.4224,2895.1892,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,14,2882.7944,2882.2868,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,15,2941.3526,2972.0636,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,16,2973.3363,2966.3114,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,17,2828.0832,2832.9321,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,18,2735.9846,2746.1068,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,19,2486.134,2483.6305,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,20,2838.027,2815.6141,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,21,2894.3415,2879.394,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,22,2838.0657,2905.8505,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,23,2672.2863,2714.3948,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,24,2800.3498,2868.4133,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,25,2881.9147,2900.2,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,26,2809.7116,2809.8647,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,27,2920.4876,2916.1679,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,28,2898.1687,2901.6544,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,29,2845.8481,2857.1939,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,30,2996.3789,2996.2124,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,F,1,StamenkovicRadak_4_KA29_1,31,2982.7335,3007.5627,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,1,2495.2743,2473.5789,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,2,2446.5335,2436.0662,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,3,2621.4402,2606.4968,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,4,2514.3788,2507.2252,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,5,2593.0341,2601.4074,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,6,2602.8268,2590.7639,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,7,2505.2488,2510.8392,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,8,2443.78,2462.5762,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,9,2573.4025,2570.5524,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,10,2392.2172,2393.0486,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,11,2426.2777,2446.1322,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,12,2432.8179,2430.4316,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,13,2578.084,2575.8767,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,14,2548.0267,2567.1415,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,15,2399.998,2471.1673,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,16,2496.7667,2483.0844,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,17,2445.1871,2445.2891,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,18,2440.8841,2427.4929,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,19,2506.3838,2523.6666,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,20,2583.3953,2608.8186,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,21,2514.5985,2524.4589,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,22,2567.9867,2546.0631,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,23,2479.4974,2487.8371,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,24,2621.373,2621.9502,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,25,2608.2407,2627.5615,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,26,2646.508,2651.5234,Denmark,55.945,10.213,15
StamenkovicRadak,NS,4,KA,KA29,M,1,StamenkovicRadak_4_KA29_1,27,2549.1229,2567.8958,Denmark,55.945,10.213,15
StamenkovicRadak,NS,1,VA,VA1,F,1,StamenkovicRadak_1_VA1_1,1,2661.2983,2665.1735,Russia,57.979,33.244,217
