Supervisor.PI,Diet,Batch,Population,Line,ReplicateVialOld,ReplicateVial,Individual,DT_EggPupa,Country,Latitude,Longitude,Altitude
Schmidt,NS,1,MA,MA21,1,Schmidt_1_MA21_1,16,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,1,Schmidt_1_MA21_1,17,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,1,Schmidt_1_MA21_1,18,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,1,Schmidt_1_MA21_1,19,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,1,Schmidt_1_MA21_1,20,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,1,Schmidt_1_MA21_1,21,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,1,Schmidt_1_MA21_1,22,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,1,Schmidt_1_MA21_1,23,144,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,1,Schmidt_1_MA21_1,24,144,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,1,Schmidt_1_MA21_1,25,160,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA23,1,Schmidt_1_MA23_1,1,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA23,1,Schmidt_1_MA23_1,2,160,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA23,1,Schmidt_1_MA23_1,3,160,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA23,1,Schmidt_1_MA23_1,4,160,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA23,1,Schmidt_1_MA23_1,5,160,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA23,1,Schmidt_1_MA23_1,6,168,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,1,Schmidt_1_MA26_1,1,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,1,Schmidt_1_MA26_1,2,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,1,Schmidt_1_MA26_1,3,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,1,Schmidt_1_MA26_1,4,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,1,Schmidt_1_MA26_1,5,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,1,Schmidt_1_MA26_1,6,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,1,Schmidt_1_MA26_1,7,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,1,Schmidt_1_MA26_1,8,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,1,Schmidt_1_MA26_1,9,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,1,Schmidt_1_MA26_1,10,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,1,Schmidt_1_MA26_1,11,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,1,Schmidt_1_MA26_1,12,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,1,Schmidt_1_MA26_1,13,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,1,Schmidt_1_MA26_1,14,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,1,Schmidt_1_MA26_1,15,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,1,Schmidt_1_MA26_1,16,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,1,Schmidt_1_MA26_1,17,144,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,1,Schmidt_1_MA26_1,18,144,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,1,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,2,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,3,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,4,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,5,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,6,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,7,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,8,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,9,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,10,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,11,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,12,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,13,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,14,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,15,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,16,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,17,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,18,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,19,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,20,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,21,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,22,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,23,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,24,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,25,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,26,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,27,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,28,144,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,29,160,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,30,160,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,31,160,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,32,164,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,33,164,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,34,164,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,1,Schmidt_1_MA27_1,35,164,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,1,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,2,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,3,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,4,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,5,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,6,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,7,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,8,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,9,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,10,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,11,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,12,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,13,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,14,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,15,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,16,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,17,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,18,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,19,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,20,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,21,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,22,144,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,23,144,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,24,144,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,25,160,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,1,Schmidt_1_MA28_1,26,160,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,1,Schmidt_1_MA30_1,1,144,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,1,Schmidt_1_MA30_1,2,144,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,1,Schmidt_1_MA30_1,3,164,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,1,Schmidt_1_MA30_1,4,164,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,1,Schmidt_1_MA30_1,5,168,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,1,Schmidt_1_MA30_1,6,168,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,1,Schmidt_1_MA30_1,7,168,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,1,Schmidt_1_MA30_1,8,168,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,1,Schmidt_1_MA30_1,9,184,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,1,Schmidt_1_MA30_1,10,184,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,1,Schmidt_1_MA30_1,11,184,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,1,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,2,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,3,144,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,4,144,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,5,144,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,6,160,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,7,160,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,8,164,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,9,164,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,10,164,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,11,164,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,12,164,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,13,164,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,14,164,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,15,164,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,16,164,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,17,164,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,18,164,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,19,164,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,1,Schmidt_1_MA31_1,20,168,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,1,96,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,2,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,3,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,4,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,5,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,6,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,7,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,8,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,9,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,10,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,11,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,12,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,13,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,14,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,15,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,16,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,17,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,18,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,19,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,20,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,21,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,22,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,23,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,24,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,1,Schmidt_1_MA32_1,25,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA33,1,Schmidt_1_MA33_1,1,96,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA33,1,Schmidt_1_MA33_1,2,96,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA33,1,Schmidt_1_MA33_1,3,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA33,1,Schmidt_1_MA33_1,4,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA33,1,Schmidt_1_MA33_1,5,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA33,1,Schmidt_1_MA33_1,6,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,1,96,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,2,96,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,3,96,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,4,96,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,5,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,6,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,7,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,8,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,9,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,10,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,11,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,12,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,13,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,14,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,15,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,16,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,17,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,18,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,19,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,20,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,21,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,22,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,23,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,24,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,25,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,26,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,27,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,28,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,29,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,30,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,1,Schmidt_1_MA3_1,31,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,1,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,2,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,3,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,4,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,5,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,6,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,7,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,8,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,9,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,10,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,11,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,12,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,13,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,14,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,15,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,16,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,17,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,18,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,19,144,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,1,Schmidt_1_MA5_1,20,144,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA6,1,Schmidt_1_MA6_1,1,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA6,1,Schmidt_1_MA6_1,2,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA6,1,Schmidt_1_MA6_1,3,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA6,1,Schmidt_1_MA6_1,4,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA6,1,Schmidt_1_MA6_1,5,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA6,1,Schmidt_1_MA6_1,6,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA6,1,Schmidt_1_MA6_1,7,144,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,1,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,2,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,3,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,4,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,5,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,6,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,7,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,8,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,9,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,10,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,11,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,12,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,13,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,14,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,15,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,16,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,17,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,18,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,19,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,20,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,21,144,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,1,Schmidt_1_MA7_1,22,168,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,1,112,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,2,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,3,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,4,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,5,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,6,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,7,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,8,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,9,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,10,120,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,11,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,12,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,13,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,14,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,15,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,16,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,17,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,18,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,19,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,20,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,21,136,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,22,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,23,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,24,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,25,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,26,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,27,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,28,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,29,140,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,1,Schmidt_1_MA9_1,30,140,Austria,48.375,15.56,572
