Supervisor.PI,Diet,Batch,Population,Line,ReplicateVialOld,ReplicateVial,Individual,DT_EggPupa,Country,Latitude,Longitude,Altitude
Schmidt,NS,1,KA,KA23,1,Schmidt_1_KA23_1,22,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA23,1,Schmidt_1_KA23_1,23,144,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA23,1,Schmidt_1_KA23_1,24,144,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA23,1,Schmidt_1_KA23_1,25,144,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA23,1,Schmidt_1_KA23_1,26,144,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,1,96,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,2,96,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,3,96,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,4,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,5,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,6,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,7,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,8,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,9,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,10,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,11,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,12,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,13,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,14,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,15,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,16,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,17,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,18,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,19,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,20,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,21,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA24,1,Schmidt_1_KA24_1,22,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,1,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,2,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,3,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,4,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,5,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,6,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,7,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,8,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,9,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,10,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,11,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,12,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,13,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,14,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,15,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,16,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,17,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,18,160,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,19,160,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA25,1,Schmidt_1_KA25_1,20,160,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,1,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,2,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,3,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,4,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,5,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,6,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,7,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,8,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,9,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,10,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,11,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,12,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,13,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,14,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,15,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,16,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,17,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,18,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,19,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,20,144,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA28,1,Schmidt_1_KA28_1,21,160,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,1,Schmidt_1_KA29_1,1,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,1,Schmidt_1_KA29_1,2,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,1,Schmidt_1_KA29_1,3,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,1,Schmidt_1_KA29_1,4,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,1,Schmidt_1_KA29_1,5,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,1,Schmidt_1_KA29_1,6,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,1,Schmidt_1_KA29_1,7,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,1,Schmidt_1_KA29_1,8,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,1,Schmidt_1_KA29_1,9,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,1,Schmidt_1_KA29_1,10,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,1,Schmidt_1_KA29_1,11,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA29,1,Schmidt_1_KA29_1,12,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,1,96,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,2,96,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,3,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,4,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,5,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,6,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,7,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,8,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,9,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,10,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,11,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,12,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,13,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,14,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,15,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,16,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,17,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,18,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,19,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,20,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,21,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,22,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,23,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,24,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,25,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,26,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,27,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,28,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,29,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,30,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,31,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,32,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,33,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA1,1,Schmidt_1_KA1_1,34,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,1,96,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,2,96,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,3,96,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,4,96,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,5,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,6,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,7,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,8,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,9,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,10,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,11,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,12,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,13,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,14,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,15,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,16,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,17,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,18,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,19,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,20,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,21,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,22,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,23,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,24,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,25,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,26,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,27,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,28,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,29,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,1,Schmidt_1_KA2_1,30,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,1,96,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,2,96,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,3,96,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,4,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,5,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,6,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,7,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,8,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,9,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,10,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,11,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,12,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,13,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,14,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,15,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,16,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,17,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,18,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,19,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,20,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,21,144,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,22,144,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,23,160,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,24,160,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA3,1,Schmidt_1_KA3_1,25,164,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,1,96,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,2,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,3,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,4,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,5,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,6,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,7,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,8,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,9,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,10,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,11,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,12,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,13,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,14,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,15,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,16,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,17,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,18,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,19,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,20,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,21,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,22,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,23,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,24,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,25,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,26,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,27,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,28,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,29,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,30,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,31,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,32,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,33,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,34,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,35,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,36,160,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA5,1,Schmidt_1_KA5_1,37,160,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,1,Schmidt_1_KA6_1,1,96,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,1,Schmidt_1_KA6_1,2,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,1,Schmidt_1_KA6_1,3,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,1,Schmidt_1_KA6_1,4,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,1,Schmidt_1_KA6_1,5,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,1,Schmidt_1_KA6_1,6,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,1,Schmidt_1_KA6_1,7,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,1,Schmidt_1_KA6_1,8,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,1,Schmidt_1_KA6_1,9,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,1,Schmidt_1_KA6_1,10,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,1,Schmidt_1_KA6_1,11,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,1,Schmidt_1_KA6_1,12,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA6,1,Schmidt_1_KA6_1,13,160,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,1,96,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,2,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,3,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,4,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,5,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,6,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,7,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,8,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,9,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,10,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,11,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,12,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,13,112,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,14,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,15,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,16,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,17,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,18,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,19,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,20,144,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA7,1,Schmidt_1_KA7_1,21,144,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,1,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,2,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,3,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,4,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,5,120,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,6,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,7,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,8,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,9,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,10,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,11,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,12,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,13,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,14,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,15,136,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,16,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,17,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,18,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,19,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,20,140,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,21,144,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA9,1,Schmidt_1_KA9_1,22,144,Denmark,55.945,10.213,15
