Supervisor.PI,Diet,Batch,Population,Line,Individual,MostAdvancedStage,NumberOfEggs,Country,Latitude,Longitude,Altitude
Bergland,S,3,AK,AK1,1,9,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK1,2,7,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK1,3,10,3,Finland,61.1,23.52,88
Bergland,S,3,AK,AK1,4,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK1,5,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK1,6,8,3,Finland,61.1,23.52,88
Bergland,S,3,AK,AK1,7,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK1,8,9,4,Finland,61.1,23.52,88
Bergland,S,3,AK,AK1,9,9,3,Finland,61.1,23.52,88
Bergland,S,3,AK,AK1,10,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK1,11,10,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK1,12,8,2,Finland,61.1,23.52,88
Bergland,S,1,AK,AK10,1,8,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK10,2,9,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK10,3,8,1,Finland,61.1,23.52,88
Bergland,S,1,AK,AK10,4,9,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK10,5,8,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK10,6,0,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK10,7,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK11,1,9,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK11,2,9,4,Finland,61.1,23.52,88
Bergland,S,3,AK,AK11,3,9,4,Finland,61.1,23.52,88
Bergland,S,3,AK,AK11,4,9,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK11,5,7,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK11,6,10,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK11,7,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK11,8,0,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK11,9,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK11,10,10,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK11,11,8,4,Finland,61.1,23.52,88
Bergland,S,3,AK,AK11,12,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK11,13,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK11,14,9,3,Finland,61.1,23.52,88
Bergland,S,3,AK,AK11,15,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK11,16,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK11,17,8,1,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,1,8,1,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,2,8,1,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,3,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,4,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,5,7,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,6,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,7,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,8,7,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,9,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,10,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,11,7,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,12,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,13,8,1,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,14,7,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,15,8,1,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,16,7,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,17,7,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,18,9,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,19,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,20,10,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,21,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,22,7,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK12,23,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,1,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,2,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,3,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,4,7,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,5,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,6,7,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,7,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,8,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,9,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,10,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,11,7,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,12,7,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,13,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,14,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,15,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,16,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,17,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,18,7,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,19,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,20,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,21,8,4,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,22,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,23,7,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK14,24,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK15,1,10,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK15,2,10,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK15,3,9,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK15,4,9,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK15,5,9,8,Finland,61.1,23.52,88
Bergland,S,3,AK,AK15,6,9,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK15,7,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK15,8,9,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK15,9,9,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK15,10,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK15,11,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK15,12,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK15,13,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK15,14,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK15,15,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,1,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,2,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,3,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,4,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,5,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,6,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,7,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,8,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,9,8,3,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,10,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,11,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,12,9,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,13,8,4,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,14,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,15,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,16,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,17,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,18,7,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,19,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,20,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,21,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,22,9,3,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,23,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK16,24,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK17,1,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK17,2,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK17,3,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK17,4,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK17,5,9,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK17,6,8,4,Finland,61.1,23.52,88
Bergland,S,3,AK,AK17,7,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK17,8,9,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK17,9,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK17,10,9,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK17,11,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK17,12,8,3,Finland,61.1,23.52,88
Bergland,S,3,AK,AK17,13,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK17,14,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK17,15,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK17,16,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK17,17,8,3,Finland,61.1,23.52,88
Bergland,S,1,AK,AK18,1,8,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK18,2,9,2,Finland,61.1,23.52,88
Bergland,S,1,AK,AK18,3,8,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK18,4,8,2,Finland,61.1,23.52,88
Bergland,S,1,AK,AK18,5,8,1,Finland,61.1,23.52,88
Bergland,S,1,AK,AK18,6,9,1,Finland,61.1,23.52,88
Bergland,S,1,AK,AK18,7,9,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK18,8,9,2,Finland,61.1,23.52,88
Bergland,S,1,AK,AK18,9,10,1,Finland,61.1,23.52,88
Bergland,S,1,AK,AK18,10,8,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK18,11,9,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,1,10,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,2,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,3,10,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,4,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,5,9,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,6,8,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,7,8,3,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,8,10,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,9,9,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,10,9,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,11,8,3,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,12,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,13,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,14,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,15,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,16,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,17,9,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,18,9,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,19,10,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,20,10,4,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,21,9,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,22,9,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,23,10,2,Finland,61.1,23.52,88
Bergland,S,3,AK,AK2,24,9,2,Finland,61.1,23.52,88
Bergland,S,2,AK,AK20,1,10,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK20,2,0,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK20,3,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK20,4,9,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK20,5,9,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK20,6,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK20,7,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK20,8,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK20,9,9,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK20,10,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK20,11,9,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK20,12,9,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK21,1,9,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK21,2,8,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK21,3,8,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK21,4,8,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK21,5,8,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK21,6,9,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK21,7,8,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK21,8,8,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK21,9,8,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK21,10,8,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK21,11,8,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK21,12,10,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK4,1,7,5,Finland,61.1,23.52,88
Bergland,S,1,AK,AK4,2,7,4,Finland,61.1,23.52,88
Bergland,S,1,AK,AK4,3,0,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK4,4,7,4,Finland,61.1,23.52,88
Bergland,S,1,AK,AK4,5,7,4,Finland,61.1,23.52,88
Bergland,S,1,AK,AK4,6,7,1,Finland,61.1,23.52,88
Bergland,S,1,AK,AK4,7,8,1,Finland,61.1,23.52,88
Bergland,S,1,AK,AK4,8,0,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK4,9,7,4,Finland,61.1,23.52,88
Bergland,S,1,AK,AK4,10,7,1,Finland,61.1,23.52,88
Bergland,S,1,AK,AK4,11,7,2,Finland,61.1,23.52,88
Bergland,S,2,AK,AK5,1,7,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK5,2,9,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK5,3,9,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK5,4,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK5,5,10,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK5,6,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK5,7,9,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK5,8,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK5,9,7,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK5,10,9,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK5,11,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK5,12,8,1,Finland,61.1,23.52,88
Bergland,S,2,AK,AK5,13,9,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK5,14,0,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK5,15,10,1,Finland,61.1,23.52,88
Bergland,S,2,AK,AK5,16,8,1,Finland,61.1,23.52,88
Bergland,S,2,AK,AK5,17,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK5,18,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK5,19,9,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK6,1,8,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK6,2,9,1,Finland,61.1,23.52,88
Bergland,S,1,AK,AK6,3,10,2,Finland,61.1,23.52,88
Bergland,S,1,AK,AK6,4,8,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK6,5,9,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK6,6,10,1,Finland,61.1,23.52,88
Bergland,S,1,AK,AK6,7,9,2,Finland,61.1,23.52,88
Bergland,S,1,AK,AK6,8,9,2,Finland,61.1,23.52,88
Bergland,S,1,AK,AK6,9,8,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK6,10,9,4,Finland,61.1,23.52,88
Bergland,S,1,AK,AK6,11,9,1,Finland,61.1,23.52,88
Bergland,S,1,AK,AK6,12,9,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK6,13,8,1,Finland,61.1,23.52,88
Bergland,S,1,AK,AK6,14,8,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK6,15,8,2,Finland,61.1,23.52,88
Bergland,S,1,AK,AK6,16,9,0,Finland,61.1,23.52,88
Bergland,S,1,AK,AK6,17,9,2,Finland,61.1,23.52,88
Bergland,S,2,AK,AK7,1,9,3,Finland,61.1,23.52,88
Bergland,S,2,AK,AK7,2,10,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK7,3,8,2,Finland,61.1,23.52,88
Bergland,S,2,AK,AK7,4,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK7,5,9,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK7,6,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK7,7,8,1,Finland,61.1,23.52,88
Bergland,S,2,AK,AK7,8,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK7,9,7,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK7,10,7,1,Finland,61.1,23.52,88
Bergland,S,2,AK,AK7,11,8,2,Finland,61.1,23.52,88
Bergland,S,2,AK,AK7,12,7,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK7,13,7,1,Finland,61.1,23.52,88
Bergland,S,2,AK,AK7,14,7,1,Finland,61.1,23.52,88
Bergland,S,2,AK,AK7,15,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK7,16,9,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK7,17,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK7,18,8,3,Finland,61.1,23.52,88
Bergland,S,2,AK,AK7,19,9,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,1,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,2,8,3,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,3,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,4,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,5,9,1,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,6,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,7,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,8,7,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,9,0,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,10,7,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,11,8,2,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,12,8,1,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,13,8,1,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,14,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,15,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,16,7,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,17,7,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,18,10,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,19,8,0,Finland,61.1,23.52,88
Bergland,S,2,AK,AK8,20,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK9,1,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK9,2,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK9,3,7,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK9,4,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK9,5,7,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK9,6,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK9,7,10,3,Finland,61.1,23.52,88
Bergland,S,3,AK,AK9,8,7,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK9,9,7,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK9,10,7,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK9,11,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK9,12,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK9,13,8,1,Finland,61.1,23.52,88
Bergland,S,3,AK,AK9,14,7,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK9,15,8,0,Finland,61.1,23.52,88
Bergland,S,3,AK,AK9,16,8,4,Finland,61.1,23.52,88
Bergland,S,2,GI,GI1,1,8,3,Spain,41.618,0.62,173
Bergland,S,2,GI,GI1,2,9,2,Spain,41.618,0.62,173
Bergland,S,2,GI,GI1,3,10,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI1,4,9,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI1,5,9,2,Spain,41.618,0.62,173
Bergland,S,2,GI,GI1,6,8,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI1,7,10,6,Spain,41.618,0.62,173
Bergland,S,2,GI,GI1,8,8,0,Spain,41.618,0.62,173
Bergland,S,2,GI,GI1,9,8,3,Spain,41.618,0.62,173
Bergland,S,2,GI,GI1,10,9,2,Spain,41.618,0.62,173
Bergland,S,2,GI,GI1,11,8,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI1,12,8,1,Spain,41.618,0.62,173
Bergland,S,2,GI,GI1,13,9,7,Spain,41.618,0.62,173
Bergland,S,2,GI,GI1,14,8,4,Spain,41.618,0.62,173
Bergland,S,2,GI,GI1,15,8,2,Spain,41.618,0.62,173
Bergland,S,2,GI,GI1,16,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI10,1,9,2,Spain,41.618,0.62,173
Bergland,S,3,GI,GI10,2,9,2,Spain,41.618,0.62,173
Bergland,S,3,GI,GI10,3,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI10,4,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI10,5,9,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI10,6,9,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI10,7,8,2,Spain,41.618,0.62,173
Bergland,S,3,GI,GI10,8,9,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI10,9,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI10,10,8,2,Spain,41.618,0.62,173
Bergland,S,3,GI,GI10,11,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI10,12,8,3,Spain,41.618,0.62,173
Bergland,S,3,GI,GI10,13,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI10,14,0,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI10,15,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI10,16,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI10,17,7,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI10,18,8,4,Spain,41.618,0.62,173
Bergland,S,3,GI,GI11,1,9,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI11,2,9,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI11,3,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI11,4,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI11,5,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI11,6,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI11,7,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI11,8,8,2,Spain,41.618,0.62,173
Bergland,S,3,GI,GI11,9,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI11,10,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI11,11,10,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI11,12,10,2,Spain,41.618,0.62,173
Bergland,S,3,GI,GI11,13,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI11,14,9,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI11,15,9,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI11,16,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI11,17,8,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI12,1,8,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI12,2,0,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI12,3,8,4,Spain,41.618,0.62,173
Bergland,S,1,GI,GI12,4,10,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI12,5,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI12,6,8,1,Spain,41.618,0.62,173
Bergland,S,1,GI,GI12,7,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI12,8,0,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI12,9,8,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI12,10,8,1,Spain,41.618,0.62,173
Bergland,S,1,GI,GI12,11,8,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI12,12,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI12,13,0,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI12,14,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI12,15,0,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI12,16,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI12,17,8,1,Spain,41.618,0.62,173
Bergland,S,1,GI,GI12,18,7,0,Spain,41.618,0.62,173
Bergland,S,1,GI,GI12,19,7,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI13,1,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI13,2,9,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI13,3,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI13,4,7,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI13,5,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI13,6,9,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI13,7,8,2,Spain,41.618,0.62,173
Bergland,S,3,GI,GI13,8,7,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI13,9,8,1,Spain,41.618,0.62,173
Bergland,S,3,GI,GI13,10,7,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI13,11,9,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI13,12,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI13,13,9,2,Spain,41.618,0.62,173
Bergland,S,3,GI,GI13,14,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI13,15,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI13,16,8,0,Spain,41.618,0.62,173
Bergland,S,3,GI,GI13,17,8,0,Spain,41.618,0.62,173
