Supervisor.PI,Diet,Batch,Population,Line,Sex,Individual,AreaT4,AreaT5,AreaT6,PercT4,PercT5,PercT6,TotalArea,TotalBlack,TotalPerc,Orientation
Gibert,NS,1,MA,MA30,F,7,10045,8302,6728,35.699,51.229,82.491,25075,13388.99061,53.39577511,OK
Gibert,NS,1,MA,MA30,F,8,11651,9619,7750,10.823,31.448,71.303,29020,9811.95335,33.81100396,OK
Gibert,NS,1,MA,MA30,F,9,10284,6702,6476,32.497,56.983,86.303,23462,12749.97442,54.34308422,OK
Gibert,NS,1,MA,MA30,F,10,11726,11019,6788,9.739,30.774,84.885,29533,10294.976,34.85922866,OK
Gibert,NS,2,MA,MA30,F,1,8714,9052,6657,39.247,53.712,86.39,24423,14032.97612,57.45803595,OK
Gibert,NS,2,MA,MA30,F,2,10816,7718,6736,29.281,41.397,83.581,25270,11992.06958,47.45575615,OK
Gibert,NS,2,MA,MA30,F,3,10756,8734,7097,18.027,33.799,74.158,26587,10153.98204,38.19152985,OK
Gibert,NS,2,MA,MA30,F,4,8911,9213,7160,15.262,28.254,83.654,25284,9952.66424,39.36348774,OK
Gibert,NS,2,MA,MA30,F,5,13303,9457,5961,32.519,45.236,79.517,28721,13343.97946,46.46070631,OK
Gibert,NS,2,MA,MA30,F,6,9973,7989,7142,14.85,33.196,85.116,25104,10212.00366,40.67879087,OK
Gibert,NS,2,MA,MA30,F,7,11836,8899,7493,31.049,28.801,67.436,28228,11290.94011,39.99907932,OK
Gibert,NS,2,MA,MA30,F,8,8464,8313,6125,25.827,56.37,89.11,22902,12330.02288,53.83819265,OK
Gibert,NS,2,MA,MA30,F,9,10012,8631,9019,19.057,31.607,56.669,27662,9746.96412,35.23593421,OK
Gibert,NS,2,MA,MA30,F,10,9222,8291,8257,28.204,29.454,69.662,25770,10794.99536,41.88977633,OK
Gibert,NS,2,MA,MA31,F,1,7393,6581,5041,47.031,58.836,89.546,19015,11863.01285,62.38765632,OK
Gibert,NS,2,MA,MA31,F,2,10655,8859,6055,27.424,32.893,65.714,25569,9815.00077,38.3863302,OK
Gibert,NS,2,MA,MA31,F,3,9283,8179,6193,31.197,23.084,12.272,23655,5544.06283,23.43717113,OK
Gibert,NS,2,MA,MA31,F,4,8061,8496,7210,17.876,79.178,86.366,23767,14394.93584,60.56690302,OK
Gibert,NS,2,MA,MA31,F,5,10030,9067,7155,28.066,27.727,46.932,26252,8687.01149,33.0908559,OK
Gibert,NS,2,MA,MA31,F,6,8285,7615,5416,45.552,56.507,69.35,21316,11832.98725,55.51223142,OK
Gibert,NS,1,MA,MA32,F,1,12572,9837,8202,15.049,29.694,80.992,30611,11455.9229,37.42420339,OK
Gibert,NS,1,MA,MA32,F,2,7968,7743,6570,14.495,53.184,92.511,22281,11350.97142,50.94462286,OK
Gibert,NS,1,MA,MA32,F,3,9722,7432,7320,15.367,24.408,46.503,24474,6712.0019,27.42503024,OK
Gibert,NS,1,MA,MA32,F,4,10016,6461,6015,24.441,52.825,79.086,22492,10618.05671,47.20814827,OK
Gibert,NS,1,MA,MA32,F,5,8425,8004,6561,12.439,22.926,56.318,22990,6578.00677,28.61246964,OK
Gibert,NS,1,MA,MA32,F,6,9951,7259,5224,20.209,56.013,87.462,22434,10645.99614,47.45473897,OK
Gibert,NS,1,MA,MA32,F,7,6972,7875,6657,15.749,53.168,77.678,21504,10456.02474,48.62362695,OK
Gibert,NS,1,MA,MA32,F,8,17567,13035,6699,21.927,32.167,63.189,37301,12277.91565,32.91578148,OK
Gibert,NS,1,MA,MA32,F,9,7908,6282,6962,11.659,31.121,66.633,21152,7516.0044,35.53330371,OK
Gibert,NS,1,MA,MA32,F,10,11054,8650,6826,12.927,30.59,56.49,26530,7930.99298,29.89443264,OK
Gibert,NS,1,MA,MA33,F,1,9960,8298,7236,15.592,26.922,24.862,25494,5585.96508,21.91090092,OK
Gibert,NS,1,MA,MA33,F,2,14245,10455,7408,17.115,30.741,52.011,32108,9504.97818,29.60314619,OK
Gibert,NS,1,MA,MA33,F,3,14153,11079,6459,11.906,18.386,46.648,31691,6735.03544,21.25220233,OK
Gibert,NS,1,MA,MA33,F,4,14250,10526,7451,12.161,30.601,54.127,32227,8987.00653,27.88657501,OK
Gibert,NS,1,MA,MA33,F,5,15410,13303,7530,12.609,19.394,38.114,36243,7393.01492,20.39846293,OK
Gibert,NS,1,MA,MA33,F,6,10276,7465,7966,21.214,39.397,39.317,25707,8252.92891,32.10381962,OK
Gibert,NS,1,MA,MA33,F,7,10311,7154,5656,18.475,35.938,40.17,23121,6747.97697,29.18548925,OK
Gibert,NS,1,MA,MA33,F,8,8481,7551,5165,26.707,39.107,46.757,21197,7632.98929,36.00976218,OK
Gibert,NS,1,MA,MA33,F,9,11471,9390,7060,25.656,40.895,33.612,27921,9156.04746,32.79269174,OK
Gibert,NS,1,MA,MA33,F,10,9303,10315,8616,35.784,51.362,43.57,28234,12380.96702,43.85126805,OK
Gibert,NS,1,MU,MU1,F,1,12545,8396,9817,16.078,52.894,80.259,30758,14336.99137,46.61223542,OK
Gibert,NS,1,MU,MU1,F,2,6659,5429,5187,17.285,41.997,78.292,17275,7492.03132,43.36921169,OK
Gibert,NS,1,MU,MU1,F,3,10750,9888,6776,13.526,40.2,88.282,27414,11411.00932,41.62475129,OK
Gibert,NS,1,MU,MU1,F,4,9146,6904,5551,37.918,65.18,84.381,21601,12651.99679,58.57134758,OK
Gibert,NS,1,MU,MU1,F,5,7560,7449,6164,23.175,68.157,89.147,21173,12324.06601,58.20651778,OK
Gibert,NS,1,MU,MU1,F,6,12003,9731,6110,50.129,89.426,90.998,27844,20279.00573,72.83079202,OK
Gibert,NS,1,MU,MU1,F,7,10650,7544,4318,11.559,42.007,74.108,22512,7600.02502,33.75988371,OK
Gibert,NS,1,MU,MU1,F,8,7997,7732,7078,21.333,27.962,55.312,22807,7783.00521,34.12551063,OK
Gibert,NS,1,MU,MU1,F,9,9093,7419,7558,46.442,42.849,35.34,24070,10072.93557,41.84850673,OK
Gibert,NS,1,MU,MU1,F,10,6914,6371,5442,21.42,40.229,72.822,18727,8006.94163,42.75613622,OK
Gibert,NS,2,MU,MU2,F,1,16009,12604,9712,25.248,28.689,21.592,38325,9754.92892,25.45317396,OK
Gibert,NS,2,MU,MU2,F,2,13096,9773,6005,39.424,42.229,18.218,28874,10383.99811,35.96314369,OK
Gibert,NS,2,MU,MU2,F,3,10137,8785,9443,38.71,35.094,6.83,28365,7651.9975,26.97689935,OK
Gibert,NS,2,MU,MU2,F,4,13420,14992,10316,36.438,43.61,38.096,38728,15357.97416,39.65599608,OK
Gibert,NS,2,MU,MU2,F,5,10711,11674,9311,22.631,27.566,29.879,31696,8424.09494,26.57778565,OK
Gibert,NS,2,MU,MU2,F,6,11401,7989,6001,11.429,26.123,17.964,25391,4468.0064,17.59681147,OK
Gibert,NS,2,MU,MU2,F,7,11924,9521,6966,39.836,31.551,22.969,28411,9354.03589,32.92399384,OK
Gibert,NS,2,MU,MU2,F,8,9457,6871,4808,23.771,44.011,63.769,21136,8338.0328,39.44943603,OK
Gibert,NS,2,MU,MU2,F,9,10757,9406,8370,30.845,51.297,55.902,28533,12821.98987,44.93740536,OK
Gibert,NS,2,MU,MU2,F,10,9708,9205,6004,30.882,31.776,54.48,24917,9193.98456,36.89844106,OK
Gibert,NS,2,MU,MU3,F,1,14214,11161,8485,19.333,29.048,62.298,33860,11276.0252,33.30190549,OK
Gibert,NS,2,MU,MU3,F,2,8159,7605,8225,21.118,19.947,37.082,23989,6289.98147,26.22027375,OK
Gibert,NS,2,MU,MU3,F,3,12592,8254,6574,12.667,23.54,38.12,27420,6044.02904,22.0424108,OK
Gibert,NS,2,MU,MU3,F,4,6661,7216,5855,19.502,12.542,25.448,19732,3694.03934,18.72105889,OK
Gibert,NS,2,MU,MU3,F,5,12343,9626,7629,12.752,13.702,18.915,29598,4335.95923,14.64950074,OK
Gibert,NS,2,MU,MU3,F,6,9376,8193,6662,23.528,20.884,14.965,24231,4913.9797,20.27972308,OK
Gibert,NS,2,MU,MU3,F,7,11271,6512,6564,17.301,32.402,42.733,24347,6865.00807,28.19652553,OK
Gibert,NS,2,MU,MU3,F,8,13015,9209,6907,14.307,23.151,52.367,29131,7611.02033,26.12687628,OK
Gibert,NS,2,MU,MU3,F,9,11188,8439,6851,12.612,14.137,35.615,26478,5044.03564,19.04991178,OK
Gibert,NS,2,MU,MU3,F,10,11886,10761,11367,13.428,29.83,42.588,34014,9647.03634,28.36195784,OK
Gibert,NS,1,MU,MU4,F,1,10223,8983,9801,34.207,41.066,51.127,29007,12196.89766,42.04811825,OK
Gibert,NS,1,MU,MU4,F,2,8373,6703,5009,24.376,28.718,29.906,20085,5463.96156,27.20418999,OK
Gibert,NS,1,MU,MU4,F,3,8712,9367,9305,17.091,20.423,27.233,27384,5936.02098,21.67696823,OK
Gibert,NS,1,MU,MU4,F,4,8115,7426,5680,33.222,37.8,62.254,21221,9039.0205,42.59469629,OK
Gibert,NS,1,MU,MU4,F,5,10003,8518,7391,33.78,44.283,40.279,25912,10128.06023,39.08637014,OK
Gibert,NS,1,MU,MU4,F,6,10061,8838,5753,21.042,30.663,57.605,24652,8141.04721,33.02388127,OK
Gibert,NS,1,MU,MU4,F,7,7216,6101,4669,26.608,39.649,66.888,17986,7462.01949,41.48793223,OK
Gibert,NS,1,MU,MU4,F,8,8084,7669,7191,20.794,23.875,36.796,22944,6157.96107,26.83909113,OK
Gibert,NS,1,MU,MU4,F,9,9222,7055,4611,21.221,63.161,83.669,20888,10270.98676,49.17170988,OK
Gibert,NS,1,MU,MU4,F,10,12311,7772,6743,20.762,49.794,69.183,26826,11091.00919,41.34425255,OK
Gibert,NS,1,MU,MU5,F,1,12420,9342,6875,18.422,31.621,57.076,28637,9166.02122,32.00761679,OK
Gibert,NS,1,MU,MU5,F,2,10291,8015,6718,17.102,35.072,62.965,25024,8800.97632,35.17014194,OK
Gibert,NS,1,MU,MU5,F,3,11522,8635,6277,32.017,43.092,53.035,26434,10738.99989,40.6257089,OK
Gibert,NS,1,MU,MU5,F,4,8451,7433,7120,22.163,33.324,60.014,23004,8622.96485,37.48463246,OK
Gibert,NS,1,MU,MU5,F,5,10365,7978,4988,18.707,30.183,50.02,23331,6841.97789,29.32569496,OK
Gibert,NS,1,MU,MU5,F,6,10541,8606,6276,19.154,29.665,43.866,25423,7325.0232,28.81258388,OK
Gibert,NS,1,MU,MU5,F,7,11167,10379,8394,3.618,29.136,54.527,29940,8005.04388,26.73695351,OK
Gibert,NS,1,MU,MU5,F,8,10255,8055,6757,26.66,24.333,32.736,25067,6905.97767,27.55007648,OK
Gibert,NS,1,MU,MU5,F,9,8453,6558,5845,20.442,43.138,61.591,20856,8156.94625,39.11078946,OK
Gibert,NS,1,MU,MU5,F,10,12004,7917,5592,14.287,30.719,35.479,25513,6131.02039,24.03096613,OK
Gibert,NS,2,MU,MU6,F,1,8266,7847,6978,26.724,52.695,75.724,23091,11628.00321,50.35729596,OK
Gibert,NS,2,MU,MU6,F,2,7508,6428,5513,20.005,26.82,66.987,19449,6918.95831,35.57487948,OK
Gibert,NS,2,MU,MU6,F,3,11743,10343,8370,29.66,43.991,60.49,30456,13095.97593,42.99965829,OK
Gibert,NS,2,MU,MU6,F,4,13805,10090,7362,13.64,33.013,71.217,31257,10457.00924,33.45493566,OK
Gibert,NS,2,MU,MU6,F,5,9849,8765,7914,22.287,33.508,62.775,26528,10100.03633,38.07311644,OK
Gibert,NS,2,MU,MU6,F,6,10403,8100,6823,18.937,33.272,77.62,25326,9961.06071,39.33136188,OK
Gibert,NS,2,MU,MU6,F,7,7778,4842,4946,47.12,72.718,78.427,17566,11064.99858,62.99099727,OK
Gibert,NS,2,MU,MU6,F,8,11351,8153,5282,16.783,34.613,69.671,24786,8407.05844,33.91857678,OK
Gibert,NS,2,MU,MU6,F,9,12192,10221,7435,21.637,40.329,70.383,29848,11992.98618,40.18020028,OK
Gibert,NS,2,MU,MU6,F,10,9268,7652,3236,20.77,30.959,72.806,20156,6649.94844,32.99240147,OK
Gibert,NS,2,MU,MU7,F,1,7817,5893,6283,27.031,41.49,56.295,19993,8095.03382,40.48934037,OK
Gibert,NS,2,MU,MU7,F,2,8041,7541,6848,21.9,30.473,26.562,22430,5877.91369,26.20558934,OK
Gibert,NS,2,MU,MU7,F,3,5853,6975,5567,35.554,21.477,22.526,18395,4833.01879,26.27354602,OK
Gibert,NS,2,MU,MU7,F,4,7947,7432,6713,36.441,31.647,18.919,22092,6518.00378,29.50390992,OK
Gibert,NS,2,MU,MU7,F,5,8706,9889,8909,29.819,25.918,18.725,27504,6827.28341,24.82287453,OK
Gibert,NS,2,MU,MU7,F,6,8915,7470,5975,25.149,30.656,24.318,22360,5985.03705,26.7667131,OK
Gibert,NS,2,MU,MU7,F,7,6507,6535,6438,37.744,48.003,48.198,19480,8695.98537,44.64058198,OK
Gibert,NS,2,MU,MU7,F,8,8366,8784,8379,23.165,24.032,41.831,25529,7553.97427,29.58977739,OK
Gibert,NS,2,MU,MU7,F,9,7970,6276,6283,29.473,33.732,49.244,20529,7560.01894,36.82604579,OK
Gibert,NS,2,MU,MU7,F,10,7487,6449,5165,28.289,34.439,39.535,19101,6380.95129,33.40637291,OK
Gibert,NS,1,MU,MU8,F,1,6546,9242,8632,14.284,29.485,52.062,24420,8154.02618,33.3907706,OK
Gibert,NS,1,MU,MU8,F,2,7696,6695,6668,46.271,35.429,52.609,21059,9440.95583,44.83097882,OK
Gibert,NS,1,MU,MU8,F,3,8813,6033,5412,29.82,27.035,45.695,20258,6732.07155,33.23166922,OK
Gibert,NS,1,MU,MU8,F,4,7185,8095,7889,32.596,23.941,58.702,23169,8911.04733,38.46107873,OK
Gibert,NS,1,MU,MU8,F,5,9754,11632,6556,23.888,22.816,51.022,27942,8328.99496,29.80815604,OK
Gibert,NS,1,MU,MU8,F,6,6536,6472,3949,25.872,38.164,88.934,16957,7672.97166,45.24958224,OK
Gibert,NS,1,MU,MU8,F,7,8484,7542,5530,40.889,26.359,64.991,21556,9051.02084,41.9884062,OK
Gibert,NS,1,MU,MU8,F,8,12051,9981,6090,29.773,46.158,66.47,28122,12242.99721,43.53530051,OK
Gibert,NS,1,MU,MU8,F,9,9235,7041,4463,22.328,23.718,75.487,20739,7100.95999,34.23964506,OK
Gibert,NS,1,MU,MU8,F,10,8340,7097,6107,43.549,47.569,49.091,21544,10005.9459,46.44423459,OK
Gibert,NS,1,MU,MU9,F,1,7659,6238,5897,15.185,33.52,76.429,19794,7761.01488,39.20892634,OK
Gibert,NS,1,MU,MU9,F,2,5653,6448,8042,19.653,32.894,33.139,20143,5897.02759,29.27581587,OK
Gibert,NS,1,MU,MU9,F,3,7451,7727,7941,15.179,21.121,57.411,23119,7322.01447,31.67098261,OK
Gibert,NS,1,MU,MU9,F,4,9183,8024,8189,16.302,28.689,54.427,25396,8256.04505,32.50923393,OK
Gibert,NS,1,MU,MU9,F,5,6917,7007,6022,7.272,24.547,67.021,19946,6259.01715,31.37981124,OK
Gibert,NS,1,MU,MU9,F,6,5914,6428,7125,15.911,27.8,52.126,19467,6441.93804,33.09158083,OK
Gibert,NS,1,MU,MU9,F,7,8038,7573,5763,29.435,26.938,44.092,21374,6947.022,32.50220829,OK
Gibert,NS,1,MU,MU9,F,8,9140,8401,6534,25.35,56.993,76.921,24075,12130.99007,50.38832843,OK
Gibert,NS,1,MU,MU9,F,9,8067,7777,7515,17.516,39.025,61.796,23359,9091.95937,38.92272516,OK
Gibert,NS,1,MU,MU9,F,10,8070,7645,5631,16.543,31.903,84.141,21346,8511.98416,39.87624923,OK
Gibert,NS,2,MU,MU10,F,1,8924,7311,5255,16.248,30.256,33.397,21490,5417.00003,25.2070732,OK
Gibert,NS,2,MU,MU10,F,2,8801,9251,8916,18.577,23.403,37.124,26968,7109.94914,26.36439165,OK
Gibert,NS,2,MU,MU10,F,3,8170,7119,6486,43.158,45.077,31.113,21775,8753.02941,40.19760923,OK
Gibert,NS,2,MU,MU10,F,4,9171,8046,6881,6.575,14.641,37.378,24098,4352.98829,18.06369114,OK
Gibert,NS,2,MU,MU10,F,5,6462,6251,5608,35.19,26.796,31.33,18321,5705.98216,31.1444908,OK
Gibert,NS,2,MU,MU10,F,6,9180,16269,8104,22.495,18.391,37.142,33553,8067.06047,24.04273976,OK
Gibert,NS,2,MU,MU10,F,7,7462,7615,5506,8.496,19.737,50.89,20583,4938.94747,23.99527508,OK
Gibert,NS,2,MU,MU10,F,8,8006,6680,6004,20.909,44.476,53.781,20690,7873.98258,38.05694819,OK
Gibert,NS,2,MU,MU10,F,9,7304,8222,7187,10.528,18.438,43.273,22713,5394.96799,23.7527759,OK
Gibert,NS,2,MU,MU10,F,10,8080,7341,7298,29.344,31.862,24.979,22719,6532.95204,28.75545596,OK
Gibert,NS,1,MU,MU11,F,1,9234,8381,6152,13.255,25.379,49.334,23767,6386.00837,26.86922359,OK
Gibert,NS,1,MU,MU11,F,2,9372,8658,7583,28.852,25.202,50.877,25613,8744.00151,34.13891973,OK
Gibert,NS,1,MU,MU11,F,3,6545,6116,4295,22.811,29.513,45.867,16956,5267.98268,31.06854612,OK
Gibert,NS,1,MU,MU11,F,4,12406,12346,11823,14.227,22.072,42.764,36575,9545.99846,26.09979073,OK
Gibert,NS,1,MU,MU11,F,5,8764,7267,6045,25.24,23.008,48.255,22076,6801.03971,30.80739133,OK
Gibert,NS,1,MU,MU11,F,6,7490,5844,5623,36.262,51.198,87.195,18957,10611.00977,55.97409806,OK
Gibert,NS,1,MU,MU11,F,7,9660,11419,9207,27.143,18.548,36.092,30286,8063.00036,26.62286324,OK
Gibert,NS,1,MU,MU11,F,8,6300,7010,5635,16.968,25.706,68.536,18945,6732.9782,35.53960517,OK
Gibert,NS,1,MU,MU11,F,9,8919,8918,9303,22.312,28.302,61.98,27140,10279.97904,37.8775941,OK
Gibert,NS,1,MU,MU11,F,10,8534,8756,8055,18.936,22.567,29.671,25345,5981.96381,23.60214563,OK
Gibert,NS,2,MU,MU12,F,1,6765,7108,6408,39.276,43.796,64.217,20281,9885.06644,48.74052778,OK
Gibert,NS,2,MU,MU12,F,2,10857,9138,9052,16.745,27.282,49.901,29047,8828.07233,30.39237212,OK
Gibert,NS,2,MU,MU12,F,3,7893,6305,5836,32.446,48.247,72.515,20034,9834.91153,49.09110278,OK
Gibert,NS,2,MU,MU12,F,4,9230,8612,8504,17.844,13.992,53.657,26346,7414.98352,28.14462734,OK
Gibert,NS,2,MU,MU12,F,5,7625,7880,6934,20.551,18.388,40.583,22439,5830.01337,25.98160956,OK
Gibert,NS,2,MU,MU12,F,6,14181,9248,6716,25.294,59.656,75.447,30145,14170.94954,47.00928691,OK
Gibert,NS,2,MU,MU12,F,7,9151,7111,9205,15.321,18.717,57.556,25467,8031.02038,31.53500758,OK
Gibert,NS,2,MU,MU12,F,8,19821,13075,10236,6.715,25.033,55.959,43132,10332.00814,23.9543915,OK
Gibert,NS,2,MU,MU12,F,9,6829,5974,6063,33.431,47.723,67.178,18866,9206.97715,48.80195669,OK
Gibert,NS,2,MU,MU12,F,10,7597,6832,8487,25.444,49.634,61.199,22916,10517.93469,45.89777749,OK
Gibert,NS,2,MU,MU13,F,1,7992,7192,8182,33.609,31.632,7.981,23366,5614.01014,24.02640649,OK
Gibert,NS,2,MU,MU13,F,2,8149,8385,7848,42.717,45.975,45.54,24382,10909.99128,44.74608843,OK
Gibert,NS,2,MU,MU13,F,3,12632,14829,9918,26.845,30.09,69.665,37379,14762.4812,39.49405067,OK
Gibert,NS,2,MU,MU13,F,4,9668,8677,8460,18.597,29.353,50.839,26805,8645.89717,32.25479265,OK
Gibert,NS,2,MU,MU13,F,5,6765,6361,8649,28.041,23.377,29.587,21775,5942.96425,27.29260276,OK
Gibert,NS,2,MU,MU13,F,6,7595,5515,6573,8.966,29.193,61.327,19683,6321.98536,32.11901316,OK
Gibert,NS,2,MU,MU13,F,7,16258,10301,8498,21.983,32.783,43.034,35057,10608.00229,30.25929854,OK
Gibert,NS,2,MU,MU13,F,8,8223,6932,9658,24.359,21.336,12.249,24813,4665.06051,18.80087257,OK
Gibert,NS,2,MU,MU13,F,9,12966,11375,5688,11.137,22.716,48.259,30029,6772.94034,22.55466496,OK
Gibert,NS,2,MU,MU13,F,10,8843,8172,8019,56.203,64.354,51.253,25034,14339.01824,57.27817464,OK
Gibert,NS,2,MU,MU14,F,1,8942,7808,7934,49.217,58.478,75.624,24684,14966.95454,60.63423489,OK
Gibert,NS,2,MU,MU14,F,2,9865,9751,9708,19.767,31.412,46.251,29324,9503.04575,32.40705821,OK
Gibert,NS,2,MU,MU14,F,3,7239,9616,8486,22.324,26.778,44.261,25341,7946.9953,31.36022769,OK
Gibert,NS,2,MU,MU14,F,4,8607,9540,8416,42.477,52.883,62.179,26563,13934.01823,52.45649298,OK
Gibert,NS,2,MU,MU14,F,5,8740,8679,7359,34.737,37.159,44.789,24778,9557.06592,38.57077214,OK
Gibert,NS,2,MU,MU14,F,6,8402,7830,9985,23.744,45.709,51.708,26217,10737.02938,40.95445467,OK
Gibert,NS,2,MU,MU14,F,7,10284,8991,11099,27.781,51.096,41.238,30374,12028.04502,39.59980582,OK
Gibert,NS,2,MU,MU14,F,8,8850,7779,6792,23.469,39.375,62.456,23421,9381.99927,40.05806443,OK
Gibert,NS,2,MU,MU14,F,9,12972,13704,9033,19.38,19.651,36.566,35709,8509.95342,23.83139662,OK
Gibert,NS,2,MU,MU14,F,10,8305,8191,10529,36.087,39.385,42.293,27025,10676.08067,39.50446131,OK
Gibert,NS,1,MU,MU15,F,1,6465,7478,5944,16.142,13.881,33.429,19887,4068.62124,20.45869784,OK
Gibert,NS,1,MU,MU15,F,2,12151,9619,7107,20.319,25.003,66.47,28877,9598.02316,33.23760488,OK
Gibert,NS,1,MU,MU15,F,3,9536,7200,4960,16.233,39.708,49.637,21696,6868.95008,31.65998378,OK
Gibert,NS,1,MU,MU15,F,4,7601,6685,6789,31.246,49.648,72.426,21075,10610.9784,50.34865196,OK
Gibert,NS,1,MU,MU15,F,5,7881,7762,7194,46.086,44.55,53.433,22837,10933.97868,47.87834952,OK
Gibert,NS,1,MU,MU15,F,6,13825,11544,8531,14.676,26.62,70.496,33900,11115.98356,32.79051198,OK
Gibert,NS,1,MU,MU15,F,7,8388,7169,6270,13.782,25.415,54.896,21827,6420.01471,29.41317959,OK
Gibert,NS,1,MU,MU15,F,8,11182,8820,5595,26.587,45.68,70.474,25597,10944.95464,42.75873985,OK
Gibert,NS,1,MU,MU15,F,9,10221,8035,5193,21.221,32.632,53.457,23449,7567.00162,32.27003975,OK
Gibert,NS,1,MU,MU15,F,10,7944,8526,5867,43.681,55.325,80.075,22337,12885.02839,57.68468635,OK
Gibert,NS,1,MU,MU16,F,1,14063,10158,9902,17.5,25.763,36.043,34123,8647.0084,25.34070392,OK
Gibert,NS,1,MU,MU16,F,2,14111,12566,9527,9.411,28.673,52.346,36204,9918.03881,27.39487021,OK
Gibert,NS,1,MU,MU16,F,3,10128,7939,5422,29.858,37.184,62.376,23489,9358.08272,39.84027724,OK
Gibert,NS,1,MU,MU16,F,4,11688,14569,8404,10.455,24.648,50.964,34661,9095.96208,26.24264182,OK
Gibert,NS,1,MU,MU16,F,5,12673,9020,7459,24.856,34.534,51.093,29152,10075.99455,34.56364761,OK
Gibert,NS,1,MU,MU16,F,6,9403,8482,6645,16.048,30.842,70.203,24530,8790.00123,35.83367807,OK
Gibert,NS,1,MU,MU16,F,7,9062,8587,7605,31.185,33.935,20.145,25254,7272.0104,28.79547953,OK
Gibert,NS,1,MU,MU16,F,8,9289,7500,7655,32.372,45.333,47.59,24444,10050.02458,41.11448445,OK
Gibert,NS,1,MU,MU16,F,9,14839,11845,5505,19.536,25.369,58.547,32189,9126.91744,28.3541503,OK
Gibert,NS,1,MU,MU16,F,10,8773,8179,7945,44.854,37.767,28.295,24897,9272.0421,37.24160381,OK
Gibert,NS,2,MU,MU17,F,1,8182,6430,7862,34.625,35.988,29.153,22474,7439.05476,33.10071532,OK
Gibert,NS,2,MU,MU17,F,2,8006,6926,6017,41.456,42.608,61.692,20949,9982.00508,47.64907671,OK
Gibert,NS,2,MU,MU17,F,3,6450,6696,5940,33.659,31.287,50.387,19086,7258.97082,38.03296039,OK
Gibert,NS,2,MU,MU17,F,4,9429,6997,5865,23.194,29.313,18.517,22291,5324.01492,23.88414571,OK
Gibert,NS,2,MU,MU17,F,5,7823,7641,5582,32.059,34.119,48.585,21046,7827.02306,37.19007441,OK
Gibert,NS,2,MU,MU17,F,6,7827,6557,6223,24.3,25.652,43.468,20607,6288.97628,30.51864066,OK
Gibert,NS,2,MU,MU17,F,7,6986,5866,5177,31.563,50.477,68.167,18029,8694.97759,48.22773082,OK
Gibert,NS,2,MU,MU17,F,8,6712,5682,5380,16.508,15.681,33.848,17774,3820.03378,21.49225712,OK
Gibert,NS,2,MU,MU17,F,9,8585,8287,7610,27.513,28.696,40.302,24482,7807.01077,31.88877857,OK
Gibert,NS,2,MU,MU17,F,10,9133,8152,5335,14.814,25.147,46.842,22620,5901.96676,26.09180707,OK
Gibert,NS,2,MU,MU18,F,1,8438,7667,7336,47.606,62.749,77.549,23441,14516.95475,61.92975876,OK
Gibert,NS,2,MU,MU18,F,2,8776,8274,5204,29.444,48.32,74.135,22254,10439.98764,46.91285899,OK
Gibert,NS,2,MU,MU18,F,3,8737,8109,7112,33.845,49.229,71.133,23958,12007.99622,50.12102938,OK
Gibert,NS,2,MU,MU18,F,4,9165,8265,7072,30.562,31.155,52.05,24502,9056.94405,36.96410109,OK
Gibert,NS,2,MU,MU18,F,5,8321,6414,6686,28.398,38.884,48.519,21421,8100.99768,37.81801821,OK
Gibert,NS,2,MU,MU18,F,6,11063,8220,6695,37.277,51.788,75.833,25978,13457.94746,51.80517153,OK
Gibert,NS,2,MU,MU18,F,7,8792,6586,5783,24.352,26.981,49.749,21161,6794.98117,32.11086985,OK
Gibert,NS,2,MU,MU18,F,8,7597,6645,5936,29.459,37.02,46.445,20178,7454.95443,36.94595317,OK
Gibert,NS,2,MU,MU18,F,9,14673,10615,7628,30.007,49.119,64.198,32916,14513.9324,44.09385223,OK
Gibert,NS,1,MU,MU19,F,1,18492,14516,7600,10.037,28.968,40.171,40608,9114.03292,22.4439345,OK
Gibert,NS,1,MU,MU19,F,2,8190,8585,9295,41.111,32.522,31.791,26070,9113.97805,34.95963962,OK
Gibert,NS,1,MU,MU19,F,3,8771,6341,4391,30.259,29.664,43.293,19503,6436.00676,33.00008594,OK
Gibert,NS,1,MU,MU19,F,4,11124,9404,6729,26.474,36.41,37.405,27257,8885.94661,32.60060392,OK
Gibert,NS,1,MU,MU19,F,5,11705,9021,5497,34.284,29.775,27.415,26223,8205.9475,31.2929394,OK
Gibert,NS,1,MU,MU19,F,6,10269,9425,8367,33.518,32.615,31.254,28061,9130.94935,32.53964346,OK
Gibert,NS,1,MU,MU19,F,7,13189,11078,8516,24.225,23.452,23.908,32783,7829.05309,23.88144188,OK
Gibert,NS,1,MU,MU19,F,8,9877,10249,8292,20.057,16.324,17.438,28418,5100.03561,17.94649733,OK
Gibert,NS,1,MU,MU19,F,9,16131,13112,8017,14.345,19.425,42.397,37260,8259.96544,22.1684526,OK
Gibert,NS,1,MU,MU19,F,10,8771,8888,7930,26.519,23.537,36.444,25589,7307.95925,28.55898726,OK
Gibert,NS,2,MU,MU19,F,1,11046,12603,6795,34.845,29.184,37.586,30444,10081.00692,33.11327986,OK
Gibert,NS,2,MU,MU19,F,2,9911,6663,7451,23.257,30.332,24.654,24025,6162.99197,25.65241195,OK
