Supervisor.PI,Diet,Batch,Population,Line,Sex,Individual,AreaT4,AreaT5,AreaT6,PercT4,PercT5,PercT6,TotalArea,TotalBlack,TotalPerc,Orientation
Abbott,NS,1,RE,RE6,F,12,13842,12560,12718,1.069,13.957,47.311,39120,7917.98316,20.24024325,Turned
Abbott,NS,1,RE,RE7,F,1,16676,19351,15427,13.031,19.384,64.018,51454,15800.10426,30.70724192,OK
Abbott,NS,1,RE,RE7,F,2,27857,26905,18335,18.958,21.758,55.206,73097,21257.14006,29.08072843,OK
Abbott,NS,1,RE,RE7,F,3,14041,11415,9110,33.587,32.729,39.868,34566,12083.94082,34.95903726,Turned
Abbott,NS,1,RE,RE7,F,4,20214,22133,15721,30.706,26.255,62.909,58068,21907.85388,37.72792912,OK
Abbott,NS,1,RE,RE7,F,5,23757,21453,14805,15.486,24.896,57.048,60015,17465.9043,29.10256486,OK
Abbott,NS,1,RE,RE7,F,6,17459,25309,21626,9.645,26.007,60.871,64394,21429.99464,33.27948977,OK
Abbott,NS,1,RE,RE7,F,7,18734,18969,16299,26.519,23.871,45.905,54002,16978.2154,31.43997519,OK
Abbott,NS,1,RE,RE7,F,8,23174,26596,20628,14.909,22.323,56.593,70398,21066.04078,29.9242035,OK
Abbott,NS,1,RE,RE7,F,9,17052,19623,19229,10.579,15.523,51.37,55904,14727.94667,26.34506774,OK
Abbott,NS,1,RE,RE7,F,10,22179,23632,17673,25.069,21.23,51.429,63484,19666.17428,30.97815872,OK
Abbott,NS,1,RE,RE7,F,11,17613,18526,15722,16.397,17.894,57.658,51861,15268.03681,29.44030545,OK
Abbott,NS,1,RE,RE8,F,1,10775,11266,9301,12.613,14.566,51.79,31342,7817.04421,24.94111483,Turned
Abbott,NS,1,RE,RE8,F,2,13519,17324,15322,6.85,9.317,28.626,46165,6926.2043,15.00315022,OK
Abbott,NS,1,RE,RE8,F,3,22171,22920,21263,18.732,25.223,65.221,66354,23802.12455,35.8714238,OK
Abbott,NS,1,RE,RE8,F,4,16878,18147,16612,16.767,17.419,59.186,51637,15822.93851,30.64263708,OK
Abbott,NS,1,RE,RE8,F,5,15604,15287,14800,17.656,13.41,32.635,45691,9635.00894,21.08732341,OK
Abbott,NS,1,RE,RE8,F,6,18693,19290,17562,13.508,16.319,51.053,55545,14638.9134,26.35505158,OK
Abbott,NS,1,RE,RE8,F,7,13398,14182,16581,10.397,13.433,47.5,44161,11174.03312,25.30294405,OK
Abbott,NS,1,RE,RE8,F,8,23517,21920,19063,15.682,28.823,60.185,64500,21479.00409,33.30078153,OK
Abbott,NS,1,RE,RE8,F,9,18906,19826,15992,16.513,13.649,17.24,54724,8585.01932,15.68785052,OK
Abbott,NS,1,RE,RE8,F,10,23041,20184,20221,18.832,20.155,38.93,63446,16279.20162,25.65835769,OK
Abbott,NS,1,RE,RE8,F,11,17592,17612,13705,13.87,23.45,67.829,48909,15865.98885,32.43981445,OK
Abbott,NS,1,RE,RE8,F,12,25842,24065,20337,21.186,19.156,51.325,70244,20522.74277,29.21636406,OK
Abbott,NS,1,RE,RE10,F,1,21125,21652,15558,14.807,23.993,79.65,58335,20714.89011,35.51022561,OK
Abbott,NS,1,RE,RE10,F,2,21846,22038,18465,14.607,18.527,39.702,62349,14604.99978,23.42459347,OK
Abbott,NS,1,RE,RE10,F,3,12450,13242,10845,12.345,14.046,62.268,36537,10149.88842,27.77975318,Turned
Abbott,NS,1,RE,RE10,F,4,15880,15882,11788,17.034,15.281,41.5,43550,10023.94762,23.01710131,OK
Abbott,NS,1,RE,RE10,F,5,27472,30001,24589,17.953,23.529,49.937,82062,24269.99238,29.57518995,OK
Abbott,NS,1,RE,RE10,F,6,8760,12445,9647,19.189,12.889,28.423,30852,6026.95926,19.53506826,Turned
Abbott,NS,1,RE,RE10,F,7,21932,18085,16467,21.694,12.983,21.352,56484,10621.93747,18.8052147,OK
Abbott,NS,1,RE,RE10,F,8,29741,26163,17837,8.204,10.66,58.115,73741,15594.89999,21.1482079,OK
Abbott,NS,1,RE,RE10,F,9,21728,21471,18494,17.176,18.308,34.914,61693,14119.90712,22.88737315,OK
Abbott,NS,1,RE,RE10,F,10,17317,16973,11624,11.347,5.862,44.486,45914,8130.96989,17.70912987,OK
Abbott,NS,1,RE,RE10,F,11,24299,23045,17612,28.417,19.978,27.487,64956,16349.98737,25.17086546,OK
Abbott,NS,1,RE,RE10,F,12,19358,21077,15240,13.405,17.251,50.558,55675,13935.97237,25.03093376,OK
Abbott,NS,1,RE,RE11,F,1,20582,21201,18564,13.896,20.697,65.153,60347,19343.04861,32.05304093,OK
Abbott,NS,1,RE,RE11,F,2,20576,20433,16627,22.04,24.886,42.196,57636,16635.8357,28.86361944,OK
Abbott,NS,1,RE,RE11,F,3,18324,17831,16942,31.893,12.983,9.137,53097,9707.06259,18.28175338,OK
Abbott,NS,1,RE,RE11,F,4,14749,15705,11543,11.221,10.175,24.872,41997,6123.944,14.58186061,OK
Abbott,NS,1,RE,RE11,F,5,18570,22196,14458,24.787,40.327,82.501,55224,25481.9214,46.14283898,OK
Abbott,NS,1,RE,RE11,F,6,17582,18286,15038,17.171,20.857,60.653,50906,15953.91438,31.33994889,OK
Abbott,NS,1,RE,RE11,F,7,17325,18617,15088,35.296,36.365,68.843,51030,23272.13589,45.60481264,OK
Abbott,NS,1,RE,RE11,F,8,15835,16015,11405,15.497,16.847,45.638,43255,10357.0109,23.94407791,OK
Abbott,NS,1,RE,RE11,F,9,14822,15453,13371,15.76,17.097,33.565,43646,9465.92276,21.68795024,OK
Abbott,NS,1,RE,RE11,F,10,19380,19294,17006,34.536,17.803,18.194,55680,13222.05926,23.74651448,OK
Abbott,NS,1,RE,RE11,F,11,10240,8740,7714,11.816,10.114,2.048,26694,2251.90472,8.435995804,Turned
Abbott,NS,1,RE,RE11,F,12,18094,18153,14740,17.564,18.498,73.385,50987,17352.9211,34.03401083,OK
Abbott,NS,1,RE,RE11,F,13,19504,19093,12453,23.441,18.677,41.508,51050,13306.92349,26.0664515,OK
Abbott,NS,1,RE,RE12,F,1,21319,21980,16599,16.825,24.909,57.883,59898,18669.91912,31.16952005,OK
Abbott,NS,1,RE,RE12,F,2,20531,21219,21653,15.357,17.253,40.419,63403,15565.78581,24.55055094,OK
Abbott,NS,1,RE,RE12,F,3,24772,24070,20509,17.383,22.131,61.822,69351,22312.12244,32.17274796,OK
Abbott,NS,1,RE,RE12,F,4,19824,21355,18234,28.768,20.197,43.37,59413,17924.12347,30.16868946,OK
Abbott,NS,1,RE,RE12,F,5,21041,20602,17562,19.224,23.915,59.97,59205,19503.82154,32.94286216,OK
Abbott,NS,1,RE,RE12,F,6,29880,30055,23910,14.782,26.032,58.022,83845,26113.8394,31.14537468,OK
Abbott,NS,1,RE,RE12,F,7,24109,24237,20629,12.012,16.875,42.246,68975,15700.89417,22.76316661,OK
Abbott,NS,1,RE,RE12,F,8,26929,25385,22276,15.968,20.13,55.58,74590,21791.02402,29.2144041,OK
Abbott,NS,1,RE,RE12,F,9,21523,22580,20609,17.507,22.396,59.557,64712,21099.15054,32.60469548,OK
Abbott,NS,1,RE,RE12,F,10,21004,20537,18527,10.312,22.618,66.692,60068,19167.01798,31.90886658,OK
Abbott,NS,1,RE,RE12,F,11,20420,20719,18396,15.005,13.017,42.912,59535,13655.10475,22.93626396,OK
Abbott,NS,1,RE,RE12,F,12,22825,20943,21959,19.899,20.317,37.529,65727,17037.92917,25.92226812,OK
Abbott,NS,1,RE,RE13,F,1,21907,22561,17965,12.38,15.726,35.291,62433,12600.05761,20.18172699,OK
Abbott,NS,1,RE,RE13,F,2,25960,30695,26013,24.176,25.545,62.523,82668,30381.23534,36.75090161,OK
Abbott,NS,1,RE,RE13,F,3,19990,19750,16846,9.955,14.896,55.23,56586,14236.0103,25.15818453,OK
Abbott,NS,1,RE,RE13,F,4,27162,25900,21124,15.028,24.112,55.534,74186,22057.91552,29.733259,OK
Abbott,NS,1,RE,RE13,F,5,19527,20050,20711,16.848,12.279,33.967,60288,12786.75383,21.20945102,OK
Abbott,NS,1,RE,RE13,F,6,23817,22616,19192,5.383,19.889,65.324,65625,18317.14743,27.9118437,OK
Abbott,NS,1,RE,RE13,F,7,22113,21985,17593,10.668,20.105,66.424,61691,18465.07341,29.93155146,OK
Abbott,NS,1,RE,RE13,F,8,15892,13679,12236,15.888,20.74,36.973,41807,9885.96184,23.64666644,Turned
Abbott,NS,1,RE,RE13,F,9,19180,13796,13765,6.251,0.884,31.384,46741,5640.90604,12.06843251,Turned
Abbott,NS,1,RE,RE13,F,10,20352,21228,20272,9.287,12.564,57,61852,16112.21616,26.0496284,OK
Abbott,NS,1,RE,RE13,F,11,27371,29037,20127,16.945,14.371,33.279,76535,15508.98755,20.26391527,OK
Abbott,NS,1,RE,RE13,F,12,27202,27298,20985,11.745,16.803,58.013,75485,19955.78589,26.43675683,OK
Abbott,NS,1,RE,RE15,F,1,23144,22468,19483,13.464,15.057,35.954,65095,13504.03274,20.7451152,OK
Abbott,NS,1,RE,RE15,F,2,21623,22045,18968,19.317,12.08,22.559,62636,11118.94203,17.75167959,OK
Abbott,NS,1,RE,RE15,F,3,18358,19354,16234,17.475,14.627,29.678,53946,10856.8966,20.12548956,OK
Abbott,NS,1,RE,RE15,F,4,24960,25091,20003,12.155,14.344,30.61,70054,12755.85934,18.20860956,OK
Abbott,NS,1,RE,RE15,F,5,27340,27324,25387,13.138,14.537,25.194,80051,13960.01986,17.43890752,OK
Abbott,NS,1,RE,RE15,F,6,17034,16410,14574,10.056,12.907,35.831,48018,9052.98768,18.853321,OK
Abbott,NS,1,RE,RE15,F,7,25051,24616,18029,12.858,17.485,41.117,67696,14938.14911,22.06651665,OK
Abbott,NS,1,RE,RE15,F,8,21231,25167,21920,16.325,11.161,31.387,68318,13154.88002,19.25536465,OK
Abbott,NS,1,RE,RE15,F,9,22097,20738,20203,13.911,10.401,20.378,63038,9347.84039,14.82889747,OK
Abbott,NS,1,RE,RE15,F,10,20362,22454,20564,24.968,14.332,29.085,63380,14283.13084,22.5357066,OK
Abbott,NS,1,RE,RE15,F,11,23097,24717,19980,14.322,9.317,3.333,67794,6276.76863,9.258590185,OK
Abbott,NS,1,RE,RE16,F,1,26372,26179,21877,14.049,24.76,63.359,74428,24047.97111,32.31038199,OK
Abbott,NS,1,RE,RE16,F,2,24525,23343,17336,21.048,31.778,70.766,65204,24847.9543,38.10802144,OK
Abbott,NS,1,RE,RE16,F,3,27396,28258,26927,27.369,24.28,40.458,82581,25253.1793,30.57989041,OK
Abbott,NS,1,RE,RE16,F,4,17303,15201,12710,16.575,22.558,48.843,45214,12504.95913,27.65727237,OK
Abbott,NS,1,RE,RE16,F,5,20704,21496,16903,18.083,25.009,57.232,59103,18793.76392,31.79832482,OK
Abbott,NS,1,RE,RE16,F,6,23032,24211,19830,12.617,25.856,65.214,67073,22097.8798,32.94601375,OK
Abbott,NS,1,RE,RE16,F,7,23709,23674,19865,14.18,15.308,40.438,67248,15018.96082,22.33369144,OK
Abbott,NS,1,RE,RE16,F,8,20394,21150,19149,7.625,10.255,33.072,60693,10056.93228,16.57016836,OK
Abbott,NS,1,RE,RE16,F,9,29201,27593,27113,17.167,19.353,39.402,83907,21036.07322,25.07070116,OK
Abbott,NS,1,RE,RE16,F,10,21031,21651,18859,11.217,24.636,61.748,61541,19338.04295,31.42302359,OK
Abbott,NS,1,RE,RE16,F,11,24935,27425,24332,12.196,20.751,45.467,76692,19795.06479,25.81112083,OK
Abbott,NS,1,RE,RE16,F,12,22887,21676,16881,14.607,16.308,44.6,61444,14406.95217,23.44728886,OK
Abbott,NS,1,RE,RE16,F,13,22658,21688,18640,17.641,16.677,45.317,62986,16061.09434,25.49946709,OK
Abbott,NS,1,RE,RE17,F,1,31088,25384,18563,6.694,15.699,31.196,75035,11856.97836,15.80193025,OK
Abbott,NS,1,RE,RE17,F,2,25314,24382,21879,11.729,23.665,56.031,71575,20998.10185,29.33720133,OK
Abbott,NS,1,RE,RE17,F,3,19415,21054,20427,11.63,19.393,63.994,60896,19413.0211,31.87897579,OK
Abbott,NS,1,RE,RE17,F,4,22663,22983,19115,13.343,13.31,32.556,64761,12306.04079,19.00224022,OK
Abbott,NS,1,RE,RE17,F,5,20591,18795,15737,14.123,20.069,49.577,55123,14481.96797,26.27209689,OK
Abbott,NS,1,RE,RE17,F,6,17506,17268,11618,11.727,17.338,49.983,46392,10853.8794,23.39601526,OK
Abbott,NS,1,RE,RE17,F,7,21229,22454,18926,19.365,25.256,48.066,62609,18878.94925,30.15373069,OK
Abbott,NS,1,RE,RE17,F,8,17718,16601,11337,14.449,18.933,42.083,45656,10474.09086,22.94132394,OK
Abbott,NS,1,RE,RE17,F,9,20727,19523,20191,15.241,12.478,35.808,60441,12825.07529,21.21916462,OK
Abbott,NS,1,RE,RE17,F,10,15541,13669,10942,14.8,17.99,59.578,40152,11278.14586,28.08862786,Turned
Abbott,NS,1,RE,RE17,F,11,16965,17176,15082,32.378,24.162,67.219,49223,19780.9624,40.18642179,OK
Abbott,NS,1,RE,RE17,F,12,21404,20751,15996,12.334,29.676,73.381,58151,20536.06088,35.31506058,OK
Abbott,NS,1,RE,RE18,F,1,13535,17863,17772,15.087,13.727,33.632,49170,10471.1585,21.29582774,OK
Abbott,NS,1,RE,RE18,F,2,27286,28092,21920,20.095,25.075,65.119,77298,26801.2755,34.67266359,OK
Abbott,NS,1,RE,RE18,F,3,17219,17997,14863,11.72,10.085,20.649,50079,6902.12512,13.78247393,OK
Abbott,NS,1,RE,RE18,F,4,24268,24335,20132,16.544,25.137,47.412,68735,19676.97071,28.62729426,OK
Abbott,NS,1,RE,RE18,F,5,20315,23073,20508,15.501,21.614,49.761,63896,18341.01225,28.70447641,OK
Abbott,NS,1,RE,RE18,F,6,27817,27233,18113,15.397,19.076,46.221,73163,17849.9603,24.39752375,OK
Abbott,NS,1,RE,RE18,F,7,16855,16304,16033,20.261,20.087,20.227,49192,9932.97094,20.19224862,OK
Abbott,NS,1,RE,RE18,F,8,15976,13090,7809,10.172,23.43,26.277,36875,6744.03665,18.28891295,Turned
Abbott,NS,1,RE,RE18,F,9,22402,21152,17163,6.834,12.561,41.776,60717,11357.87028,18.70624418,OK
Abbott,NS,1,RE,RE18,F,10,19806,20777,17096,12.683,15.575,34.458,57679,11638.95241,20.17883876,OK
Abbott,NS,1,RE,RE18,F,11,24357,23368,21527,24.428,30.572,50.43,69252,23950.05902,34.58392396,OK
Abbott,NS,1,RE,RE18,F,12,20158,21497,17236,12.511,13.997,41.547,58891,12691.94339,21.5515841,OK
Abbott,NS,1,YE,YE11,F,1,18702,20158,15698,21.057,18.757,14.301,54558,9964.08718,18.26329261,OK
Abbott,NS,1,YE,YE11,F,2,25204,28072,20768,8.237,9.151,21.018,74044,9009.94044,12.16835995,OK
Abbott,NS,1,YE,YE11,F,3,20644,21971,19662,13.205,13.937,23.1,62277,10330.06047,16.58728017,OK
Abbott,NS,1,YE,YE11,F,4,15594,16582,14451,11.87,10.361,13.632,46627,5539.02914,11.87944569,OK
Abbott,NS,1,YE,YE11,F,5,12960,12431,11641,9.36,7.739,23.314,37032,4889.07383,13.20229485,Turned
Abbott,NS,1,YE,YE11,F,6,26699,26959,23914,20.023,18.198,30.43,77572,17528.96979,22.59703216,OK
Abbott,NS,1,YE,YE11,F,7,19528,18724,13247,14.891,11.237,11.882,51499,6585.9389,12.78847919,OK
Abbott,NS,1,YE,YE11,F,8,22808,17453,11486,18.323,28.356,18.048,51747,11201.0758,21.64584575,OK
Abbott,NS,1,YE,YE11,F,9,19727,19659,19432,8.486,8.393,22.396,58818,7676.00381,13.05043322,OK
Abbott,NS,1,YE,YE11,F,10,17945,18771,15551,12.444,12.082,22.989,52267,8076.00741,15.45144625,OK
Abbott,NS,1,YE,YE11,F,11,26521,23480,17554,12.545,17.466,29.532,67555,12612.12353,18.66941534,OK
Abbott,NS,1,YE,YE11,F,12,24642,24945,16423,13.225,12.864,3.105,66010,6977.76345,10.57076723,OK
Abbott,NS,1,YE,YE13,F,1,26406,27803,18562,19.901,19.289,36.014,72771,17302.89741,23.7771879,OK
Abbott,NS,1,YE,YE13,F,2,19392,19869,15588,9.937,14.903,44.906,54849,11888.00739,21.67406405,OK
Abbott,NS,1,YE,YE13,F,3,25243,26447,20956,13.398,17.499,33.174,72646,14961.96111,20.59571223,OK
Abbott,NS,1,YE,YE13,F,4,25580,25144,16794,12.353,16.648,33.476,67518,12967.82996,19.20647821,OK
Abbott,NS,1,YE,YE13,F,5,24362,23371,17722,11.76,11.681,30.713,65455,11037.89557,16.86333446,OK
Abbott,NS,1,YE,YE13,F,6,20498,20187,14157,19.231,18.22,36.427,54842,12777.01217,23.29785961,OK
Abbott,NS,1,YE,YE13,F,7,24967,25073,20105,10.89,12.013,31.574,70145,12078.87849,17.21987097,OK
Abbott,NS,1,YE,YE13,F,8,17311,16345,11899,13.125,15.999,38.003,45555,9409.08227,20.65433491,OK
Abbott,NS,1,YE,YE13,F,9,24331,24762,21881,13.46,17.858,52.84,70974,19258.87096,27.13510717,OK
Abbott,NS,1,YE,YE13,F,10,20156,19687,16805,8.375,11.53,20.381,56648,7383.00315,13.03312235,OK
Abbott,NS,1,YE,YE13,F,11,16758,14580,13505,13.48,12.613,38.504,44843,9297.919,20.73438218,OK
Abbott,NS,1,YE,YE13,F,12,22517,22742,18519,8.811,17.8,70.97,63778,19174.98317,30.06519987,OK
Abbott,NS,1,YE,YE14,F,1,21691,23732,23926,27.689,17.634,19.569,69349,14873.00081,21.44659737,OK
Abbott,NS,1,YE,YE14,F,2,29213,30271,22907,22.798,14.202,15.179,82391,14436.12069,17.5214777,OK
Abbott,NS,1,YE,YE14,F,3,14976,14331,13891,21.147,16.559,22.871,43198,8717.05562,20.17930372,Turned
Abbott,NS,1,YE,YE14,F,4,20912,21912,22461,22.609,12.892,7.146,65285,9157.95218,14.02765134,OK
Abbott,NS,1,YE,YE14,F,5,21031,21587,17539,15.515,10.344,12.492,60157,7686.89081,12.77804879,OK
Abbott,NS,1,YE,YE14,F,6,15958,19709,17112,16.456,9.544,19.46,52779,7837.07064,14.84884261,OK
Abbott,NS,1,YE,YE14,F,7,17006,16742,15706,15.618,7.914,0.312,49454,4029.96168,8.148909451,OK
Abbott,NS,1,YE,YE14,F,8,13624,13661,15649,16.185,5.732,0.07,42934,2999.04722,6.985249965,Turned
Abbott,NS,1,YE,YE14,F,9,17225,18250,16625,9.341,4.197,0.241,52100,2415.006,4.635328215,OK
Abbott,NS,1,YE,YE14,F,10,12379,11418,13366,9.952,2.566,0.037,37163,1529.88938,4.116700428,Turned
Abbott,NS,1,YE,YE14,F,11,14551,13984,14768,14.384,8.309,1.605,43303,3491.9728,8.0640436,Turned
Abbott,NS,1,YE,YE14,F,12,11347,10628,11098,8.319,4.375,0.559,33073,1470.96975,4.44764536,Turned
Abbott,NS,1,YE,YE15,F,1,18768,17899,14089,10.997,11.364,5.572,50756,4882.9984,9.620534321,OK
Abbott,NS,1,YE,YE15,F,2,23651,23771,18647,17.754,14.947,15.027,66069,10554.1346,15.97441251,OK
Abbott,NS,1,YE,YE15,F,3,32060,32104,18217,20.792,20.487,38.354,82381,20230.00986,24.55664517,OK
Abbott,NS,1,YE,YE15,F,4,25698,23178,16588,9.756,10.061,15.553,65464,7418.9671,11.3328961,OK
Abbott,NS,1,YE,YE15,F,5,19942,21663,18546,15.199,13.068,14.041,60151,8465.94928,14.07449466,OK
Abbott,NS,1,YE,YE15,F,6,20293,20442,18350,17.065,23.643,41.035,59085,15826.02501,26.78518238,OK
Abbott,NS,1,YE,YE15,F,7,22414,16789,16953,12.876,10.799,5.315,56156,5600.1227,9.972438742,OK
Abbott,NS,1,YE,YE15,F,8,29306,27150,20457,17.573,15.584,24.759,76913,14445.94801,18.78219288,OK
Abbott,NS,1,YE,YE15,F,9,22152,23463,17696,12.13,9.457,21.824,63311,8767.90855,13.84894971,OK
Abbott,NS,1,YE,YE15,F,10,24003,21542,12625,11.424,21.224,34.947,58170,11726.23555,20.15856206,OK
Abbott,NS,1,YE,YE15,F,11,22091,19495,11834,15.767,16.117,20.5,53420,9051.06712,16.94321812,OK
Abbott,NS,1,YE,YE15,F,12,27834,26916,19854,21.344,19.732,32.225,74604,17649.90558,23.65812233,OK
Abbott,NS,1,YE,YE19,F,1,14234,14476,15132,21.61,28.261,44.997,43842,13975.9758,31.87805255,OK
Abbott,NS,1,YE,YE19,F,2,16175,15537,15725,18.003,11.392,16.941,47437,7345.93254,15.48566001,OK
Abbott,NS,1,YE,YE19,F,3,20409,21429,18656,12.504,14.858,30.012,60494,11334.9009,18.73723163,OK
Abbott,NS,1,YE,YE19,F,4,12234,12890,11147,17.737,13.863,24.913,36271,6733.93739,18.56562375,Turned
Abbott,NS,1,YE,YE19,F,5,19878,20311,18905,19.308,16.809,33.161,59094,13521.20728,22.88084624,OK
Abbott,NS,1,YE,YE19,F,6,19594,21443,15301,12.402,16.308,46.644,56338,13063.97076,23.18855969,OK
Abbott,NS,1,YE,YE19,F,7,13113,8831,8939,6.253,4.484,38.271,30883,4636.98262,15.01467675,Turned
Abbott,NS,1,YE,YE19,F,8,17759,18579,17123,20.806,19.194,44.7,53461,14914.9718,27.8987894,OK
Abbott,NS,1,YE,YE19,F,9,19764,21102,19718,11.997,11.316,20.306,60584,8762.92648,14.46409362,OK
Abbott,NS,1,YE,YE19,F,10,11675,13941,12578,7.76,10.186,26.713,38194,5685.9714,14.88708017,Turned
Abbott,NS,1,YE,YE19,F,11,15384,13279,15410,7.443,9.534,24.484,44073,6184.03538,14.03134658,OK
Abbott,NS,1,YE,YE19,F,12,18745,19724,12490,30.088,26.856,21.914,50959,13674.13164,26.83359493,OK
Abbott,NS,1,YE,YE20,F,1,26576,28244,17994,9.757,17.076,45.037,72814,15519.92354,21.31447735,OK
Abbott,NS,1,YE,YE20,F,2,16119,17393,15149,11.794,22.636,59.067,48661,14786.21417,30.38616997,OK
Abbott,NS,1,YE,YE20,F,3,22514,22453,17177,9.177,17.098,43.075,62144,13304.11647,21.40852934,OK
Abbott,NS,1,YE,YE20,F,4,22235,25038,18699,15.296,14.206,39.382,65972,14322.00406,21.70921612,OK
Abbott,NS,1,YE,YE20,F,5,24647,26165,23257,13.689,12.673,41.845,74069,16421.70993,22.17082711,OK
Abbott,NS,1,YE,YE20,F,6,11674,10333,11050,4.009,10.045,40.489,33057,5979.99501,18.08995072,Turned
Abbott,NS,1,YE,YE20,F,7,20417,19760,19490,17.598,15.648,30.277,59667,12586.01576,21.09376332,OK
Abbott,NS,1,YE,YE20,F,8,19263,17781,16333,10.985,11.771,46.923,53377,11872.97565,22.24361738,OK
Abbott,NS,1,YE,YE20,F,9,15687,16411,14193,4.59,5.825,38.378,46291,7122.96359,15.38736167,Turned
Abbott,NS,1,YE,YE20,F,10,25436,26400,22216,9.695,10.973,38.324,74052,13876.95204,18.73946962,OK
Abbott,NS,1,YE,YE20,F,11,25775,25901,20976,7.492,9.606,25.029,72652,9669.1961,13.30891937,OK
Abbott,NS,1,YE,YE21,F,1,17847,17464,15427,27.03,37.735,63.343,50738,21186.00911,41.75570403,OK
Abbott,NS,1,YE,YE21,F,2,20961,19786,16238,15.09,30.567,70.446,56985,20650.023,36.23764675,OK
Abbott,NS,1,YE,YE21,F,3,19793,21107,16413,12.737,25.972,65.686,57313,18783.98763,32.7743926,OK
Abbott,NS,1,YE,YE21,F,4,14043,14440,13042,14.634,21.544,48.098,41525,11438.94738,27.54713397,OK
Abbott,NS,1,YE,YE21,F,5,23900,25873,21372,17.335,32.872,61.538,71145,25799.93892,36.2638821,OK
Abbott,NS,1,YE,YE21,F,6,23778,24304,22165,17.155,20.922,51.807,70247,20647.02033,29.39203145,OK
Abbott,NS,1,YE,YE21,F,7,18174,18838,16388,17.47,28.708,51.288,53400,16988.08828,31.8128994,OK
Abbott,NS,1,YE,YE21,F,8,19122,18810,15286,20.014,43.95,80.171,53218,24349.01114,45.75333748,OK
Abbott,NS,1,YE,YE21,F,9,18089,19467,18036,15.009,19.726,40.569,55592,13872.06327,24.95334449,OK
Abbott,NS,1,YE,YE21,F,10,22080,25294,22337,14.072,16.142,36.021,69711,15236.06585,21.85604259,OK
Abbott,NS,1,YE,YE21,F,11,17347,17657,14799,20.447,20.502,46.449,49803,14040.96674,28.19301395,OK
Abbott,NS,1,YE,YE21,F,12,21836,20892,16956,17.457,39.541,72.205,59684,24315.89604,40.741063,OK
Abbott,NS,1,YE,YE22,F,1,31159,30711,18913,19.625,43.073,77.391,80783,33980.06261,42.0633829,OK
Abbott,NS,1,YE,YE22,F,2,21346,19112,13679,28.272,32.812,53.359,54137,19604.94817,36.21358437,OK
Abbott,NS,1,YE,YE22,F,3,14736,14900,12489,17.067,11.617,37.097,42125,8878.97045,21.07767466,Turned
Abbott,NS,1,YE,YE22,F,4,18211,18800,15552,18.203,17.351,36.208,52563,12208.00449,23.22547132,OK
Abbott,NS,1,YE,YE22,F,5,13876,14234,12460,15.912,19.432,51.132,40570,11344.9472,27.96388267,Turned
Abbott,NS,1,YE,YE22,F,6,15348,18342,15128,14.152,20.527,46.417,48818,12959.07506,26.54569024,OK
Abbott,NS,1,YE,YE22,F,7,13151,11445,10228,16.539,17.239,39.069,34824,8144.02476,23.38624156,Turned
Abbott,NS,1,YE,YE22,F,8,20201,20824,17923,20.578,14.594,22.915,58948,11303.07179,19.17464849,OK
Abbott,NS,1,YE,YE22,F,9,23089,22184,18604,18.147,18.031,47.957,63877,17111.87815,26.78879432,OK
Abbott,NS,1,YE,YE22,F,10,16461,17489,13290,20.047,23.666,53.168,47240,14504.91061,30.70472187,OK
Abbott,NS,1,YE,YE22,F,11,31129,32397,27771,30.994,22.141,39.329,91297,27743.19862,30.38785351,OK
Abbott,NS,1,YE,YE22,F,12,17032,18315,15495,24.008,38.215,53.624,50842,19397.15861,38.15184023,OK
Abbott,NS,1,YE,YE23,F,1,20137,19032,13889,27.174,32.062,64.922,53058,20591.0848,38.80863357,OK
Abbott,NS,1,YE,YE23,F,2,16737,18503,16641,16.849,19.71,43.405,51881,13689.98448,26.38727951,OK
Abbott,NS,1,YE,YE23,F,3,18723,19477,16101,14.896,11.773,4.403,54301,5790.93232,10.66450401,OK
Abbott,NS,1,YE,YE23,F,4,16142,18113,15620,22.141,32.518,55.839,49875,18186.03736,36.4632328,OK
Abbott,NS,1,YE,YE23,F,5,15366,14934,15259,21.899,28.438,45.737,45559,14590.94009,32.02647137,OK
Abbott,NS,1,YE,YE23,F,6,18798,19146,15440,23.758,38.776,76.12,53384,23643.0098,44.28856923,OK
Abbott,NS,1,YE,YE23,F,7,16172,17283,16256,22.279,35.087,74.631,49711,21799.06145,43.85158506,OK
Abbott,NS,1,YE,YE23,F,8,13446,8499,12973,8.627,5.824,29.97,34918,5542.97628,15.87426622,Turned
Abbott,NS,1,YE,YE23,F,9,17184,18073,16447,23.534,29.231,48.288,51704,17268.92855,33.39959877,OK
Abbott,NS,1,YE,YE23,F,10,18267,18637,15532,27.531,27.622,43.388,52436,16916.02407,32.2603251,OK
Abbott,NS,1,YE,YE23,F,11,20020,14037,14521,8.531,8.428,28.07,48578,6966.98926,14.34186105,OK
Abbott,NS,1,YE,YE23,F,12,20235,18815,14612,25.56,38.687,59.143,53662,21093.00021,39.30714511,OK
Abbott,NS,1,YE,YE24,F,1,26190,25299,16956,18.66,17.044,31.004,68445,14456.0538,21.12068639,OK
Abbott,NS,1,YE,YE24,F,2,16138,16069,12163,13.323,11.407,21.195,44370,6561.00442,14.78702822,OK
Abbott,NS,1,YE,YE24,F,3,18783,18997,16990,15.738,24.056,54.685,54770,16816.96836,30.70470761,OK
