Supervisor.PI,Diet,Batch,Population,Line,Sex,ReplicateVialOld,ReplicateVial,Individual,TL_micrometers,Country,Latitude,Longitude,Altitude
Schmidt,NS,1,GI,GI8,F,1,Schmidt_1_GI8_1,3,1066.38,Spain,41.618,0.62,173
Schmidt,NS,1,RE,RE18,F,1,Schmidt_1_RE18_1,10,1066.24,Portugal,41.15,-8.41,175
Schmidt,NS,1,RE,RE7,F,1,Schmidt_1_RE7_1,8,1066.23467,Portugal,41.15,-8.41,175
Schmidt,NS,1,RE,RE7,F,1,Schmidt_1_RE7_1,9,1066.23467,Portugal,41.15,-8.41,175
Schmidt,NS,1,GI,GI15,F,1,Schmidt_1_GI15_1,8,1066.11,Spain,41.618,0.62,173
Schmidt,NS,1,RE,RE11,F,1,Schmidt_1_RE11_1,4,1065.986248,Portugal,41.15,-8.41,175
Schmidt,NS,1,GI,GI14,F,1,Schmidt_1_GI14_1,3,1065.85,Spain,41.618,0.62,173
Schmidt,NS,1,UM,UM22,F,1,Schmidt_1_UM22_1,6,1065.592432,Ukraine,48.753,30.206,214
Schmidt,NS,1,UM,UM25,F,1,Schmidt_1_UM25_1,2,1065.52121,Ukraine,48.753,30.206,214
Schmidt,NS,1,AK,AK10,F,1,Schmidt_1_AK10_1,10,1065.41,Finland,61.1,23.52,88
Ritchie,S,6,AK,AK2,F,3,Ritchie_6_AK2_3,375,1065,Finland,61.1,23.52,88
Ritchie,S,3,YE,YE11,F,3,Ritchie_3_YE11_3,551,1065,Turkey,40.231,32.26,680
Schmidt,NS,1,MA,MA30,F,1,Schmidt_1_MA30_1,1,1064.52,Austria,48.375,15.56,572
Schmidt,NS,1,MU,MU10,F,1,Schmidt_1_MU10_1,3,1064.22,Germany,48.18,11.61,520
Schmidt,NS,1,KA,KA23,F,1,Schmidt_1_KA23_1,3,1064.218023,Denmark,55.945,10.213,15
Kozeretska,NS,2,MU,MU12,F,1,Kozeretska_2_MU12_1,20,1064,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU3,F,1,Kozeretska_2_MU3_1,4,1064,Germany,48.18,11.61,520
Kozeretska,NS,1,AK,AK13,F,1,Kozeretska_1_AK13_1,3,1064,Finland,61.1,23.52,88
Kozeretska,NS,2,MA,MA18,F,1,Kozeretska_2_MA18_1,2,1064,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA33,F,1,Kozeretska_1_MA33_1,2,1064,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA33,F,1,Kozeretska_1_MA33_1,14,1064,Austria,48.375,15.56,572
Kozeretska,NS,2,VA,VA6,F,1,Kozeretska_2_VA6_1,17,1064,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA11,F,1,Kozeretska_2_VA11_1,7,1064,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA44,F,1,Kozeretska_1_VA44_1,19,1064,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA55,F,1,Kozeretska_1_VA55_1,18,1064,Russia,57.979,33.244,217
Kozeretska,NS,2,YE,YE40,F,1,Kozeretska_2_YE40_1,13,1064,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE48,F,1,Kozeretska_1_YE48_1,14,1064,Turkey,40.231,32.26,680
Kozeretska,NS,1,RE,RE2,F,1,Kozeretska_1_RE2_1,10,1064,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE2,F,1,Kozeretska_2_RE2_1,3,1064,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE3,F,1,Kozeretska_1_RE3_1,19,1064,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE6,F,1,Kozeretska_2_RE6_1,20,1064,Portugal,41.15,-8.41,175
Ritchie,S,7,KA,KA3,F,2,Ritchie_7_KA3_2,1324,1064,Denmark,55.945,10.213,15
Ritchie,S,7,KA,KA3,F,3,Ritchie_7_KA3_3,1366,1064,Denmark,55.945,10.213,15
Ritchie,S,3,YE,YE11,F,1,Ritchie_3_YE11_1,499,1064,Turkey,40.231,32.26,680
Ritchie,S,15,YE,YE19,F,3,Ritchie_15_YE19_3,859,1064,Turkey,40.231,32.26,680
Schmidt,NS,1,MA,MA19,F,1,Schmidt_1_MA19_1,7,1063.98,Austria,48.375,15.56,572
Schmidt,NS,1,RE,RE13,F,1,Schmidt_1_RE13_1,1,1063.787155,Portugal,41.15,-8.41,175
Schmidt,NS,1,MA,MA3,F,1,Schmidt_1_MA3_1,9,1063.73,Austria,48.375,15.56,572
Schmidt,NS,1,VA,VA44,F,1,Schmidt_1_VA44_1,3,1063.216277,Russia,57.979,33.244,217
Schmidt,NS,1,RE,RE16,F,1,Schmidt_1_RE16_1,5,1063.169661,Portugal,41.15,-8.41,175
Schmidt,NS,1,GI,GI1,F,1,Schmidt_1_GI1_1,5,1062.91,Spain,41.618,0.62,173
Schmidt,NS,1,YE,YE51,F,1,Schmidt_1_YE51_1,6,1062.61,Turkey,40.231,32.26,680
Schmidt,NS,1,VA,VA30,F,1,Schmidt_1_VA30_1,5,1062.551808,Russia,57.979,33.244,217
Schmidt,NS,1,YE,YE24,F,1,Schmidt_1_YE24_1,6,1062.51,Turkey,40.231,32.26,680
Schmidt,NS,1,VA,VA44,F,1,Schmidt_1_VA44_1,7,1062.48184,Russia,57.979,33.244,217
Schmidt,NS,1,YE,YE27,F,1,Schmidt_1_YE27_1,2,1062.37,Turkey,40.231,32.26,680
Schmidt,NS,1,RE,RE6,F,1,Schmidt_1_RE6_1,8,1062.254412,Portugal,41.15,-8.41,175
Schmidt,NS,1,RE,RE4,F,1,Schmidt_1_RE4_1,1,1062.200463,Portugal,41.15,-8.41,175
Schmidt,NS,1,GI,GI13,F,1,Schmidt_1_GI13_1,5,1062.18,Spain,41.618,0.62,173
Ritchie,S,7,KA,KA3,F,2,Ritchie_7_KA3_2,1325,1062,Denmark,55.945,10.213,15
Ritchie,S,7,KA,KA3,F,3,Ritchie_7_KA3_3,1361,1062,Denmark,55.945,10.213,15
Ritchie,S,10,MA,MA7,F,2,Ritchie_10_MA7_2,1821,1062,Austria,48.375,15.56,572
Schmidt,NS,1,KA,KA28,F,1,Schmidt_1_KA28_1,2,1061.863587,Denmark,55.945,10.213,15
Schmidt,NS,1,RE,RE10,F,1,Schmidt_1_RE10_1,5,1061.51931,Portugal,41.15,-8.41,175
Schmidt,NS,1,GI,GI14,F,1,Schmidt_1_GI14_1,9,1061.41,Spain,41.618,0.62,173
Schmidt,NS,1,RE,RE6,F,1,Schmidt_1_RE6_1,6,1061.395284,Portugal,41.15,-8.41,175
Schmidt,NS,1,GI,GI10,F,1,Schmidt_1_GI10_1,8,1061.25,Spain,41.618,0.62,173
Schmidt,NS,1,YE,YE69,F,1,Schmidt_1_YE69_1,10,1061.11,Turkey,40.231,32.26,680
Schmidt,NS,1,VA,VA57,F,1,Schmidt_1_VA57_1,8,1061.094644,Russia,57.979,33.244,217
Schmidt,NS,1,GI,GI14,F,1,Schmidt_1_GI14_1,6,1061.09,Spain,41.618,0.62,173
Schmidt,NS,1,MU,MU19,F,1,Schmidt_1_MU19_1,1,1061.06,Germany,48.18,11.61,520
Schmidt,NS,1,UM,UM18,F,1,Schmidt_1_UM18_1,7,1061.04,Ukraine,48.753,30.206,214
Ritchie,S,9,AK,AK3,F,2,Ritchie_9_AK3_2,432,1061,Finland,61.1,23.52,88
Ritchie,S,10,MA,MA7,F,2,Ritchie_10_MA7_2,1813,1061,Austria,48.375,15.56,572
Ritchie,S,10,MA,MA7,F,2,Ritchie_10_MA7_2,1817,1061,Austria,48.375,15.56,572
Ritchie,S,10,MA,MA7,F,3,Ritchie_10_MA7_3,1837,1061,Austria,48.375,15.56,572
Ritchie,S,3,MU,MU1,F,2,Ritchie_3_MU1_2,1983,1061,Germany,48.18,11.61,520
Schmidt,NS,1,GI,GI15,F,1,Schmidt_1_GI15_1,4,1060.73,Spain,41.618,0.62,173
Schmidt,NS,1,VA,VA44,F,1,Schmidt_1_VA44_1,2,1060.665427,Russia,57.979,33.244,217
Schmidt,NS,1,VA,VA11,F,1,Schmidt_1_VA11_1,9,1060.590954,Russia,57.979,33.244,217
Schmidt,NS,1,VA,VA66,F,1,Schmidt_1_VA66_1,8,1060.589493,Russia,57.979,33.244,217
Schmidt,NS,1,VA,VA15,F,1,Schmidt_1_VA15_1,7,1060.585112,Russia,57.979,33.244,217
Schmidt,NS,1,GI,GI10,F,1,Schmidt_1_GI10_1,7,1060.56,Spain,41.618,0.62,173
Schmidt,NS,1,KA,KA5,F,1,Schmidt_1_KA5_1,6,1060.428846,Denmark,55.945,10.213,15
Schmidt,NS,1,VA,VA30,F,1,Schmidt_1_VA30_1,1,1060.385029,Russia,57.979,33.244,217
Schmidt,NS,1,AK,AK7,F,1,Schmidt_1_AK7_1,4,1060.37,Finland,61.1,23.52,88
Schmidt,NS,1,RE,RE13,F,1,Schmidt_1_RE13_1,2,1060.361659,Portugal,41.15,-8.41,175
Kozeretska,NS,1,MU,MU20,F,1,Kozeretska_1_MU20_1,10,1060,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU5,F,1,Kozeretska_1_MU5_1,2,1060,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU5,F,1,Kozeretska_2_MU5_1,14,1060,Germany,48.18,11.61,520
Kozeretska,NS,2,MA,MA18,F,1,Kozeretska_2_MA18_1,3,1060,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA28,F,1,Kozeretska_1_MA28_1,16,1060,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA32,F,1,Kozeretska_1_MA32_1,1,1060,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA32,F,1,Kozeretska_1_MA32_1,16,1060,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA32,F,1,Kozeretska_2_MA32_1,16,1060,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA32,F,1,Kozeretska_2_MA32_1,20,1060,Austria,48.375,15.56,572
Kozeretska,NS,1,UM,UM4,F,1,Kozeretska_1_UM4_1,7,1060,Ukraine,48.753,30.206,214
Kozeretska,NS,2,VA,VA1,F,1,Kozeretska_2_VA1_1,8,1060,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA6,F,1,Kozeretska_2_VA6_1,7,1060,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA6,F,1,Kozeretska_2_VA6_1,14,1060,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA26,F,1,Kozeretska_1_VA26_1,8,1060,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA18,F,1,Kozeretska_2_VA18_1,20,1060,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA44,F,1,Kozeretska_1_VA44_1,8,1060,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA57,F,1,Kozeretska_1_VA57_1,6,1060,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA57,F,1,Kozeretska_1_VA57_1,13,1060,Russia,57.979,33.244,217
Kozeretska,NS,2,YE,YE49,F,1,Kozeretska_2_YE49_1,18,1060,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE27,F,1,Kozeretska_2_YE27_1,16,1060,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE80,F,1,Kozeretska_1_YE80_1,5,1060,Turkey,40.231,32.26,680
Kozeretska,NS,1,RE,RE6,F,1,Kozeretska_1_RE6_1,18,1060,Portugal,41.15,-8.41,175
Kozeretska,NS,1,MU,MU2,F,1,Kozeretska_1_MU2_1,7,1060,Germany,48.18,11.61,520
Kozeretska,NS,1,MA,MA7,F,1,Kozeretska_1_MA7_1,20,1060,Austria,48.375,15.56,572
Kozeretska,NS,1,YE,YE19,F,1,Kozeretska_1_YE19_1,10,1060,Turkey,40.231,32.26,680
Ritchie,S,2,GI,GI1,F,3,Ritchie_2_GI1_3,66,1060,Spain,41.618,0.62,173
Ritchie,S,12,GI,GI4,F,2,Ritchie_12_GI4_2,997,1060,Spain,41.618,0.62,173
Schmidt,NS,1,YE,YE26,F,1,Schmidt_1_YE26_1,1,1059.7,Turkey,40.231,32.26,680
Schmidt,NS,1,MA,MA3,F,1,Schmidt_1_MA3_1,4,1059.66,Austria,48.375,15.56,572
Schmidt,NS,1,KA,KA2,F,1,Schmidt_1_KA2_1,2,1059.655938,Denmark,55.945,10.213,15
Schmidt,NS,1,YE,YE22,F,1,Schmidt_1_YE22_1,2,1059.57,Turkey,40.231,32.26,680
Schmidt,NS,1,UM,UM22,F,1,Schmidt_1_UM22_1,7,1059.543388,Ukraine,48.753,30.206,214
Schmidt,NS,1,KA,KA25,F,1,Schmidt_1_KA25_1,5,1059.515615,Denmark,55.945,10.213,15
Schmidt,NS,1,RE,RE4,F,1,Schmidt_1_RE4_1,2,1059.306557,Portugal,41.15,-8.41,175
Schmidt,NS,1,AK,AK17,F,1,Schmidt_1_AK17_1,7,1059.17,Finland,61.1,23.52,88
Schmidt,NS,1,UM,UM28,F,1,Schmidt_1_UM28_1,3,1059.002398,Ukraine,48.753,30.206,214
Ritchie,S,12,GI,GI4,F,1,Ritchie_12_GI4_1,978,1059,Spain,41.618,0.62,173
Ritchie,S,13,KA,KA6,F,1,Ritchie_13_KA6_1,1457,1059,Denmark,55.945,10.213,15
Ritchie,S,10,MA,MA7,F,1,Ritchie_10_MA7_1,1792,1059,Austria,48.375,15.56,572
Ritchie,S,10,MA,MA7,F,2,Ritchie_10_MA7_2,1820,1059,Austria,48.375,15.56,572
Ritchie,S,10,MA,MA7,F,3,Ritchie_10_MA7_3,1847,1059,Austria,48.375,15.56,572
Ritchie,S,3,YE,YE11,F,1,Ritchie_3_YE11_1,490,1059,Turkey,40.231,32.26,680
Schmidt,NS,1,GI,GI14,F,1,Schmidt_1_GI14_1,8,1058.89,Spain,41.618,0.62,173
Schmidt,NS,1,VA,VA18,F,1,Schmidt_1_VA18_1,2,1058.807867,Russia,57.979,33.244,217
Schmidt,NS,1,GI,GI7,F,1,Schmidt_1_GI7_1,4,1058.8,Spain,41.618,0.62,173
Schmidt,NS,1,MA,MA30,F,1,Schmidt_1_MA30_1,6,1058.66,Austria,48.375,15.56,572
Schmidt,NS,1,UM,UM13,F,1,Schmidt_1_UM13_1,4,1058.35,Ukraine,48.753,30.206,214
Schmidt,NS,1,YE,YE14,F,1,Schmidt_1_YE14_1,1,1058.26,Turkey,40.231,32.26,680
Schmidt,NS,1,UM,UM25,F,1,Schmidt_1_UM25_1,8,1058.12453,Ukraine,48.753,30.206,214
Ritchie,S,2,GI,GI1,F,3,Ritchie_2_GI1_3,57,1058,Spain,41.618,0.62,173
Ritchie,S,12,GI,GI4,F,2,Ritchie_12_GI4_2,1006,1058,Spain,41.618,0.62,173
Ritchie,S,9,YE,YE14,F,1,Ritchie_9_YE14_1,650,1058,Turkey,40.231,32.26,680
Schmidt,NS,1,YE,YE40,F,1,Schmidt_1_YE40_1,5,1057.97,Turkey,40.231,32.26,680
Schmidt,NS,1,RE,RE6,F,1,Schmidt_1_RE6_1,9,1057.941548,Portugal,41.15,-8.41,175
Schmidt,NS,1,GI,GI13,F,1,Schmidt_1_GI13_1,2,1057.88,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI14,F,1,Schmidt_1_GI14_1,1,1057.86,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI12,F,1,Schmidt_1_GI12_1,3,1057.64,Spain,41.618,0.62,173
Schmidt,NS,1,GI,GI8,F,1,Schmidt_1_GI8_1,2,1057.59,Spain,41.618,0.62,173
Schmidt,NS,1,RE,RE4,F,1,Schmidt_1_RE4_1,7,1057.319176,Portugal,41.15,-8.41,175
Schmidt,NS,1,GI,GI14,F,1,Schmidt_1_GI14_1,4,1057.29,Spain,41.618,0.62,173
Schmidt,NS,1,KA,KA3,F,1,Schmidt_1_KA3_1,4,1057.279625,Denmark,55.945,10.213,15
Schmidt,NS,1,KA,KA2,F,1,Schmidt_1_KA2_1,5,1057.084776,Denmark,55.945,10.213,15
Schmidt,NS,1,AK,AK3,F,1,Schmidt_1_AK3_1,9,1057.07,Finland,61.1,23.52,88
Schmidt,NS,1,UM,UM7,F,1,Schmidt_1_UM7_1,1,1057.07,Ukraine,48.753,30.206,214
Ritchie,S,15,YE,YE19,F,3,Ritchie_15_YE19_3,869,1057,Turkey,40.231,32.26,680
Schmidt,NS,1,KA,KA29,F,1,Schmidt_1_KA29_1,10,1056.952903,Denmark,55.945,10.213,15
Schmidt,NS,1,MU,MU13,F,1,Schmidt_1_MU13_1,5,1056.95,Germany,48.18,11.61,520
Schmidt,NS,1,YE,YE23,F,1,Schmidt_1_YE23_1,5,1056.9,Turkey,40.231,32.26,680
Schmidt,NS,1,KA,KA25,F,1,Schmidt_1_KA25_1,10,1056.850324,Denmark,55.945,10.213,15
Schmidt,NS,1,RE,RE4,F,1,Schmidt_1_RE4_1,8,1056.828342,Portugal,41.15,-8.41,175
Schmidt,NS,1,VA,VA66,F,1,Schmidt_1_VA66_1,7,1056.680314,Russia,57.979,33.244,217
Schmidt,NS,1,VA,VA66,F,1,Schmidt_1_VA66_1,1,1056.60556,Russia,57.979,33.244,217
Schmidt,NS,1,UM,UM7,F,1,Schmidt_1_UM7_1,2,1056.59,Ukraine,48.753,30.206,214
Schmidt,NS,1,UM,UM20,F,1,Schmidt_1_UM20_1,4,1056.3,Ukraine,48.753,30.206,214
Schmidt,NS,1,RE,RE11,F,1,Schmidt_1_RE11_1,6,1056.211179,Portugal,41.15,-8.41,175
Schmidt,NS,1,KA,KA2,F,1,Schmidt_1_KA2_1,9,1056.177452,Denmark,55.945,10.213,15
Schmidt,NS,1,RE,RE13,F,1,Schmidt_1_RE13_1,3,1056.16572,Portugal,41.15,-8.41,175
Schmidt,NS,1,VA,VA30,F,1,Schmidt_1_VA30_1,7,1056.142257,Russia,57.979,33.244,217
Kozeretska,NS,2,MU,MU3,F,1,Kozeretska_2_MU3_1,11,1056,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU3,F,1,Kozeretska_2_MU3_1,19,1056,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU17,F,1,Kozeretska_2_MU17_1,12,1056,Germany,48.18,11.61,520
Kozeretska,NS,2,AK,AK8,F,1,Kozeretska_2_AK8_1,13,1056,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK11,F,1,Kozeretska_1_AK11_1,16,1056,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK21,F,1,Kozeretska_1_AK21_1,13,1056,Finland,61.1,23.52,88
Kozeretska,NS,2,GI,GI6,F,1,Kozeretska_2_GI6_1,1,1056,Spain,41.618,0.62,173
Kozeretska,NS,1,MA,MA30,F,1,Kozeretska_1_MA30_1,2,1056,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA28,F,1,Kozeretska_1_MA28_1,7,1056,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA27,F,1,Kozeretska_1_MA27_1,11,1056,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA33,F,1,Kozeretska_1_MA33_1,6,1056,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA33,F,1,Kozeretska_1_MA33_1,11,1056,Austria,48.375,15.56,572
Kozeretska,NS,1,UM,UM20,F,1,Kozeretska_1_UM20_1,17,1056,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM4,F,1,Kozeretska_1_UM4_1,13,1056,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM18,F,1,Kozeretska_2_UM18_1,11,1056,Ukraine,48.753,30.206,214
Kozeretska,NS,2,VA,VA22,F,1,Kozeretska_2_VA22_1,3,1056,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA11,F,1,Kozeretska_1_VA11_1,4,1056,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA44,F,1,Kozeretska_1_VA44_1,11,1056,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA57,F,1,Kozeretska_1_VA57_1,16,1056,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA57,F,1,Kozeretska_1_VA57_1,17,1056,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA71,F,1,Kozeretska_1_VA71_1,14,1056,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA48,F,1,Kozeretska_1_VA48_1,19,1056,Russia,57.979,33.244,217
Kozeretska,NS,2,YE,YE33,F,1,Kozeretska_2_YE33_1,17,1056,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE80,F,1,Kozeretska_1_YE80_1,12,1056,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE80,F,1,Kozeretska_1_YE80_1,18,1056,Turkey,40.231,32.26,680
Kozeretska,NS,1,RE,RE2,F,1,Kozeretska_1_RE2_1,14,1056,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE2,F,1,Kozeretska_2_RE2_1,8,1056,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE15,F,1,Kozeretska_1_RE15_1,6,1056,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE6,F,1,Kozeretska_1_RE6_1,17,1056,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE6,F,1,Kozeretska_1_RE6_1,20,1056,Portugal,41.15,-8.41,175
Kozeretska,NS,2,AK,AK3,F,1,Kozeretska_2_AK3_1,9,1056,Finland,61.1,23.52,88
Kozeretska,NS,2,GI,GI1,F,1,Kozeretska_2_GI1_1,17,1056,Spain,41.618,0.62,173
Kozeretska,NS,2,MA,MA7,F,1,Kozeretska_2_MA7_1,20,1056,Austria,48.375,15.56,572
Ritchie,S,15,GI,GI5,F,1,Ritchie_15_GI5_1,1051,1056,Spain,41.618,0.62,173
Ritchie,S,7,MA,MA6,F,3,Ritchie_7_MA6_3,1772,1056,Austria,48.375,15.56,572
Ritchie,S,10,MA,MA7,F,2,Ritchie_10_MA7_2,1824,1056,Austria,48.375,15.56,572
Ritchie,S,15,YE,YE19,F,2,Ritchie_15_YE19_2,835,1056,Turkey,40.231,32.26,680
Schmidt,NS,1,MA,MA3,F,1,Schmidt_1_MA3_1,2,1055.86,Austria,48.375,15.56,572
Schmidt,NS,1,YE,YE27,F,1,Schmidt_1_YE27_1,9,1055.84,Turkey,40.231,32.26,680
Schmidt,NS,1,VA,VA55,F,1,Schmidt_1_VA55_1,5,1055.59659,Russia,57.979,33.244,217
Schmidt,NS,1,KA,KA3,F,1,Schmidt_1_KA3_1,7,1055.115229,Denmark,55.945,10.213,15
Ritchie,S,12,AK,AK4,F,3,Ritchie_12_AK4_3,945,1055,Finland,61.1,23.52,88
Ritchie,S,7,KA,KA3,F,3,Ritchie_7_KA3_3,1360,1055,Denmark,55.945,10.213,15
Ritchie,S,4,MU,MU2,F,3,Ritchie_4_MU2_3,2094,1055,Germany,48.18,11.61,520
Ritchie,S,9,YE,YE14,F,1,Ritchie_9_YE14_1,656,1055,Turkey,40.231,32.26,680
Ritchie,S,15,YE,YE19,F,2,Ritchie_15_YE19_2,837,1055,Turkey,40.231,32.26,680
Schmidt,NS,1,KA,KA11,F,1,Schmidt_1_KA11_1,8,1054.602809,Denmark,55.945,10.213,15
Schmidt,NS,1,UM,UM7,F,1,Schmidt_1_UM7_1,3,1054.4,Ukraine,48.753,30.206,214
Schmidt,NS,1,MA,MA5,F,1,Schmidt_1_MA5_1,6,1054.36,Austria,48.375,15.56,572
Schmidt,NS,1,KA,KA11,F,1,Schmidt_1_KA11_1,7,1054.187111,Denmark,55.945,10.213,15
Schmidt,NS,1,RE,RE4,F,1,Schmidt_1_RE4_1,9,1054.179765,Portugal,41.15,-8.41,175
Schmidt,NS,1,RE,RE5,F,1,Schmidt_1_RE5_1,3,1054.140095,Portugal,41.15,-8.41,175
Schmidt,NS,1,RE,RE15,F,1,Schmidt_1_RE15_1,3,1054.016671,Portugal,41.15,-8.41,175
Ritchie,S,10,MA,MA7,F,3,Ritchie_10_MA7_3,1842,1054,Austria,48.375,15.56,572
Schmidt,NS,1,YE,YE51,F,1,Schmidt_1_YE51_1,2,1053.99,Turkey,40.231,32.26,680
Schmidt,NS,1,MA,MA28,F,1,Schmidt_1_MA28_1,3,1053.97,Austria,48.375,15.56,572
Schmidt,NS,1,VA,VA57,F,1,Schmidt_1_VA57_1,4,1053.891762,Russia,57.979,33.244,217
Schmidt,NS,1,MA,MA20,F,1,Schmidt_1_MA20_1,4,1053.61,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA21,F,1,Schmidt_1_MA21_1,3,1053.58,Austria,48.375,15.56,572
Schmidt,NS,1,AK,AK13,F,1,Schmidt_1_AK13_1,5,1053.23,Finland,61.1,23.52,88
Schmidt,NS,1,KA,KA11,F,1,Schmidt_1_KA11_1,2,1053.124351,Denmark,55.945,10.213,15
Schmidt,NS,1,AK,AK7,F,1,Schmidt_1_AK7_1,1,1053.01,Finland,61.1,23.52,88
Ritchie,S,2,GI,GI1,F,3,Ritchie_2_GI1_3,64,1053,Spain,41.618,0.62,173
Ritchie,S,2,GI,GI1,F,3,Ritchie_2_GI1_3,67,1053,Spain,41.618,0.62,173
Schmidt,NS,1,MA,MA3,F,1,Schmidt_1_MA3_1,6,1052.91,Austria,48.375,15.56,572
Schmidt,NS,1,UM,UM23,F,1,Schmidt_1_UM23_1,5,1052.688942,Ukraine,48.753,30.206,214
Schmidt,NS,1,UM,UM18,F,1,Schmidt_1_UM18_1,8,1052.68,Ukraine,48.753,30.206,214
Schmidt,NS,1,GI,GI9,F,1,Schmidt_1_GI9_1,1,1052.47,Spain,41.618,0.62,173
Schmidt,NS,1,KA,KA11,F,1,Schmidt_1_KA11_1,10,1052.469699,Denmark,55.945,10.213,15
Schmidt,NS,1,YE,YE26,F,1,Schmidt_1_YE26_1,5,1052.44,Turkey,40.231,32.26,680
Schmidt,NS,1,MA,MA33,F,1,Schmidt_1_MA33_1,8,1052.27,Austria,48.375,15.56,572
Kozeretska,NS,1,MU,MU12,F,1,Kozeretska_1_MU12_1,2,1052,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU17,F,1,Kozeretska_1_MU17_1,8,1052,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU5,F,1,Kozeretska_1_MU5_1,8,1052,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU5,F,1,Kozeretska_1_MU5_1,19,1052,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU5,F,1,Kozeretska_1_MU5_1,20,1052,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU5,F,1,Kozeretska_2_MU5_1,8,1052,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU5,F,1,Kozeretska_2_MU5_1,15,1052,Germany,48.18,11.61,520
Kozeretska,NS,1,AK,AK9,F,1,Kozeretska_1_AK9_1,12,1052,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK11,F,1,Kozeretska_1_AK11_1,15,1052,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK21,F,1,Kozeretska_1_AK21_1,2,1052,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK21,F,1,Kozeretska_1_AK21_1,4,1052,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK21,F,1,Kozeretska_1_AK21_1,19,1052,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK21,F,1,Kozeretska_1_AK21_1,20,1052,Finland,61.1,23.52,88
Kozeretska,NS,1,MA,MA31,F,1,Kozeretska_1_MA31_1,13,1052,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA28,F,1,Kozeretska_1_MA28_1,5,1052,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA27,F,1,Kozeretska_2_MA27_1,2,1052,Austria,48.375,15.56,572
