Supervisor.PI,Diet,Batch,Population,Line,Sex,Individual,AreaT4,AreaT5,AreaT6,PercT4,PercT5,PercT6,TotalArea,TotalBlack,TotalPerc,Orientation,Country,Latitude,Longitude,Altitude
Gibert,NS,2,VA,VA22,FALSE,7,10435,7186,5734,36.617,59.407,94.001,23355,13479.98831,57.71778339,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA22,FALSE,8,9702,7403,7900,38.147,48.048,81.886,25005,13727.00938,54.89705811,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA22,FALSE,9,9934,7813,5762,19.7,37.348,83.159,23509,9666.61882,41.11880054,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA22,FALSE,10,8860,5313,6841,37.359,52.532,83.058,21014,11783.03034,56.07228676,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA26,FALSE,1,9821,10834,8756,23.949,28.392,48.709,29411,9692.98061,32.95699096,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA26,FALSE,2,7558,6618,6066,40.566,33.122,37.141,20242,7510.9653,37.10584577,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA26,FALSE,3,8036,7982,7243,29.48,24.931,25.915,23261,6236.02867,26.80894489,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA26,FALSE,4,7899,7883,6757,25.94,34.289,48.483,22539,8027.99878,35.61825627,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA26,FALSE,5,7398,8131,7403,34.023,39.872,38.957,22932,8643.00057,37.68969375,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA26,FALSE,6,9352,8044,8032,26.989,28.406,43.638,25428,8313.99408,32.69621708,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA26,FALSE,7,7913,6964,6319,34.816,36.904,53.869,21196,8728.96675,41.18214168,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA26,FALSE,8,5516,6142,6585,39.286,39.336,47.866,18243,7735.00898,42.39987381,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA26,FALSE,9,9330,8780,7015,32.797,31.651,43.877,25125,8916.88945,35.49010726,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA26,FALSE,10,7499,8675,9144,42.779,41.625,47.507,25318,11163.00604,44.0911843,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA30,FALSE,1,9921,8664,8595,18.869,44.864,73.508,27180,12077.02305,44.43349172,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA30,FALSE,2,13114,11792,7835,8.449,29.257,66.394,32741,9759.9572,29.80958798,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA30,FALSE,3,11099,12380,9570,3.793,19.588,37.649,33049,6448.98877,19.51341575,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA30,FALSE,4,6693,6907,8258,5.528,19.314,60.087,21858,6665.99148,30.49680428,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA30,FALSE,5,10095,10197,9484,14.294,21.114,61.641,29776,9442.00632,31.71012332,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA30,FALSE,6,9546,7349,9436,9.072,40.128,72.457,26331,10652.06236,40.45445429,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA30,FALSE,7,8532,7450,5970,11.955,31.96,70.017,21952,7581.0355,34.53460049,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA30,FALSE,8,10097,9270,6865,9.339,32.826,73.241,26232,9013.92368,34.36231961,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA30,FALSE,9,8738,9469,7730,7.942,32.01,73.454,25937,9402.99306,36.25320222,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA30,FALSE,10,12609,8631,9112,11.69,36.453,65.968,30352,10631.25469,35.02653759,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA34,FALSE,1,8342,8464,8904,23.268,35.35,69.957,25710,11162.01184,43.41505967,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA34,FALSE,2,5992,6090,7289,27.77,36.929,62.56,19371,8472.9529,43.74040008,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA34,FALSE,3,8758,9287,9644,36.572,36.976,66.394,27689,13039.97424,47.09442103,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA34,FALSE,4,9108,9413,8289,26.834,41.74,78.405,26810,12872.01737,48.01200063,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA34,FALSE,5,9022,6330,6298,31.024,57.741,84.249,21650,11759.9926,54.31867252,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA34,FALSE,6,8193,7615,6974,17.686,30.519,77.402,22782,9171.05131,40.25569006,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA34,FALSE,7,7684,7887,7711,12.207,30.557,54.39,23282,7542.02937,32.39425037,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA34,FALSE,8,9260,7338,7055,23.402,34.124,66.733,23653,9379.05747,39.65271834,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA34,FALSE,9,7389,6497,7882,10.881,20.686,44.76,21768,5675.94971,26.07474141,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA34,FALSE,10,9071,9326,9956,21.872,28.812,46.585,28353,9309.01884,32.83257094,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA35,FALSE,1,8113,7819,6895,25.145,18.391,15.635,22827,4556.03939,19.95899325,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA35,FALSE,2,7505,7459,5756,21.386,35.89,65.063,20720,8027.08068,38.74073687,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA35,FALSE,3,7075,7592,6808,16.82,7.363,0.176,21475,1760.99604,8.200214389,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA35,FALSE,4,9759,8611,5986,41.234,30.786,37.237,24356,8904.01534,36.55779003,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA35,FALSE,5,6201,6569,5417,20.658,13.579,13.31,18187,2894.00979,15.91251878,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA35,FALSE,6,6686,7297,7733,18.337,28.532,54.571,21716,7527.96729,34.66553366,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA35,FALSE,7,10257,10073,7317,19.577,26.685,48.845,27647,8269.98159,29.91276301,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA35,FALSE,8,13863,15057,9942,14.009,14.392,40.153,38862,8101.08237,20.84576803,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA35,FALSE,9,13614,11481,8106,6.053,21.113,50.753,33201,7362.07713,22.17426321,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA35,FALSE,10,8212,7514,6324,22.37,20.415,48.988,22050,6469.00862,29.33790757,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA44,FALSE,1,9184,7642,7479,29.127,32.963,55.047,24305,9311.02127,38.30907743,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA44,FALSE,2,10230,10495,10892,13.871,38.037,69.161,31617,12944.00257,40.94000876,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA44,FALSE,3,7095,8038,7559,24.764,29.286,56.674,22692,8395.00214,36.99542632,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA44,FALSE,4,7965,7565,8111,13.371,24.204,60.091,23641,7770.01376,32.86668821,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA44,FALSE,5,8644,8563,10659,27.719,37.989,49.339,27866,10908.07244,39.1447371,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA44,FALSE,6,9375,7857,9805,19.712,41.924,56.675,27037,10698.95243,39.5715221,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA44,FALSE,7,6588,8267,7161,24.287,30.192,61.234,22016,8480.96694,38.52183385,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA44,FALSE,8,7319,8015,7842,26.315,31.354,46.174,23176,8059.98303,34.77728266,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA44,FALSE,9,10070,9659,7175,14.548,29.827,68.474,26904,9258.98303,34.41489381,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA44,FALSE,10,8663,8181,8775,22.371,26.696,64.023,25619,9740.01774,38.01872727,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA44,FALSE,1,8384,6410,6679,24.272,38.471,71.972,21473,9307.96546,43.34729875,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA44,FALSE,2,7077,6532,8026,21.591,42.544,73.05,21635,10169.96215,47.00698937,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA44,FALSE,3,6971,6935,7239,19.266,23.187,39.992,21145,5846.07219,27.64753932,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA44,FALSE,4,6524,5985,8707,38.105,51.813,55.76,21216,10442.00145,49.21757848,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA44,FALSE,5,7212,6403,5003,19.273,33,80.772,18618,7543.98192,40.51982984,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA44,FALSE,6,8523,5393,5576,43.459,51.307,76.112,19492,10715.0022,54.97128155,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA44,FALSE,7,7245,5319,5618,35.942,38.485,64.115,18182,8252.99575,45.39102271,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA44,FALSE,8,10865,7876,6876,14.22,29.076,58.799,25617,7878.048,30.75320295,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA44,FALSE,9,8126,6435,6687,19.998,36.628,68.506,21248,8563.0455,40.30047769,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA44,FALSE,10,7184,6246,7915,19.084,34.166,54.176,21345,7793.03332,36.50987735,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA46,FALSE,1,12830,11094,11103,30.678,42.239,57.174,35027,14970.01128,42.73849111,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA46,FALSE,2,8014,7508,7066,26.803,36.401,53.411,22588,8655.00076,38.31680875,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA46,FALSE,3,8942,7815,5442,46.399,36.891,45.902,22199,9530.01707,42.9299386,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA46,FALSE,4,8020,8205,8205,27.618,30.128,42.267,24430,8154.97335,33.38097974,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA46,FALSE,5,8818,8941,8670,25.629,21.552,20.358,26429,5951.96814,22.52059533,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA46,FALSE,6,11293,8486,7422,33.242,49.976,73.255,27201,13431.96852,49.38042175,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA46,FALSE,7,9510,9034,9700,25.037,25.592,37.66,28244,8346.01998,29.5497096,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA46,FALSE,8,10126,8153,6656,35.394,33.239,38.416,24935,8850.94107,35.49605402,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA46,FALSE,9,7492,6235,4538,27.75,26.367,41.318,18265,5598.02329,30.64890933,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA46,FALSE,10,9212,7374,5748,45.506,38.893,66.475,22334,10880.96554,48.71928692,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA47,FALSE,1,8633,8215,8125,35.109,38.551,70.609,24973,11934.90587,47.79123802,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA47,FALSE,2,5649,6831,6872,27.916,31.84,54.991,19352,7530.94676,38.91559921,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA47,FALSE,3,8378,7802,7530,32.311,32.774,46.056,23710,8732.05986,36.82859494,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA47,FALSE,4,9696,6100,6940,25.33,48.967,79.597,22736,10967.0156,48.23634588,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA47,FALSE,5,6814,5847,4770,25.785,35.882,54.549,17431,6456.99774,37.04318593,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA47,FALSE,6,7665,6532,8590,17.156,39.115,57.381,22787,8799.0271,38.61424101,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA47,FALSE,7,7694,7162,10752,18.183,29.67,66.192,25608,10640.92926,41.55314456,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA47,FALSE,8,8993,7450,7868,22.362,26.846,37.074,24311,6928.02398,28.49748665,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA47,FALSE,9,8405,7219,6849,26.508,38.8,56.271,22473,8882.97019,39.52730027,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA47,FALSE,10,9155,8554,7169,35.598,35.013,44.79,24878,9465.00402,38.04567899,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA48,FALSE,1,10767,8055,7134,18.176,26.53,41.505,25956,7054.96812,27.18049052,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA48,FALSE,2,10785,9144,6296,19.917,33.891,46.887,26225,8199.04701,31.26424027,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA48,FALSE,3,11312,8163,7163,27.979,54.698,70.836,26638,12703.9649,47.69113635,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA48,FALSE,4,10320,10079,8357,15.901,25.747,40.038,28756,7581.99899,26.36666779,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA48,FALSE,5,8275,7087,5724,32.048,46.832,58.997,21086,9347.94412,44.33246761,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA48,FALSE,6,8563,7750,7098,5.185,18.852,49.042,23411,5386.02271,23.00637611,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA48,FALSE,7,7797,7561,6456,27.421,37.204,49.876,21814,8171.00437,37.45761607,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA48,FALSE,8,7589,6317,5809,18.869,26.943,53.813,19715,6259.95489,31.75224393,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA48,FALSE,9,10978,9356,7422,16.551,25.556,47.076,27756,7701.96886,27.74884299,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA48,FALSE,10,12734,11746,8457,13.46,17.666,39.518,32937,7131.08202,21.65067256,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA55,FALSE,1,11278,7630,7136,20.908,27.261,37.234,26044,7095.03678,27.24250031,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA55,FALSE,2,8034,8981,8469,29.512,27.848,46.723,25484,8828.99383,34.64524341,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA55,FALSE,3,7001,7291,4004,18.183,22.37,24.875,18296,3899.98353,21.31604465,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA55,FALSE,4,8379,8398,8126,13.677,24.399,63.192,24903,8330.00577,33.44980834,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA55,FALSE,5,10019,8473,8142,15.031,22.707,44.584,26634,7059.94928,26.50728122,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA55,FALSE,6,11786,12381,9224,22.349,18.973,22.984,33391,7103.14443,21.27263164,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA55,FALSE,7,9382,9316,7114,13.291,20.932,48.032,25812,6613.98322,25.62367589,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA55,FALSE,8,12599,10713,7476,10.342,15.635,40.583,30788,6011.95121,19.52693001,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA55,FALSE,9,12262,12276,10386,9.256,15.215,31.918,34924,6317.7676,18.09004581,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA55,FALSE,10,13786,13178,6559,9.887,18.781,49.139,33523,7061.00901,21.06317755,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA57,FALSE,1,14111,7392,6747,11.013,44.481,51.86,28250,8341.07415,29.52592619,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA57,FALSE,2,11750,8916,7072,26.009,43.125,79.143,27738,12498.07546,45.05759413,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA57,FALSE,3,10252,11822,7580,23.4,35.764,74.459,29654,12270.98028,41.38052296,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA57,FALSE,4,9384,9802,8445,28.303,41.634,69.426,27631,12599.9439,45.60075242,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA57,FALSE,5,9776,8423,7329,22.248,41.826,59.681,25528,10071.98895,39.4546731,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA57,FALSE,6,9088,8581,7833,18.299,37.303,79.191,25502,11067.01458,43.39665352,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA57,FALSE,7,8982,7423,5848,24.961,67.223,80.181,22253,11920.94519,53.57005882,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA57,FALSE,8,8419,7015,9814,6.818,30.677,47.83,25248,7420.03517,29.38860571,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA57,FALSE,9,8176,6939,5244,44.227,69.131,82.818,20359,12755.97553,62.65521651,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA57,FALSE,10,9898,8048,6947,31.724,53.305,69.483,24893,12257.01193,49.23878974,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA66,FALSE,1,8161,6938,7055,16.432,24.099,45.684,22154,6236.01034,28.14846231,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA66,FALSE,2,7980,7926,7026,23.321,29.296,13.692,22932,5145.01668,22.43597017,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA66,FALSE,3,6818,6561,7257,29.745,27.298,20.642,20636,5317.02582,25.76577738,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA66,FALSE,4,10624,9822,8183,36.135,33.557,58.45,28629,11917.91444,41.62881847,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA66,FALSE,5,8826,8731,7667,37.084,29.516,47.763,25224,9512.06501,37.71037508,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA66,FALSE,6,8156,6744,5882,31.744,27.758,46.889,20782,7219.05114,34.73703753,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA66,FALSE,7,9269,7447,6560,19.43,24.708,63.567,23276,7810.96666,33.55802827,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA66,FALSE,8,9945,8766,8301,14.942,18.754,43.718,27012,6758.98872,25.02217059,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA66,FALSE,9,10563,8723,8328,17.779,27.17,47.058,27614,8167.02511,29.57566854,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA66,FALSE,10,8842,9753,8733,30.072,40.09,62.785,27328,12051.95799,44.10113433,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA67,FALSE,1,15879,12857,7600,7.482,16.279,34.868,36336,5931.02581,16.32272625,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA67,FALSE,2,10419,10217,11431,33.506,32.475,30.33,32067,10275.98319,32.04535251,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA67,FALSE,3,11789,10495,8341,27.381,35.188,53.255,30625,11362.92624,37.10343262,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA67,FALSE,4,9943,10081,8576,28.08,31.961,47.773,28600,10110.99529,35.35313038,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA67,FALSE,5,11234,6916,7902,15.889,21.27,21.425,26052,4949.00696,18.99664886,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA67,FALSE,6,12403,10743,9380,32.847,40.119,49.648,32526,13040.97998,40.09401703,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA67,FALSE,7,12621,10418,7166,20.434,30.678,59.657,30205,10050.0298,33.27273564,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA67,FALSE,8,14435,11628,6813,8.528,34.899,76.53,32876,10503.06142,31.94750402,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA67,FALSE,9,15229,12450,6560,11.439,29.494,56.57,34239,9125.04031,26.65101291,OK,Russia,57.979,33.244,217
Gibert,NS,1,VA,VA67,FALSE,10,8897,7056,6156,14.904,21.825,49.756,22109,5928.96024,26.81695346,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA71,FALSE,1,6545,7610,6771,37.723,17.845,0.665,20926,3872.002,18.50330689,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA71,FALSE,2,9070,9232,5962,19.757,14.731,16.572,24264,4139.94846,17.06210213,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA71,FALSE,3,8182,7997,7647,33.354,33.162,29.397,23826,7628.97801,32.01955011,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA71,FALSE,4,12770,7548,7347,13.563,24.311,28.447,27665,5656.99047,20.44818532,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA71,FALSE,5,8793,8981,7866,29.103,23.205,22.96,25640,6449.10144,25.15250172,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA71,FALSE,6,8807,7973,5806,36.142,11.589,3.479,22586,4309.00765,19.0782239,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA71,FALSE,7,9440,9246,6807,29.936,19.349,2.968,25493,4816.9987,18.89537795,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA71,FALSE,8,8113,9346,6111,39.443,20.79,0.785,23570,5191.01534,22.0238241,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA71,FALSE,9,105151,9373,10903,27.247,21.978,6.283,125427,31395.5264,25.03091551,OK,Russia,57.979,33.244,217
Gibert,NS,2,VA,VA71,FALSE,10,5492,9355,10375,17.589,15.382,13.841,25222,3840.97773,15.22868024,OK,Russia,57.979,33.244,217
Gibert,NS,1,YE,YE11,FALSE,1,8073,7599,7193,40.258,55.415,80.551,22865,13255.04762,57.97090584,OK,Turkey,40.231,32.26,680
Gibert,NS,1,YE,YE11,FALSE,2,7755,6936,6943,13.385,32.079,63.431,21634,7667.02052,35.43968069,OK,Turkey,40.231,32.26,680
Gibert,NS,1,YE,YE11,FALSE,3,8593,8669,7165,46.957,32.818,33.622,24427,9289.02373,38.02768956,OK,Turkey,40.231,32.26,680
Gibert,NS,1,YE,YE11,FALSE,4,8330,6731,5606,25.45,32.729,59.971,20667,7684.94825,37.18463372,OK,Turkey,40.231,32.26,680
Gibert,NS,1,YE,YE11,FALSE,5,14272,14033,10343,5.108,15.179,40.114,38648,7008.07385,18.13308282,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE13,FALSE,1,10313,9594,7666,23.601,26.558,48.93,27573,8732.91945,31.67199597,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE13,FALSE,2,11132,8577,7213,27.641,34.289,42.687,26922,9096.97696,33.79012317,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE13,FALSE,3,10275,8378,6111,22.277,23.788,55.31,24764,7661.91449,30.939729,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE13,FALSE,4,9204,9855,7034,13.983,22.324,34.248,26093,5896.02984,22.59621293,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE13,FALSE,5,12043,10507,7579,17.77,11.678,34.807,30129,6005.07109,19.93119948,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE13,FALSE,6,7679,7896,6019,26.345,22.53,52.7,21594,6974.01435,32.2960746,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE13,FALSE,7,10706,8909,6816,29.133,49.747,71.611,26431,12431.94497,47.0354696,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE13,FALSE,8,9637,7607,6248,26.149,35.704,46.911,23492,8166.98169,34.76494845,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE13,FALSE,9,9605,8477,7601,8.412,18.108,34.693,25683,4980.00269,19.39026862,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE13,FALSE,10,10366,10065,5173,14.181,21.669,64.276,25604,6975.98479,27.24568345,OK,Turkey,40.231,32.26,680
Gibert,NS,1,YE,YE14,FALSE,1,8464,7165,4815,14.863,15.98,14.538,20444,3102.97602,15.17793005,OK,Turkey,40.231,32.26,680
Gibert,NS,1,YE,YE14,FALSE,2,6857,6778,7364,38.734,42.181,42.545,20999,8648.03236,41.18306757,OK,Turkey,40.231,32.26,680
Gibert,NS,1,YE,YE14,FALSE,3,8765,7594,7028,27.245,28.312,29.809,23387,6633.01405,28.36197054,OK,Turkey,40.231,32.26,680
Gibert,NS,1,YE,YE14,FALSE,4,6880,7612,6516,17.195,16.316,34.223,21008,4654.9606,22.15803789,OK,Turkey,40.231,32.26,680
Gibert,NS,1,YE,YE14,FALSE,5,11103,8839,8400,21.94,21.699,10.167,28342,5208.00081,18.37555857,OK,Turkey,40.231,32.26,680
Gibert,NS,1,YE,YE14,FALSE,6,11565,11216,5976,3.32,13.285,33.333,28757,3865.98368,13.44362653,OK,Turkey,40.231,32.26,680
Gibert,NS,1,YE,YE14,FALSE,7,9125,8757,9542,29.227,27.407,11.423,27424,6156.9774,22.45105528,OK,Turkey,40.231,32.26,680
Gibert,NS,1,YE,YE14,FALSE,8,6795,7386,7597,17.999,24.587,38.792,21778,5986.05611,27.48671187,OK,Turkey,40.231,32.26,680
Gibert,NS,1,YE,YE14,FALSE,9,10151,9915,6357,15.171,19.879,44.785,26423,6357.99351,24.06234534,OK,Turkey,40.231,32.26,680
Gibert,NS,1,YE,YE14,FALSE,10,11001,6586,6528,12.508,43.334,44.975,24115,7165.95032,29.71573842,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE15,FALSE,1,7956,7978,6167,19.57,31.361,77.007,22101,8807.99147,39.8533617,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE15,FALSE,2,12758,10542,8379,6.804,19.18,52.536,31679,7292.00136,23.01840765,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE15,FALSE,3,8770,9039,5672,15.211,20.467,47.25,23481,5864.03683,24.97353959,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE15,FALSE,4,10160,8326,6817,15.039,25.162,34.077,25303,5945.97961,23.49910924,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE15,FALSE,5,9835,8362,9317,31.52,40.84,53.966,27514,11543.04502,41.95335109,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE15,FALSE,6,8598,7787,8760,25.32,41.056,56.747,25145,10345.08152,41.1417042,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE15,FALSE,7,10115,10569,9443,15.64,20.73,58.922,30127,9336.94416,30.99194795,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE15,FALSE,8,8618,8899,7644,40.926,41.173,67.373,25161,12340.98007,49.04805083,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE15,FALSE,9,8115,7658,7071,31.288,32.28,56.244,22844,8988.03684,39.34528471,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE15,FALSE,10,9873,10177,7758,6.28,19.004,48.466,27808,6314.05376,22.70588953,OK,Turkey,40.231,32.26,680
Gibert,NS,2,YE,YE19,FALSE,1,8877,6464,6557,20.976,40.873,70.093,21898,9100.06825,41.55661818,OK,Turkey,40.231,32.26,680
