Supervisor.PI,Diet,Batch,Population,Line,Sex,Individual,Tergite8,Tergite9,Tergite10,Total,Country,Latitude,Longitude,Altitude
Schmidt,NS,1,MA,MA26,FALSE,7,3,3,1,7,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,FALSE,3,3,3,0,6,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,FALSE,8,3,3,0,6,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA26,FALSE,5,2,3,0,5,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,FALSE,4,4,8,7,19,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,FALSE,3,5,8,5,18,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,FALSE,2,5,6,6,17,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA27,FALSE,1,3,6,5,14,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,FALSE,4,2,2,0,4,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,FALSE,1,2,1,0,3,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,FALSE,2,1,2,0,3,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,FALSE,3,2,1,0,3,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,FALSE,5,2,1,0,3,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,FALSE,6,2,1,0,3,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,FALSE,10,1,2,0,3,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,FALSE,7,1,1,0,2,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,FALSE,8,1,1,0,2,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA28,FALSE,9,1,1,0,2,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,FALSE,9,7,10,10,27,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,FALSE,2,5,10,9,24,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,FALSE,8,6,9,9,24,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,FALSE,1,5,9,9,23,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,FALSE,4,3,10,10,23,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,FALSE,3,4,9,9,22,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,FALSE,5,4,9,9,22,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,FALSE,7,5,9,8,22,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,FALSE,6,5,9,7,21,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA3,FALSE,10,3,8,8,19,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,FALSE,6,4,7,7,18,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,FALSE,7,3,8,7,18,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,FALSE,9,3,9,6,18,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,FALSE,3,4,6,7,17,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,FALSE,4,4,6,5,15,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,FALSE,5,4,7,4,15,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,FALSE,1,3,6,5,14,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,FALSE,2,2,7,4,13,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA30,FALSE,8,3,5,4,12,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,FALSE,7,3,4,5,12,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,FALSE,1,2,4,5,11,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,FALSE,3,1,0,8,9,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,FALSE,10,2,2,4,8,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,FALSE,5,2,3,2,7,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,FALSE,8,2,1,4,7,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,FALSE,4,2,1,1,4,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,FALSE,9,2,1,1,4,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,FALSE,2,2,0,1,3,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA31,FALSE,6,1,0,1,2,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,FALSE,4,5,9,8,22,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,FALSE,3,5,10,5,20,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,FALSE,5,5,9,6,20,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,FALSE,10,5,8,7,20,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,FALSE,6,4,8,5,17,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,FALSE,7,4,10,3,17,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,FALSE,1,3,9,3,15,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,FALSE,2,4,9,2,15,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,FALSE,8,3,8,3,14,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA32,FALSE,9,2,7,3,12,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA33,FALSE,10,4,6,3,13,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA33,FALSE,1,3,6,3,12,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA33,FALSE,5,3,5,3,11,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA33,FALSE,4,3,4,0,7,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA33,FALSE,8,3,4,0,7,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA33,FALSE,9,3,4,0,7,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA33,FALSE,2,3,3,0,6,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA33,FALSE,3,2,3,0,5,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA33,FALSE,7,2,3,0,5,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA33,FALSE,6,1,2,0,3,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,FALSE,5,5,8,10,23,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,FALSE,1,3,8,8,19,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,FALSE,10,4,7,8,19,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,FALSE,7,3,8,7,18,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,FALSE,2,4,7,6,17,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,FALSE,6,4,8,4,16,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,FALSE,9,3,5,5,13,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,FALSE,3,3,4,5,12,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,FALSE,8,3,4,4,11,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA5,FALSE,4,2,3,5,10,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA6,FALSE,6,4,7,8,19,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA6,FALSE,5,2,7,8,17,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA6,FALSE,8,3,7,3,13,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA6,FALSE,10,3,7,3,13,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA6,FALSE,2,3,4,5,12,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA6,FALSE,7,3,4,3,10,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA6,FALSE,4,1,5,2,8,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA6,FALSE,1,3,4,0,7,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA6,FALSE,3,2,4,1,7,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA6,FALSE,9,3,2,0,5,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,FALSE,4,4,9,4,17,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,FALSE,2,4,8,1,13,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,FALSE,6,2,7,2,11,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,FALSE,9,2,7,1,10,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,FALSE,8,2,6,1,9,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,FALSE,5,2,6,0,8,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,FALSE,1,2,5,0,7,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,FALSE,10,2,4,1,7,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,FALSE,3,1,4,1,6,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA7,FALSE,7,2,3,0,5,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,FALSE,6,6,10,10,26,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,FALSE,2,5,10,10,25,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,FALSE,3,2,6,4,12,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,FALSE,10,1,7,3,11,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,FALSE,4,1,4,4,9,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,FALSE,5,2,4,3,9,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,FALSE,8,1,4,4,9,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,FALSE,1,2,4,1,7,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,FALSE,7,1,3,2,6,Austria,48.375,15.56,572
Schmidt,NS,1,MA,MA9,FALSE,9,1,3,1,5,Austria,48.375,15.56,572
Schmidt,NS,1,MU,MU1,FALSE,4,6,10,10,26,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU1,FALSE,5,4,9,7,20,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU1,FALSE,7,4,8,8,20,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU1,FALSE,10,4,8,6,18,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU1,FALSE,2,4,7,3,14,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU1,FALSE,3,3,6,2,11,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU1,FALSE,6,3,6,0,9,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU1,FALSE,8,4,5,0,9,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU1,FALSE,9,3,5,0,8,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU1,FALSE,1,1,3,0,4,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU10,FALSE,9,3,10,9,22,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU10,FALSE,2,2,8,7,17,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU10,FALSE,1,2,7,7,16,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU10,FALSE,7,4,7,5,16,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU10,FALSE,10,1,6,5,12,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU10,FALSE,3,2,5,4,11,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU10,FALSE,5,2,4,2,8,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU10,FALSE,6,2,5,1,8,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU10,FALSE,8,1,3,4,8,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU10,FALSE,4,2,3,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU11,FALSE,8,1,8,6,15,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU11,FALSE,1,1,5,6,12,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU11,FALSE,4,1,4,4,9,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU11,FALSE,6,1,5,3,9,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU11,FALSE,3,1,4,3,8,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU11,FALSE,7,1,4,3,8,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU11,FALSE,9,1,3,4,8,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU11,FALSE,5,1,4,1,6,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU11,FALSE,2,1,3,0,4,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU11,FALSE,10,1,2,0,3,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU12,FALSE,1,2,8,8,18,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU12,FALSE,2,3,9,0,12,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU12,FALSE,7,1,6,5,12,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU12,FALSE,8,1,5,5,11,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU12,FALSE,4,3,7,0,10,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU12,FALSE,3,2,7,0,9,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU12,FALSE,5,1,4,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU12,FALSE,9,1,4,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU12,FALSE,10,1,4,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU12,FALSE,6,1,1,0,2,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU13,FALSE,10,3,4,4,11,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU13,FALSE,8,2,5,3,10,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU13,FALSE,9,3,4,0,7,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU13,FALSE,1,1,4,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU13,FALSE,4,2,3,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU13,FALSE,2,1,2,0,3,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU13,FALSE,3,2,1,0,3,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU13,FALSE,5,2,1,0,3,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU13,FALSE,6,1,1,0,2,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU13,FALSE,7,1,0,0,1,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU14,FALSE,4,4,10,10,24,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU14,FALSE,9,3,10,10,23,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU14,FALSE,10,3,9,9,21,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU14,FALSE,3,4,7,5,16,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU14,FALSE,6,3,7,4,14,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU14,FALSE,2,4,8,0,12,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU14,FALSE,7,4,7,1,12,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU14,FALSE,5,3,6,1,10,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU14,FALSE,1,3,6,0,9,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU14,FALSE,8,3,6,0,9,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU15,FALSE,3,3,4,5,12,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU15,FALSE,6,2,4,5,11,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU15,FALSE,1,3,3,2,8,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU15,FALSE,4,2,4,2,8,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU15,FALSE,7,2,4,2,8,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU15,FALSE,10,2,5,1,8,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU15,FALSE,5,2,3,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU15,FALSE,8,1,3,0,4,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU15,FALSE,2,1,2,0,3,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU15,FALSE,9,1,2,0,3,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU16,FALSE,6,3,6,5,14,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU16,FALSE,2,4,5,2,11,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU16,FALSE,7,3,7,1,11,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU16,FALSE,3,2,4,3,9,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU16,FALSE,5,3,5,1,9,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU16,FALSE,10,2,4,2,8,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU16,FALSE,8,2,4,0,6,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU16,FALSE,9,2,3,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU16,FALSE,1,1,2,0,3,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU16,FALSE,4,1,2,0,3,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU17,FALSE,6,4,6,3,13,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU17,FALSE,7,3,5,5,13,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU17,FALSE,10,3,5,2,10,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU17,FALSE,1,2,4,2,8,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU17,FALSE,8,2,5,1,8,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU17,FALSE,3,2,5,0,7,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU17,FALSE,5,3,4,0,7,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU17,FALSE,2,1,4,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU17,FALSE,4,1,3,1,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU17,FALSE,9,2,3,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU18,FALSE,1,3,6,7,16,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU18,FALSE,3,3,5,7,15,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU18,FALSE,4,3,5,7,15,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU18,FALSE,7,3,5,7,15,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU18,FALSE,2,3,6,5,14,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU18,FALSE,8,3,5,6,14,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU18,FALSE,6,3,5,4,12,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU18,FALSE,5,2,5,3,10,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU18,FALSE,10,2,4,3,9,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU18,FALSE,9,1,4,3,8,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU19,FALSE,4,4,3,0,7,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU19,FALSE,1,3,3,0,6,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU19,FALSE,3,2,3,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU19,FALSE,5,3,2,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU19,FALSE,6,2,2,1,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU19,FALSE,8,2,3,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU19,FALSE,10,2,3,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU19,FALSE,2,2,1,0,3,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU19,FALSE,7,1,1,0,2,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU19,FALSE,9,1,1,0,2,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU2,FALSE,3,3,4,4,11,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU2,FALSE,1,4,5,1,10,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU2,FALSE,5,2,5,3,10,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU2,FALSE,4,3,4,2,9,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU2,FALSE,7,3,4,0,7,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU2,FALSE,2,3,2,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU2,FALSE,6,2,2,0,4,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU20,FALSE,6,4,9,7,20,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU20,FALSE,1,3,8,7,18,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU20,FALSE,7,3,8,6,17,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU20,FALSE,9,3,7,4,14,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU20,FALSE,2,3,8,1,12,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU20,FALSE,3,2,6,1,9,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU20,FALSE,5,2,5,2,9,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU20,FALSE,8,2,4,3,9,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU20,FALSE,4,3,5,0,8,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU20,FALSE,10,3,5,0,8,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU3,FALSE,1,2,7,5,14,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU3,FALSE,2,2,6,6,14,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU3,FALSE,7,2,4,5,11,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU3,FALSE,3,2,4,2,8,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU3,FALSE,8,1,4,2,7,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU3,FALSE,4,1,4,1,6,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU3,FALSE,6,2,3,1,6,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU3,FALSE,5,1,3,1,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU3,FALSE,9,2,2,1,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU3,FALSE,10,1,2,0,3,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU4,FALSE,1,3,5,4,12,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU4,FALSE,4,3,6,3,12,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU4,FALSE,10,2,5,5,12,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU4,FALSE,3,2,5,3,10,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU4,FALSE,6,2,4,1,7,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU4,FALSE,5,3,3,0,6,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU4,FALSE,9,2,4,0,6,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU4,FALSE,2,1,4,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU4,FALSE,7,2,3,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU4,FALSE,8,1,2,1,4,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU5,FALSE,6,2,6,6,14,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU5,FALSE,7,2,5,6,13,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU5,FALSE,2,3,4,5,12,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU5,FALSE,8,2,5,5,12,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU5,FALSE,1,2,4,4,10,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU5,FALSE,9,1,4,5,10,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU5,FALSE,10,2,4,4,10,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU5,FALSE,3,1,4,4,9,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU5,FALSE,4,2,5,2,9,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU5,FALSE,5,1,2,1,4,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU6,FALSE,7,4,9,9,22,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU6,FALSE,10,4,8,10,22,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU6,FALSE,9,3,9,9,21,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU6,FALSE,1,3,8,8,19,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU6,FALSE,3,2,7,9,18,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU6,FALSE,6,3,7,8,18,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU6,FALSE,5,2,7,8,17,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU6,FALSE,2,3,7,6,16,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU6,FALSE,8,3,7,6,16,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU6,FALSE,4,2,5,5,12,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU7,FALSE,1,2,6,4,12,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU7,FALSE,5,2,6,1,9,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU7,FALSE,2,3,4,0,7,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU7,FALSE,7,3,4,0,7,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU7,FALSE,4,2,4,0,6,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU7,FALSE,9,2,4,0,6,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU7,FALSE,3,2,3,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU7,FALSE,6,2,3,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU7,FALSE,8,2,3,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU7,FALSE,10,2,3,0,5,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU8,FALSE,6,3,7,6,16,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU8,FALSE,9,2,5,6,13,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU8,FALSE,7,2,5,5,12,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU8,FALSE,8,2,4,5,11,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU8,FALSE,1,3,4,3,10,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU8,FALSE,3,1,4,5,10,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU8,FALSE,4,1,4,5,10,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU8,FALSE,10,2,3,5,10,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU8,FALSE,2,1,3,3,7,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU8,FALSE,5,1,3,0,4,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU9,FALSE,4,4,9,9,22,Germany,48.18,11.61,520
Schmidt,NS,1,MU,MU9,FALSE,8,3,9,10,22,Germany,48.18,11.61,520
