Model	Trait	Lab	Sex	Population	Line	Value_re	SE_re
lmer_pop	HSM	Parsch	F	AK	AK1	-61.939	12.561
lmer_pop	HSM	Parsch	F	AK	AK10	20.326	18.164
lmer_pop	HSM	Parsch	F	AK	AK11	56.566	15.402
lmer_pop	HSM	Parsch	F	AK	AK13	45.478	17.115
lmer_pop	HSM	Parsch	F	AK	AK14	-4.968	14.465
lmer_pop	HSM	Parsch	F	AK	AK17	-87.829	12.457
lmer_pop	HSM	Parsch	F	AK	AK18	3.821	26.893
lmer_pop	HSM	Parsch	F	AK	AK20	23.967	25.496
lmer_pop	HSM	Parsch	F	AK	AK21	29.508	22.374
lmer_pop	HSM	Parsch	F	AK	AK3	1.162	28.545
lmer_pop	HSM	Parsch	F	AK	AK4	-63.654	13.315
lmer_pop	HSM	Parsch	F	AK	AK6	34.126	22.359
lmer_pop	HSM	Parsch	F	AK	AK7	-25.325	36.683
lmer_pop	HSM	Parsch	F	AK	AK9	28.761	18.634
lmer_pop	HSM	Parsch	F	GI	GI1	-9.25	12.622
lmer_pop	HSM	Parsch	F	GI	GI10	26.788	14.853
lmer_pop	HSM	Parsch	F	GI	GI11	40.002	15.075
lmer_pop	HSM	Parsch	F	GI	GI12	16.101	14.336
lmer_pop	HSM	Parsch	F	GI	GI13	-13.969	12.722
lmer_pop	HSM	Parsch	F	GI	GI14	-55.482	12.722
lmer_pop	HSM	Parsch	F	GI	GI15	12.363	14.136
lmer_pop	HSM	Parsch	F	GI	GI2	48.094	15.993
lmer_pop	HSM	Parsch	F	GI	GI3	1.974	13.347
lmer_pop	HSM	Parsch	F	GI	GI4	13.978	14.668
lmer_pop	HSM	Parsch	F	GI	GI5	-67.023	13.048
lmer_pop	HSM	Parsch	F	GI	GI6	-0.303	13.978
lmer_pop	HSM	Parsch	F	GI	GI7	2.642	14.475
lmer_pop	HSM	Parsch	F	GI	GI8	5.179	14.301
lmer_pop	HSM	Parsch	F	GI	GI9	-21.095	13.287
lmer_pop	HSM	Parsch	F	KA	KA1	-54.097	13.175
lmer_pop	HSM	Parsch	F	KA	KA10	7.784	17.049
lmer_pop	HSM	Parsch	F	KA	KA11	-1.467	19.127
lmer_pop	HSM	Parsch	F	KA	KA14	6.707	16.149
lmer_pop	HSM	Parsch	F	KA	KA15	-8.886	13.345
lmer_pop	HSM	Parsch	F	KA	KA17	-14.621	13.646
lmer_pop	HSM	Parsch	F	KA	KA18	22.465	15.338
lmer_pop	HSM	Parsch	F	KA	KA23	34.496	14.475
lmer_pop	HSM	Parsch	F	KA	KA24	-39.931	22.363
lmer_pop	HSM	Parsch	F	KA	KA28	13.831	14.927
lmer_pop	HSM	Parsch	F	KA	KA29	-54.773	12.452
lmer_pop	HSM	Parsch	F	KA	KA3	21.439	18.2
lmer_pop	HSM	Parsch	F	KA	KA5	32.445	16.716
lmer_pop	HSM	Parsch	F	KA	KA7	29.174	33.206
lmer_pop	HSM	Parsch	F	KA	KA9	5.434	19.147
lmer_pop	HSM	Parsch	F	MA	MA12	-27.4	14.195
lmer_pop	HSM	Parsch	F	MA	MA16	-7.193	19.149
lmer_pop	HSM	Parsch	F	MA	MA19	16.456	24.311
lmer_pop	HSM	Parsch	F	MA	MA20	20.507	28.575
lmer_pop	HSM	Parsch	F	MA	MA21	-120.023	12.654
lmer_pop	HSM	Parsch	F	MA	MA23	24.308	26.899
lmer_pop	HSM	Parsch	F	MA	MA26	36.405	19.68
lmer_pop	HSM	Parsch	F	MA	MA3	-26.291	36.693
lmer_pop	HSM	Parsch	F	MA	MA30	50.835	16.456
lmer_pop	HSM	Parsch	F	MA	MA33	-67.989	12.886
lmer_pop	HSM	Parsch	F	MA	MA5	4.166	25.508
lmer_pop	HSM	Parsch	F	MA	MA6	19.219	19.174
lmer_pop	HSM	Parsch	F	MA	MA7	32.788	24.321
lmer_pop	HSM	Parsch	F	MA	MA9	44.213	15.9
lmer_pop	HSM	Parsch	F	MU	MU1	-73.326	12.545
lmer_pop	HSM	Parsch	F	MU	MU10	32.738	16.486
lmer_pop	HSM	Parsch	F	MU	MU11	43.069	30.644
lmer_pop	HSM	Parsch	F	MU	MU14	25.427	28.62
lmer_pop	HSM	Parsch	F	MU	MU15	34.404	13.702
lmer_pop	HSM	Parsch	F	MU	MU17	-30.979	12.654
lmer_pop	HSM	Parsch	F	MU	MU18	61.377	15.005
lmer_pop	HSM	Parsch	F	MU	MU2	-2.402	16.761
lmer_pop	HSM	Parsch	F	MU	MU20	63.587	15.201
lmer_pop	HSM	Parsch	F	MU	MU3	-39.451	13.014
