Model	Trait	Sex	Population	Line	Coef_Parsch	Coef_Vieira	SE_Parsch	SE_Vieira
lmer_pop	HSM	F	MA	MA6	441.139620581849	358.286610507652	31.6771339949949	11.1544691359441
lmer_pop	HSM	F	MA	MA7	454.708620581849	393.346610507652	35.0329785079268	12.0469837181233
lmer_pop	HSM	F	MA	MA9	466.133620581849	368.694610507652	29.8095377712715	16.4687286001297
lmer_pop	HSM	F	MU	MU1	326.81745828573	318.468283785168	27.6020211155027	9.48570185836829
lmer_pop	HSM	F	MU	MU10	432.88145828573	335.991283785168	29.6020732493631	9.74365002172449
lmer_pop	HSM	F	MU	MU11	443.21245828573	300.315283785168	39.288029737576	9.79028149471973
lmer_pop	HSM	F	MU	MU14	425.57045828573	360.226283785168	37.7306101813986	10.9819422119155
lmer_pop	HSM	F	MU	MU15	434.54745828573	344.799283785168	28.146746679868	9.89472014489807
lmer_pop	HSM	F	MU	MU17	369.16445828573	335.433283785168	27.6517316032949	9.84202315308452
lmer_pop	HSM	F	MU	MU18	461.52045828573	340.404283785168	28.8035513376503	9.56967688826805
lmer_pop	HSM	F	MU	MU2	397.74145828573	290.477283785168	29.7561029985558	9.74365002172449
lmer_pop	HSM	F	MU	MU20	463.73045828573	288.202283785168	28.9061402760842	9.65896991121991
lmer_pop	HSM	F	MU	MU3	360.69245828573	328.024283785168	27.818316639593	9.65234250044266
lmer_pop	HSM	F	MU	MU4	288.51145828573	318.966283785168	27.6526469015293	9.91231253269648
lmer_pop	HSM	F	MU	MU5	400.29545828573	360.298283785168	29.7972834443118	11.8073581611575
lmer_pop	HSM	F	MU	MU6	440.61245828573	361.946283785168	30.1936288090825	11.2107132130767
lmer_pop	HSM	F	MU	MU7	412.62345828573	351.580283785168	28.7936579937433	9.66477059975309
lmer_pop	HSM	F	MU	MU9	344.22945828573	325.060283785168	27.8855014955919	9.5334092404476
lmer_pop	HSM	F	RE	RE10	177.143887851289	368.765198249797	27.3037654050081	12.260364097019
lmer_pop	HSM	F	RE	RE11	360.231887851289	372.735198249797	27.5787771536687	14.2002568917422
lmer_pop	HSM	F	RE	RE12	295.163887851289	381.633198249797	27.3037654050081	11.4804386149429
lmer_pop	HSM	F	RE	RE13	295.725887851289	390.538198249797	27.3541366029293	13.7273933356436
lmer_pop	HSM	F	RE	RE15	219.782887851289	382.876198249797	27.3037654050081	11.9213150193874
lmer_pop	HSM	F	RE	RE16	222.824887851289	391.523198249797	27.5351489789273	16.253705786419
lmer_pop	HSM	F	RE	RE17	331.109887851289	380.229198249797	28.9752678899043	12.8103376923277
lmer_pop	HSM	F	RE	RE18	354.351887851289	382.267198249797	28.3446584260901	11.3765527200234
lmer_pop	HSM	F	RE	RE2	391.927887851289	367.866198249797	28.3152181925501	12.6843931976059
lmer_pop	HSM	F	RE	RE3	275.316887851289	374.238198249797	27.4885529683125	11.4894584638037
lmer_pop	HSM	F	RE	RE4	343.423887851289	376.310198249797	27.8785641899241	12.1684973103285
lmer_pop	HSM	F	RE	RE5	394.982887851289	364.261198249797	34.5160194155079	13.1639185576131
lmer_pop	HSM	F	RE	RE6	406.062887851289	379.687198249797	29.6851413385842	12.4143742408335
lmer_pop	HSM	F	RE	RE7	397.472887851289	373.206198249797	31.0956685937402	14.4837689429054
lmer_pop	HSM	F	RE	RE8	382.956887851289	369.595198249797	28.3142045851851	14.2179877546533
lmer_pop	HSM	F	UM	UM13	364.321160638931	376.097663449509	28.6038846961385	10.7593233991969
lmer_pop	HSM	F	UM	UM17	402.050160638931	347.444663449509	29.8925707778703	9.76826622326121
lmer_pop	HSM	F	UM	UM18	430.375160638931	368.609663449509	39.8108726318576	16.4697395246102
lmer_pop	HSM	F	UM	UM2	347.126160638931	361.903663449509	44.6004517881824	13.1519277677649
lmer_pop	HSM	F	UM	UM20	377.637160638931	376.433663449509	29.4240402173119	15.9732741793443
lmer_pop	HSM	F	UM	UM21	344.266160638931	375.539663449509	28.4974923056396	11.9156851673962
lmer_pop	HSM	F	UM	UM23	346.749160638931	375.995663449509	44.6127891384296	14.4614774144451
lmer_pop	HSM	F	UM	UM25	407.975160638931	353.587663449509	44.6127891384296	10.048051005469
lmer_pop	HSM	F	UM	UM26	436.820160638931	382.366663449509	35.203121377372	10.5084080625234
lmer_pop	HSM	F	UM	UM28	397.091160638931	358.516663449509	30.0164311454574	9.86401885686082
lmer_pop	HSM	F	UM	UM29	399.414160638931	338.467663449509	31.58891102444	10.4352977920376
lmer_pop	HSM	F	UM	UM4	419.996160638931	368.873663449509	32.9367658963351	11.2008182294199
lmer_pop	HSM	F	UM	UM5	419.993160638931	374.710663449509	33.9667719206578	12.1194463573426
lmer_pop	HSM	F	UM	UM7	412.819160638931	371.618663449509	29.899447130507	18.4156201364088
lmer_pop	HSM	F	UM	UM9	419.117160638931	394.380663449509	30.8673954150652	13.4017061603553
lmer_pop	HSM	F	VA	VA1	330.571642775628	350.588017593505	28.4807119867353	9.47667210820973
lmer_pop	HSM	F	VA	VA18	391.690642775628	370.395017593505	39.8216206384342	9.63834520270571
lmer_pop	HSM	F	VA	VA22	395.898642775628	353.775017593505	31.944104655967	9.78978336055095
lmer_pop	HSM	F	VA	VA26	422.048642775628	379.237017593505	35.221094563789	9.7262731427058
lmer_pop	HSM	F	VA	VA30	380.101642775628	335.246017593505	31.5990402903533	9.43849846355447
lmer_pop	HSM	F	VA	VA34	365.806642775628	371.997017593505	29.1028801026869	12.1249947730513
lmer_pop	HSM	F	VA	VA47	360.090642775628	355.069017593505	44.6368112914819	15.015375927579
lmer_pop	HSM	F	VA	VA48	422.126642775628	366.291017593505	41.8530407768823	10.2791642776308
lmer_pop	HSM	F	VA	VA55	418.844642775628	322.043017593505	38.2784421217919	9.39231016558334
lmer_pop	HSM	F	VA	VA57	373.828642775628	369.064017593505	29.7986930295839	9.78235008811892
lmer_pop	HSM	F	VA	VA6	382.256642775628	343.765017593505	28.8838888529812	10.2361698523676
lmer_pop	HSM	F	VA	VA66	427.575642775628	387.006017593505	30.6964752906807	12.3132592454849
lmer_pop	HSM	F	VA	VA67	336.893642775628	353.323017593505	36.0417640421688	10.5386303781146
lmer_pop	HSM	F	VA	VA71	422.428642775628	376.196017593505	44.6368112914819	10.162997306234
lmer_pop	HSM	F	VA	VA9	344.607642775628	372.733017593505	28.7523426918811	10.1126610863076
lmer_pop	HSM	F	YE	YE11	221.988096698231	350.184513535311	27.2922516924878	10.2879558737583
lmer_pop	HSM	F	YE	YE13	352.616096698231	360.553513535311	27.3887502351989	9.8547456111458
lmer_pop	HSM	F	YE	YE15	315.477096698231	378.771513535311	27.9427078044721	12.9066301977084
lmer_pop	HSM	F	YE	YE19	372.227096698231	365.883513535311	30.366094899511	11.6827964144034
lmer_pop	HSM	F	YE	YE21	375.036096698231	375.192513535311	33.6333723918091	19.2541354534655
lmer_pop	HSM	F	YE	YE22	287.371096698231	335.379513535311	28.5385380572675	9.90053145343205
lmer_pop	HSM	F	YE	YE23	246.700096698231	367.797513535311	26.7721014200624	9.74886819381601
lmer_pop	HSM	F	YE	YE24	336.183096698231	374.097513535311	27.4513963660522	11.410406261847
lmer_pop	HSM	F	YE	YE26	331.681096698231	352.610513535311	28.912294261198	9.79359158125339
lmer_pop	HSM	F	YE	YE33	282.558096698231	357.756513535311	27.81837377429	9.69452980089274
lmer_pop	HSM	F	YE	YE40	240.617096698231	361.845513535311	27.2755948504539	10.1765626839517
lmer_pop	HSM	F	YE	YE48	292.926096698231	370.960513535311	27.3774992182651	14.3896223390469
lmer_pop	HSM	F	YE	YE51	355.342096698231	353.093513535311	28.2282951565642	10.0105120278834
lmer_pop	HSM	F	YE	YE69	353.885096698231	367.098513535311	28.2185044686302	14.0907548080434
lmer_pop	HSM	F	YE	YE80	317.357096698231	380.066513535311	27.4978769807072	12.2307518599797
lmer_pop	HSM	F	AK	AK12	NA	375.043912230308	NA	11.7354172151038
lmer_pop	HSM	F	AK	AK15	NA	312.107912230308	NA	9.94004940694742
lmer_pop	HSM	F	AK	AK16	NA	348.889912230308	NA	13.8558619079636
lmer_pop	HSM	F	AK	AK19	NA	355.525912230308	NA	10.0391727354676
lmer_pop	HSM	F	AK	AK2	NA	382.192912230308	NA	11.6787320464405
lmer_pop	HSM	F	AK	AK5	NA	382.358912230308	NA	11.5882173871806
lmer_pop	HSM	F	AK	AK8	NA	385.109912230308	NA	12.3980433219341
lmer_pop	HSM	F	KA	KA13	NA	364.223498342773	NA	16.5507993494619
lmer_pop	HSM	F	KA	KA16	NA	359.637498342773	NA	10.975872453074
lmer_pop	HSM	F	KA	KA2	NA	363.196498342773	NA	11.5039662771649
lmer_pop	HSM	F	KA	KA25	NA	357.115498342773	NA	16.5442811903735
lmer_pop	HSM	F	KA	KA6	NA	385.135498342773	NA	10.8700036387366
lmer_pop	HSM	F	MA	MA13	NA	394.441610507652	NA	12.0058141625101
lmer_pop	HSM	F	MA	MA18	NA	377.052610507652	NA	10.5294739519469
lmer_pop	HSM	F	MA	MA27	NA	367.358610507652	NA	14.1363479620703
lmer_pop	HSM	F	MA	MA28	NA	373.188610507652	NA	12.9636453864154
lmer_pop	HSM	F	MA	MA31	NA	372.008610507652	NA	14.1418196037401
lmer_pop	HSM	F	MA	MA32	NA	384.622610507652	NA	14.1418196037401
lmer_pop	HSM	F	MU	MU12	NA	344.349283785168	NA	9.55730562166198
lmer_pop	HSM	F	MU	MU13	NA	349.125283785168	NA	9.64571717115174
lmer_pop	HSM	F	MU	MU16	NA	312.597283785168	NA	10.0004717261663
lmer_pop	HSM	F	MU	MU19	NA	337.000283785168	NA	10.1887641912968
lmer_pop	HSM	F	MU	MU8	NA	334.740283785168	NA	9.33838635663848
lmer_pop	HSM	F	RE	RE9	NA	378.623198249797	NA	14.7714153279729
lmer_pop	HSM	F	UM	UM22	NA	298.243663449509	NA	9.74901682265991
lmer_pop	HSM	F	UM	UM24	NA	372.449663449509	NA	11.1794769112202
lmer_pop	HSM	F	UM	UM6	NA	370.637663449509	NA	11.9741681969357
lmer_pop	HSM	F	UM	UM8	NA	360.810663449509	NA	9.90763584355551
lmer_pop	HSM	F	VA	VA11	NA	327.730017593505	NA	9.52307372892388
lmer_pop	HSM	F	VA	VA15	NA	383.074017593505	NA	11.837399133531
lmer_pop	HSM	F	VA	VA35	NA	356.340017593505	NA	10.3129364512015
lmer_pop	HSM	F	VA	VA44	NA	311.988017593505	NA	10.0540695365867
lmer_pop	HSM	F	VA	VA46	NA	362.522017593505	NA	9.74192641352418
lmer_pop	HSM	F	YE	YE14	NA	365.100513535311	NA	11.0585696661186
lmer_pop	HSM	F	YE	YE20	NA	331.845513535311	NA	10.6531577975921
lmer_pop	HSM	F	YE	YE27	NA	332.182513535311	NA	9.66378166456576
lmer_pop	HSM	F	YE	YE41	NA	368.700513535311	NA	11.3592955794097
lmer_pop	HSM	F	YE	YE49	NA	394.390513535311	NA	13.3319567603708
lmer_pop	HSM	M	AK	AK1	355.659224493639	314.419214832189	28.6260916353991	15.3848012167109
lmer_pop	HSM	M	AK	AK10	394.558224493639	341.852214832189	28.8053654432341	16.1226135746568
lmer_pop	HSM	M	AK	AK11	362.845224493639	354.715214832189	28.8101062010931	16.1226135746568
lmer_pop	HSM	M	AK	AK13	367.207224493639	356.997214832188	28.8590043888951	16.7506845375856
lmer_pop	HSM	M	AK	AK14	249.833224493639	318.373214832189	28.5860217994436	15.2459121235073
lmer_pop	HSM	M	AK	AK17	343.724224493639	341.620214832189	28.6256728710133	16.527974239988
lmer_pop	HSM	M	AK	AK18	425.091224493639	311.145214832189	30.4851866210175	14.7668047145518
lmer_pop	HSM	M	AK	AK20	447.574224493639	357.878214832189	30.1898142147027	16.0204511945734
lmer_pop	HSM	M	AK	AK21	444.189224493639	NA	29.3646376159874	NA
lmer_pop	HSM	M	AK	AK3	302.355224493639	349.978214832189	28.7104218415241	14.5657980721177
lmer_pop	HSM	M	AK	AK4	377.171224493639	369.737214832188	28.8045038547493	16.8866340185873
lmer_pop	HSM	M	AK	AK6	437.622224493639	367.497214832188	29.6215762969877	16.3721053159851
lmer_pop	HSM	M	AK	AK7	486.003224493639	389.113214832189	34.4521853924866	18.5930975492979
lmer_pop	HSM	M	AK	AK8	431.881224493639	339.428214832189	33.2898572288657	15.8211780053733
lmer_pop	HSM	M	AK	AK9	309.990224493639	369.332214832189	28.6260916353991	14.5497708737185
lmer_pop	HSM	M	GI	GI1	335.952832523094	264.128694341649	28.6947995754857	17.6288025566277
lmer_pop	HSM	M	GI	GI10	322.680832523094	281.685694341649	28.9177428351054	17.0922263786952
lmer_pop	HSM	M	GI	GI11	313.614832523094	273.443694341649	28.7778344855427	17.6288025566277
lmer_pop	HSM	M	GI	GI12	288.621832523094	254.259694341649	28.6947995754857	17.0574330595363
lmer_pop	HSM	M	GI	GI13	194.000832523094	337.192694341649	28.6977615447145	17.2090912770129
lmer_pop	HSM	M	GI	GI14	268.966832523094	NA	28.7385240692227	NA
lmer_pop	HSM	M	GI	GI15	299.816832523094	264.722694341649	28.6947995754857	17.5461500785945
lmer_pop	HSM	M	GI	GI2	344.202832523094	260.445694341649	28.8688972196253	15.8089753804781
lmer_pop	HSM	M	GI	GI3	335.088832523094	295.483694341649	30.9386817055493	15.784931883938
lmer_pop	HSM	M	GI	GI4	201.191832523094	301.335694341649	28.6560013029957	16.4993664902797
lmer_pop	HSM	M	GI	GI5	258.014832523094	229.035694341649	28.6560013029957	17.0627242719492
lmer_pop	HSM	M	GI	GI6	298.284832523094	NA	28.7351171509234	NA
lmer_pop	HSM	M	GI	GI7	304.064832523094	308.428694341649	28.8688972196253	15.775748463403
lmer_pop	HSM	M	GI	GI8	291.255832523094	251.946694341649	28.7351171509234	17.0793618024961
lmer_pop	HSM	M	GI	GI9	220.168832523094	281.305694341649	28.6560013029957	17.0748230907545
lmer_pop	HSM	M	KA	KA1	335.898233272902	339.170051930491	28.800012514994	15.1435690412441
lmer_pop	HSM	M	KA	KA10	349.302233272902	344.811051930491	29.0934067593297	17.1380645437846
lmer_pop	HSM	M	KA	KA11	366.093233272902	345.183051930491	28.9691630162801	16.9546871486007
lmer_pop	HSM	M	KA	KA14	365.448233272902	342.993051930491	29.0956687818618	17.1840593663699
lmer_pop	HSM	M	KA	KA15	216.974233272902	279.854051930491	28.5301855210198	17.3909356650793
lmer_pop	HSM	M	KA	KA17	350.698233272902	368.085051930491	28.9740565482952	15.6139573237192
lmer_pop	HSM	M	KA	KA18	359.148233272902	327.740051930491	29.0343857841665	15.8079255851907
lmer_pop	HSM	M	KA	KA23	340.905233272902	288.115051930491	28.6558015219224	15.5447223296824
lmer_pop	HSM	M	KA	KA24	351.783233272902	340.416051930491	30.7902199710202	15.5664824641576
lmer_pop	HSM	M	KA	KA28	310.017233272902	359.929051930491	28.5301855210198	16.3024557446701
lmer_pop	HSM	M	KA	KA29	345.202233272902	315.134051930491	28.800012514994	16.2170221775431
lmer_pop	HSM	M	KA	KA3	388.861233272902	293.056051930491	29.7798411994391	15.0636107327203
lmer_pop	HSM	M	KA	KA5	364.913233272902	303.796051930491	28.8073938749032	15.2023987681854
lmer_pop	HSM	M	KA	KA7	369.936233272902	353.661051930491	32.0624069879947	16.1795763636421
lmer_pop	HSM	M	KA	KA9	279.870233272902	364.637051930491	28.5301855210198	16.914703760543
lmer_pop	HSM	M	MA	MA12	426.083564839613	342.394861189006	29.9659032204765	16.0604833460755
lmer_pop	HSM	M	MA	MA16	382.262564839613	309.999861189006	28.935341311603	16.078974261736
lmer_pop	HSM	M	MA	MA18	476.755564839613	304.674861189006	34.4739130331757	16.078974261736
lmer_pop	HSM	M	MA	MA19	421.460564839613	283.375861189006	29.1743702728775	16.078974261736
lmer_pop	HSM	M	MA	MA20	303.524564839613	287.168861189006	28.6148013415952	15.7734904288673
lmer_pop	HSM	M	MA	MA21	350.588564839613	325.395861189006	28.6554117893804	15.8153522031464
lmer_pop	HSM	M	MA	MA23	432.862564839613	340.656861189006	31.5358344715811	15.8153522031464
lmer_pop	HSM	M	MA	MA26	423.276564839613	333.595861189006	29.3904113754633	15.8374571288944
lmer_pop	HSM	M	MA	MA3	425.065564839613	304.966861189006	28.6975613043854	16.4783983842353
lmer_pop	HSM	M	MA	MA30	273.811564839613	327.233861189006	28.6148013415952	16.2809913798137
lmer_pop	HSM	M	MA	MA33	379.975564839613	276.926861189006	28.6148013415952	16.0843701869103
lmer_pop	HSM	M	MA	MA5	441.248564839613	335.741861189006	29.3157365900801	17.131471778851
lmer_pop	HSM	M	MA	MA6	398.226564839613	344.220861189006	29.4723625761316	16.5513432781019
lmer_pop	HSM	M	MA	MA7	378.797564839613	307.564861189006	28.7408485751371	17.7252133783931
lmer_pop	HSM	M	MA	MA9	297.234564839613	368.007861189006	28.6148013415952	18.3117079571941
lmer_pop	HSM	M	MU	MU1	383.611100234086	300.48594019397	28.8316040565354	15.5433339809704
lmer_pop	HSM	M	MU	MU10	414.688100234086	275.52194019397	28.7342220613823	15.6315722575815
lmer_pop	HSM	M	MU	MU11	399.558100234086	216.67894019397	29.1244995918012	14.6383362525934
lmer_pop	HSM	M	MU	MU14	416.564100234086	327.81794019397	29.3442246016628	14.9730012770984
lmer_pop	HSM	M	MU	MU15	263.533100234086	311.21194019397	28.562564528992	14.6619854127601
lmer_pop	HSM	M	MU	MU17	419.810100234086	307.77894019397	28.885881126821	14.8837175545625
lmer_pop	HSM	M	MU	MU18	371.703100234086	278.90894019397	28.7342220613823	14.8687527467502
lmer_pop	HSM	M	MU	MU2	395.117100234086	258.68094019397	28.9410306221605	15.731820245731
lmer_pop	HSM	M	MU	MU20	351.262100234086	256.09094019397	28.562564528992	14.8934510186186
lmer_pop	HSM	M	MU	MU3	226.880100234086	301.86694019397	28.562564528992	15.5232564638993
lmer_pop	HSM	M	MU	MU4	304.849100234086	309.25994019397	28.562564528992	15.0657179133286
lmer_pop	HSM	M	MU	MU5	361.726100234086	349.48694019397	28.8898373389819	15.8176321946109
lmer_pop	HSM	M	MU	MU6	413.973100234086	366.34894019397	28.83552901323	16.1471844989766
lmer_pop	HSM	M	MU	MU7	336.630100234086	348.36894019397	28.7859812664573	14.9767617409102
lmer_pop	HSM	M	MU	MU9	224.386100234086	359.41594019397	28.562564528992	15.1672164962458
lmer_pop	HSM	M	RE	RE10	206.010389128366	288.520001357534	28.4689098078024	16.6793452005627
lmer_pop	HSM	M	RE	RE11	254.374389128366	338.882001357534	28.4689098078024	16.6793452005627
lmer_pop	HSM	M	RE	RE12	211.990389128366	301.940001357534	28.5085212812728	17.3169381046285
lmer_pop	HSM	M	RE	RE13	218.705389128366	333.795001357534	28.5105917273701	16.6793452005627
lmer_pop	HSM	M	RE	RE15	148.861389128366	319.151001357534	28.4689098078024	16.6191838644241
lmer_pop	HSM	M	RE	RE16	233.868389128366	332.654001357534	28.6755885317945	16.7228574208935
lmer_pop	HSM	M	RE	RE17	307.235389128366	357.704001357534	28.7582373007246	16.6793452005627
lmer_pop	HSM	M	RE	RE18	267.577389128366	353.373001357534	28.7569445116268	16.8455908866247
lmer_pop	HSM	M	RE	RE2	286.462389128366	327.824001357534	28.6755885317945	17.5854188553908
lmer_pop	HSM	M	RE	RE3	158.948389128366	309.021001357534	28.7157100146381	17.6991319651426
lmer_pop	HSM	M	RE	RE4	344.588389128366	298.735001357534	28.8923135218484	17.7889033197534
lmer_pop	HSM	M	RE	RE5	396.068389128366	339.063001357534	29.5312377262584	17.6946901730302
lmer_pop	HSM	M	RE	RE6	373.283389128366	324.596001357534	28.9430555685606	17.581000890721
lmer_pop	HSM	M	RE	RE7	353.337389128366	338.641001357534	28.9959492454513	17.6540166908138
lmer_pop	HSM	M	RE	RE8	185.720389128366	317.945001357534	28.6755885317945	17.6739739820883
lmer_pop	HSM	M	UM	UM13	354.196725725731	295.149130884785	29.2119422621734	15.8729004865952
lmer_pop	HSM	M	UM	UM17	353.593725725731	292.305130884785	29.0288942560435	15.7224295151021
lmer_pop	HSM	M	UM	UM18	417.713725725731	375.280130884785	29.5692790870618	16.5633317559407
lmer_pop	HSM	M	UM	UM2	418.390725725731	321.903130884785	30.2893790416468	14.8546269847935
lmer_pop	HSM	M	UM	UM20	253.551725725731	330.673130884785	28.9487305892426	15.8268770721629
lmer_pop	HSM	M	UM	UM21	385.331725725731	333.580130884785	29.2136969712591	16.689581596234
lmer_pop	HSM	M	UM	UM23	416.399725725731	364.406130884785	34.1042153073275	17.3427882088594
lmer_pop	HSM	M	UM	UM25	420.256725725731	307.472130884785	32.1018251463768	14.897259575417
lmer_pop	HSM	M	UM	UM26	342.054725725731	328.932130884785	29.3837472376917	16.6512480870761
lmer_pop	HSM	M	UM	UM28	248.996725725731	325.502130884785	28.9487305892426	16.7246914129186
lmer_pop	HSM	M	UM	UM29	395.870725725731	349.700130884785	29.7141549051719	14.9453266895493
lmer_pop	HSM	M	UM	UM4	383.720725725731	282.919130884785	29.1629902912673	15.0233837019945
lmer_pop	HSM	M	UM	UM5	430.594725725731	285.496130884785	29.8844943361696	14.7461672938209
lmer_pop	HSM	M	UM	UM7	408.719725725731	273.036130884785	30.8381154211562	14.5370254817605
lmer_pop	HSM	M	UM	UM9	309.398725725731	328.688130884785	28.9487305892426	15.7825155744372
lmer_pop	HSM	M	VA	VA1	337.401869021315	326.405641190187	28.9820114089244	15.6342042997812
lmer_pop	HSM	M	VA	VA18	405.092869021315	293.222641190187	29.495567146726	15.3650491729541
lmer_pop	HSM	M	VA	VA22	418.923869021315	271.478641190187	32.088507745095	15.0040134326552
lmer_pop	HSM	M	VA	VA26	366.328869021315	347.185641190187	29.4301282584195	15.6342042997812
lmer_pop	HSM	M	VA	VA30	318.010869021315	344.442641190187	28.9422590912842	15.6051821869307
lmer_pop	HSM	M	VA	VA34	382.484869021315	330.969641190187	29.3133964137052	15.7275147142611
lmer_pop	HSM	M	VA	VA47	407.723869021315	372.090641190187	33.1208631576386	16.6070856891659
lmer_pop	HSM	M	VA	VA48	431.764869021315	297.463641190187	32.3916684551294	17.1017950837711
lmer_pop	HSM	M	VA	VA55	366.208869021315	285.385641190187	29.022013736249	16.2287952444813
lmer_pop	HSM	M	VA	VA57	214.015869021315	305.658641190187	28.9422590912842	16.3562865922341
lmer_pop	HSM	M	VA	VA6	357.827869021315	335.910641190187	29.022013736249	15.0493494905028
