"","Supervisor.PI","Batch","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"136","Billeter","1","VA","VA6",102,51.9807656734681,93,40,177,23.2465051136725,0.509615349739883,75
"137","Billeter","1","VA","VA66",69.7777777777778,71.5677612088323,47,0,184,23.8559204029441,1.025652628789,0
"138","Billeter","1","VA","VA67",60.2857142857143,23.4500482281969,61,19,88,8.86328512061142,0.388981842647816,61
"139","Billeter","1","VA","VA71",112.2,50.1118748402013,116,32,164,22.4107117245303,0.446629900536553,164
"140","Billeter","1","VA","VA9",105.4,59.2646606334669,112,25,184,26.5039619679775,0.562283307717902,25
"141","Billeter","1","YE","YE11",17.3333333333333,13.7961347243833,12,7,33,7.96520209689901,0.795930849483649,12
"142","Billeter","1","YE","YE13",89.8571428571429,52.2092858006076,94,0,158,19.7332551938148,0.581025438162564,158
"143","Billeter","1","YE","YE14",38.2,26.3286915740224,32,6,78,11.774548823628,0.689232763717865,32
"144","Billeter","1","YE","YE15",72,67.4240313241503,99,1,149,30.152943471575,0.936444879502087,1
"145","Billeter","1","YE","YE19",92.8,71.8936714878299,99,0,195,32.1518273197652,0.774716287584373,195
"146","Billeter","1","YE","YE20",39.4,35.5007042183673,35,2,97,15.8763975762766,0.901033101989017,2
"147","Billeter","1","YE","YE21",7.4,11.4367827643966,0,0,26,5.11468474101777,1.54551118437792,0
"148","Billeter","1","YE","YE22",122.6,68.660760263778,166,25,174,30.7060254673248,0.560038827600147,25
"149","Billeter","1","YE","YE23",52.6,45.7525955547879,33,2,119,20.4611827615121,0.86982120826593,2
"150","Billeter","1","YE","YE24",96.4,20.6591384137868,88,78,128,9.23904756996088,0.214306415080776,106
"151","Billeter","1","YE","YE26",18.4,21.8013761033564,8,0,43,9.74987179402888,1.18485739692154,0
"152","Billeter","1","YE","YE27",51.5,47.4868402823351,52.5,1,100,23.7434201411675,0.92207456858903,1
"153","Billeter","1","YE","YE33",70,56.7509177605672,81,1,117,28.3754588802836,0.810727396579532,46
"154","Billeter","1","YE","YE40",208.2,44.8854096561455,201,164,265,20.0733654378134,0.215587942632783,243
"155","Billeter","1","YE","YE41",36.8,15.0565600320923,42,20,56,6.73349834781297,0.409145653045987,20
"156","Billeter","1","YE","YE48",47.2,34.5137653697767,46,14,102,15.4350251052598,0.731223842580016,22
"157","Billeter","1","YE","YE49",20.4,23.0824608740056,20,0,56,10.3227903204512,1.13149318009831,0
"158","Billeter","1","YE","YE51",63.8,12.7161314872095,65,50,79,5.68682688324517,0.199312405755634,79
"159","Billeter","1","YE","YE69",38,35.3624094201738,20,0,81,15.8145502623375,0.930589721583522,0
"160","Billeter","1","YE","YE80",84.2,96.2740878949263,32,3,227,43.055081000969,1.14339771846706,19
"161","Fricke","1","AK","AK2",29,NA,29,29,29,NA,NA,29
"162","Fricke","1","AK","AK4",36,NA,36,36,36,NA,NA,36
"163","Fricke","1","AK","AK5",83.5714285714286,49.196399403673,65,16,171,18.5944911745607,0.588674864659335,65
"164","Fricke","1","GI","GI2",16,NA,16,16,16,NA,NA,16
"165","Fricke","1","GI","GI3",32,NA,32,32,32,NA,NA,32
"166","Fricke","1","GI","GI5",48.75,49.7820248684201,45.5,0,104,24.8910124342101,1.02116974089067,0
"167","Fricke","1","KA","KA2",18,NA,18,18,18,NA,NA,18
"168","Fricke","1","KA","KA3",15,25.9807621135332,0,0,45,15,1.73205080756888,0
"169","Fricke","1","KA","KA6",34,NA,34,34,34,NA,NA,34
"170","Fricke","1","MA","MA12",98.7142857142857,47.0875577540192,104,6,151,17.7974239517894,0.477008544541439,92
"171","Fricke","1","MA","MA3",39.5,50.2045814642449,39.5,4,75,35.5,1.27100206238595,4
"172","Fricke","1","MA","MA5",64.6666666666667,85.0431263144373,33,0,161,49.0996718703677,1.31509989146037,0
"173","Fricke","1","MA","MA6",43.6666666666667,46.3177431804847,31,5,95,26.7415614935088,1.06071167588896,95
"174","Fricke","1","MA","MA7",1,NA,1,1,1,NA,NA,1
"175","Fricke","1","MA","MA9",43,NA,43,43,43,NA,NA,43
"176","Fricke","1","MU","MU11",62,NA,62,62,62,NA,NA,62
"177","Fricke","1","RE","RE1",38.6666666666667,64.3920284921459,3,0,113,37.1767549836065,1.66531108169343,0
"178","Fricke","1","RE","RE2",0,NA,0,0,0,NA,NA,0
"179","Fricke","1","RE","RE6",41,28.2842712474619,41,21,61,20,0.689860274328339,21
"180","Fricke","1","RE","RE7",88.6666666666667,38.3701272693572,82,45,143,15.6645388625959,0.432745796270946,56
"181","Fricke","1","UM","UM2",28.5,7.77817459305202,28.5,23,34,5.5,0.272918406773755,34
"182","Fricke","1","UM","UM4",0,NA,0,0,0,NA,NA,0
"183","Fricke","1","UM","UM5",48,11.3431330181157,48,36,60,5.67156650905785,0.236315271210744,55
"184","Fricke","1","UM","UM6",105.25,13.8894444333338,106,88,121,6.94472221666689,0.131966217893908,121
"185","Fricke","1","UM","UM7",67.25,85.0779054749234,44.5,0,180,42.5389527374617,1.26509896616986,0
"186","Fricke","1","UM","UM8",81,NA,81,81,81,NA,NA,81
"187","Fricke","1","VA","VA1",49.3333333333333,38.8887301584062,43,14,91,22.4524188253985,0.788285070778504,43
"188","Fricke","1","VA","VA9",108.857142857143,21.0667872208727,103,82,143,7.96249712993466,0.193526916727177,103
"189","Fricke","1","YE","YE11",59.4,71.9291317895608,22,0,142,32.1676856487998,1.2109281446054,0
"190","Fricke","1","YE","YE13",29.6,38.8046388979462,9,0,89,17.3539620836281,1.31096753033602,0
"191","Fricke","1","YE","YE14",89,29.698484809835,89,68,110,21,0.333690840559944,68
"192","Fricke","1","YE","YE15",59,63.221831672295,23,22,132,36.5011415346607,1.07155646902195,22
"193","Fricke","1","YE","YE20",13,18.2756668824971,7.5,0,49,7.46100976186646,1.40582052942285,0
"194","Fricke","2","AK","AK10",28,25.4558441227157,28,10,46,18,0.90913729009699,46
"195","Fricke","2","AK","AK11",45,40.8003267960769,40.5,0,99,20.4001633980384,0.906673928801708,0
"196","Fricke","2","AK","AK12",45,63.6396103067893,45,0,90,45,1.4142135623731,0
"197","Fricke","2","AK","AK8",133,20.0249843945008,138,101,156,8.95544527089525,0.150563792439856,138
"198","Fricke","2","AK","AK9",16,NA,16,16,16,NA,NA,16
"199","Fricke","2","GI","GI10",51,40.2823369067221,58,0,88,20.1411684533611,0.789849743269061,0
"200","Fricke","2","GI","GI6",46.3333333333333,46.5008960487143,46,0,93,26.847304851284,1.00361646148304,0
"201","Fricke","2","GI","GI8",10,NA,10,10,10,NA,NA,10
"202","Fricke","2","GI","GI9",73.75,26.9861075370273,74,41,106,13.4930537685136,0.365913322535963,68
"203","Fricke","2","KA","KA11",47,39.5979797464467,47,19,75,28,0.842510207371206,75
"204","Fricke","2","KA","KA13",31.2,22.2193609269034,24,9,62,9.93680028983173,0.712159004067416,46
"205","Fricke","2","KA","KA14",61.2857142857143,15.3374735611213,58,38,82,5.79702011182217,0.250261806358623,73
"206","Fricke","2","KA","KA16",63,15.4811713596442,56,52,96,5.85133277451345,0.24573287872451,56
"207","Fricke","2","KA","KA9",1,NA,1,1,1,NA,NA,1
"208","Fricke","2","MA","MA13",83,12.9460418661458,83.5,66,99,5.28519946012763,0.155976408025853,85
"209","Fricke","2","MA","MA16",71.75,18.7860764042593,71.5,49,95,9.39303820212963,0.26182684883985,72
"210","Fricke","2","MA","MA18",46,30.3150127824482,29,28,81,17.5023807904334,0.659022017009744,29
"211","Fricke","2","MA","MA19",25,NA,25,25,25,NA,NA,25
"212","Fricke","2","MA","MA20",28.7142857142857,28.3825902371758,28,2,86,10.727610761631,0.988448416220054,15
"213","Fricke","2","MA","MA21",26,25.0599281722833,16,0,60,11.2071405808975,0.963843391241667,0
"214","Fricke","2","MA","MA23",36.4,20.9117192023994,31,17,72,9.35200513259055,0.574497780285698,31
"215","Fricke","2","MU","MU1",55,39.9749921826134,63.5,0,93,19.9874960913067,0.726818039683879,0
"216","Fricke","2","MU","MU17",58,11.3137084989848,58,50,66,8,0.195063939637668,66
"217","Fricke","2","MU","MU2",68,NA,68,68,68,NA,NA,68
"218","Fricke","2","MU","MU3",25.3333333333333,8.50490054811538,25,17,34,4.91030662088541,0.335719758478239,17
"219","Fricke","2","MU","MU5",52,17.2240142436851,52,31,73,8.61200712184254,0.33123104314779,50
"220","Fricke","2","MU","MU6",94,NA,94,94,94,NA,NA,94
"221","Fricke","2","RE","RE10",54,NA,54,54,54,NA,NA,54
"222","Fricke","2","RE","RE11",88.8,10.2810505299799,91,74,102,4.59782557302906,0.115777596058332,102
"223","Fricke","2","RE","RE12",28,7.07106781186548,28,23,33,5,0.252538136138053,33
"224","Fricke","2","RE","RE13",21,33.8082830087539,3,0,60,19.5192212959431,1.60991823851209,0
"225","Fricke","2","RE","RE8",106.6,52.4146925966374,130,37,153,23.4405631331673,0.491695052501289,37
"226","Fricke","2","UM","UM13",40.75,25.6953303150592,32,22,77,12.8476651575296,0.630560253130287,23
"227","Fricke","2","UM","UM17",8,10.5830052442584,4,0,20,6.11010092660779,1.3228756555323,0
"228","Fricke","2","UM","UM18",29.8333333333333,19.994165815724,27.5,6,56,8.16258401352034,0.67019550220304,47
"229","Fricke","2","UM","UM21",29.2,31.8072318820736,34,0,77,14.224626532883,1.08928876308471,0
