"Country","Population","Line","PC1_F9maxP","PC2_F9maxP","Longitude","Latitude","Altitude","Location","PC1_clim","PC2_clim"
"Portugal","RE","RE2",3.90877957905366,0.150705430432574,-8.41,41.15,175,"Recarei",4.31656451134663,-1.05465914779054
"Portugal","RE","RE3",1.73830034262047,-2.50304264245434,-8.41,41.15,175,"Recarei",4.31656451134663,-1.05465914779054
"Portugal","RE","RE4",2.28957922006899,-1.91746441037804,-8.41,41.15,175,"Recarei",4.31656451134663,-1.05465914779054
"Portugal","RE","RE5",0.656636860990941,-0.501915936491124,-8.41,41.15,175,"Recarei",4.31656451134663,-1.05465914779054
"Portugal","RE","RE6",2.16263513903012,-0.884128869384918,-8.41,41.15,175,"Recarei",4.31656451134663,-1.05465914779054
"Portugal","RE","RE7",3.94497720100552,0.575533455185054,-8.41,41.15,175,"Recarei",4.31656451134663,-1.05465914779054
"Spain","GI","GI1",0.203416919221482,-1.62922039120337,0.62,41.618,173,"Gimenells",5.10221989951192,1.14709528055257
"Spain","GI","GI10",0.461709441518188,-0.558664645459442,0.62,41.618,173,"Gimenells",5.10221989951192,1.14709528055257
"Spain","GI","GI11",-1.34034435907326,-0.960565641865836,0.62,41.618,173,"Gimenells",5.10221989951192,1.14709528055257
"Spain","GI","GI12",-2.02814951286526,-3.09012217506368,0.62,41.618,173,"Gimenells",5.10221989951192,1.14709528055257
"Spain","GI","GI13",0.183652889535954,-1.3647663700965,0.62,41.618,173,"Gimenells",5.10221989951192,1.14709528055257
"Spain","GI","GI14",1.04235602737896,-1.71280304356081,0.62,41.618,173,"Gimenells",5.10221989951192,1.14709528055257
"Spain","GI","GI15",0.0258666764468535,-0.50387697126487,0.62,41.618,173,"Gimenells",5.10221989951192,1.14709528055257
"Spain","GI","GI2",-1.1719941868691,-0.370721191988916,0.62,41.618,173,"Gimenells",5.10221989951192,1.14709528055257
"Spain","GI","GI3",-2.20375309939012,-0.55627729480291,0.62,41.618,173,"Gimenells",5.10221989951192,1.14709528055257
"Spain","GI","GI4",-1.47828621755058,-1.84309447652153,0.62,41.618,173,"Gimenells",5.10221989951192,1.14709528055257
"Spain","GI","GI5",0.721640729324106,-2.25620719425399,0.62,41.618,173,"Gimenells",5.10221989951192,1.14709528055257
"Spain","GI","GI6",-1.50250010732216,0.0857489725776058,0.62,41.618,173,"Gimenells",5.10221989951192,1.14709528055257
"Spain","GI","GI7",-1.61458398798219,-0.864755746716818,0.62,41.618,173,"Gimenells",5.10221989951192,1.14709528055257
"Spain","GI","GI8",-2.21017909373505,-0.930274096306606,0.62,41.618,173,"Gimenells",5.10221989951192,1.14709528055257
"Spain","GI","GI9",-1.5157825808727,0.214620958352068,0.62,41.618,173,"Gimenells",5.10221989951192,1.14709528055257
"Germany","MU","MU1",-1.26509473438214,0.523084989261924,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU10",-0.667109910505726,0.764902086874181,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU11",-1.74097549443812,0.673861637853576,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU12",1.39723299608066,1.20265254399959,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU13",-0.878670937939862,-1.17783235321909,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU14",1.11509715411469,1.85600989881563,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU15",1.23902280524617,2.08621800220368,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU16",-0.731651740608708,-0.757963841481296,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU17",0.660273193023022,1.55220831605687,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU18",-0.281033495828373,1.64545806847061,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU19",2.45544895305784,-0.368277503604313,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU2",-0.691388553976492,1.19972733604428,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU20",1.77329666527469,0.488262285035804,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU3",-0.00942556928958918,-0.796895148154161,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU4",1.048604064778,-0.101281545409849,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU5",1.60379817962815,1.24772737964525,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU6",-0.750891481391864,1.28736096740118,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU7",-0.98655338902463,0.475383627343235,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU8",0.449760016471309,-0.0761682296154419,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU9",-1.635379342949,0.310086267219338,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Austria","MA","MA12",0.95950487154085,1.35046352881993,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA13",0.837293057286284,1.26707531993884,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA16",-1.73228223165676,0.716218891004902,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA18",2.06453588677042,0.404859404847781,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA19",-1.06007594667992,1.75343221180215,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA20",-0.627198611514714,-0.124203439883838,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA21",2.158128893292,-0.034807325902917,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA23",1.43526920196975,-0.379247880218275,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA26",1.00498322443047,-0.569864352249088,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA27",1.1271458496003,-0.600473987074135,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA28",2.33495022005738,-1.06514305973514,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA3",0.34409095618857,-0.169432808662084,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA30",1.98001338360629,-0.0369297987112883,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA31",1.35299522850035,-0.136123080377369,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA32",2.66527870841001,0.955428104096528,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA33",0.223678142479078,-0.731579510166694,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA5",0.354013191973034,0.461397033574079,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA6",0.40044611605499,-1.49846297751892,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA7",0.292926647561449,-0.194601537887047,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA9",0.481289065211983,-0.336192653474544,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Ukraine","UM","UM13",-0.768347138030539,-0.31790103447326,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM17",1.17913894061156,-0.482733545789135,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM18",1.02126203247022,0.0309280970642621,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM2",-0.683438595134424,-0.828958615540838,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM20",2.10261564287534,-0.814347907326365,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM21",-0.715680152938298,0.473082024625766,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM22",1.63108963374935,-1.90594078800174,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM23",1.0876364312372,0.39773149036408,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM25",3.76289339885501,1.60398559768793,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM26",0.421499675826048,2.43913432041997,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM28",0.408649740859889,-0.926672839894698,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM29",-0.261151407509934,1.35778285798232,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM4",2.49430718594568,-1.20573094665008,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM5",0.268836295432863,1.91394399922162,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM7",1.11835772022,1.17015359050198,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM9",1.26841380908599,2.05990900047739,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Denmark","KA","KA1",-2.2535495368823,1.262223713745,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA10",-1.92660366568766,1.74122742688061,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA11",1.57236501931341,0.660320906418813,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA13",-2.43568770732016,-0.645324645506293,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA14",-0.741598675449646,1.61133248534141,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA15",-1.03872514993674,1.37896683027493,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA16",-0.461557019030305,0.84495038629135,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA17",-1.09882849431747,-0.467992485469362,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA18",-0.399443301534002,0.846121514791806,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA2",0.404828693259533,2.88059430685255,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA23",-0.494314119043663,0.5351151791604,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA24",-0.334414897197629,-0.642069760226385,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA25",1.93005637929616,0.479527545923803,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA28",1.71301141453206,3.51141284237619,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA29",1.94181035257375,2.09771628180389,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA3",-0.826774055746737,0.434608686995114,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA5",-1.77909120926605,0.61397702131439,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA6",-0.340542246670951,0.0234969679622339,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA7",-1.36540323512725,2.04304008201744,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA9",-0.46078969431103,1.05877564508943,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Russia","VA","VA1",-1.92786199812161,-0.34713746989011,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA11",2.96796189063398,-0.9097302929408,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA15",1.17742682685391,-1.28486467168466,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA18",-0.651243938961026,0.887213961253548,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA22",1.18761569450754,1.72789140695126,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA26",-1.14295490368085,0.0925382459008232,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA30",1.20240788492232,-0.187071104750982,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA34",0.128869755480496,2.36973705721678,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA35",-0.257537413356928,-0.213628408102975,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA44",2.54379460914301,0.00981083991102511,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA46",2.27881966570739,-0.0648702015348875,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA47",1.77092184211839,0.624938778889794,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA48",-0.789617850982999,1.43878302596809,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA55",-0.196862134497388,1.07929162570588,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA57",2.43725306817274,-0.555917471230579,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA6",0.173002007659071,1.51407230323552,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA66",-0.00386907021908163,0.691360588034667,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA67",-0.409682010802734,-0.852677110443943,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA71",-0.752635390498457,0.0972268031204111,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA9",-2.40968080385174,1.48630976586417,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Finland","AK","AK1",-1.36839992695808,1.96796514035059,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK10",-1.23447177672859,1.25194319290602,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK11",-2.328559628448,1.23694903533916,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK12",-1.51394195376679,1.08578703911996,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK13",-0.385729884638536,1.29460838707888,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK14",-0.90315764781223,2.32285812254226,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK15",-1.7778110296265,-0.573704701955008,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK16",-0.933693164266207,2.60800698296121,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK17",-1.69905430250151,-0.720164773133496,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK18",-2.1985238666434,-0.12594837155699,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK2",-0.721048613988199,1.24575661044948,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK20",-2.7507821098539,0.979088687830429,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK21",-0.286042933658899,1.9654263960947,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK3",-1.38808521590463,1.06317451416459,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK4",-1.26809317692572,0.269901373410646,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK5",-1.1442247972565,1.69494777204625,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK6",-1.19699144009516,0.896140761996978,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK7",-1.94245162144732,1.31162196237643,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK8",-1.01238832986826,1.44068999223924,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK9",-2.76898507982952,0.720280356317902,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
