"Country","Population","Line","PC1_F9max","PC2_F9max","Longitude","Latitude","Altitude","Location","PC1_clim","PC2_clim"
"Portugal","RE","RE11",1.23964857460033,-0.113234376427571,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE12",1.05402608635616,-0.834527877842561,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE13",1.86257088427767,0.135623124480785,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE15",-0.784258397532819,-2.04342969298642,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE16",1.83646030396009,0.679904607317813,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE17",0.959636795857979,-1.62430785992579,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE18",2.1476737656887,-0.984378990027282,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE2",3.91285659260769,-0.176403545033438,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE3",1.56828289190263,-2.03525090694577,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE4",2.16947231203665,-2.14679557528044,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE5",0.620940114288606,-0.393035245984345,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE6",2.09292184400252,-0.923839347664269,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE7",3.96675240844698,0.530141148501737,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Spain","GI","GI1",0.110328458257362,-1.68810157146815,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI10",0.436880396138137,-0.959646004883369,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI11",-1.39817882247581,-0.671748287223474,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI12",-2.23320411327802,-2.06073498350679,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI13",0.0949014744397595,-0.958324238059789,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI14",0.904256327463368,0.396152296599977,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI15",-0.0235305939061798,0.478092202524142,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI2",-1.20008692958515,0.0975490328904501,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI3",-2.22627396657819,-0.605113539375868,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI4",-1.6072578011214,-1.01806574574064,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI5",0.560867848286099,-1.00308436263312,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI6",-1.50172109056694,0.509660316290944,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI7",-1.66280561812865,-0.807809271371256,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI8",-2.26537397095727,-0.24385184481417,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI9",-1.51284674520324,1.14829144217851,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Germany","MU","MU1",-1.21985791662849,0.308437515208953,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU10",-0.597382197277519,-0.329059969154785,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU11",-1.71074879439393,1.39623573754373,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU12",1.48861567277665,0.541335493118119,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU13",-0.941822761631068,-1.77562293961525,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU14",1.22726812652601,1.52847433653843,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU15",1.37372660172748,1.9536205748253,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU16",-0.756731770744742,-1.3307775845989,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU17",0.760081721012123,1.64669903985146,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU18",-0.161825806528637,0.622025657849977,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU19",2.43264390448531,-0.462659075353492,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU2",-0.600012255415486,0.805526561578093,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU20",1.79739905292885,0.450226010332669,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU3",-0.0624001629575297,-0.358338914575479,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU4",1.0494054745105,-0.1662467555119,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU5",1.68361626141097,0.947632739141894,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU6",-0.672178418654402,1.1065602466479,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU7",-0.940481804621493,-0.384124681474381,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU8",0.437581281344453,0.264337398703192,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU9",-1.6138673895431,0.162186806075956,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Austria","MA","MA12",1.04621058538297,1.29859097196425,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA13",0.909930225696032,1.16657826515826,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA16",-1.67676994185595,0.51577092929468,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA18",2.07618495678978,0.862579255284215,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA19",-0.942410219870292,1.43231679384362,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA20",-0.642323937467197,-0.176108418820846,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA21",2.16266990228908,-0.437951076735713,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA23",1.41403055972359,-0.71718206068002,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA26",0.972128400311942,-1.2895694239891,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA27",1.08233150599834,-0.731634871186196,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA28",2.24962235733725,-0.592904497633908,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA3",0.341121126071647,-1.06120279951953,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA30",1.9809119557356,-0.978144993772512,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA31",1.32299487402561,0.34448554046778,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA32",2.72109784061706,0.711555023579644,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA33",0.185722144628099,-1.18569354636662,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA5",0.377702558531601,0.127857234235092,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA6",0.297922703926016,-1.6618435942855,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA7",0.287201647801553,-1.00652391697267,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA9",0.465071028275366,-1.07308910719027,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Ukraine","UM","UM13",-0.781885190908374,-0.691347567850043,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM17",1.13657556525321,-0.677736690891883,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM18",1.02712994079595,-0.870761384891919,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM2",-0.718953036535803,-1.83616167966115,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM20",2.04459009619335,-1.509922105971,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM21",-0.675965614755305,-0.531965731360621,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM22",1.51077429627473,-1.84926196932249,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM23",1.10501813322945,0.0582258816031197,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM25",3.87697896829891,0.288392233037567,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM26",0.582779438882513,1.49585643588287,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM28",0.357926695275331,-1.81029021762851,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM29",-0.162075304938107,0.577289060422926,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM4",2.41139797609508,-1.83956789953578,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM5",0.412642501836925,0.425885487121188,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM7",1.19590646064039,-0.0226010729497809,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM9",1.39713041729104,1.42831796010138,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Denmark","KA","KA1",-2.17345513275723,1.76299027330516,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA10",-1.82212360125175,2.42556406926492,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA11",1.63028820296777,0.278078945396796,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA13",-2.46657804080217,-0.726409441560575,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA14",-0.624265425077404,1.11152885244746,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA15",-0.936178464963955,1.0550448321058,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA16",-0.398036917673419,0.477823089559583,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA17",-1.12236737752254,-0.460963385399065,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA18",-0.355018408959859,1.42977292484093,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA2",0.582910136586218,3.07905229394514,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA23",-0.45356051334824,0.603255747278756,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA24",-0.372551776389565,-0.368940286902145,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA25",1.96413241881799,0.274813126740578,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA28",1.93893263378692,3.22866080643308,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA29",2.08449465048578,1.90124425695456,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA3",-0.816613821417903,1.36009925580099,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA5",-1.73791641891677,0.854049358108635,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA6",-0.323038475864351,-0.908905733823015,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA7",-1.23856339356091,2.59552726952043,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA9",-0.382250322241309,1.29862741524535,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Russia","VA","VA1",-1.9498511155123,0.0177062409494545,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA11",2.89124678412718,0.114726949820073,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA15",1.07589146927068,-0.465550482942173,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA18",-0.591762657613136,1.16902921805843,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA22",1.27499925990311,2.38939982448516,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA26",-1.13867134899966,0.121062361636626,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA30",1.19365111034008,-0.19977571026305,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA34",0.278035575342468,2.19581196115525,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA35",-0.264201639871707,-0.479923587266861,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA44",2.53997840975164,0.104860442675705,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA46",2.26938430189191,-0.0138993170361331,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA47",1.78819592319359,1.85059719012999,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA48",-0.697446328734503,1.63894891311071,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA55",-0.114984017428065,0.574764299147551,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA57",2.38897017167374,-0.486538727217764,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA6",0.253793950753838,2.69451667287835,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA66",0.0393104721105241,0.586680628089592,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA67",-0.490560097825329,0.46778231496609,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA71",-0.742268944569882,0.369882844680856,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA9",-2.30803900038146,1.40293915612757,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Finland","AK","AK1",-1.24449938826595,2.42190458666674,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK10",-1.13119675993434,0.634997906286281,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK11",-2.2280101561804,0.627975448935061,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK12",-1.42345243447168,0.276576449028804,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK13",-0.2809374622931,0.229871879688912,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK14",-0.74311905919069,2.00150216218115,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK15",-1.79530642384702,-1.08624313526319,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK16",-0.733035991845153,1.57466249282369,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK17",-1.7282508948327,-0.928228542979483,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK18",-2.20244473460681,0.0213374900041243,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK2",-0.625398390093115,0.882199076667866,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK20",-2.67351896748308,0.598192545829862,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK21",-0.153248495895491,1.14605361694889,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK3",-1.32731586251435,1.43373919820817,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK4",-1.24618629236917,0.618642043179808,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK5",-1.03911116720405,1.99307677659744,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK6",-1.14295901535642,1.03487645708569,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK7",-1.84520011991653,0.870372840789755,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK8",-0.90325453920645,0.894070973285214,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK9",-2.70015673845419,-0.247991792653241,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
