"Country","Population","Line","PC1_M9","PC2_M9","Longitude","Latitude","Altitude","Location","PC1_clim","PC2_clim"
"Germany","MU","MU16",0.0197606558580183,-0.488104075713052,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU17",0.765147027186621,0.20807596693624,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU18",-0.0860175937851372,-1.05736122549915,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU2",-0.400812513591198,-0.975908811660468,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU20",-0.528349697388268,1.18349688279389,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU3",0.480907697913436,1.06826325632995,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU5",1.01632067568694,0.597605393342552,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU6",0.180696533018275,-1.59070842530514,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU7",-1.2177164289575,-0.172267820325444,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU8",0.660568189692032,0.0192462506667732,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Germany","MU","MU9",-0.688692804846743,-1.73188084810687,11.61,48.18,520,"Munich",-0.158182580647388,-1.39206971013128
"Austria","MA","MA13",0.535805268705088,0.566373497714123,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA16",-0.45089699645832,0.173759549466256,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA18",2.53517361406193,-0.385162233373543,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA19",-0.149364831513373,-1.23018704821595,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA20",-1.18732068550185,0.404215048892822,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA21",1.87157688879752,0.109757295604031,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA27",1.07607362074856,2.05872511509675,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA28",1.92003431448919,1.53638251879742,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA3",0.0226256447673775,-0.385017689437322,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA30",1.69408904245035,2.31877381161951,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA31",-0.000624464495436143,2.67306164849516,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA32",2.77417317687383,0.881838220886873,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA33",0.89630494137036,1.55309647536626,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA5",1.02038216825719,-1.28079361054683,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA6",-0.626018850463251,1.02925680274316,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA7",1.07225763843506,1.26625059022019,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Austria","MA","MA9",1.96315949501631,-0.0976507295290144,15.56,48.375,572,"Mauternbach",-0.463100705019486,0.144054356743173
"Ukraine","UM","UM13",0.220336230958464,-0.89673112938802,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM18",1.73217675437732,-0.365127233424423,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM2",0.0628697537783506,-0.862152010564808,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM20",1.57389845269052,-0.563022096304891,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM21",0.521445836297357,0.268447534860796,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM23",0.567607072252987,-0.0994171602648865,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM26",0.262821148288627,0.698052072144745,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM29",0.581106838083519,-0.660490319465404,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM4",1.28495915983427,0.116975802714039,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM5",1.06485527825159,0.454023198263772,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM7",1.70427204806637,-0.895705733460696,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Ukraine","UM","UM9",2.68613383496262,-1.06816480420703,30.206,48.753,214,"Uman",-1.15267402360658,1.66988583649867
"Denmark","KA","KA1",-1.95198613767294,-2.64351650397915,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA10",0.675576149978984,-3.0494522237421,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA13",-1.59417496532609,-0.774067302803657,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA14",-1.06149201917994,-0.659503210848657,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA15",0.271090835054391,0.497866707877648,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA16",0.390135927968164,-1.34047822720569,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA17",0.926135546678432,-2.09760632208755,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA18",-0.0448712648814385,-1.37353508337218,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA2",1.28799613113367,-2.38172708872397,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA3",0.191963748146721,-1.44431181588758,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA5",-1.2688893347014,-1.30096550671031,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA6",0.0877623458144085,-0.104009260050739,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Denmark","KA","KA7",1.11935109159238,-2.80345317324532,10.213,55.945,15,"Karensminde",0.701370515919282,-3.30082994403087
"Russia","VA","VA1",-0.789112768042601,-0.782018657764538,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA11",2.12061557406583,1.67523752670182,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA15",1.81623092128633,-0.428233077167677,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA18",-0.850899746995248,-0.681903125059523,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA22",0.160421498697407,-0.324038625021081,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA26",0.858947691821137,-0.764644412742963,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA30",2.76431297758683,-0.0817688676940679,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA34",1.44911266190681,-0.98998153517656,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA35",-0.0802532884453075,0.901508396969149,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA44",1.49918157819994,2.12603762737972,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA46",1.94029496209479,1.82374975396615,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA48",1.32359347282979,0.234696547274919,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA55",0.096648377489351,0.708857830954579,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA57",1.24759315673546,1.39164078928833,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA6",1.23946154854141,-1.08640923936347,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA66",2.27223764636457,-0.885092752499474,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA67",-0.919925958534903,0.768556727364829,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA71",-0.938143779159029,-0.746889061546828,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Russia","VA","VA9",-1.01813235307947,-0.857809837269497,33.244,57.979,217,"Valday",-4.47280400474824,0.140778268898035
"Finland","AK","AK1",-0.598520897725441,-0.851912708785476,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK10",-1.64746369559828,-1.74903018023101,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK11",-1.31887452243276,-1.06543458492009,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK12",-1.264880114474,0.0202364838719511,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK13",0.47532615707756,-0.78447279638518,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK14",0.480469919995369,0.638532870742959,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK15",-1.25760695605913,0.66893000029113,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK16",0.469225838087781,-2.8787315649704,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK17",-0.341373213132492,0.115343618042147,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK2",0.470450178141707,-2.24057520963083,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK20",-2.17747231309435,-2.13311650853263,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK21",0.750782185706329,-0.961562194106601,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK3",-0.348534458772077,-1.63609114255219,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK4",-0.040312375388797,-1.52562804662385,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK5",-0.471719406729926,-1.07590405048842,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK6",-0.411583403640919,-1.0947190666529,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK7",1.35988176441021,-3.08194424066342,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK8",0.48613463858029,-0.791029557881865,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
"Finland","AK","AK9",-1.45565399674917,-1.02557426201506,23.52,61.1,88,"Akaa",-4.21289892140339,-0.553037513474339
