"Supervisor.PI","Diet","Batch","Population","Line","Sex","ReplicateVialOld","ReplicateVial","Individual","CentroidSizeLeft_micrometers","CentroidSizeRight_micrometers","Country","Latitude","Longitude","Altitude"
"StamenkovicRadak","NS",4,"YE","YE69","M",1,"StamenkovicRadak_4_YE69_1",31,2351.478,2345.18,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",1,2781.76,2798.7586,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",2,2843.9304,2834.5311,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",3,2859.4177,2889.6551,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",4,2794.6834,2806.5224,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",5,2719.4554,2740.893,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",6,2834.3252,2832.1176,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",7,2780.4335,2769.4098,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",8,2700.1518,2730.214,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",9,2719.3899,2714.8913,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",10,2753.7925,2800.0348,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",11,2741.2418,2743.7818,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",12,2960.1387,2960.9265,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",13,2836.5067,2811.9372,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",14,2701.9613,2722.5811,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",15,2850.297,2831.4141,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",16,2890.3422,2893.6865,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",17,2781.9115,2785.3376,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",18,2895.3547,2880.5084,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",19,2696.7925,2721.84,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",20,2816.6459,2785.7244,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",21,2878.5742,2890.6287,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",22,2829.2221,2847.9098,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",23,2801.6931,2837.176,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",24,2864.4541,2869.7957,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",25,2895.9981,2873.2185,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",26,2703.6967,2693.6767,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",27,2766.1099,2799.7314,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",28,2784.51,2828.9953,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",29,2798.7911,2816.3478,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","F",1,"StamenkovicRadak_4_YE80_1",30,2832.8789,2858.614,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",1,2405.7644,2414.2232,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",2,2454.5691,2461.6575,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",3,2398.6283,2402.8945,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",4,2341.832,2342.3342,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",5,2561.8159,2568.8368,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",6,2480.7118,2490.6414,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",7,2421.4797,2424.27,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",8,2510.3013,2512.9857,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",9,2479.297,2476.038,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",10,2376.2203,2377.0461,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",11,2512.2168,2236.191,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",12,2435.3337,2446.1062,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",13,2433.513,2434.4637,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",14,2527.906,2545.4564,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",15,2459.1809,2464.4505,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",16,2242.9592,2241.6776,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",17,2484.746,2501.472,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",18,2371.3277,2381.3272,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",19,2449.775,2444.5302,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",20,2417.179,2417.195,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",21,2518.5451,2534.7129,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",22,2511.3586,2528.9221,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",23,2427.6885,2428.0094,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",24,2242.6776,2256.2589,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",25,2425.3493,2436.3696,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",26,2512.5359,2516.4064,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",27,2514.064,2522.821,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",28,2471.0481,2478.1566,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",29,2482.6931,2504.9955,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",30,2444.6437,2447.424,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",31,2431.3833,2439.2883,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",32,2398.1734,2408.1838,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",33,2326.9662,2339.35,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"YE","YE80","M",1,"StamenkovicRadak_4_YE80_1",34,2430.5546,2427.4333,"Turkey",40.231,32.26,680
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",1,3031.1735,3008.807,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",2,2914.5625,2871.9189,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",3,2982.4289,2962.626,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",4,2875.1842,2882.2636,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",5,2941.0148,2939.4803,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",6,2802.5308,2799.4202,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",7,2944.7563,2947.9353,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",8,2931.4281,2925.5181,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",9,2899.3936,2881.8096,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",10,2767.9617,2775.4239,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",11,2868.7584,2866.4861,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",12,2961.8283,2941.147,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",13,2765.46,2777.2497,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",14,2869.7227,2867.2714,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",15,2890.9268,2862.3666,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",16,2955.4284,2972.3739,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",17,2872.2929,2875.2272,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",18,2850.6847,2843.9247,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",19,2978.0158,2974.8518,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",20,2808.1108,2836.8209,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",21,3106.5863,2912.9537,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",22,3031.9464,3041.6105,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",23,3035.9362,3039.8204,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",24,2987.3378,2979.6795,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",25,2924.7001,2921.8595,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",26,2869.7691,2864.8335,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",27,2881.7296,2880.1203,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",28,3062.2165,3058.6973,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",29,2800.574,2812.2152,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",30,2971.9195,2984.3361,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",31,2895.4185,2889.7392,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",32,2927.7469,2948.7803,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","F",1,"StamenkovicRadak_4_RE1_1",33,3037.9192,3067.2867,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",1,2599.5459,2605.8582,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",2,2403.0467,2418.5235,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",3,2514.2483,2532.5886,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",4,2422.8471,2414.1749,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",5,2549.2813,2546.9373,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",6,2494.2171,2492.4328,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",7,2610.9175,2629.6596,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",8,2537.6364,2530.0665,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",9,2556.3829,2557.8702,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",10,2515.9948,2554.4097,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",11,2616.8136,2644.681,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",12,2571.0406,2559.6728,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",13,2441.6213,2459.0924,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",14,2474.4252,2481.2512,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",15,2489.022,2464.668,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",16,2470.1776,2479.5237,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",17,2366.3355,2409.4901,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",18,2496.9494,2503.3179,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",19,2538.1491,2511.2014,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",20,2512.5311,2498.6464,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",21,2454.9461,2469.6511,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",4,"RE","RE1","M",1,"StamenkovicRadak_4_RE1_1",22,2466.407,2491.0535,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",1,3133.2436,3127.3329,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",2,2787.3479,2781.4297,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",3,3103.9477,3086.8512,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",4,3035.4764,3023.0525,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",5,2914.8922,2904.4754,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",6,3099.1061,3114.2298,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",7,2907.7351,2885.8874,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",8,2767.8871,2788.266,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",9,3111.2025,3088.5556,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",10,3086.5621,3116.342,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",11,2798.9938,2788.925,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",12,2916.4306,2928.6347,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",13,2921.3157,2903.2267,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",14,2916.8755,2931.5125,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",15,3185.0728,3200.2457,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",16,2998.3746,2981.8895,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",17,3082.9636,3064.4413,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",18,3052.9453,3029.4513,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",19,2937.0882,2949.0192,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",20,2963.2152,2962.094,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",21,2901.9748,2901.5518,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",22,3011.4159,2987.5088,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",23,3024.5499,3030.7459,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",24,2964.7951,2965.7889,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",25,2954.0468,2949.272,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",26,3122.859,3097.4347,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",27,3027.373,3043.7786,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",28,3084.2046,3070.5346,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",29,2947.4897,2934.9353,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",30,2943.6212,2934.0469,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","F",1,"StamenkovicRadak_1_RE2_1",31,2912.2681,3100.6714,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",1,2675.1547,2676.4519,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",2,2722.6965,2711.7807,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",3,2745.3098,2746.4915,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",4,2633.5972,2648.7713,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",5,2537.5579,2529.2934,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",6,2698.0215,2691.2074,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",7,2566.2482,2553.1095,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",8,2653.0501,2672.6423,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",9,2502.9591,2509.0133,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",10,2610.4353,2656.56,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",11,2671.5902,2678.701,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",12,2523.623,2509.3278,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",13,2712.4572,2755.4811,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",14,2575.6886,2569.6397,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",15,2576.9984,2588.0666,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",16,2600.8363,2627.6794,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",17,2693.543,2703.0224,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",18,2623.6532,2641.947,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",19,2517.1685,2511.3549,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",20,2663.616,2665.2756,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",21,2652.5534,2649.9487,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",22,2578.2778,2583.2534,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",23,2616.5795,2651.2051,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",24,2485.5232,2510.254,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",25,2593.1927,2597.8732,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",26,2747.2213,2733.0124,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",27,2595.9017,2597.195,"Portugal",41.15,-8.41,175
"StamenkovicRadak","NS",1,"RE","RE2","M",1,"StamenkovicRadak_1_RE2_1",28,2628.7931,2607.7978,"Portugal",41.15,-8.41,175
