Supervisor.PI,Diet,Batch,Population,Line,Sex,Individual,NumberOfAdultsEclosed,Notes,Censor,Country,Latitude,Longitude,Altitude
Fricke,S,2,KA,KA14,F,5,38,NA,0,Denmark,55.945,10.213,15
Fricke,S,2,KA,KA14,F,6,73,NA,0,Denmark,55.945,10.213,15
Fricke,S,2,KA,KA14,F,7,58,NA,0,Denmark,55.945,10.213,15
Fricke,S,2,KA,KA16,F,1,56,NA,0,Denmark,55.945,10.213,15
Fricke,S,2,KA,KA16,F,2,54,NA,0,Denmark,55.945,10.213,15
Fricke,S,2,KA,KA16,F,3,68,NA,0,Denmark,55.945,10.213,15
Fricke,S,2,KA,KA16,F,4,96,NA,0,Denmark,55.945,10.213,15
Fricke,S,2,KA,KA16,F,5,52,NA,0,Denmark,55.945,10.213,15
Fricke,S,2,KA,KA16,F,6,55,NA,0,Denmark,55.945,10.213,15
Fricke,S,2,KA,KA16,F,7,60,NA,0,Denmark,55.945,10.213,15
Fricke,S,2,VA,VA22,F,1,76,NA,0,Russia,57.979,33.244,217
Fricke,S,2,VA,VA26,F,1,49,NA,0,Russia,57.979,33.244,217
Fricke,S,2,VA,VA30,F,1,16,NA,0,Russia,57.979,33.244,217
Fricke,S,2,VA,VA30,F,2,42,NA,0,Russia,57.979,33.244,217
Fricke,S,2,VA,VA34,F,1,89,NA,0,Russia,57.979,33.244,217
Fricke,S,2,VA,VA34,F,2,49,NA,0,Russia,57.979,33.244,217
Fricke,S,2,VA,VA34,F,3,92,NA,0,Russia,57.979,33.244,217
Fricke,S,2,VA,VA34,F,4,49,NA,0,Russia,57.979,33.244,217
Fricke,S,2,VA,VA35,F,1,55,NA,0,Russia,57.979,33.244,217
Fricke,S,2,VA,VA35,F,2,20,NA,0,Russia,57.979,33.244,217
Fricke,S,2,VA,VA35,F,3,109,NA,0,Russia,57.979,33.244,217
Fricke,S,2,VA,VA35,F,5,16,NA,0,Russia,57.979,33.244,217
Fricke,S,2,VA,VA44,F,2,62,NA,0,Russia,57.979,33.244,217
Fricke,S,2,VA,VA44,F,3,97,NA,0,Russia,57.979,33.244,217
Fricke,S,2,VA,VA44,F,5,30,NA,0,Russia,57.979,33.244,217
Fricke,S,2,VA,VA46,F,1,23,NA,0,Russia,57.979,33.244,217
Fricke,S,2,VA,VA46,F,2,28,NA,0,Russia,57.979,33.244,217
Fricke,S,2,VA,VA46,F,3,10,NA,0,Russia,57.979,33.244,217
Fricke,S,2,VA,VA46,F,4,72,NA,0,Russia,57.979,33.244,217
Fricke,S,2,VA,VA46,F,5,45,NA,0,Russia,57.979,33.244,217
Fricke,S,2,YE,YE22,F,1,36,NA,0,Turkey,40.231,32.260,680
Fricke,S,2,YE,YE22,F,2,8,NA,0,Turkey,40.231,32.260,680
Fricke,S,2,YE,YE24,F,1,111,NA,0,Turkey,40.231,32.260,680
Fricke,S,2,YE,YE24,F,2,120,NA,0,Turkey,40.231,32.260,680
Fricke,S,2,YE,YE24,F,3,56,NA,0,Turkey,40.231,32.260,680
Fricke,S,2,YE,YE24,F,4,114,NA,0,Turkey,40.231,32.260,680
Fricke,S,2,YE,YE26,F,1,37,NA,0,Turkey,40.231,32.260,680
Fricke,S,2,YE,YE27,F,1,48,NA,0,Turkey,40.231,32.260,680
Fricke,S,2,YE,YE27,F,2,27,NA,0,Turkey,40.231,32.260,680
Fricke,S,2,YE,YE27,F,3,48,NA,0,Turkey,40.231,32.260,680
Fricke,S,2,YE,YE33,F,1,128,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE33,F,2,63,NA,0,Turkey,40.231,32.260,680
Fricke,S,2,RE,RE8,F,1,37,NA,0,Portugal,41.150,-8.410,175
Fricke,S,2,RE,RE8,F,2,130,NA,0,Portugal,41.150,-8.410,175
Fricke,S,2,RE,RE8,F,3,65,NA,0,Portugal,41.150,-8.410,175
Fricke,S,2,RE,RE8,F,4,153,NA,0,Portugal,41.150,-8.410,175
Fricke,S,2,RE,RE8,F,5,148,NA,0,Portugal,41.150,-8.410,175
Fricke,S,2,RE,RE10,F,1,54,NA,0,Portugal,41.150,-8.410,175
Fricke,S,2,RE,RE11,F,1,102,NA,0,Portugal,41.150,-8.410,175
Fricke,S,2,RE,RE11,F,2,91,NA,0,Portugal,41.150,-8.410,175
Fricke,S,2,RE,RE11,F,3,74,NA,0,Portugal,41.150,-8.410,175
Fricke,S,2,RE,RE11,F,4,85,NA,0,Portugal,41.150,-8.410,175
Fricke,S,2,RE,RE11,F,5,92,NA,0,Portugal,41.150,-8.410,175
Fricke,S,2,RE,RE12,F,1,33,NA,0,Portugal,41.150,-8.410,175
Fricke,S,2,RE,RE12,F,2,23,NA,0,Portugal,41.150,-8.410,175
Fricke,S,2,RE,RE13,F,2,60,NA,0,Portugal,41.150,-8.410,175
Fricke,S,2,RE,RE13,F,3,3,NA,0,Portugal,41.150,-8.410,175
Fricke,S,2,MU,MU1,F,1,93,NA,0,Germany,48.180,11.610,520
Fricke,S,2,MU,MU1,F,2,73,NA,0,Germany,48.180,11.610,520
Fricke,S,2,MU,MU1,F,3,54,NA,0,Germany,48.180,11.610,520
Fricke,S,2,MU,MU2,F,1,68,NA,0,Germany,48.180,11.610,520
Fricke,S,2,MU,MU3,F,1,17,NA,0,Germany,48.180,11.610,520
Fricke,S,2,MU,MU3,F,2,25,NA,0,Germany,48.180,11.610,520
Fricke,S,2,MU,MU3,F,3,34,NA,0,Germany,48.180,11.610,520
Fricke,S,2,MU,MU5,F,1,50,NA,0,Germany,48.180,11.610,520
Fricke,S,2,MU,MU5,F,2,31,NA,0,Germany,48.180,11.610,520
Fricke,S,2,MU,MU5,F,3,54,NA,0,Germany,48.180,11.610,520
Fricke,S,2,MU,MU5,F,4,73,NA,0,Germany,48.180,11.610,520
Fricke,S,2,MU,MU6,F,1,94,NA,0,Germany,48.180,11.610,520
Fricke,S,2,MU,MU17,F,1,66,NA,0,Germany,48.180,11.610,520
Fricke,S,2,MU,MU17,F,2,50,NA,0,Germany,48.180,11.610,520
Fricke,S,2,AK,AK8,F,1,138,NA,0,Finland,61.100,23.520,88
Fricke,S,2,AK,AK8,F,2,101,NA,0,Finland,61.100,23.520,88
Fricke,S,2,AK,AK8,F,3,132,NA,0,Finland,61.100,23.520,88
Fricke,S,2,AK,AK8,F,4,138,NA,0,Finland,61.100,23.520,88
Fricke,S,2,AK,AK8,F,5,156,NA,0,Finland,61.100,23.520,88
Fricke,S,2,AK,AK9,F,1,16,NA,0,Finland,61.100,23.520,88
Fricke,S,2,AK,AK10,F,1,46,NA,0,Finland,61.100,23.520,88
Fricke,S,2,AK,AK10,F,2,10,NA,0,Finland,61.100,23.520,88
Fricke,S,2,AK,AK11,F,1,43,NA,0,Finland,61.100,23.520,88
Fricke,S,2,AK,AK11,F,3,38,NA,0,Finland,61.100,23.520,88
Fricke,S,2,AK,AK11,F,4,99,NA,0,Finland,61.100,23.520,88
Fricke,S,2,AK,AK12,F,2,90,NA,0,Finland,61.100,23.520,88
Fricke,S,2,GI,GI6,F,1,93,NA,0,Spain,41.618, 0.620,173
Fricke,S,2,GI,GI6,F,2,46,NA,0,Spain,41.618, 0.620,173
Fricke,S,2,GI,GI8,F,1,10,NA,0,Spain,41.618, 0.620,173
Fricke,S,2,GI,GI9,F,1,68,NA,0,Spain,41.618, 0.620,173
Fricke,S,2,GI,GI9,F,2,41,NA,0,Spain,41.618, 0.620,173
Fricke,S,2,GI,GI9,F,3,80,NA,0,Spain,41.618, 0.620,173
Fricke,S,2,GI,GI9,F,4,106,NA,0,Spain,41.618, 0.620,173
Fricke,S,2,GI,GI10,F,1,88,NA,0,Spain,41.618, 0.620,173
Fricke,S,2,GI,GI10,F,2,78,NA,0,Spain,41.618, 0.620,173
Fricke,S,2,GI,GI10,F,4,38,NA,0,Spain,41.618, 0.620,173
Fricke,S,2,UM,UM9,F,1,3,NA,0,Ukraine,48.753,30.206,214
Fricke,S,2,UM,UM9,F,2,7,NA,0,Ukraine,48.753,30.206,214
Fricke,S,2,UM,UM9,F,3,30,NA,0,Ukraine,48.753,30.206,214
Fricke,S,2,UM,UM13,F,1,23,NA,0,Ukraine,48.753,30.206,214
Fricke,S,2,UM,UM13,F,2,22,NA,0,Ukraine,48.753,30.206,214
Fricke,S,2,UM,UM13,F,3,41,NA,0,Ukraine,48.753,30.206,214
Fricke,S,2,UM,UM13,F,4,77,NA,0,Ukraine,48.753,30.206,214
Fricke,S,2,UM,UM17,F,2,4,NA,0,Ukraine,48.753,30.206,214
Fricke,S,2,UM,UM17,F,3,20,NA,0,Ukraine,48.753,30.206,214
Fricke,S,2,UM,UM18,F,1,47,NA,0,Ukraine,48.753,30.206,214
Fricke,S,2,UM,UM18,F,2,17,NA,0,Ukraine,48.753,30.206,214
Fricke,S,2,UM,UM18,F,3,6,NA,0,Ukraine,48.753,30.206,214
Fricke,S,2,UM,UM18,F,4,38,NA,0,Ukraine,48.753,30.206,214
Fricke,S,2,UM,UM18,F,5,15,NA,0,Ukraine,48.753,30.206,214
Fricke,S,2,UM,UM18,F,6,56,NA,0,Ukraine,48.753,30.206,214
Fricke,S,2,UM,UM21,F,3,35,NA,0,Ukraine,48.753,30.206,214
Fricke,S,2,UM,UM21,F,4,77,NA,0,Ukraine,48.753,30.206,214
Fricke,S,2,UM,UM21,F,5,34,NA,0,Ukraine,48.753,30.206,214
Fricke,S,2,MA,MA13,F,1,85,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA13,F,3,99,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA13,F,4,71,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA13,F,5,66,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA13,F,6,95,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA13,F,7,82,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA16,F,1,72,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA16,F,2,71,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA16,F,3,49,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA16,F,4,95,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA18,F,1,29,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA18,F,2,28,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA18,F,3,81,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA19,F,1,25,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA20,F,1,15,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA20,F,2,4,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA20,F,3,2,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA20,F,4,34,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA20,F,5,32,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA20,F,6,28,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA20,F,7,86,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA21,F,1,60,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA21,F,2,10,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA21,F,4,16,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA21,F,5,44,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA23,F,1,31,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA23,F,2,72,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA23,F,3,34,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA23,F,4,28,NA,0,Austria,48.375,15.560,572
Fricke,S,2,MA,MA23,F,5,17,NA,0,Austria,48.375,15.560,572
Fricke,S,3,KA,KA17,F,1,36,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA17,F,2,22,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA17,F,3,21,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA17,F,4,28,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA17,F,5,59,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA24,F,1,20,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA24,F,2,15,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA24,F,3,41,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA24,F,4,47,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA24,F,6,18,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA24,F,7,33,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA29,F,2,23,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA29,F,3,37,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA29,F,4,75,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,VA,VA55,F,1,151,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA55,F,2,52,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA55,F,3,135,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA55,F,4,60,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA57,F,1,23,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA57,F,2,15,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA66,F,1,35,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA66,F,2,3,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA66,F,3,18,NA,0,Russia,57.979,33.244,217
Fricke,S,3,RE,RE15,F,2,2,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,RE,RE15,F,3,21,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,RE,RE15,F,4,34,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,RE,RE15,F,5,7,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,RE,RE16,F,1,95,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,RE,RE16,F,2,91,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,RE,RE16,F,3,136,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,RE,RE16,F,4,116,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,RE,RE18,F,1,4,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,RE,RE18,F,2,62,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,RE,RE18,F,3,38,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,RE,RE18,F,4,26,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,RE,RE18,F,5,31,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,RE,RE18,F,6,36,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,RE,RE18,F,7,9,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,MU,MU10,F,1,23,NA,0,Germany,48.180,11.610,520
Fricke,S,3,MU,MU10,F,3,85,NA,0,Germany,48.180,11.610,520
Fricke,S,3,MU,MU18,F,2,26,NA,0,Germany,48.180,11.610,520
Fricke,S,3,MU,MU18,F,3,7,NA,0,Germany,48.180,11.610,520
Fricke,S,3,MU,MU18,F,4,67,NA,0,Germany,48.180,11.610,520
Fricke,S,3,MU,MU18,F,5,15,NA,0,Germany,48.180,11.610,520
Fricke,S,3,AK,AK15,F,3,26,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK15,F,4,10,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK15,F,6,15,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK18,F,1,50,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK18,F,2,72,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK18,F,3,81,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK18,F,4,30,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK18,F,5,53,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK21,F,1,40,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK21,F,2,27,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK21,F,3,4,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK21,F,4,48,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK21,F,5,12,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK21,F,6,14,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK21,F,7,60,NA,0,Finland,61.100,23.520,88
Fricke,S,3,UM,UM29,F,1,76,NA,0,Ukraine,48.753,30.206,214
Fricke,S,3,UM,UM29,F,2,4,NA,0,Ukraine,48.753,30.206,214
Fricke,S,3,UM,UM29,F,3,52,NA,0,Ukraine,48.753,30.206,214
Fricke,S,3,UM,UM29,F,4,5,NA,0,Ukraine,48.753,30.206,214
Fricke,S,3,MA,MA30,F,1,14,NA,0,Austria,48.375,15.560,572
Fricke,S,3,MA,MA30,F,2,6,NA,0,Austria,48.375,15.560,572
Fricke,S,3,MA,MA30,F,3,7,NA,0,Austria,48.375,15.560,572
Fricke,S,3,MA,MA30,F,4,32,NA,0,Austria,48.375,15.560,572
Fricke,S,3,MA,MA30,F,5,75,NA,0,Austria,48.375,15.560,572
Fricke,S,3,MA,MA32,F,1,79,NA,0,Austria,48.375,15.560,572
Fricke,S,3,MA,MA32,F,2,85,NA,0,Austria,48.375,15.560,572
Fricke,S,3,MA,MA32,F,3,57,NA,0,Austria,48.375,15.560,572
Fricke,S,3,MA,MA32,F,4,47,NA,0,Austria,48.375,15.560,572
Fricke,S,3,MA,MA32,F,5,69,NA,0,Austria,48.375,15.560,572
Fricke,S,3,KA,KA18,F,3,69,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA18,F,4,85,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA18,F,5,113,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA23,F,1,44,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA23,F,2,85,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA25,F,1,102,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA25,F,3,72,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA25,F,4,103,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA25,F,5,93,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA28,F,1,111,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA28,F,2,60,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA28,F,3,34,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,KA,KA28,F,4,64,NA,0,Denmark,55.945,10.213,15
Fricke,S,3,VA,VA48,F,1,156,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA67,F,1,35,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA67,F,2,61,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA47,F,1,25,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA47,F,2,37,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA47,F,3,13,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA47,F,4,30,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA71,F,1,65,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA71,F,2,63,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA71,F,3,66,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA71,F,5,104,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA71,F,6,42,NA,0,Russia,57.979,33.244,217
Fricke,S,3,VA,VA71,F,7,79,NA,0,Russia,57.979,33.244,217
Fricke,S,3,YE,YE40,F,1,16,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE40,F,2,34,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE40,F,3,50,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE40,F,4,98,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE40,F,5,104,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE41,F,2,72,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE41,F,3,4,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE41,F,4,64,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE48,F,1,79,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE48,F,3,73,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE48,F,4,56,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE48,F,5,89,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE48,F,6,93,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE51,F,2,33,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE69,F,1,48,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE69,F,2,71,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE69,F,3,70,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE80,F,1,98,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE80,F,2,76,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE80,F,3,71,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE80,F,4,100,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE80,F,5,15,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE80,F,6,88,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,YE,YE80,F,7,30,NA,0,Turkey,40.231,32.260,680
Fricke,S,3,RE,RE17,F,1,83,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,RE,RE17,F,3,61,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,RE,RE17,F,4,71,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,RE,RE17,F,5,2,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,RE,RE17,F,6,113,NA,0,Portugal,41.150,-8.410,175
Fricke,S,3,MU,MU7,F,1,59,NA,0,Germany,48.180,11.610,520
Fricke,S,3,MU,MU7,F,2,48,NA,0,Germany,48.180,11.610,520
Fricke,S,3,MU,MU7,F,3,84,NA,0,Germany,48.180,11.610,520
Fricke,S,3,MU,MU7,F,4,63,NA,0,Germany,48.180,11.610,520
Fricke,S,3,MU,MU7,F,6,36,NA,0,Germany,48.180,11.610,520
Fricke,S,3,MU,MU19,F,1,76,NA,0,Germany,48.180,11.610,520
Fricke,S,3,MU,MU19,F,2,25,NA,0,Germany,48.180,11.610,520
Fricke,S,3,MU,MU19,F,3,22,NA,0,Germany,48.180,11.610,520
Fricke,S,3,MU,MU19,F,4,18,NA,0,Germany,48.180,11.610,520
Fricke,S,3,MU,MU20,F,1,31,NA,0,Germany,48.180,11.610,520
Fricke,S,3,MU,MU20,F,2,62,NA,0,Germany,48.180,11.610,520
Fricke,S,3,MU,MU20,F,3,77,NA,0,Germany,48.180,11.610,520
Fricke,S,3,MU,MU20,F,4,43,NA,0,Germany,48.180,11.610,520
Fricke,S,3,MU,MU20,F,5,42,NA,0,Germany,48.180,11.610,520
Fricke,S,3,MU,MU20,F,6,44,NA,0,Germany,48.180,11.610,520
Fricke,S,3,AK,AK14,F,1,65,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK14,F,2,66,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK14,F,4,50,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK14,F,5,80,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK16,F,1,76,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK16,F,2,22,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK16,F,3,91,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK16,F,4,54,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK17,F,1,26,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK17,F,2,60,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK20,F,1,89,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK20,F,2,76,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK20,F,3,138,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK20,F,4,64,NA,0,Finland,61.100,23.520,88
Fricke,S,3,AK,AK20,F,5,126,NA,0,Finland,61.100,23.520,88
Fricke,S,3,GI,GI11,F,1,26,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,GI,GI11,F,2,31,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,GI,GI11,F,3,27,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,GI,GI11,F,4,11,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,GI,GI11,F,5,42,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,GI,GI12,F,1,28,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,GI,GI12,F,3,13,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,GI,GI12,F,5,9,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,GI,GI13,F,1,29,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,GI,GI13,F,3,56,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,GI,GI13,F,4,77,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,GI,GI13,F,5,39,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,GI,GI14,F,1,97,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,GI,GI14,F,2,81,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,GI,GI15,F,1,37,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,GI,GI15,F,2,95,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,GI,GI15,F,3,56,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,GI,GI15,F,4,72,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,GI,GI15,F,5,110,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,GI,GI15,F,6,89,NA,0,Spain,41.618, 0.620,173
Fricke,S,3,UM,UM23,F,1,27,NA,0,Ukraine,48.753,30.206,214
Fricke,S,3,UM,UM23,F,2,37,NA,0,Ukraine,48.753,30.206,214
Fricke,S,3,UM,UM25,F,1,46,NA,0,Ukraine,48.753,30.206,214
Fricke,S,3,UM,UM25,F,2,67,NA,0,Ukraine,48.753,30.206,214
Fricke,S,3,UM,UM25,F,3,98,NA,0,Ukraine,48.753,30.206,214
Fricke,S,3,UM,UM25,F,4,54,NA,0,Ukraine,48.753,30.206,214
Fricke,S,3,UM,UM25,F,5,43,NA,0,Ukraine,48.753,30.206,214
Fricke,S,3,UM,UM25,F,6,69,NA,0,Ukraine,48.753,30.206,214
Fricke,S,3,UM,UM25,F,7,59,NA,0,Ukraine,48.753,30.206,214
Fricke,S,3,UM,UM26,F,1,85,NA,0,Ukraine,48.753,30.206,214
Fricke,S,3,UM,UM26,F,2,87,NA,0,Ukraine,48.753,30.206,214
Fricke,S,3,UM,UM26,F,3,93,NA,0,Ukraine,48.753,30.206,214
Fricke,S,3,UM,UM26,F,4,13,NA,0,Ukraine,48.753,30.206,214
Fricke,S,3,UM,UM26,F,5,123,NA,0,Ukraine,48.753,30.206,214
