"Supervisor.PI","Diet","Batch","Population","Line","Sex","Individual","PercT8","PercT9","PercT10","TotalPerc","Country","Latitude","Longitude","Altitude"
"Schmidt","NS",1,"MA","MA26","F",7,3,3,1,7,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA26","F",3,3,3,0,6,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA26","F",8,3,3,0,6,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA26","F",5,2,3,0,5,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA27","F",4,4,8,7,19,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA27","F",3,5,8,5,18,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA27","F",2,5,6,6,17,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA27","F",1,3,6,5,14,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA28","F",4,2,2,0,4,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA28","F",1,2,1,0,3,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA28","F",2,1,2,0,3,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA28","F",3,2,1,0,3,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA28","F",5,2,1,0,3,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA28","F",6,2,1,0,3,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA28","F",10,1,2,0,3,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA28","F",7,1,1,0,2,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA28","F",8,1,1,0,2,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA28","F",9,1,1,0,2,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA3","F",9,7,10,10,27,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA3","F",2,5,10,9,24,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA3","F",8,6,9,9,24,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA3","F",1,5,9,9,23,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA3","F",4,3,10,10,23,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA3","F",3,4,9,9,22,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA3","F",5,4,9,9,22,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA3","F",7,5,9,8,22,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA3","F",6,5,9,7,21,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA3","F",10,3,8,8,19,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA30","F",6,4,7,7,18,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA30","F",7,3,8,7,18,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA30","F",9,3,9,6,18,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA30","F",3,4,6,7,17,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA30","F",4,4,6,5,15,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA30","F",5,4,7,4,15,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA30","F",1,3,6,5,14,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA30","F",2,2,7,4,13,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA30","F",8,3,5,4,12,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA31","F",7,3,4,5,12,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA31","F",1,2,4,5,11,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA31","F",3,1,0,8,9,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA31","F",10,2,2,4,8,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA31","F",5,2,3,2,7,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA31","F",8,2,1,4,7,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA31","F",4,2,1,1,4,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA31","F",9,2,1,1,4,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA31","F",2,2,0,1,3,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA31","F",6,1,0,1,2,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA32","F",4,5,9,8,22,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA32","F",3,5,10,5,20,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA32","F",5,5,9,6,20,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA32","F",10,5,8,7,20,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA32","F",6,4,8,5,17,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA32","F",7,4,10,3,17,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA32","F",1,3,9,3,15,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA32","F",2,4,9,2,15,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA32","F",8,3,8,3,14,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA32","F",9,2,7,3,12,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA33","F",10,4,6,3,13,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA33","F",1,3,6,3,12,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA33","F",5,3,5,3,11,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA33","F",4,3,4,0,7,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA33","F",8,3,4,0,7,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA33","F",9,3,4,0,7,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA33","F",2,3,3,0,6,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA33","F",3,2,3,0,5,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA33","F",7,2,3,0,5,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA33","F",6,1,2,0,3,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA5","F",5,5,8,10,23,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA5","F",1,3,8,8,19,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA5","F",10,4,7,8,19,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA5","F",7,3,8,7,18,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA5","F",2,4,7,6,17,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA5","F",6,4,8,4,16,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA5","F",9,3,5,5,13,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA5","F",3,3,4,5,12,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA5","F",8,3,4,4,11,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA5","F",4,2,3,5,10,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA6","F",6,4,7,8,19,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA6","F",5,2,7,8,17,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA6","F",8,3,7,3,13,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA6","F",10,3,7,3,13,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA6","F",2,3,4,5,12,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA6","F",7,3,4,3,10,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA6","F",4,1,5,2,8,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA6","F",1,3,4,0,7,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA6","F",3,2,4,1,7,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA6","F",9,3,2,0,5,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA7","F",4,4,9,4,17,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA7","F",2,4,8,1,13,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA7","F",6,2,7,2,11,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA7","F",9,2,7,1,10,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA7","F",8,2,6,1,9,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA7","F",5,2,6,0,8,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA7","F",1,2,5,0,7,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA7","F",10,2,4,1,7,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA7","F",3,1,4,1,6,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA7","F",7,2,3,0,5,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA9","F",6,6,10,10,26,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA9","F",2,5,10,10,25,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA9","F",3,2,6,4,12,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA9","F",10,1,7,3,11,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA9","F",4,1,4,4,9,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA9","F",5,2,4,3,9,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA9","F",8,1,4,4,9,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA9","F",1,2,4,1,7,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA9","F",7,1,3,2,6,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MA","MA9","F",9,1,3,1,5,"Austria",48.375,15.56,572
"Schmidt","NS",1,"MU","MU1","F",4,6,10,10,26,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU1","F",5,4,9,7,20,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU1","F",7,4,8,8,20,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU1","F",10,4,8,6,18,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU1","F",2,4,7,3,14,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU1","F",3,3,6,2,11,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU1","F",6,3,6,0,9,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU1","F",8,4,5,0,9,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU1","F",9,3,5,0,8,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU1","F",1,1,3,0,4,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU10","F",9,3,10,9,22,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU10","F",2,2,8,7,17,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU10","F",1,2,7,7,16,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU10","F",7,4,7,5,16,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU10","F",10,1,6,5,12,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU10","F",3,2,5,4,11,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU10","F",5,2,4,2,8,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU10","F",6,2,5,1,8,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU10","F",8,1,3,4,8,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU10","F",4,2,3,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU11","F",8,1,8,6,15,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU11","F",1,1,5,6,12,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU11","F",4,1,4,4,9,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU11","F",6,1,5,3,9,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU11","F",3,1,4,3,8,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU11","F",7,1,4,3,8,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU11","F",9,1,3,4,8,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU11","F",5,1,4,1,6,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU11","F",2,1,3,0,4,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU11","F",10,1,2,0,3,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU12","F",1,2,8,8,18,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU12","F",2,3,9,0,12,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU12","F",7,1,6,5,12,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU12","F",8,1,5,5,11,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU12","F",4,3,7,0,10,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU12","F",3,2,7,0,9,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU12","F",5,1,4,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU12","F",9,1,4,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU12","F",10,1,4,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU12","F",6,1,1,0,2,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU13","F",10,3,4,4,11,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU13","F",8,2,5,3,10,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU13","F",9,3,4,0,7,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU13","F",1,1,4,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU13","F",4,2,3,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU13","F",2,1,2,0,3,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU13","F",3,2,1,0,3,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU13","F",5,2,1,0,3,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU13","F",6,1,1,0,2,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU13","F",7,1,0,0,1,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU14","F",4,4,10,10,24,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU14","F",9,3,10,10,23,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU14","F",10,3,9,9,21,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU14","F",3,4,7,5,16,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU14","F",6,3,7,4,14,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU14","F",2,4,8,0,12,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU14","F",7,4,7,1,12,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU14","F",5,3,6,1,10,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU14","F",1,3,6,0,9,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU14","F",8,3,6,0,9,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU15","F",3,3,4,5,12,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU15","F",6,2,4,5,11,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU15","F",1,3,3,2,8,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU15","F",4,2,4,2,8,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU15","F",7,2,4,2,8,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU15","F",10,2,5,1,8,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU15","F",5,2,3,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU15","F",8,1,3,0,4,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU15","F",2,1,2,0,3,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU15","F",9,1,2,0,3,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU16","F",6,3,6,5,14,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU16","F",2,4,5,2,11,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU16","F",7,3,7,1,11,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU16","F",3,2,4,3,9,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU16","F",5,3,5,1,9,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU16","F",10,2,4,2,8,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU16","F",8,2,4,0,6,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU16","F",9,2,3,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU16","F",1,1,2,0,3,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU16","F",4,1,2,0,3,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU17","F",6,4,6,3,13,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU17","F",7,3,5,5,13,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU17","F",10,3,5,2,10,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU17","F",1,2,4,2,8,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU17","F",8,2,5,1,8,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU17","F",3,2,5,0,7,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU17","F",5,3,4,0,7,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU17","F",2,1,4,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU17","F",4,1,3,1,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU17","F",9,2,3,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU18","F",1,3,6,7,16,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU18","F",3,3,5,7,15,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU18","F",4,3,5,7,15,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU18","F",7,3,5,7,15,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU18","F",2,3,6,5,14,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU18","F",8,3,5,6,14,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU18","F",6,3,5,4,12,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU18","F",5,2,5,3,10,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU18","F",10,2,4,3,9,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU18","F",9,1,4,3,8,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU19","F",4,4,3,0,7,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU19","F",1,3,3,0,6,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU19","F",3,2,3,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU19","F",5,3,2,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU19","F",6,2,2,1,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU19","F",8,2,3,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU19","F",10,2,3,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU19","F",2,2,1,0,3,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU19","F",7,1,1,0,2,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU19","F",9,1,1,0,2,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU2","F",3,3,4,4,11,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU2","F",1,4,5,1,10,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU2","F",5,2,5,3,10,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU2","F",4,3,4,2,9,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU2","F",7,3,4,0,7,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU2","F",2,3,2,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU2","F",6,2,2,0,4,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU20","F",6,4,9,7,20,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU20","F",1,3,8,7,18,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU20","F",7,3,8,6,17,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU20","F",9,3,7,4,14,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU20","F",2,3,8,1,12,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU20","F",3,2,6,1,9,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU20","F",5,2,5,2,9,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU20","F",8,2,4,3,9,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU20","F",4,3,5,0,8,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU20","F",10,3,5,0,8,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU3","F",1,2,7,5,14,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU3","F",2,2,6,6,14,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU3","F",7,2,4,5,11,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU3","F",3,2,4,2,8,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU3","F",8,1,4,2,7,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU3","F",4,1,4,1,6,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU3","F",6,2,3,1,6,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU3","F",5,1,3,1,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU3","F",9,2,2,1,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU3","F",10,1,2,0,3,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU4","F",1,3,5,4,12,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU4","F",4,3,6,3,12,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU4","F",10,2,5,5,12,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU4","F",3,2,5,3,10,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU4","F",6,2,4,1,7,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU4","F",5,3,3,0,6,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU4","F",9,2,4,0,6,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU4","F",2,1,4,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU4","F",7,2,3,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU4","F",8,1,2,1,4,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU5","F",6,2,6,6,14,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU5","F",7,2,5,6,13,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU5","F",2,3,4,5,12,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU5","F",8,2,5,5,12,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU5","F",1,2,4,4,10,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU5","F",9,1,4,5,10,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU5","F",10,2,4,4,10,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU5","F",3,1,4,4,9,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU5","F",4,2,5,2,9,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU5","F",5,1,2,1,4,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU6","F",7,4,9,9,22,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU6","F",10,4,8,10,22,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU6","F",9,3,9,9,21,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU6","F",1,3,8,8,19,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU6","F",3,2,7,9,18,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU6","F",6,3,7,8,18,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU6","F",5,2,7,8,17,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU6","F",2,3,7,6,16,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU6","F",8,3,7,6,16,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU6","F",4,2,5,5,12,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU7","F",1,2,6,4,12,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU7","F",5,2,6,1,9,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU7","F",2,3,4,0,7,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU7","F",7,3,4,0,7,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU7","F",4,2,4,0,6,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU7","F",9,2,4,0,6,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU7","F",3,2,3,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU7","F",6,2,3,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU7","F",8,2,3,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU7","F",10,2,3,0,5,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU8","F",6,3,7,6,16,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU8","F",9,2,5,6,13,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU8","F",7,2,5,5,12,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU8","F",8,2,4,5,11,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU8","F",1,3,4,3,10,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU8","F",3,1,4,5,10,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU8","F",4,1,4,5,10,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU8","F",10,2,3,5,10,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU8","F",2,1,3,3,7,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU8","F",5,1,3,0,4,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU9","F",4,4,9,9,22,"Germany",48.18,11.61,520
"Schmidt","NS",1,"MU","MU9","F",8,3,9,10,22,"Germany",48.18,11.61,520
