"Supervisor.PI","Diet","Batch","Population","Sex","ReplicateCageOld","ReplicateCage","Individual","Censor","LSP_AgeAtDeath_days","Country","Latitude","Longitude","Altitude"
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",32,0,41,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",33,0,41,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",34,0,41,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",35,0,41,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",36,0,41,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",37,0,44,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",38,0,44,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",39,0,44,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",40,0,46,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",41,0,46,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",42,0,46,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",43,0,46,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",44,0,46,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",45,0,46,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",46,0,46,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",47,0,46,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",48,0,46,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",49,0,46,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",50,0,48,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",51,0,53,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",52,1,53,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",53,0,55,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",54,0,55,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",55,0,55,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",56,0,55,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",57,0,60,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",58,0,62,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",59,0,69,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",2,"Flatt_GI_F_2",60,0,76,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",1,1,12,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",2,1,12,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",3,1,12,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",4,1,27,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",5,1,27,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",6,1,30,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",7,0,30,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",8,0,30,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",9,0,32,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",10,0,32,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",11,0,34,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",12,0,34,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",13,0,34,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",14,1,37,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",15,1,37,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",16,0,37,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",17,0,37,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",18,0,37,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",19,0,39,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",20,0,39,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",21,0,39,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",22,0,39,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",23,1,41,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",24,0,41,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",25,0,41,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",26,0,41,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",27,0,41,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",28,0,41,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",29,0,41,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",30,0,44,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",31,0,44,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",32,0,44,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",33,0,44,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",34,0,44,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",35,0,44,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",36,0,46,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",37,0,46,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",38,0,46,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",39,0,46,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",40,0,46,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",41,0,51,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",42,0,51,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",43,0,53,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",44,0,53,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",45,0,55,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",46,0,55,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",47,0,60,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",48,0,60,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",49,0,60,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",50,0,67,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",51,0,67,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",52,0,67,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",53,0,67,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",54,0,67,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",3,"Flatt_GI_F_3",55,0,83,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",1,1,5,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",2,1,26,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",3,1,29,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",4,0,29,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",5,0,29,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",6,0,29,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",7,0,31,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",8,0,31,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",9,0,33,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",10,0,33,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",11,0,36,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",12,1,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",13,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",14,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",15,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",16,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",17,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",18,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",19,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",20,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",21,0,40,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",22,0,40,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",23,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",24,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",25,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",26,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",27,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",28,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",29,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",30,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",31,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",32,1,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",33,0,45,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",34,0,45,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",35,0,45,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",36,0,45,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",37,0,45,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",38,0,47,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",39,0,47,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",40,0,47,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",41,0,47,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",42,0,47,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",43,0,50,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",44,0,50,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",45,0,50,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",46,0,52,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",47,0,52,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",48,0,52,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",49,0,52,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",50,0,52,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",51,0,52,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",52,0,54,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",53,0,54,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",54,0,54,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",55,0,57,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",56,0,59,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",57,0,61,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",58,0,64,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",59,0,64,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",60,1,64,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",61,0,66,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",4,"Flatt_GI_F_4",62,0,68,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",1,1,11,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",2,0,29,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",3,0,29,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",4,0,29,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",5,0,29,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",6,0,29,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",7,0,29,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",8,0,29,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",9,0,31,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",10,0,31,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",11,0,31,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",12,0,31,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",13,0,33,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",14,0,33,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",15,0,33,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",16,0,33,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",17,0,33,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",18,0,36,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",19,0,36,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",20,0,36,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",21,0,36,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",22,0,36,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",23,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",24,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",25,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",26,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",27,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",28,0,40,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",29,0,40,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",30,0,40,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",31,0,40,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",32,0,40,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",33,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",34,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",35,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",36,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",37,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",38,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",39,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",40,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",41,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",42,1,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",43,0,45,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",44,0,45,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",45,0,47,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",46,0,47,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",47,0,47,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",48,0,47,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",49,0,47,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",50,0,47,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",51,0,52,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",52,0,52,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",53,0,52,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",54,0,52,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",55,1,52,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",56,0,57,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",57,0,57,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",58,0,59,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",59,0,59,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",5,"Flatt_GI_F_5",60,0,71,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",1,1,5,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",2,0,23,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",3,0,23,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",4,0,23,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",5,0,26,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",6,0,29,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",7,0,29,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",8,1,31,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",9,1,33,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",10,0,33,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",11,0,33,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",12,0,33,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",13,1,36,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",14,0,36,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",15,0,36,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",16,0,36,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",17,0,36,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",18,0,36,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",19,0,36,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",20,0,36,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",21,0,36,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",22,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",23,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",24,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",25,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",26,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",27,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",28,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",29,0,38,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",30,0,40,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",31,0,40,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",32,0,40,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",33,0,40,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",34,0,40,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",35,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",36,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",37,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",38,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",39,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",40,0,43,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",41,0,45,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",42,0,45,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",43,0,45,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",44,0,45,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",45,0,50,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",46,0,50,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",47,0,50,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",48,0,50,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",49,0,50,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",50,0,52,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",51,0,52,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",52,0,54,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",53,0,54,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",54,0,57,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",55,0,57,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",56,0,61,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",57,0,64,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",58,0,64,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",59,0,64,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",60,0,64,"Spain",41.618,0.62,173
"Flatt","S",1,"GI","F",6,"Flatt_GI_F_6",61,1,68,"Spain",41.618,0.62,173
