"","Supervisor.PI","Condition","Population","Mean"
"1","Wegener","29_LD_DD","AK",24.62
"2","Wegener","29_LD_DD","GI",23.76
"3","Wegener","29_LD_DD","KA",24.74
"4","Wegener","29_LD_DD","MA",23.08
"5","Wegener","29_LD_DD","MU",23.32
"6","Wegener","29_LD_DD","RE",23.78
"7","Wegener","29_LD_DD","UM",23.34
"8","Wegener","29_LD_DD","VA",23.66
"9","Wegener","29_LD_DD","YE",24.16
