"","Supervisor.PI","Condition","Population","Mean"
"1","Wegener","18_LD_LD","AK",9.01
"2","Wegener","18_LD_LD","GI",9.43
"3","Wegener","18_LD_LD","KA",11.94
"4","Wegener","18_LD_LD","MA",11.66
"5","Wegener","18_LD_LD","MU",9.2
"6","Wegener","18_LD_LD","RE",8.67
"7","Wegener","18_LD_LD","UM",11.25
"8","Wegener","18_LD_LD","VA",10.14
"9","Wegener","18_LD_LD","YE",10.7
