"","Supervisor.PI","Condition","Population","Mean"
"1","Wegener","18_LD_DD","AK",12.51
"2","Wegener","18_LD_DD","GI",10.49
"3","Wegener","18_LD_DD","KA",11.67
"4","Wegener","18_LD_DD","MA",17.49
"5","Wegener","18_LD_DD","MU",10.97
"6","Wegener","18_LD_DD","RE",10.98
"7","Wegener","18_LD_DD","UM",14.45
"8","Wegener","18_LD_DD","VA",10.5
"9","Wegener","18_LD_DD","YE",10.78
