"","Supervisor.PI","Condition","Population","Mean"
"1","Wegener","29_LD_DD","AK",24.26
"2","Wegener","29_LD_DD","GI",22.8
"3","Wegener","29_LD_DD","KA",23.6
"4","Wegener","29_LD_DD","MA",22.46
"5","Wegener","29_LD_DD","MU",22.82
"6","Wegener","29_LD_DD","RE",24.42
"7","Wegener","29_LD_DD","UM",22.36
"8","Wegener","29_LD_DD","VA",24.26
"9","Wegener","29_LD_DD","YE",24.26
