"","Supervisor.PI","Condition","Population","Mean"
"1","Wegener","29_LD_DD","AK",9.42
"2","Wegener","29_LD_DD","GI",11.29
"3","Wegener","29_LD_DD","KA",11.77
"4","Wegener","29_LD_DD","MA",12.35
"5","Wegener","29_LD_DD","MU",11.2
"6","Wegener","29_LD_DD","RE",11.72
"7","Wegener","29_LD_DD","UM",12.5
"8","Wegener","29_LD_DD","VA",11.3
"9","Wegener","29_LD_DD","YE",11.14
