"","Supervisor.PI","Condition","Population","Mean"
"1","Wegener","29_LD_LD","AK",10.59
"2","Wegener","29_LD_LD","GI",3.1
"3","Wegener","29_LD_LD","KA",17.93
"4","Wegener","29_LD_LD","MA",13
"5","Wegener","29_LD_LD","MU",12.1
"6","Wegener","29_LD_LD","RE",12.9
"7","Wegener","29_LD_LD","UM",12.92
"8","Wegener","29_LD_LD","VA",20.85
"9","Wegener","29_LD_LD","YE",11.06
