"","Supervisor.PI","Condition","Population","Mean"
"1","Wegener","18_LD_DD","AK",11.66
"2","Wegener","18_LD_DD","GI",6.55
"3","Wegener","18_LD_DD","KA",9.75
"4","Wegener","18_LD_DD","MA",7.47
"5","Wegener","18_LD_DD","MU",16.88
"6","Wegener","18_LD_DD","RE",10.72
"7","Wegener","18_LD_DD","UM",6.85
"8","Wegener","18_LD_DD","VA",10.22
"9","Wegener","18_LD_DD","YE",17.22
