"","Supervisor.PI","Condition","Population","Mean"
"1","Wegener","18_LD_LD","AK",23.72
"2","Wegener","18_LD_LD","GI",24.18
"3","Wegener","18_LD_LD","KA",24.02
"4","Wegener","18_LD_LD","MA",24.04
"5","Wegener","18_LD_LD","MU",23.74
"6","Wegener","18_LD_LD","RE",23.96
"7","Wegener","18_LD_LD","UM",23.9
"8","Wegener","18_LD_LD","VA",24.34
"9","Wegener","18_LD_LD","YE",23.78
