Model	Trait	Lab	Sex	Population	Line	Value_re	SE_re
lmer_pop	Via	Hoedjes	NA	MU	MU12	0.087	0.053
lmer_pop	Via	Hoedjes	NA	MU	MU13	0.061	0.053
lmer_pop	Via	Hoedjes	NA	MU	MU14	-0.033	0.053
lmer_pop	Via	Hoedjes	NA	MU	MU15	0.099	0.053
lmer_pop	Via	Hoedjes	NA	MU	MU16	0.153	0.053
lmer_pop	Via	Hoedjes	NA	MU	MU17	-0.071	0.053
lmer_pop	Via	Hoedjes	NA	MU	MU18	0.043	0.053
lmer_pop	Via	Hoedjes	NA	MU	MU19	-0.041	0.053
lmer_pop	Via	Hoedjes	NA	MU	MU2	0.147	0.053
lmer_pop	Via	Hoedjes	NA	MU	MU20	-0.155	0.053
lmer_pop	Via	Hoedjes	NA	MU	MU3	-0.117	0.053
lmer_pop	Via	Hoedjes	NA	MU	MU4	0.038	0.053
lmer_pop	Via	Hoedjes	NA	MU	MU5	0.023	0.053
lmer_pop	Via	Hoedjes	NA	MU	MU6	-0.088	0.053
lmer_pop	Via	Hoedjes	NA	MU	MU7	0.11	0.053
lmer_pop	Via	Hoedjes	NA	MU	MU8	-0.027	0.053
lmer_pop	Via	Hoedjes	NA	MU	MU9	-0.178	0.053
lmer_pop	Via	Hoedjes	NA	RE	RE10	0.049	0.053
lmer_pop	Via	Hoedjes	NA	RE	RE11	0.18	0.053
lmer_pop	Via	Hoedjes	NA	RE	RE12	-0.096	0.053
lmer_pop	Via	Hoedjes	NA	RE	RE13	0.102	0.053
lmer_pop	Via	Hoedjes	NA	RE	RE15	0.075	0.053
lmer_pop	Via	Hoedjes	NA	RE	RE16	0.173	0.053
lmer_pop	Via	Hoedjes	NA	RE	RE17	-0.112	0.053
lmer_pop	Via	Hoedjes	NA	RE	RE18	-0.001	0.053
lmer_pop	Via	Hoedjes	NA	RE	RE2	0.097	0.053
lmer_pop	Via	Hoedjes	NA	RE	RE3	-0.062	0.053
lmer_pop	Via	Hoedjes	NA	RE	RE4	-0.027	0.053
lmer_pop	Via	Hoedjes	NA	RE	RE5	-0.136	0.053
lmer_pop	Via	Hoedjes	NA	RE	RE6	-0.085	0.053
lmer_pop	Via	Hoedjes	NA	RE	RE7	-0.193	0.053
lmer_pop	Via	Hoedjes	NA	RE	RE8	0.036	0.053
lmer_pop	Via	Hoedjes	NA	UM	UM13	0.013	0.053
lmer_pop	Via	Hoedjes	NA	UM	UM17	-0.236	0.053
lmer_pop	Via	Hoedjes	NA	UM	UM18	0.141	0.053
lmer_pop	Via	Hoedjes	NA	UM	UM2	-0.078	0.053
lmer_pop	Via	Hoedjes	NA	UM	UM20	-0.002	0.053
lmer_pop	Via	Hoedjes	NA	UM	UM21	0.004	0.053
lmer_pop	Via	Hoedjes	NA	UM	UM23	0.022	0.053
lmer_pop	Via	Hoedjes	NA	UM	UM25	0.087	0.053
lmer_pop	Via	Hoedjes	NA	UM	UM26	0.129	0.053
lmer_pop	Via	Hoedjes	NA	UM	UM28	-0.036	0.053
lmer_pop	Via	Hoedjes	NA	UM	UM29	0.121	0.053
lmer_pop	Via	Hoedjes	NA	UM	UM4	-0.129	0.053
lmer_pop	Via	Hoedjes	NA	UM	UM5	0.235	0.053
lmer_pop	Via	Hoedjes	NA	UM	UM6	0.036	0.053
lmer_pop	Via	Hoedjes	NA	UM	UM7	-0.057	0.053
lmer_pop	Via	Hoedjes	NA	UM	UM8	-0.273	0.053
lmer_pop	Via	Hoedjes	NA	UM	UM9	0.022	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA1	-0.001	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA11	0.004	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA15	-0.248	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA18	0.049	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA22	-0.156	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA26	0.152	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA30	-0.024	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA34	0.02	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA35	0.065	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA44	0.099	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA46	-0.011	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA47	-0.065	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA48	-0.025	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA55	0.205	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA57	-0.046	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA6	0.126	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA66	-0.002	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA67	-0.296	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA71	0.026	0.053
lmer_pop	Via	Hoedjes	NA	VA	VA9	0.129	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE11	-0.368	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE13	0.202	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE14	-0.005	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE15	0.021	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE19	0.083	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE20	-0.023	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE21	-0.088	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE22	0.055	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE23	-0.154	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE24	-0.005	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE26	-0.105	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE27	0.001	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE33	-0.036	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE40	0.115	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE41	0.027	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE48	0.104	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE49	0.201	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE51	-0.02	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE69	0.051	0.053
lmer_pop	Via	Hoedjes	NA	YE	YE80	-0.056	0.053
lmer_pop	Via	StamenkovicRadak	NA	AK	AK1	-0.104	0.059
lmer_pop	Via	StamenkovicRadak	NA	AK	AK10	0.059	0.059
lmer_pop	Via	StamenkovicRadak	NA	AK	AK11	0.213	0.059
lmer_pop	Via	StamenkovicRadak	NA	AK	AK12	0.133	0.059
lmer_pop	Via	StamenkovicRadak	NA	AK	AK15	-0.115	0.059
lmer_pop	Via	StamenkovicRadak	NA	AK	AK16	0.319	0.058
lmer_pop	Via	StamenkovicRadak	NA	AK	AK17	-0.024	0.058
lmer_pop	Via	StamenkovicRadak	NA	AK	AK18	-0.203	0.058
lmer_pop	Via	StamenkovicRadak	NA	AK	AK19	-0.086	0.058
lmer_pop	Via	StamenkovicRadak	NA	AK	AK2	0.119	0.059
lmer_pop	Via	StamenkovicRadak	NA	AK	AK20	-0.081	0.058
lmer_pop	Via	StamenkovicRadak	NA	AK	AK21	0.038	0.058
lmer_pop	Via	StamenkovicRadak	NA	AK	AK24	-0.127	0.058
lmer_pop	Via	StamenkovicRadak	NA	AK	AK3	-0.133	0.059
lmer_pop	Via	StamenkovicRadak	NA	AK	AK4	-0.085	0.059
lmer_pop	Via	StamenkovicRadak	NA	AK	AK5	-0.186	0.059
lmer_pop	Via	StamenkovicRadak	NA	AK	AK6	-0.057	0.059
lmer_pop	Via	StamenkovicRadak	NA	AK	AK7	0.15	0.059
lmer_pop	Via	StamenkovicRadak	NA	AK	AK8	-0.074	0.059
lmer_pop	Via	StamenkovicRadak	NA	AK	AK9	0.244	0.059
lmer_pop	Via	StamenkovicRadak	NA	GI	GI1	-0.071	0.059
lmer_pop	Via	StamenkovicRadak	NA	GI	GI10	0.002	0.059
lmer_pop	Via	StamenkovicRadak	NA	GI	GI11	0.075	0.059
lmer_pop	Via	StamenkovicRadak	NA	GI	GI12	-0.084	0.059
lmer_pop	Via	StamenkovicRadak	NA	GI	GI14	-0.23	0.058
lmer_pop	Via	StamenkovicRadak	NA	GI	GI2	0.023	0.059
lmer_pop	Via	StamenkovicRadak	NA	GI	GI3	0.088	0.059
lmer_pop	Via	StamenkovicRadak	NA	GI	GI4	-0.017	0.058
lmer_pop	Via	StamenkovicRadak	NA	GI	GI5	-0.148	0.059
lmer_pop	Via	StamenkovicRadak	NA	GI	GI6	0.082	0.058
lmer_pop	Via	StamenkovicRadak	NA	GI	GI7	0.07	0.059
lmer_pop	Via	StamenkovicRadak	NA	GI	GI8	0.114	0.058
lmer_pop	Via	StamenkovicRadak	NA	GI	GI9	0.096	0.058
