Model	Trait	Lab	Sex	Population	Line	Value_re	SE_re
lmer_pop	LS	Parsch	F	AK	AK1	5.15	3.04
lmer_pop	LS	Parsch	F	AK	AK10	-3.01	3.185
lmer_pop	LS	Parsch	F	AK	AK11	1.21	3.015
lmer_pop	LS	Parsch	F	AK	AK13	1.003	3.066
lmer_pop	LS	Parsch	F	AK	AK14	-0.237	3.016
lmer_pop	LS	Parsch	F	AK	AK17	-3.565	3.065
lmer_pop	LS	Parsch	F	AK	AK18	-1.071	3.195
lmer_pop	LS	Parsch	F	AK	AK20	-0.395	3.036
lmer_pop	LS	Parsch	F	AK	AK21	-0.851	3.062
lmer_pop	LS	Parsch	F	AK	AK3	1.714	3.06
lmer_pop	LS	Parsch	F	AK	AK4	-0.846	2.982
lmer_pop	LS	Parsch	F	AK	AK6	1.417	3.111
lmer_pop	LS	Parsch	F	AK	AK7	-1.231	3.072
lmer_pop	LS	Parsch	F	AK	AK8	0.175	3.072
lmer_pop	LS	Parsch	F	AK	AK9	0.536	3.102
lmer_pop	LS	Parsch	F	GI	GI1	-3.74	3.12
lmer_pop	LS	Parsch	F	GI	GI10	-1.575	3.189
lmer_pop	LS	Parsch	F	GI	GI11	-0.131	3.156
lmer_pop	LS	Parsch	F	GI	GI12	-4.208	3.108
lmer_pop	LS	Parsch	F	GI	GI13	3.861	3.007
lmer_pop	LS	Parsch	F	GI	GI14	4.137	3.102
lmer_pop	LS	Parsch	F	GI	GI15	-0.771	3.111
lmer_pop	LS	Parsch	F	GI	GI2	0.986	3.134
lmer_pop	LS	Parsch	F	GI	GI3	-2.566	3.095
lmer_pop	LS	Parsch	F	GI	GI4	-3.951	3.135
lmer_pop	LS	Parsch	F	GI	GI5	-3.422	3.078
lmer_pop	LS	Parsch	F	GI	GI6	10.905	3.047
lmer_pop	LS	Parsch	F	GI	GI7	2.24	2.971
lmer_pop	LS	Parsch	F	GI	GI8	-0.512	3.156
lmer_pop	LS	Parsch	F	GI	GI9	-1.252	3.07
lmer_pop	LS	Parsch	F	KA	KA1	1.847	3.067
lmer_pop	LS	Parsch	F	KA	KA10	5.272	3.006
lmer_pop	LS	Parsch	F	KA	KA11	-2.415	3.123
lmer_pop	LS	Parsch	F	KA	KA14	1.951	3.097
lmer_pop	LS	Parsch	F	KA	KA15	-2.158	3.172
lmer_pop	LS	Parsch	F	KA	KA17	3.286	3.022
lmer_pop	LS	Parsch	F	KA	KA18	0.607	3.122
