Model	Trait	Sex	Population	Line	Coef_Parsch	Coef_Pasyukova	SE_Parsch	SE_Pasyukova
lmer_pop	LS	M	GI	GI1	53.1237246616379	40.6692692307694	3.77212202606613	3.2643021327994
lmer_pop	LS	M	GI	GI10	50.4597246616379	51.3362692307694	3.71070944423479	3.2643021327994
lmer_pop	LS	M	GI	GI11	45.7897246616379	46.4652692307694	3.77962188314298	3.2643021327994
lmer_pop	LS	M	GI	GI12	44.6567246616379	NA	3.74966206204416	NA
lmer_pop	LS	M	GI	GI13	58.9917246616379	58.1252692307694	3.67523680591241	3.2643021327994
lmer_pop	LS	M	GI	GI14	54.6607246616379	46.2932692307694	3.65058427919878	3.2643021327994
lmer_pop	LS	M	GI	GI15	53.0887246616379	NA	3.81889310920498	NA
lmer_pop	LS	M	GI	GI2	50.8337246616379	46.8472692307694	3.63173850649152	3.2643021327994
lmer_pop	LS	M	GI	GI3	45.1287246616379	51.8042692307694	3.7305769767602	3.2643021327994
lmer_pop	LS	M	GI	GI4	51.9817246616379	36.8012692307694	3.73306383276971	3.2643021327994
lmer_pop	LS	M	GI	GI5	41.6077246616379	35.7702692307694	3.71070944423479	3.2643021327994
lmer_pop	LS	M	GI	GI6	59.2827246616379	50.0562692307694	3.61702316546815	3.2643021327994
lmer_pop	LS	M	GI	GI7	58.2547246616379	45.4442692307694	3.86927700992488	3.2643021327994
lmer_pop	LS	M	GI	GI8	43.0547246616379	49.9412692307694	3.77295501954811	3.2643021327994
lmer_pop	LS	M	GI	GI9	59.6157246616379	58.8322692307694	3.67605992599866	3.2643021327994
lmer_pop	LS	M	KA	KA1	59.847761948721	54.0479999999985	3.63403317728928	3.08875955995754
lmer_pop	LS	M	KA	KA10	53.607761948721	64.1419999999985	3.55263242309688	3.08875955995754
lmer_pop	LS	M	KA	KA11	52.200761948721	53.6089999999985	3.85145961080202	3.08875955995754
lmer_pop	LS	M	KA	KA14	49.875761948721	54.8599999999985	3.67178609584481	3.08875955995754
lmer_pop	LS	M	KA	KA15	55.486761948721	54.6119999999985	3.73290732990242	3.08875955995754
lmer_pop	LS	M	KA	KA17	60.025761948721	54.2009999999985	3.70641890962682	3.08875955995754
lmer_pop	LS	M	KA	KA18	65.470761948721	49.5789999999985	3.68743435651935	3.08875955995754
lmer_pop	LS	M	KA	KA23	47.024761948721	50.2189999999985	3.77613309268082	3.08875955995754
lmer_pop	LS	M	KA	KA24	53.595761948721	53.7239999999985	3.75033706933647	3.08875955995754
lmer_pop	LS	M	KA	KA28	51.503761948721	52.8259999999985	3.72544871574408	3.08875955995754
lmer_pop	LS	M	KA	KA29	60.528761948721	48.3849999999985	3.70641890962682	3.08875955995754
lmer_pop	LS	M	KA	KA3	61.544761948721	55.0889999999985	3.66849575897795	3.08875955995754
lmer_pop	LS	M	KA	KA5	56.944761948721	47.0489999999985	3.84641822136377	3.08875955995754
lmer_pop	LS	M	KA	KA7	63.113761948721	60.7999999999985	3.70641890962682	3.08875955995754
lmer_pop	LS	M	KA	KA9	61.148761948721	55.6809999999985	3.83970065677511	3.08875955995754
lmer_pop	LS	M	MA	MA12	49.3832546576387	44.6889999999985	3.67135335121628	3.08875955995754
lmer_pop	LS	M	MA	MA16	43.4422546576387	57.8009999999985	3.73907414067801	3.08875955995754
lmer_pop	LS	M	MA	MA18	56.8672546576387	55.1839999999985	3.67382068553802	3.08875955995754
lmer_pop	LS	M	MA	MA19	49.5782546576387	60.1689999999985	3.79900031975348	3.08875955995754
lmer_pop	LS	M	MA	MA20	49.0882546576387	45.4439999999985	3.76066529080787	3.08875955995754
lmer_pop	LS	M	MA	MA21	55.6092546576387	49.5309999999985	3.71175139650907	3.08875955995754
lmer_pop	LS	M	MA	MA23	49.2992546576387	49.5399999999985	3.61482702621952	3.08875955995754
lmer_pop	LS	M	MA	MA26	50.0912546576387	39.4459999999985	3.82493012086326	3.08875955995754
lmer_pop	LS	M	MA	MA3	53.5382546576387	41.5759999999985	3.63525782159767	3.08875955995754
lmer_pop	LS	M	MA	MA30	49.7172546576387	49.4349999999985	3.84589592026189	3.08875955995754
lmer_pop	LS	M	MA	MA33	45.7832546576387	39.3219999999985	3.68781716323993	3.08875955995754
lmer_pop	LS	M	MA	MA5	57.9942546576387	43.0179999999985	3.61972518701172	3.08875955995754
lmer_pop	LS	M	MA	MA6	46.8582546576387	38.8449999999985	3.66231326206361	3.08875955995754
lmer_pop	LS	M	MA	MA7	53.1332546576387	49.0149999999985	4.02810258428047	3.08875955995754
lmer_pop	LS	M	MA	MA9	53.9902546576387	49.1109999999985	3.72747145253817	3.08875955995754
lmer_pop	LS	M	MU	MU1	62.8783863827729	50.0199999999998	3.7049255992661	3.08875955995755
lmer_pop	LS	M	MU	MU10	52.6663863827729	55.7979999999998	3.72647040724829	3.08875955995755
lmer_pop	LS	M	MU	MU11	57.1113863827729	52.0739999999998	3.72398156495132	3.08875955995755
lmer_pop	LS	M	MU	MU14	63.1803863827729	51.3479999999998	3.66447904839109	3.08875955995755
lmer_pop	LS	M	MU	MU15	52.7353863827729	57.2969999999998	3.64885210663535	3.08875955995755
lmer_pop	LS	M	MU	MU17	54.8183863827729	45.8659999999998	3.61278752434976	3.08875955995755
lmer_pop	LS	M	MU	MU18	63.2993863827729	54.6329999999998	3.72647040724829	3.08875955995755
lmer_pop	LS	M	MU	MU2	63.8593863827729	55.5499999999998	3.77556865863902	3.08875955995755
lmer_pop	LS	M	MU	MU20	54.8333863827729	41.7499999999998	3.84426933188834	3.08875955995755
lmer_pop	LS	M	MU	MU3	61.7443863827729	50.2299999999998	3.66283260552503	3.08875955995755
lmer_pop	LS	M	MU	MU4	51.4313863827729	48.2059999999998	3.66777298862637	3.08875955995755
lmer_pop	LS	M	MU	MU5	59.4333863827729	49.0369999999998	3.58585536463718	3.08875955995755
lmer_pop	LS	M	MU	MU6	65.4563863827729	55.2729999999998	3.6291588138434	3.08875955995755
lmer_pop	LS	M	MU	MU7	53.9363863827729	44.2429999999998	3.67354075737527	3.08875955995755
lmer_pop	LS	M	MU	MU9	61.6353863827729	51.2239999999998	3.72398156495132	3.08875955995755
lmer_pop	LS	M	RE	RE10	52.1816750399913	51.0534999999995	3.66780100068881	3.17147004936771
lmer_pop	LS	M	RE	RE11	50.0586750399913	56.8984999999995	3.61528701220993	3.17147004936771
lmer_pop	LS	M	RE	RE12	59.1426750399913	49.2874999999995	3.65052943840394	3.17147004936771
lmer_pop	LS	M	RE	RE13	53.9346750399913	48.5994999999995	3.63001930857865	3.17147004936771
lmer_pop	LS	M	RE	RE15	59.5336750399913	52.5334999999995	3.61937635244717	3.17147004936771
lmer_pop	LS	M	RE	RE16	47.0926750399913	46.2884999999995	3.79895356389806	3.17147004936771
lmer_pop	LS	M	RE	RE17	43.5646750399913	46.0874999999995	3.66368519125945	3.17147004936771
lmer_pop	LS	M	RE	RE18	51.1026750399913	43.1084999999995	3.91851555830187	3.17147004936771
lmer_pop	LS	M	RE	RE2	39.5106750399913	45.2094999999995	3.76638887804404	3.17147004936771
lmer_pop	LS	M	RE	RE3	43.9576750399913	43.7864999999995	3.54936461647064	3.17147004936771
lmer_pop	LS	M	RE	RE4	52.6166750399913	48.4844999999995	3.74474741212993	3.17147004936771
lmer_pop	LS	M	RE	RE5	51.6886750399913	54.8354999999995	3.66533125114959	3.17147004936771
lmer_pop	LS	M	RE	RE6	47.3836750399913	45.7534999999995	3.70742338837282	3.17147004936771
lmer_pop	LS	M	RE	RE7	44.9866750399913	51.7124999999995	3.6694479394936	3.17147004936771
lmer_pop	LS	M	RE	RE8	41.5546750399913	43.9204999999995	3.77806474013533	3.17147004936771
lmer_pop	LS	M	UM	UM13	62.4289886459794	48.2371388888881	3.74971380979157	3.12578998356666
lmer_pop	LS	M	UM	UM17	56.8159886459794	41.2561388888881	3.72897823208202	3.12578998356666
lmer_pop	LS	M	UM	UM18	49.5109886459794	44.1491388888881	3.68684169111471	3.12578998356666
lmer_pop	LS	M	UM	UM2	52.6509886459794	43.5961388888881	3.65395151245081	3.12578998356666
lmer_pop	LS	M	UM	UM20	65.7059886459794	43.2141388888881	3.63674121368865	3.12578998356666
lmer_pop	LS	M	UM	UM21	51.7729886459794	46.8231388888881	3.79467807005306	3.12578998356666
lmer_pop	LS	M	UM	UM23	54.7739886459794	44.7611388888881	3.8005239974695	3.12578998356666
lmer_pop	LS	M	UM	UM25	61.9939886459794	39.0601388888881	3.80219497860664	3.12578998356666
lmer_pop	LS	M	UM	UM26	48.3109886459794	38.7921388888881	3.73892479936968	3.12578998356666
lmer_pop	LS	M	UM	UM28	60.9749886459794	36.9301388888881	3.67860593912172	3.12578998356666
lmer_pop	LS	M	UM	UM29	60.9549886459794	42.4971388888881	3.84575072714569	3.12578998356666
lmer_pop	LS	M	UM	UM4	59.0629886459794	44.6271388888881	3.6179377627789	3.12578998356666
lmer_pop	LS	M	UM	UM5	49.2149886459794	46.0021388888881	3.77799704279153	3.12578998356666
lmer_pop	LS	M	UM	UM7	62.1089886459794	45.9831388888881	3.79718298944646	3.12578998356666
lmer_pop	LS	M	UM	UM9	56.8139886459794	45.5061388888881	3.71904378239106	3.12578998356666
lmer_pop	LS	M	VA	VA1	55.4954205744067	53.3377499999984	3.71227971259476	3.08875955995754
