Model	Trait	Sex	Population	Line	Coef_Parsch	Coef_Pasyukova	SE_Parsch	SE_Pasyukova
lmer_pop	LS	M	VA	VA18	60.5864205744067	48.8107499999984	3.57211137347964	3.08875955995754
lmer_pop	LS	M	VA	VA22	59.1524205744067	44.6567499999984	3.91314460051537	3.08875955995754
lmer_pop	LS	M	VA	VA26	63.7254205744067	47.8177499999984	3.74959139967845	3.08875955995754
lmer_pop	LS	M	VA	VA30	56.3744205744067	45.0767499999984	3.70483787290923	3.08875955995754
lmer_pop	LS	M	VA	VA34	60.1304205744067	48.5527499999984	3.95044360351374	3.08875955995754
lmer_pop	LS	M	VA	VA47	62.2054205744067	52.7457499999984	3.61690539889318	3.08875955995754
lmer_pop	LS	M	VA	VA48	65.9184205744067	52.7167499999984	3.71227971259476	3.08875955995754
lmer_pop	LS	M	VA	VA55	58.3554205744067	43.3007499999984	3.65047882674898	3.08875955995754
lmer_pop	LS	M	VA	VA57	61.4734205744067	41.0757499999984	3.79792781191831	3.08875955995754
lmer_pop	LS	M	VA	VA6	65.4334205744067	56.7277499999984	3.64801708665716	3.08875955995754
lmer_pop	LS	M	VA	VA66	50.3854205744067	58.2937499999984	3.67184744570667	3.08875955995754
lmer_pop	LS	M	VA	VA67	52.4894205744067	45.2677499999984	3.81800781357799	3.08875955995754
lmer_pop	LS	M	VA	VA71	58.0514205744067	55.5907499999984	3.70649101773397	3.08875955995754
lmer_pop	LS	M	VA	VA9	66.3444205744067	44.3507499999984	3.56237612620321	3.08875955995754
lmer_pop	LS	M	YE	YE11	45.4975621320386	34.841448553736	3.67142648851668	3.0887618397658
lmer_pop	LS	M	YE	YE13	54.8495621320386	45.712448553736	3.68707112225706	3.08964669546429
lmer_pop	LS	M	YE	YE15	51.5405621320386	42.252448553736	3.71018348071654	3.0887618397658
lmer_pop	LS	M	YE	YE19	58.2585621320386	41.803448553736	3.72590505254521	3.0887618397658
lmer_pop	LS	M	YE	YE21	52.8805621320386	43.168448553736	3.6181483469562	3.0887618397658
lmer_pop	LS	M	YE	YE22	55.3175621320386	46.874448553736	3.71349073791519	3.0887618397658
lmer_pop	LS	M	YE	YE23	49.9515621320386	42.691448553736	3.67060396400673	3.0887618397658
lmer_pop	LS	M	YE	YE24	52.0655621320386	40.437448553736	3.71101016713535	3.0887618397658
lmer_pop	LS	M	YE	YE26	55.8675621320386	42.996448553736	3.95327983585553	3.0887618397658
lmer_pop	LS	M	YE	YE33	53.4965621320386	43.913448553736	3.72590505254521	3.0887618397658
lmer_pop	LS	M	YE	YE40	45.3175621320386	47.857448553736	3.80830637693213	3.0887618397658
lmer_pop	LS	M	YE	YE48	49.4245621320386	40.475448553736	3.72921874667898	3.0887618397658
lmer_pop	LS	M	YE	YE51	45.3645621320386	42.758448553736	3.79827611694857	3.0887618397658
lmer_pop	LS	M	YE	YE69	49.8425621320386	45.307448553736	3.78158451718085	3.0887618397658
lmer_pop	LS	M	YE	YE80	55.4575621320386	46.511448553736	3.63122754183512	3.0887618397658
lmer_pop	LS	M	AK	AK12	NA	50.5058181818668	NA	3.05812844120995
lmer_pop	LS	M	AK	AK15	NA	47.9658181818668	NA	3.05812844120995
lmer_pop	LS	M	AK	AK16	NA	60.5038181818668	NA	3.05812844120995
lmer_pop	LS	M	AK	AK19	NA	41.4048181818668	NA	3.05812844120995
lmer_pop	LS	M	AK	AK2	NA	55.8058181818668	NA	3.05812844120995
lmer_pop	LS	M	AK	AK24	NA	53.7818181818668	NA	3.05812844120995
lmer_pop	LS	M	AK	AK5	NA	52.7408181818668	NA	3.05812844120995
lmer_pop	LS	M	KA	KA13	NA	50.4199999999985	NA	3.08875955995754
lmer_pop	LS	M	KA	KA16	NA	47.7549999999985	NA	3.08875955995754
lmer_pop	LS	M	KA	KA2	NA	58.5369999999985	NA	3.08875955995754
lmer_pop	LS	M	KA	KA25	NA	46.6279999999985	NA	3.08875955995754
lmer_pop	LS	M	KA	KA6	NA	54.1339999999985	NA	3.08875955995754
lmer_pop	LS	M	MA	MA13	NA	53.9709999999985	NA	3.08875955995754
lmer_pop	LS	M	MA	MA27	NA	38.9119999999985	NA	3.08875955995754
lmer_pop	LS	M	MA	MA28	NA	52.0809999999985	NA	3.08875955995754
lmer_pop	LS	M	MA	MA31	NA	37.6889999999985	NA	3.08875955995754
lmer_pop	LS	M	MA	MA32	NA	52.5199999999985	NA	3.08875955995754
lmer_pop	LS	M	MU	MU12	NA	49.6859999999998	NA	3.08875955995755
lmer_pop	LS	M	MU	MU13	NA	44.8729999999998	NA	3.08875955995755
lmer_pop	LS	M	MU	MU16	NA	51.5769999999998	NA	3.08875955995755
lmer_pop	LS	M	MU	MU19	NA	48.1389999999998	NA	3.08875955995755
lmer_pop	LS	M	MU	MU8	NA	51.3759999999998	NA	3.08875955995755
lmer_pop	LS	M	RE	RE1	NA	42.2394999999995	NA	3.17147004936771
lmer_pop	LS	M	UM	UM22	NA	42.2201388888881	NA	3.12578998356666
lmer_pop	LS	M	UM	UM24	NA	44.5121388888881	NA	3.12578998356666
lmer_pop	LS	M	UM	UM6	NA	43.3951388888881	NA	3.12578998356666
lmer_pop	LS	M	VA	VA11	NA	45.1437499999984	NA	3.08875955995754
lmer_pop	LS	M	VA	VA15	NA	54.0727499999984	NA	3.08875955995754
lmer_pop	LS	M	VA	VA35	NA	48.6487499999984	NA	3.08875955995754
lmer_pop	LS	M	VA	VA44	NA	51.2937499999984	NA	3.08875955995754
lmer_pop	LS	M	VA	VA46	NA	44.2937499999984	NA	3.08875955995754
lmer_pop	LS	M	YE	YE14	NA	51.009448553736	NA	3.0887618397658
lmer_pop	LS	M	YE	YE20	NA	45.355448553736	NA	3.0887618397658
lmer_pop	LS	M	YE	YE27	NA	44.247448553736	NA	3.0887618397658
lmer_pop	LS	M	YE	YE41	NA	48.125448553736	NA	3.0887618397658
lmer_pop	LS	M	YE	YE49	NA	49.290448553736	NA	3.0887618397658
