Model	Trait	Sex	Population	Line	Coef_Gonzalez	Coef_Onder	Coef_Pasyukova	SE_Gonzalez	SE_Onder	SE_Pasyukova
lmer_pop	SR	F	AK	AK1	95.7929820314884	102.888029280875	102.800479680118	6.80969016239139	3.54961645162495	5.85795893245894
lmer_pop	SR	F	AK	AK10	86.4689820314885	105.424029280875	111.568479680118	6.83597543206309	3.5591987797321	5.85795893245894
lmer_pop	SR	F	AK	AK11	78.5659820314884	86.1420292808751	90.396479680118	6.83159242839985	3.55806857067798	5.85795893245894
lmer_pop	SR	F	AK	AK12	74.2679820314884	81.4870292808751	96.661479680118	6.84649809083228	3.54288596396306	5.85795893245894
lmer_pop	SR	F	AK	AK13	80.9419820314885	91.3840292808751	105.295479680118	6.95639354175496	3.54961645162495	5.85795893245894
lmer_pop	SR	F	AK	AK14	90.7129820314885	106.307029280875	114.016479680118	6.86931380181238	3.55411887162577	5.85918619386476
lmer_pop	SR	F	AK	AK15	86.4649820314884	88.4520292808751	77.7784796801181	6.89039448128843	3.55581044962277	5.85795893245894
lmer_pop	SR	F	AK	AK16	104.252982031488	99.4340292808751	119.045479680118	6.82282896662155	3.55411887162577	5.85795893245894
lmer_pop	SR	F	AK	AK17	73.0409820314885	94.9050292808751	112.812479680118	5.41177559658289	3.55411887162577	5.85918619386476
lmer_pop	SR	F	AK	AK18	73.6499820314884	70.3840292808751	92.2414796801181	6.82282896662155	3.55411887162577	5.85795893245894
lmer_pop	SR	F	AK	AK2	87.8799820314885	98.2840292808751	92.6774796801181	6.78081197997482	3.5625939922543	5.85795893245894
lmer_pop	SR	F	AK	AK20	89.6769820314884	80.8480292808751	98.0164796801181	6.84649809083228	3.55411887162577	5.85795893245894
lmer_pop	SR	F	AK	AK21	88.5289820314885	87.0960292808751	113.841479680118	6.83159242839985	3.55411887162577	5.85795893245894
lmer_pop	SR	F	AK	AK3	81.2689820314884	99.2150292808751	98.9214796801181	6.87458217695956	3.55806857067798	5.95872325707239
lmer_pop	SR	F	AK	AK4	83.3499820314885	104.499029280875	107.077479680118	6.82633394346996	3.55806857067798	5.85795893245894
lmer_pop	SR	F	AK	AK5	92.3259820314885	112.862029280875	111.743479680118	6.95110689802495	3.55863357957046	5.85918619386476
lmer_pop	SR	F	AK	AK6	87.5489820314884	80.7880292808751	101.168479680118	6.84649809083228	3.5625939922543	5.85795893245894
lmer_pop	SR	F	AK	AK7	95.3689820314885	99.9980292808751	119.577479680118	6.84211305868078	3.5625939922543	5.85918619386476
lmer_pop	SR	F	AK	AK8	83.2349820314884	77.5800292808751	99.9404796801181	6.84649809083228	3.55411887162577	5.85795893245894
lmer_pop	SR	F	AK	AK9	69.8949820314885	85.0430292808751	87.7904796801181	6.82633394346996	3.55806857067798	5.85918619386476
lmer_pop	SR	F	GI	GI1	73.1051440811255	94.5219119508761	91.2682162886413	7.18818561387271	3.95410954564599	6.22482290689232
lmer_pop	SR	F	GI	GI10	78.5491440811255	94.1739119508761	106.992216288641	7.18483099449713	3.93773618961057	6.17913199585276
lmer_pop	SR	F	GI	GI11	87.5351440811255	76.8949119508761	103.704216288641	7.22008728614042	3.94130147273318	6.17913199585276
lmer_pop	SR	F	GI	GI12	59.7291440811255	75.2369119508761	NA	7.15383221913169	3.9336728764564	NA
lmer_pop	SR	F	GI	GI13	66.3331440811255	75.0259119508761	108.932216288641	7.17812373949395	3.94538734460493	6.18029548016689
lmer_pop	SR	F	GI	GI15	83.1221440811255	115.599911950876	NA	7.15383221913169	3.94538734460493	NA
lmer_pop	SR	F	GI	GI3	71.1581440811255	77.8519119508761	100.354216288641	7.16806783027941	3.93773618961057	6.17913199585276
lmer_pop	SR	F	GI	GI4	64.9531440811255	88.3169119508761	125.507216288641	7.15383221913169	3.93773618961057	6.17913199585276
lmer_pop	SR	F	GI	GI5	93.4841440811255	86.4159119508761	110.857216288641	7.18483099449713	3.93773618961057	6.18029548016689
lmer_pop	SR	F	GI	GI6	67.3361440811255	84.1139119508761	107.855216288641	7.17812373949395	3.93773618961057	6.17913199585276
lmer_pop	SR	F	GI	GI7	70.4251440811255	83.1909119508761	104.560216288641	7.1580179113695	3.94130147273318	6.17913199585276
lmer_pop	SR	F	GI	GI8	70.1361440811255	89.4879119508761	105.566216288641	7.16806783027941	3.93773618961057	6.17913199585276
lmer_pop	SR	F	GI	GI9	85.2091440811255	90.2099119508761	126.453216288641	7.18231546365701	3.94130147273318	6.17913199585276
lmer_pop	SR	F	KA	KA1	87.0077158852949	92.7743681651336	105.793020194146	7.10209958233653	3.55804487856558	5.89987055934296
lmer_pop	SR	F	KA	KA11	79.1267158852949	88.0063681651336	112.985020194146	7.10887856679411	3.55409515318411	5.89987055934296
lmer_pop	SR	F	KA	KA13	69.8017158852949	80.2733681651336	91.5990201941458	7.02432590911218	3.55804487856558	5.89987055934296
lmer_pop	SR	F	KA	KA14	90.8017158852949	87.9073681651336	99.7260201941458	7.06908858887938	3.55804487856558	5.89987055934296
lmer_pop	SR	F	KA	KA15	83.7757158852949	102.277368165134	94.7950201941458	7.10887856679411	3.55409515318411	5.89987055934296
lmer_pop	SR	F	KA	KA16	92.5947158852949	103.314368165134	102.078020194146	7.07585510573985	3.56257033023725	5.89987055934296
lmer_pop	SR	F	KA	KA17	62.7577158852949	95.3263681651336	97.7300201941458	7.0919358765731	3.55409515318411	5.89987055934296
lmer_pop	SR	F	KA	KA18	89.6147158852949	97.5493681651336	92.3470201941458	7.06824295546104	3.56710798236986	5.94832460588709
lmer_pop	SR	F	KA	KA2	97.8887158852949	112.121368165134	119.195020194146	7.10040523332469	3.55015483576235	5.89987055934296
lmer_pop	SR	F	KA	KA3	76.1337158852949	102.263368165134	108.423020194146	7.10040523332469	3.55409515318411	5.89987055934296
lmer_pop	SR	F	KA	KA5	73.2237158852949	86.9703681651336	107.619020194146	7.10633615004418	3.55409515318411	5.89987055934296
lmer_pop	SR	F	KA	KA6	72.7027158852949	74.0853681651336	103.128020194146	7.10887856679411	3.55409515318411	5.89987055934296
lmer_pop	SR	F	KA	KA7	78.1627158852949	89.1493681651336	106.621020194146	7.10887856679411	3.54959270309803	5.89987055934296
lmer_pop	SR	F	KA	KA9	78.0517158852949	88.8453681651336	114.205020194146	7.13262493598427	3.55409515318411	5.89987055934296
lmer_pop	SR	F	MA	MA12	67.7404265407658	97.1052759221783	113.498189535453	6.8515105548777	3.55474267819165	5.90657099808825
lmer_pop	SR	F	MA	MA13	88.5074265407657	107.306275922178	113.427189535453	6.82338778640057	3.5626539978164	5.90657099808825
lmer_pop	SR	F	MA	MA16	75.1484265407658	82.6062759221783	100.168189535453	6.81899669186021	3.55474267819165	5.90657099808825
lmer_pop	SR	F	MA	MA18	101.461426540766	113.815275922178	116.073189535453	6.81899669186021	3.56775959225915	5.90657099808825
lmer_pop	SR	F	MA	MA19	67.2294265407658	89.9002759221783	88.6191895354528	6.80846149167347	3.55417902027418	5.90657099808825
lmer_pop	SR	F	MA	MA20	86.8204265407658	74.2812759221783	94.2751895354528	6.79617656359813	3.55417902027418	5.90778816101739
lmer_pop	SR	F	MA	MA21	82.7504265407658	119.233275922178	92.2631895354528	6.81899669186021	3.54238669658708	5.90657099808825
lmer_pop	SR	F	MA	MA23	90.2224265407658	88.7832759221783	92.8251895354528	6.8515105548777	3.55023879593432	5.90657099808825
lmer_pop	SR	F	MA	MA26	62.7924265407658	93.2482759221783	97.0391895354528	6.83392982723707	3.55869365191177	5.90657099808825
lmer_pop	SR	F	MA	MA27	68.5624265407658	95.0542759221783	94.3221895354528	6.82953672540096	3.55417902027418	5.90657099808825
lmer_pop	SR	F	MA	MA28	87.5174265407658	81.2032759221783	116.366189535453	6.81899669186021	3.55587056965761	5.90657099808825
lmer_pop	SR	F	MA	MA3	82.1364265407658	79.5162759221783	89.6881895354528	6.82250950044047	3.57744538856391	5.90657099808825
lmer_pop	SR	F	MA	MA30	63.3144265407658	104.584275922178	99.3831895354528	6.81899669186021	3.55812865255841	5.90657099808825
