Model	Trait	Sex	Population	Line	Coef_Gonzalez	Coef_Onder	Coef_Pasyukova	SE_Gonzalez	SE_Onder	SE_Pasyukova
lmer_pop	SR	F	MA	MA31	93.8624265407658	79.7482759221783	100.453189535453	6.86206535116072	3.55417902027418	5.90657099808825
lmer_pop	SR	F	MA	MA32	93.1134265407658	106.456275922178	118.275189535453	6.8515105548777	3.55417902027418	5.90657099808825
lmer_pop	SR	F	MA	MA33	76.8474265407658	80.9192759221783	100.881189535453	6.80933923986759	3.55417902027418	5.90657099808825
lmer_pop	SR	F	MA	MA5	82.7094265407657	105.519275922178	99.7401895354528	6.82338778640057	3.55417902027418	5.90657099808825
lmer_pop	SR	F	MA	MA6	71.0754265407657	79.9052759221783	103.589189535453	6.8374449089993	3.5626539978164	5.90657099808825
lmer_pop	SR	F	MA	MA7	73.7824265407658	82.7522759221783	94.5441895354528	6.81899669186021	3.5626539978164	5.90657099808825
lmer_pop	SR	F	MA	MA9	79.0324265407658	85.5272759221783	100.952189535453	6.81899669186021	3.55417902027418	5.90657099808825
lmer_pop	SR	F	MU	MU1	89.7336576993848	89.6380544942522	96.4320329125372	6.92187385758564	3.56147621493162	5.90713199943835
lmer_pop	SR	F	MU	MU10	80.1986576993848	86.2260544942522	88.8240329125372	6.9122837543266	3.55694937123424	5.90713199943835
lmer_pop	SR	F	MU	MU11	87.4556576993848	115.373054494252	109.431032912537	6.88179785378265	3.55299842802156	5.90956652037935
lmer_pop	SR	F	MU	MU12	88.2116576993848	120.392054494252	120.690032912537	6.88005710007755	3.56147621493162	5.90713199943835
lmer_pop	SR	F	MU	MU13	86.1806576993848	84.1350544942522	89.4110329125372	6.88353874837118	3.55299842802156	5.90713199943835
lmer_pop	SR	F	MU	MU14	105.585657699385	129.175054494252	96.8800329125372	6.89050373342381	3.56147621493162	5.90713199943835
lmer_pop	SR	F	MU	MU15	108.466657699385	122.791054494252	124.092032912537	6.90966900077909	3.55299842802156	5.90713199943835
lmer_pop	SR	F	MU	MU17	84.6366576993848	114.386054494252	117.534032912537	6.89572894626286	3.54849458637373	5.90713199943835
lmer_pop	SR	F	MU	MU18	84.9036576993849	96.1410544942522	108.405032912537	6.88005710007755	3.55299842802156	5.90956652037935
lmer_pop	SR	F	MU	MU19	102.348657699385	113.281054494252	122.757032912537	6.88005710007755	3.55694937123424	5.90713199943835
lmer_pop	SR	F	MU	MU2	77.7486576993849	106.729054494252	110.405032912537	6.9122837543266	3.55694937123424	5.90713199943835
lmer_pop	SR	F	MU	MU20	94.1936576993848	114.633054494252	122.663032912537	6.88527978373628	3.56601525929485	5.90956652037935
lmer_pop	SR	F	MU	MU3	79.1086576993848	97.0460544942522	98.1790329125372	6.89485798985936	3.07125785786926	5.90713199943835
lmer_pop	SR	F	MU	MU4	80.1016576993848	110.572054494252	104.060032912537	6.88005710007755	3.56147621493162	5.90713199943835
lmer_pop	SR	F	MU	MU5	80.9486576993848	108.930054494252	106.797032912537	6.86265733519658	3.55299842802156	5.90713199943835
lmer_pop	SR	F	MU	MU6	86.9016576993848	86.2710544942522	93.5810329125372	6.9122837543266	3.55299842802156	5.90713199943835
lmer_pop	SR	F	MU	MU7	89.9386576993848	93.0130544942522	85.3630329125372	6.88005710007755	3.55299842802156	5.90834904679713
lmer_pop	SR	F	MU	MU8	103.472657699385	101.088054494252	114.131032912537	6.89050373342381	3.54849458637373	5.90713199943835
lmer_pop	SR	F	MU	MU9	73.2966576993848	81.8790544942522	104.238032912537	6.88440924846333	3.55694937123424	5.90713199943835
lmer_pop	SR	F	RE	RE1	69.0122890129249	96.7655070472723	89.9455229251427	7.24286934731713	3.84820372764044	6.05272421987788
lmer_pop	SR	F	RE	RE10	70.7182890129249	81.6925070472723	100.281522925143	7.14965029790311	3.8445521103798	6.03960681517401
lmer_pop	SR	F	RE	RE11	80.6172890129249	85.3415070472723	95.4345229251427	7.16389421908964	3.84820372764044	6.03960681517401
lmer_pop	SR	F	RE	RE12	78.7872890129249	101.658507047272	116.749522925143	7.17563351783702	3.84872614372935	6.03960681517401
lmer_pop	SR	F	RE	RE13	89.3442890129249	94.8295070472723	112.456522925143	7.14797533447801	3.85658500871247	6.03960681517401
lmer_pop	SR	F	RE	RE15	75.2942890129249	84.7385070472723	86.5395229251427	7.18066712654932	3.8445521103798	6.04079717271622
lmer_pop	SR	F	RE	RE16	93.1192890129249	108.203507047272	121.843522925143	7.18066712654932	3.85238834094199	6.03960681517401
lmer_pop	SR	F	RE	RE17	76.7402890129249	73.2425070472723	114.816522925143	7.18066712654932	3.8403902053601	6.03960681517401
lmer_pop	SR	F	RE	RE18	84.9252890129249	85.2075070472723	105.620522925143	7.17143997969069	3.8445521103798	6.03960681517401
lmer_pop	SR	F	RE	RE2	88.5962890129249	90.6965070472723	102.563522925143	7.14965029790311	3.57759652971457	6.03960681517401
lmer_pop	SR	F	RE	RE3	82.4602890129249	98.3425070472723	101.050522925143	7.17395597855925	3.90515824639998	6.03960681517401
lmer_pop	SR	F	RE	RE5	66.6292890129249	84.2395070472723	95.6835229251427	7.18654154529882	3.8403902053601	6.03960681517401
lmer_pop	SR	F	RE	RE6	80.5602890129249	80.8005070472723	95.9335229251427	7.15970358201413	3.8403902053601	6.03960681517401
lmer_pop	SR	F	UM	UM13	60.2772746157051	88.8214299608483	106.347523059328	6.01750974531192	3.77054825688087	5.96927031404225
lmer_pop	SR	F	UM	UM18	79.4702746157051	96.0864299608483	100.326523059328	7.32589841145261	3.76254158215791	5.96686015271902
lmer_pop	SR	F	UM	UM20	85.2442746157051	103.604429960848	111.447523059328	7.32589841145261	3.75828886030164	5.96686015271902
lmer_pop	SR	F	UM	UM21	78.425274615705	76.8754299608483	86.8615230593281	7.33818864127408	3.76254158215791	5.96806501992949
lmer_pop	SR	F	UM	UM22	80.103274615705	86.1944299608483	79.7875230593281	7.40225888056638	3.76254158215791	5.96686015271902
lmer_pop	SR	F	UM	UM26	80.9622746157051	91.1664299608483	113.087523059328	7.34638772016042	3.76254158215791	5.96686015271902
lmer_pop	SR	F	UM	UM29	94.347274615705	86.4814299608483	100.096523059328	7.17354560415725	3.76254158215791	5.96686015271902
lmer_pop	SR	F	UM	UM4	86.7682746157051	93.6654299608483	102.446523059328	7.31607350529803	3.76254158215791	5.96746253294531
lmer_pop	SR	F	UM	UM5	83.181274615705	88.4524299608483	109.325523059328	7.25563116034187	3.76627271416548	5.96806501992949
lmer_pop	SR	F	UM	UM7	84.0222746157051	89.4844299608483	113.293523059328	7.33654936158163	3.76627271416548	5.96686015271902
lmer_pop	SR	F	UM	UM9	86.0872746157051	113.807429960848	119.281523059328	7.32589841145261	3.7748359113301	5.96686015271902
lmer_pop	SR	F	VA	VA11	101.524141446882	119.859075396888	120.20958959772	7.0056840399329	3.55341151560855	5.90979070207024
lmer_pop	SR	F	VA	VA15	89.0471414468818	92.2590753968883	113.66258959772	6.98342930567572	3.2635951647316	5.90674708636453
lmer_pop	SR	F	VA	VA18	92.5121414468818	101.527075396888	107.53258959772	7.01339360562135	3.55736200003028	5.90674708636453
lmer_pop	SR	F	VA	VA22	109.510141446882	112.654075396888	106.67658959772	7.0056840399329	3.56188831931315	5.90674708636453
lmer_pop	SR	F	VA	VA26	79.1241414468818	92.3080753968883	109.45658959772	7.03310975794993	3.55736200003028	5.90674708636453
lmer_pop	SR	F	VA	VA30	77.6571414468818	90.4790753968883	112.80758959772	7.03310975794993	3.55736200003028	5.90674708636453
lmer_pop	SR	F	VA	VA34	103.169141446882	114.275075396888	108.20258959772	6.97658690674534	3.55341151560855	5.90918176588568
lmer_pop	SR	F	VA	VA35	84.7381414468818	100.654075396888	110.45458959772	6.99883367907614	3.55736200003028	5.90674708636453
lmer_pop	SR	F	VA	VA44	94.6921414468817	112.798075396888	116.52258959772	7.02196339120125	3.54890819820117	5.90674708636453
lmer_pop	SR	F	VA	VA46	97.8811414468818	127.941075396888	111.45258959772	7.02196339120125	3.55341151560855	5.90674708636453
lmer_pop	SR	F	VA	VA48	76.8141414468817	110.761075396888	116.37158959772	6.99540941384924	3.55341151560855	5.90674708636453
lmer_pop	SR	F	VA	VA55	89.1351414468817	92.3590753968883	119.08058959772	6.99540941384924	3.56188831931315	5.90674708636453
lmer_pop	SR	F	VA	VA57	95.4081414468818	106.309075396888	115.88858959772	6.99540941384924	3.55341151560855	5.90674708636453
lmer_pop	SR	F	VA	VA66	71.3971414468817	85.4430753968883	112.66458959772	5.63553838309797	3.55736200003028	5.90674708636453
lmer_pop	SR	F	VA	VA71	75.8531414468818	87.3000753968883	97.3375895977198	6.99540941384924	3.54497791237963	5.90674708636453
lmer_pop	SR	F	VA	VA9	75.9071414468818	79.8170753968883	105.82158959772	6.99540941384924	3.55736200003028	5.90674708636453
lmer_pop	SR	F	YE	YE13	70.1562366589473	78.1239318603461	96.2227053214457	7.05617777271928	3.55806340796791	6.00322835666775
lmer_pop	SR	F	YE	YE14	61.1552366589473	61.4759318603461	76.0997053214457	7.07991107007832	3.55806340796791	5.90131389626918
lmer_pop	SR	F	YE	YE15	74.6342366589473	79.9489318603461	86.0407053214457	7.05363677546679	3.56258883610223	5.90253214326697
lmer_pop	SR	F	YE	YE19	75.7942366589473	75.9429318603461	94.5597053214457	7.09009201352264	3.55411370317837	5.90192296648302
lmer_pop	SR	F	YE	YE20	66.2842366589473	73.0529318603461	84.9397053214457	7.07991107007832	3.55411370317837	5.90131389626918
lmer_pop	SR	F	YE	YE21	76.1942366589473	83.4389318603461	93.5457053214457	7.06719291941416	3.55411370317837	5.90131389626918
lmer_pop	SR	F	YE	YE23	62.2642366589473	70.1639318603461	76.8847053214457	7.05702485189174	3.55411370317837	5.95531642335651
lmer_pop	SR	F	YE	YE24	68.8072366589473	74.9269318603461	92.5637053214457	7.05702485189174	3.55411370317837	5.90192296648302
lmer_pop	SR	F	YE	YE26	73.0382366589473	97.3519318603461	80.9617053214457	7.06549784234753	3.55806340796791	6.00322835666775
lmer_pop	SR	F	YE	YE27	72.9452366589473	86.7039318603461	82.2107053214457	7.05617777271928	3.55806340796791	5.90131389626918
lmer_pop	SR	F	YE	YE40	61.7122366589473	82.4349318603461	98.2077053214457	7.10282618119137	3.55806340796791	5.90436031270956
lmer_pop	SR	F	YE	YE48	62.6192366589473	66.6109318603461	94.3897053214457	7.06549784234753	3.55411370317837	5.90253214326697
lmer_pop	SR	F	YE	YE49	80.1062366589473	78.6759318603461	89.6497053214457	7.05617777271928	3.55411370317837	6.00949504553417
lmer_pop	SR	F	YE	YE51	64.5922366589473	75.5519318603461	95.3477053214457	7.06549784234753	3.55411370317837	5.90131389626918
lmer_pop	SR	F	YE	YE80	72.7092366589473	97.1059318603461	91.4867053214457	7.09433575186695	3.55411370317837	5.90740939010492
lmer_pop	SR	F	GI	GI14	NA	108.464911950876	113.547216288641	NA	3.93773618961057	6.18145939258451
lmer_pop	SR	F	GI	GI2	NA	83.1199119508761	101.851216288641	NA	3.94181155041292	6.17913199585276
lmer_pop	SR	F	KA	KA10	NA	92.5733681651336	116.102020194146	NA	3.55804487856558	5.89987055934296
lmer_pop	SR	F	KA	KA23	NA	95.1703681651336	101.397020194146	NA	3.55409515318411	5.90108910430963
lmer_pop	SR	F	KA	KA24	NA	98.2163681651336	104.296020194146	NA	3.55409515318411	5.89987055934296
lmer_pop	SR	F	KA	KA25	NA	120.123368165134	104.329020194146	NA	3.54959270309803	6.00055710888596
lmer_pop	SR	F	KA	KA28	NA	122.269368165134	110.348020194146	NA	3.55409515318411	5.89987055934296
lmer_pop	SR	F	KA	KA29	NA	115.631368165134	109.563020194146	NA	3.55409515318411	5.89987055934296
lmer_pop	SR	F	MU	MU16	NA	83.9010544942522	102.526032912537	NA	3.55299842802156	6.00707153767862
lmer_pop	SR	F	RE	RE4	NA	76.4145070472723	94.1865229251427	NA	3.84872614372935	6.04496678914751
lmer_pop	SR	F	RE	RE7	NA	104.413507047272	128.139522925143	NA	3.84820372764044	6.03960681517401
lmer_pop	SR	F	RE	RE8	NA	73.8055070472723	95.2125229251427	NA	3.8445521103798	6.03960681517401
lmer_pop	SR	F	UM	UM17	NA	97.0294299608483	118.006523059328	NA	3.76627271416548	5.96686015271902
lmer_pop	SR	F	UM	UM2	NA	77.5344299608483	81.1345230593281	NA	3.89560767499339	5.96686015271902
lmer_pop	SR	F	UM	UM23	NA	107.254429960848	119.511523059328	NA	3.76254158215791	5.96806501992949
lmer_pop	SR	F	UM	UM25	NA	128.272429960848	120.426523059328	NA	3.76627271416548	6.18462683450716
lmer_pop	SR	F	UM	UM28	NA	58.5204299608483	82.9325230593281	NA	3.76254158215791	5.96686015271902
lmer_pop	SR	F	UM	UM6	NA	99.1324299608483	103.328523059328	NA	3.76254158215791	5.96806501992949
lmer_pop	SR	F	VA	VA1	NA	91.2580753968883	98.5495895977198	NA	3.55736200003028	5.90674708636453
lmer_pop	SR	F	VA	VA47	NA	123.256075396888	115.50458959772	NA	3.55341151560855	5.90674708636453
lmer_pop	SR	F	VA	VA6	NA	113.610075396888	109.68658959772	NA	3.56188831931315	5.93423509327663
lmer_pop	SR	F	VA	VA67	NA	97.1720753968883	105.76558959772	NA	3.55341151560855	5.90674708636453
lmer_pop	SR	F	YE	YE11	NA	75.0049318603461	80.4807053214457	NA	3.55411370317837	5.90436031270956
lmer_pop	SR	F	YE	YE22	NA	82.2779318603461	82.2657053214457	NA	3.55806340796791	6.00197623306688
lmer_pop	SR	F	YE	YE33	NA	105.227931860346	100.999705321446	NA	3.55411370317837	5.94297179046811
lmer_pop	SR	F	YE	YE41	NA	77.8169318603461	77.4587053214457	NA	3.55411370317837	5.90375081641322
lmer_pop	SR	F	YE	YE69	NA	80.9409318603461	95.2167053214457	NA	3.55411370317837	5.90740939010492
lmer_pop	SR	F	AK	AK19	NA	NA	104.606479680118	NA	NA	5.85918619386476
lmer_pop	SR	F	AK	AK24	NA	NA	111.593479680118	NA	NA	5.85918619386476
lmer_pop	SR	F	UM	UM24	NA	NA	103.304523059328	NA	NA	5.96686015271902
lmer_pop	SR	M	AK	AK1	65.0669199675891	80.6023182585185	67.5911854859807	5.56880817096082	2.8052040372077	3.53614477856907
lmer_pop	SR	M	AK	AK10	59.9929199675891	65.7773182585184	67.3871854859807	5.64818125107189	2.80217499281654	3.53614477856907
lmer_pop	SR	M	AK	AK12	52.1289199675891	61.2933182585185	64.8591854859807	5.66093026321293	2.79854760373419	3.53614477856907
lmer_pop	SR	M	AK	AK13	61.7699199675891	76.7503182585184	72.2641854859807	5.65596892185239	2.79854760373419	3.53614477856907
lmer_pop	SR	M	AK	AK14	67.9319199675891	76.4113182585184	80.5441854859807	5.64181747710435	2.79854760373419	3.53761556631035
lmer_pop	SR	M	AK	AK15	61.2779199675891	70.8903182585184	52.3601854859807	5.64818125107189	2.79734028862532	3.53614477856907
lmer_pop	SR	M	AK	AK16	72.7989199675891	82.9023182585184	70.6831854859807	5.70006109133578	2.79553102117762	3.53614477856907
lmer_pop	SR	M	AK	AK17	47.9019199675891	78.2733182585185	77.4761854859807	5.03758517992103	2.80217499281654	3.53835115484618
lmer_pop	SR	M	AK	AK18	54.4739199675891	60.2663182585185	65.0141854859807	5.66163937786221	2.86820112446223	3.53614477856907
lmer_pop	SR	M	AK	AK2	62.5429199675891	79.4703182585184	62.6301854859807	5.64818125107189	2.79734028862532	3.53614477856907
lmer_pop	SR	M	AK	AK20	56.6619199675891	61.3943182585185	60.4731854859807	5.64818125107189	2.79553102117762	3.53614477856907
lmer_pop	SR	M	AK	AK21	60.7789199675891	72.5753182585185	70.4791854859807	5.65596892185239	2.79553102117762	3.53614477856907
lmer_pop	SR	M	AK	AK3	50.2209199675891	79.9843182585185	69.0041854859807	5.71220898120508	2.80278035000361	3.46111671213227
lmer_pop	SR	M	AK	AK4	59.6109199675891	79.5673182585185	69.1131854859807	5.65384395300755	2.79854760373419	3.53614477856907
lmer_pop	SR	M	AK	AK5	63.7069199675891	81.1233182585185	73.5931854859807	5.72438157751211	2.79553102117762	3.53835115484618
lmer_pop	SR	M	AK	AK6	54.5419199675891	70.7773182585184	66.9671854859807	5.64181747710435	2.80217499281654	3.53688010752433
lmer_pop	SR	M	AK	AK7	65.4909199675891	91.0943182585185	81.9821854859807	5.64181747710435	2.79553102117762	3.53761556631035
lmer_pop	SR	M	AK	AK8	58.1489199675891	65.2283182585185	71.1861854859807	5.66944542657922	2.79553102117762	3.53614477856907
lmer_pop	SR	M	AK	AK9	51.4609199675891	58.1093182585184	58.4821854859807	5.64252420862862	2.81493475774597	3.53761556631035
lmer_pop	SR	M	GI	GI1	50.9552396840406	69.8908393743556	56.7633763881489	5.73805047649386	3.08073194485381	3.83980991829837
lmer_pop	SR	M	GI	GI10	50.7922396840406	81.8018393743556	69.1183763881489	5.79972337881656	3.08402745059812	3.83913261149736
lmer_pop	SR	M	GI	GI11	40.5302396840406	58.3018393743556	60.2633763881489	5.83364785282686	3.08073194485381	3.83913261149736
lmer_pop	SR	M	GI	GI12	47.7622396840406	67.0198393743556	NA	5.73805047649386	3.08073194485381	NA
lmer_pop	SR	M	GI	GI13	43.5532396840406	53.8508393743556	65.8233763881489	5.74572208436776	3.10007005018318	3.83980991829837
lmer_pop	SR	M	GI	GI14	57.0072396840406	85.6138393743556	65.8773763881489	5.75060964340229	3.08018348739856	3.83913261149736
lmer_pop	SR	M	GI	GI15	47.8452396840406	81.2698393743556	NA	5.73596010017429	3.08073194485381	NA
lmer_pop	SR	M	GI	GI2	52.6412396840406	62.9298393743556	68.8193763881489	5.76529845461546	3.08677992672667	3.83913261149736
lmer_pop	SR	M	GI	GI3	54.9052396840406	58.1198393743556	67.7403763881489	5.73805047649386	3.07799192917115	3.83913261149736
lmer_pop	SR	M	GI	GI4	47.8832396840406	65.5608393743556	64.7443763881489	5.73247793461008	3.07799192917115	3.83980991829837
lmer_pop	SR	M	GI	GI5	56.2892396840406	60.3718393743556	76.7513763881489	5.78775623802449	3.07799192917115	3.83980991829837
lmer_pop	SR	M	GI	GI6	49.1982396840406	65.3358393743556	71.8503763881489	5.72969381998649	3.13043931678011	3.83913261149736
lmer_pop	SR	M	GI	GI7	51.6692396840406	71.8958393743556	71.3413763881489	5.73805047649386	3.08402745059812	3.83913261149736
lmer_pop	SR	M	GI	GI8	55.3672396840406	81.2458393743556	74.2233763881489	5.73805047649386	3.08402745059812	3.83913261149736
lmer_pop	SR	M	GI	GI9	59.7582396840406	86.7718393743556	76.8233763881489	5.76669942608347	3.07799192917115	3.83980991829837
lmer_pop	SR	M	KA	KA1	83.4793236771239	73.2719037794288	71.4721152492393	5.72218849794713	2.79519202113338	3.57991595908066
lmer_pop	SR	M	KA	KA10	63.0243236771239	82.5609037794288	79.6511152492393	5.72707047329073	2.7921807668931	3.5791894716654
lmer_pop	SR	M	KA	KA11	59.6573236771239	78.2869037794288	79.2861152492393	5.77894628855802	2.79820896914575	3.5791894716654
lmer_pop	SR	M	KA	KA13	54.3203236771239	76.7269037794288	64.9841152492393	5.7152218859847	2.79820896914575	3.5791894716654
lmer_pop	SR	M	KA	KA14	60.0703236771239	62.8669037794288	69.7951152492393	5.72079445584601	2.79519202113338	3.5791894716654
lmer_pop	SR	M	KA	KA15	54.6633236771239	85.8639037794288	66.7381152492393	5.74454186215389	2.7921807668931	3.58136932947168
lmer_pop	SR	M	KA	KA16	57.4463236771239	82.2069037794288	77.1291152492393	5.74104312873876	2.79820896914575	3.5791894716654
lmer_pop	SR	M	KA	KA17	55.3233236771239	71.3159037794288	67.5571152492393	5.73405233722526	2.79881304038118	3.66654582326206
lmer_pop	SR	M	KA	KA18	61.0823236771239	80.8489037794288	62.8631152492393	5.73475101517394	2.79820896914575	3.59447329578068
