Model	Trait	Lab	Sex	Population	Line	Value_re	SE_re
lmer_pop	SR	Onder	F	RE	RE8	-14.969	2.003
lmer_pop	SR	Onder	F	UM	UM13	-4.26	2.018
lmer_pop	SR	Onder	F	UM	UM17	3.948	2.01
lmer_pop	SR	Onder	F	UM	UM18	3.005	2.003
lmer_pop	SR	Onder	F	UM	UM2	-15.547	2.243
lmer_pop	SR	Onder	F	UM	UM20	10.523	1.995
lmer_pop	SR	Onder	F	UM	UM21	-16.206	2.003
lmer_pop	SR	Onder	F	UM	UM22	-6.887	2.003
lmer_pop	SR	Onder	F	UM	UM23	14.173	2.003
lmer_pop	SR	Onder	F	UM	UM25	35.191	2.01
lmer_pop	SR	Onder	F	UM	UM26	-1.915	2.003
lmer_pop	SR	Onder	F	UM	UM28	-34.561	2.003
lmer_pop	SR	Onder	F	UM	UM29	-6.6	2.003
lmer_pop	SR	Onder	F	UM	UM4	0.584	2.003
lmer_pop	SR	Onder	F	UM	UM5	-4.629	2.01
lmer_pop	SR	Onder	F	UM	UM6	6.051	2.003
lmer_pop	SR	Onder	F	UM	UM7	-3.597	2.01
lmer_pop	SR	Onder	F	UM	UM9	20.726	2.026
lmer_pop	SR	Onder	F	VA	VA1	-11.344	2.01
lmer_pop	SR	Onder	F	VA	VA11	17.257	2.003
lmer_pop	SR	Onder	F	VA	VA15	-10.343	1.427
lmer_pop	SR	Onder	F	VA	VA18	-1.075	2.01
lmer_pop	SR	Onder	F	VA	VA22	10.052	2.018
lmer_pop	SR	Onder	F	VA	VA26	-10.294	2.01
lmer_pop	SR	Onder	F	VA	VA30	-12.123	2.01
lmer_pop	SR	Onder	F	VA	VA34	11.673	2.003
lmer_pop	SR	Onder	F	VA	VA35	-1.948	2.01
lmer_pop	SR	Onder	F	VA	VA44	10.196	1.995
lmer_pop	SR	Onder	F	VA	VA46	25.339	2.003
lmer_pop	SR	Onder	F	VA	VA47	20.654	2.003
lmer_pop	SR	Onder	F	VA	VA48	8.159	2.003
lmer_pop	SR	Onder	F	VA	VA55	-10.243	2.018
lmer_pop	SR	Onder	F	VA	VA57	3.707	2.003
lmer_pop	SR	Onder	F	VA	VA6	11.008	2.018
lmer_pop	SR	Onder	F	VA	VA66	-17.159	2.01
lmer_pop	SR	Onder	F	VA	VA67	-5.43	2.003
lmer_pop	SR	Onder	F	VA	VA71	-15.302	1.988
lmer_pop	SR	Onder	F	VA	VA9	-22.785	2.01
lmer_pop	SR	Onder	F	YE	YE11	-5.134	2.003
lmer_pop	SR	Onder	F	YE	YE13	-2.015	2.01
lmer_pop	SR	Onder	F	YE	YE14	-18.663	2.01
lmer_pop	SR	Onder	F	YE	YE15	-0.19	2.018
lmer_pop	SR	Onder	F	YE	YE19	-4.196	2.003
lmer_pop	SR	Onder	F	YE	YE20	-7.086	2.003
lmer_pop	SR	Onder	F	YE	YE21	3.3	2.003
lmer_pop	SR	Onder	F	YE	YE22	2.139	2.01
lmer_pop	SR	Onder	F	YE	YE23	-9.975	2.003
lmer_pop	SR	Onder	F	YE	YE24	-5.212	2.003
lmer_pop	SR	Onder	F	YE	YE26	17.213	2.01
lmer_pop	SR	Onder	F	YE	YE27	6.565	2.01
lmer_pop	SR	Onder	F	YE	YE33	25.089	2.003
lmer_pop	SR	Onder	F	YE	YE40	2.296	2.01
lmer_pop	SR	Onder	F	YE	YE41	-2.322	2.003
lmer_pop	SR	Onder	F	YE	YE48	-13.528	2.003
lmer_pop	SR	Onder	F	YE	YE49	-1.463	2.003
lmer_pop	SR	Onder	F	YE	YE51	-4.587	2.003
lmer_pop	SR	Onder	F	YE	YE69	0.802	2.003
lmer_pop	SR	Onder	F	YE	YE80	16.967	2.003
