"","Trait","Sex","Moderator","R2","P"
"1","Pgm_T4","F","Population",0,0.815661554653383
"2","Pgm_T4","F","PC",10.7991862770953,0.0439693026074009
"3","Pgm_T4","F","Lab",62.3639806359114,3.3313311255202e-09
"4","Pgm_T4","F","Population + Lab",73.1761049396171,9.09923203029261e-11
"5","Pgm_T4","F","Population + PC",0,0.472757576096992
