"","Trait","Sex","Moderator","R2","P"
"1","Pgm_Total","F","Population",0,0.903534813356142
"2","Pgm_Total","F","PC",12.6265500684504,0.0282681152492385
"3","Pgm_Total","F","Lab",79.9828449884693,3.90931481646711e-17
"4","Pgm_Total","F","Population + Lab",88.5216177486518,5.9435869898108e-24
"5","Pgm_Total","F","Population + PC",0,0.533427635622899
