"","Trait","Sex","Moderator","R2","P"
"1","Pgm_T6","F","Population",0,0.79887342287031
"2","Pgm_T6","F","PC",41.4834677651969,6.4750695918187e-05
"3","Pgm_T6","F","Lab",82.0562545640046,1.03014676295049e-13
"4","Pgm_T6","F","Population + Lab",94.4934818440152,1.80804802558718e-21
"5","Pgm_T6","F","Population + PC",36.7406697004421,0.0071167346436947
