"","Trait","Sex","Moderator","R2","P"
"1","WA_R","M","Population",85.0218894987157,2.12696531249952e-11
"2","WA_R","M","PC",0.838414333722323,0.388898207465648
"3","WA_R","M","Lab",2.41522160185997,0.326668895246768
"4","WA_R","M","Population + Lab",100,4.81170447535052e-27
"5","WA_R","M","Population + PC",100,5.95131018563046e-27
