"","Trait","Sex","Moderator","R2","P"
"1","WA_L","F","Population",95.3485024207123,6.56472089145554e-15
"2","WA_L","F","PC",0,0.777787404143678
"3","WA_L","F","Lab",17.8113465701877,0.0174699852184613
"4","WA_L","F","Population + Lab",99.999999999854,1.88550695140239e-24
"5","WA_L","F","Population + PC",99.9999999407727,5.47055062656459e-22
