"","Trait","Sex","Moderator","R2","P"
"1","WA_L","M","Population",83.734512560898,2.17926785570679e-10
"2","WA_L","M","PC",0,0.64370734282131
"3","WA_L","M","Lab",8.98360603162932,0.0990906755678096
"4","WA_L","M","Population + Lab",100,3.51117644705328e-28
"5","WA_L","M","Population + PC",99.9999999328283,7.63429192726814e-27
