"Country","Population","Line","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"Turkey","YE","YE11",-1.06195190385192,-4.45001186134657,-0.936207671345465,0.979701363520551,0.111371789108339
"Turkey","YE","YE13",-1.25343445566596,-0.915524356444962,0.32446287826006,-0.0616141793480961,-0.0809203349149002
"Turkey","YE","YE14",-2.3596800682965,-2.55336878498446,1.15420868921902,0.952241053213698,0.00240097940306475
"Turkey","YE","YE15",0.125202986979307,-2.01690179723655,-0.936947286018988,-0.913715275358026,1.90010829049406
"Turkey","YE","YE19",-1.35172409458876,-0.752967337577562,0.503509903832254,-1.13521756057249,1.63905173290617
"Turkey","YE","YE20",-1.08396579034751,-3.13364418726605,0.655992407405399,-0.390173683549894,0.898277493848509
"Turkey","YE","YE21",1.20124393108122,-2.84620546827917,1.54485659387797,-0.805978566544837,-0.0697837362163105
"Turkey","YE","YE22",-1.33276858976728,-0.993737623169087,0.299429641471189,-0.583318175888903,0.877972649788912
"Turkey","YE","YE23",-1.06461634848435,-2.68186688250791,0.204143374524367,0.00193836248901505,0.667367711447149
"Turkey","YE","YE24",0.424418022951744,-1.75088117226666,0.122303117644571,-0.645774100298873,0.173191930485357
"Turkey","YE","YE26",-0.759521107775721,-3.01575825472969,0.195276529914006,-0.219114497247683,0.363783099220582
"Turkey","YE","YE27",1.18781875630632,-3.19091705860816,0.310489213521911,-0.58134173565478,0.524914693505382
"Turkey","YE","YE33",0.288427652879465,-1.08624037657377,-0.561822197260377,2.39370524021224,-0.0467227284633894
"Turkey","YE","YE40",-1.18922364614097,-0.766269717907381,-0.841984811864135,-0.907749687230388,-0.367653466989375
"Turkey","YE","YE41",-0.79474999001543,-3.20124335907674,-0.708717626830768,0.408399402011358,2.36474432853456
"Turkey","YE","YE48",-2.26955724485372,-1.39934241275434,1.1817455025245,-0.752950004433827,-0.812840877327857
"Turkey","YE","YE49",-1.576154785024,-1.22191291182237,2.38624179579683,0.655151515906373,0.60548458698963
"Turkey","YE","YE51",-1.87216724493047,-2.23689234684741,0.613774937963467,2.01600756533138,1.12629607770808
"Turkey","YE","YE69",-0.570918011855963,-1.3160058202326,-0.82512703365543,0.485051667551967,0.910806476019374
"Turkey","YE","YE80",0.189301631772917,-0.667832485146545,-0.673173263555233,-1.33047415422927,0.0835499522483807
"Portugal","RE","RE10",1.09221849613286,-1.64124811623905,-1.13656058012324,0.063713695194393,-0.87376249585676
"Portugal","RE","RE11",1.19935622007164,0.553480564186756,0.741319042625445,-1.11970490776166,-1.01886090451736
"Portugal","RE","RE12",1.15683963206727,-1.37113823655697,0.296421010982489,-0.535002279084459,-0.284622318542
"Portugal","RE","RE13",1.88179963744972,-0.152981950649703,-0.426756026844703,0.284865537731388,-1.6363294726752
"Portugal","RE","RE15",-0.673857924826237,-1.9805566793867,-1.28725458173518,0.434300897460103,-0.628401476196488
"Portugal","RE","RE16",1.79970411495068,0.550587442191445,-1.90700815137912,0.0535532376830609,0.445272562158007
"Portugal","RE","RE17",1.05462054641699,-1.43944091000379,0.804541459414569,-0.142801541679373,-1.69868282946029
"Portugal","RE","RE18",2.1934931693896,-0.737214869219371,-0.236449152905494,-1.48877289157847,1.16178022558775
"Portugal","RE","RE2",3.90877957905366,0.150705430432574,-0.0334000749331268,-1.41914597965844,-0.479150357129326
"Portugal","RE","RE3",1.73830034262047,-2.50304264245434,-0.491537532543209,2.31400344139638,-1.01221225720231
"Portugal","RE","RE4",2.28957922006899,-1.91746441037804,-0.352357976070095,-1.20418130028313,0.813954037419468
"Portugal","RE","RE5",0.656636860990941,-0.501915936491124,-0.315277558896811,-0.916479897294967,-0.0729782046338906
"Portugal","RE","RE6",2.16263513903012,-0.884128869384918,0.794609597073297,-0.947170420801901,-2.12030023359561
"Portugal","RE","RE7",3.94497720100552,0.575533455185054,-0.129007674525073,-0.347012885012006,-0.674397886422031
"Spain","GI","GI1",0.203416919221482,-1.62922039120337,-1.2445629238847,-0.231906858358394,-2.25544384020804
"Spain","GI","GI10",0.461709441518188,-0.558664645459442,-0.292831425496841,0.0573352322750162,-0.754352955128265
"Spain","GI","GI11",-1.34034435907326,-0.960565641865836,-0.736135962661286,-0.89154137623012,-0.494467049642781
"Spain","GI","GI12",-2.02814951286526,-3.09012217506368,-0.828344238182285,-0.484174963128792,-0.542264879916974
"Spain","GI","GI13",0.183652889535954,-1.3647663700965,-1.02735412665878,-1.1366044055588,0.12912791220547
"Spain","GI","GI14",1.04235602737896,-1.71280304356081,-4.01019058412545,-0.420563130485909,-1.63988807412473
"Spain","GI","GI15",0.0258666764468535,-0.50387697126487,-1.03067785429994,-1.2286940704067,-0.210304556988132
"Spain","GI","GI2",-1.1719941868691,-0.370721191988916,-0.284874532676282,-0.439888241231518,0.916024666475612
"Spain","GI","GI3",-2.20375309939012,-0.55627729480291,-0.251438204058127,0.196308323298971,0.170011774926129
"Spain","GI","GI4",-1.47828621755058,-1.84309447652153,-0.265398485794402,1.67010585528285,-0.297058939684697
"Spain","GI","GI5",0.721640729324106,-2.25620719425399,-2.17429924194629,-1.5747652109628,0.122203924388452
"Spain","GI","GI6",-1.50250010732216,0.0857489725776058,0.181641555347509,-1.22458849328014,-3.21592979091095
"Spain","GI","GI7",-1.61458398798219,-0.864755746716818,0.0750935692521995,0.429995621390412,-0.233721702054799
"Spain","GI","GI8",-2.21017909373505,-0.930274096306606,-1.80254109282561,0.309214359369988,-0.772538264327686
"Spain","GI","GI9",-1.5157825808727,0.214620958352068,-0.890943599817738,2.23179939107339,-0.401962324944183
