Supervisor.PI	Diet	Batch	Population	Line	Sex	ReplicateVialOld	ReplicateVial	Individual	CentroidSizeLeft_micrometers	CentroidSizeRight_micrometers	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	Color	StatusT	StatusM	Wolbachia	PC.ratio	DevAssym	AvArea
Onder	NS	2	MA	MA13	F	1	Onder_2_MA13_1	9	2708.44357491132	2687.93584049367	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	20.5077344176498	2698.1897077025
Onder	NS	2	MA	MA13	F	1	Onder_2_MA13_1	10	2866.17238127786	2862.43487752647	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	3.73750375139025	2864.30362940216
Onder	NS	2	MA	MA13	F	2	Onder_2_MA13_2	11	2941.52070100232	2944.3581946516	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	2.83749364928008	2942.93944782696
Onder	NS	2	MA	MA13	F	2	Onder_2_MA13_2	12	2832.41087263066	2835.99594410091	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	3.58507147025011	2834.20340836578
Onder	NS	2	MA	MA13	F	2	Onder_2_MA13_2	13	2875.35352342421	2882.68408482026	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	7.33056139605014	2879.01880412223
Onder	NS	2	MA	MA13	F	2	Onder_2_MA13_2	14	2904.05371121445	2905.68259142509	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	1.62888021064009	2904.86815131977
Onder	NS	2	MA	MA13	F	2	Onder_2_MA13_2	15	2973.88781518557	2838.32586118416	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	135.56195400141	2906.10683818487
Onder	NS	2	MA	MA13	F	2	Onder_2_MA13_2	16	2896.64704542027	2904.55617485384	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	7.90912943356989	2900.60161013706
Onder	NS	2	MA	MA13	F	2	Onder_2_MA13_2	17	3054.02892711251	3057.77481737743	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	3.74589026492004	3055.90187224497
Onder	NS	2	MA	MA13	F	2	Onder_2_MA13_2	18	2827.27307792035	2836.45910099927	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	9.18602307892024	2831.86608945981
Onder	NS	2	MA	MA13	F	2	Onder_2_MA13_2	19	3000.70490542172	3018.95007091022	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	18.2451654884999	3009.82748816597
Onder	NS	2	MA	MA13	F	2	Onder_2_MA13_2	20	2784.1440687333	2794.12837203726	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	9.98430330395968	2789.13622038528
Onder	NS	2	MA	MA13	F	3	Onder_2_MA13_3	21	2935.19408026181	2951.86956307619	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	16.6754828143798	2943.531821669
Onder	NS	2	MA	MA13	F	3	Onder_2_MA13_3	22	2906.31065157749	2936.51295905555	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	30.20230747806	2921.41180531652
Onder	NS	2	MA	MA13	F	3	Onder_2_MA13_3	23	2957.77629109438	2983.13462103841	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	25.3583299440297	2970.4554560664
Onder	NS	2	MA	MA13	F	3	Onder_2_MA13_3	24	2824.39248029554	2831.09538426687	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	6.70290397133022	2827.74393228121
Onder	NS	2	MA	MA13	F	3	Onder_2_MA13_3	25	2899.41671627291	2893.78251764531	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	5.6341986276002	2896.59961695911
Onder	NS	2	MA	MA13	F	3	Onder_2_MA13_3	26	2937.68137372956	2943.6296974941	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	5.94832376453996	2940.65553561183
Onder	NS	2	MA	MA13	F	3	Onder_2_MA13_3	27	3030.41908468713	3021.12370978979	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	9.29537489734003	3025.77139723846
Onder	NS	2	MA	MA13	F	3	Onder_2_MA13_3	28	3054.70237486489	3067.64913757887	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	12.9467627139802	3061.17575622188
Onder	NS	2	MA	MA13	F	3	Onder_2_MA13_3	29	2898.0570697685	2930.61926691769	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	32.5621971491901	2914.33816834309
Onder	NS	2	MA	MA13	F	3	Onder_2_MA13_3	30	2836.51840913455	2850.33886228638	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	13.82045315183	2843.42863571046
Onder	NS	2	MA	MA13	M	1	Onder_2_MA13_1	1	2329.08446279211	2288.82898475469	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	40.2554780374203	2308.9567237734
Onder	NS	2	MA	MA13	M	1	Onder_2_MA13_1	2	2451.0854341377	2430.20560474179	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	20.8798293959098	2440.64551943974
Onder	NS	2	MA	MA13	M	1	Onder_2_MA13_1	3	2521.41181976186	2516.74449052938	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	4.66732923247991	2519.07815514562
Onder	NS	2	MA	MA13	M	1	Onder_2_MA13_1	4	2447.25636541324	2443.39790721749	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	3.85845819575025	2445.32713631536
Onder	NS	2	MA	MA13	M	1	Onder_2_MA13_1	5	2495.87102305828	2472.31507074402	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	23.5559523142601	2484.09304690115
Onder	NS	2	MA	MA13	M	1	Onder_2_MA13_1	6	2530.91498024228	2531.92469101038	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	1.00971076809992	2531.41983562633
Onder	NS	2	MA	MA13	M	1	Onder_2_MA13_1	7	2499.59470870659	2539.20443839262	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	39.6097296860298	2519.39957354961
Onder	NS	2	MA	MA13	M	1	Onder_2_MA13_1	8	2494.56569390634	2514.51929658756	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	19.9536026812198	2504.54249524695
Onder	NS	2	MA	MA13	M	1	Onder_2_MA13_1	9	2632.71343054803	2619.50694070048	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	13.2064898475501	2626.11018562425
Onder	NS	2	MA	MA13	M	1	Onder_2_MA13_1	10	2489.21983245643	2495.56963055956	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	6.34979810313007	2492.39473150799
Onder	NS	2	MA	MA13	M	2	Onder_2_MA13_2	11	2381.8864793103	2423.46088405842	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	41.5744047481203	2402.67368168436
Onder	NS	2	MA	MA13	M	2	Onder_2_MA13_2	12	2492.12110275572	2488.52224799169	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	3.59885476402997	2490.32167537371
Onder	NS	2	MA	MA13	M	2	Onder_2_MA13_2	13	2390.11693017626	2392.03539701418	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	1.91846683791982	2391.07616359522
Onder	NS	2	MA	MA13	M	2	Onder_2_MA13_2	14	2483.56366687742	2490.62491851784	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	7.06125164041987	2487.09429269763
Onder	NS	2	MA	MA13	M	2	Onder_2_MA13_2	15	2444.85533717805	2476.20095819705	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	31.3456210190002	2460.52814768755
Onder	NS	2	MA	MA13	M	2	Onder_2_MA13_2	16	2356.73189276158	2328.66574031912	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	28.0661524424604	2342.69881654035
Onder	NS	2	MA	MA13	M	2	Onder_2_MA13_2	17	2629.44844694358	2650.67813342526	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	21.2296864816799	2640.06329018442
Onder	NS	2	MA	MA13	M	2	Onder_2_MA13_2	18	2550.81696244195	2579.34997154206	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	28.5330091001097	2565.08346699201
Onder	NS	2	MA	MA13	M	2	Onder_2_MA13_2	19	2564.01466871771	2574.26758423688	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	10.2529155191701	2569.1411264773
Onder	NS	2	MA	MA13	M	2	Onder_2_MA13_2	20	2517.70873258191	2504.23887774134	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	13.4698548405704	2510.97380516163
Onder	NS	2	MA	MA13	M	3	Onder_2_MA13_3	21	2458.15370013634	2442.06733199386	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	16.0863681424798	2450.1105160651
Onder	NS	2	MA	MA13	M	3	Onder_2_MA13_3	22	2564.52223829087	2568.21204602953	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	3.68980773865997	2566.3671421602
Onder	NS	2	MA	MA13	M	3	Onder_2_MA13_3	23	2570.6346893006	2580.05669172016	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	9.42200241956016	2575.34569051038
Onder	NS	2	MA	MA13	M	3	Onder_2_MA13_3	24	2452.80937065676	2450.68591451993	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	2.1234561368301	2451.74764258835
Onder	NS	2	MA	MA13	M	3	Onder_2_MA13_3	25	2646.06451211357	2659.27259428574	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	13.2080821721702	2652.66855319965
Onder	NS	2	MA	MA13	M	3	Onder_2_MA13_3	26	2529.05842068893	2540.85718401133	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	11.7987633224002	2534.95780235013
Onder	NS	2	MA	MA13	M	3	Onder_2_MA13_3	27	2394.95995704655	2412.96498123989	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	18.0050241933404	2403.96246914322
Onder	NS	2	MA	MA13	M	3	Onder_2_MA13_3	28	2538.9224563523	2539.36831913009	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	0.445862777790353	2539.1453877412
Onder	NS	2	MA	MA13	M	3	Onder_2_MA13_3	29	2572.66946716091	2561.11972706939	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	11.5497400915197	2566.89459711515
Onder	NS	2	MA	MA13	M	3	Onder_2_MA13_3	30	2515.82323118656	2529.81546209663	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.179	13.9922309100702	2522.8193466416
Onder	NS	2	MA	MA16	F	1	Onder_2_MA16_1	1	2838.85938056791	2824.15350916228	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	14.7058714056302	2831.5064448651
Onder	NS	2	MA	MA16	F	1	Onder_2_MA16_1	2	2860.40404250609	2853.20172771488	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	7.20231479121003	2856.80288511048
Onder	NS	2	MA	MA16	F	1	Onder_2_MA16_1	3	2842.98931006749	2823.1768945759	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	19.8124154915899	2833.0831023217
Onder	NS	2	MA	MA16	F	1	Onder_2_MA16_1	4	2878.50540801597	2874.99882341179	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	3.50658460417981	2876.75211571388
Onder	NS	2	MA	MA16	F	1	Onder_2_MA16_1	5	2614.41164093101	2597.84471055134	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	16.5669303796699	2606.12817574118
Onder	NS	2	MA	MA16	F	1	Onder_2_MA16_1	6	2891.97340378102	2897.93388841547	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	5.96048463445004	2894.95364609824
Onder	NS	2	MA	MA16	F	1	Onder_2_MA16_1	7	2869.9002497075	2841.65251775033	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	28.2477319571699	2855.77638372891
Onder	NS	2	MA	MA16	F	1	Onder_2_MA16_1	8	2823.77812548097	2840.01284614348	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	16.23472066251	2831.89548581223
Onder	NS	2	MA	MA16	F	1	Onder_2_MA16_1	9	2909.71739981807	2886.8479302248	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	22.86946959327	2898.28266502144
Onder	NS	2	MA	MA16	F	1	Onder_2_MA16_1	10	2862.98836381645	2860.18932744705	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	2.79903636940026	2861.58884563175
Onder	NS	2	MA	MA16	F	2	Onder_2_MA16_2	11	2726.89441467872	2723.0901921531	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	3.80422252561993	2724.99230341591
Onder	NS	2	MA	MA16	F	2	Onder_2_MA16_2	12	2909.08039103735	2925.28181602389	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	16.2014249865397	2917.18110353062
Onder	NS	2	MA	MA16	F	2	Onder_2_MA16_2	13	2754.12216242584	2765.70350848069	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	11.5813460548497	2759.91283545326
Onder	NS	2	MA	MA16	F	2	Onder_2_MA16_2	14	2748.47155589473	2732.92409310723	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	15.5474627875001	2740.69782450098
Onder	NS	2	MA	MA16	F	2	Onder_2_MA16_2	15	2711.31940901164	2712.64936358933	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	1.32995457768993	2711.98438630048
Onder	NS	2	MA	MA16	F	2	Onder_2_MA16_2	16	2778.19962675831	2761.30263188076	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	16.8969948775498	2769.75112931953
Onder	NS	2	MA	MA16	F	2	Onder_2_MA16_2	17	2834.81273429509	2824.74085457835	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	10.0718797167401	2829.77679443672
Onder	NS	2	MA	MA16	F	2	Onder_2_MA16_2	18	2821.8130312459	2833.01696272853	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	11.2039314826297	2827.41499698722
Onder	NS	2	MA	MA16	F	2	Onder_2_MA16_2	19	2845.87569061581	2840.90207531045	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	4.97361530536	2843.38888296313
Onder	NS	2	MA	MA16	F	2	Onder_2_MA16_2	20	2926.37164940539	2925.06924914027	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	1.30240026512001	2925.72044927283
Onder	NS	2	MA	MA16	F	2	Onder_2_MA16_2	21	2728.53701595958	2725.98512165676	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	2.55189430282007	2727.26106880817
Onder	NS	2	MA	MA16	F	2	Onder_2_MA16_2	22	2886.51653270284	2881.33791312786	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	5.17861957498008	2883.92722291535
Onder	NS	2	MA	MA16	F	3	Onder_2_MA16_3	23	2850.5106927048	2870.53053077392	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	20.0198380691199	2860.52061173936
Onder	NS	2	MA	MA16	F	3	Onder_2_MA16_3	24	2971.65335208251	2980.99390037276	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	9.3405482902499	2976.32362622764
Onder	NS	2	MA	MA16	F	3	Onder_2_MA16_3	25	2988.64871911203	2961.94966010694	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	26.69905900509	2975.29918960948
Onder	NS	2	MA	MA16	F	3	Onder_2_MA16_3	26	2828.42187738739	2836.05810006396	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	7.63622267657001	2832.23998872568
Onder	NS	2	MA	MA16	F	3	Onder_2_MA16_3	27	2891.04211210345	2884.75113350896	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	6.2909785944903	2887.8966228062
Onder	NS	2	MA	MA16	F	3	Onder_2_MA16_3	28	2869.36100064408	2874.65359976954	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	5.29259912546013	2872.00730020681
Onder	NS	2	MA	MA16	F	3	Onder_2_MA16_3	29	2774.63372382734	2762.96031862711	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	11.6734052002298	2768.79702122722
Onder	NS	2	MA	MA16	F	3	Onder_2_MA16_3	30	2762.65849177158	2753.17669285398	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	9.48179891759992	2757.91759231278
Onder	NS	2	MA	MA16	F	3	Onder_2_MA16_3	31	2974.12585134321	2957.65763803886	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	16.4682133043498	2965.89174469104
Onder	NS	2	MA	MA16	F	3	Onder_2_MA16_3	32	2962.40942735409	2950.28582690288	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	12.1236004512098	2956.34762712849
Onder	NS	2	MA	MA16	M	1	Onder_2_MA16_1	1	2516.93893550503	2508.03326251483	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	8.90567299019995	2512.48609900993
Onder	NS	2	MA	MA16	M	1	Onder_2_MA16_1	2	2486.63727452486	2507.96666782133	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	21.3293932964698	2497.30197117309
Onder	NS	2	MA	MA16	M	1	Onder_2_MA16_1	3	2343.8530004406	2353.9410712811	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	10.0880708404998	2348.89703586085
Onder	NS	2	MA	MA16	M	1	Onder_2_MA16_1	4	2472.5449129321	2446.18900257131	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	26.3559103607899	2459.3669577517
Onder	NS	2	MA	MA16	M	1	Onder_2_MA16_1	5	2470.79158188804	2460.83157042736	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	9.96001146068011	2465.8115761577
Onder	NS	2	MA	MA16	M	1	Onder_2_MA16_1	6	2561.89038712237	2559.6060130942	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	2.28437402817008	2560.74820010829
Onder	NS	2	MA	MA16	M	1	Onder_2_MA16_1	7	2380.89393822942	2390.42202186844	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	9.52808363901977	2385.65798004893
Onder	NS	2	MA	MA16	M	1	Onder_2_MA16_1	8	2533.6646266797	2547.4566538673	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	13.7920271875996	2540.5606402735
Onder	NS	2	MA	MA16	M	1	Onder_2_MA16_1	9	2450.1135339254	2457.92464081534	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	7.81110688993977	2454.01908737037
Onder	NS	2	MA	MA16	M	1	Onder_2_MA16_1	10	2455.44455424927	2461.2927240042	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	5.84816975493004	2458.36863912673
Onder	NS	2	MA	MA16	M	2	Onder_2_MA16_2	11	2569.89765932482	2583.07873958035	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	13.1810802555301	2576.48819945258
Onder	NS	2	MA	MA16	M	2	Onder_2_MA16_2	12	2496.70712010784	2520.05025050399	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	23.3431303961497	2508.37868530592
Onder	NS	2	MA	MA16	M	2	Onder_2_MA16_2	13	2420.2252357258	2422.67193793572	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	2.4467022099202	2421.44858683076
Onder	NS	2	MA	MA16	M	2	Onder_2_MA16_2	14	2456.6768013429	2457.1043383846	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	0.427537041699907	2456.89056986375
Onder	NS	2	MA	MA16	M	2	Onder_2_MA16_2	15	2564.83843756023	2583.71901880294	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	18.8805812427099	2574.27872818158
Onder	NS	2	MA	MA16	M	2	Onder_2_MA16_2	16	2586.94246278428	2595.34465730924	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	8.40219452496012	2591.14356004676
Onder	NS	2	MA	MA16	M	2	Onder_2_MA16_2	17	2416.87468942062	2422.47756860971	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	5.60287918908989	2419.67612901517
Onder	NS	2	MA	MA16	M	2	Onder_2_MA16_2	18	2368.2166386469	2362.47434525271	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	5.7422933941898	2365.3454919498
Onder	NS	2	MA	MA16	M	2	Onder_2_MA16_2	19	2496.1773772755	2499.76424516265	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	3.58686788714977	2497.97081121907
Onder	NS	2	MA	MA16	M	2	Onder_2_MA16_2	20	2472.42332061199	2470.12398612604	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	2.29933448595011	2471.27365336901
Onder	NS	2	MA	MA16	M	3	Onder_2_MA16_3	21	2462.46876503983	2456.83701359411	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	5.63175144572006	2459.65288931697
Onder	NS	2	MA	MA16	M	3	Onder_2_MA16_3	22	2437.30271940849	2425.34982298719	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	11.9528964213	2431.32627119784
Onder	NS	2	MA	MA16	M	3	Onder_2_MA16_3	23	2579.40832619242	2607.43572815446	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	28.0274019620397	2593.42202717344
Onder	NS	2	MA	MA16	M	3	Onder_2_MA16_3	24	2505.42287092658	2516.53339838477	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	11.1105274581901	2510.97813465567
Onder	NS	2	MA	MA16	M	3	Onder_2_MA16_3	25	2521.09432439169	2511.64614251092	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	9.44818188076988	2516.37023345131
Onder	NS	2	MA	MA16	M	3	Onder_2_MA16_3	26	2504.59145098597	2519.55001476907	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	14.9585637831001	2512.07073287752
Onder	NS	2	MA	MA16	M	3	Onder_2_MA16_3	27	2445.74408943536	2431.83793157982	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	13.9061578555397	2438.79101050759
Onder	NS	2	MA	MA16	M	3	Onder_2_MA16_3	28	2523.08834324666	2493.04676213183	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	30.04158111483	2508.06755268924
Onder	NS	2	MA	MA16	M	3	Onder_2_MA16_3	29	2494.8338154981	2505.22046365784	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	10.3866481597397	2500.02713957797
Onder	NS	2	MA	MA16	M	3	Onder_2_MA16_3	30	2442.79696447355	2435.40156853386	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	7.39539593968993	2439.0992665037
Onder	NS	2	MA	MA16	M	3	Onder_2_MA16_3	31	2496.71131117324	2490.99202076851	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	5.71929040473015	2493.85166597087
Onder	NS	2	MA	MA18	F	1	Onder_2_MA18_1	1	2951.682908316	2961.04826028756	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	9.3653519715599	2956.36558430178
Onder	NS	2	MA	MA18	F	1	Onder_2_MA18_1	2	3059.84340761386	3043.21802225085	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	16.6253853630101	3051.53071493236
Onder	NS	2	MA	MA18	F	1	Onder_2_MA18_1	3	2942.63857534282	2930.96421499608	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	11.6743603467398	2936.80139516945
Onder	NS	2	MA	MA18	F	1	Onder_2_MA18_1	4	2935.11249621714	2944.36338876736	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	9.25089255022021	2939.73794249225
Onder	NS	2	MA	MA18	F	1	Onder_2_MA18_1	5	3012.4260229844	3011.29716853717	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	1.12885444722997	3011.86159576078
Onder	NS	2	MA	MA18	F	1	Onder_2_MA18_1	6	2846.36339775244	2832.71095032211	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	13.6524474303301	2839.53717403727
Onder	NS	2	MA	MA18	F	1	Onder_2_MA18_1	7	3057.7916643678	3060.07068041371	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	2.27901604590988	3058.93117239075
Onder	NS	2	MA	MA18	F	1	Onder_2_MA18_1	8	2961.6867292078	2940.92109802062	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	20.7656311871801	2951.30391361421
Onder	NS	2	MA	MA18	F	1	Onder_2_MA18_1	9	2888.30872094595	2880.57769067137	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	7.73103027458001	2884.44320580866
Onder	NS	2	MA	MA18	F	1	Onder_2_MA18_1	10	3031.12964410452	3012.69427749634	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	18.4353666081802	3021.91196080043
Onder	NS	2	MA	MA18	F	1	Onder_2_MA18_1	11	3055.38818763253	3034.34161531987	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	21.0465723126599	3044.8649014762
Onder	NS	2	MA	MA18	F	2	Onder_2_MA18_2	12	3002.13375526161	2925.29832542666	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	76.83542983495	2963.71604034413
Onder	NS	2	MA	MA18	F	2	Onder_2_MA18_2	13	2881.84824764608	2900.47838822888	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	18.6301405827999	2891.16331793748
Onder	NS	2	MA	MA18	F	2	Onder_2_MA18_2	14	3029.76003167538	3016.36047763599	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	13.3995540393903	3023.06025465568
Onder	NS	2	MA	MA18	F	2	Onder_2_MA18_2	15	2912.4870777143	2891.23518734883	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	21.25189036547	2901.86113253157
Onder	NS	2	MA	MA18	F	2	Onder_2_MA18_2	16	3097.87007121506	3123.23263433258	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	25.36256311752	3110.55135277382
Onder	NS	2	MA	MA18	F	2	Onder_2_MA18_2	17	3042.77734318008	3040.47702576224	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	2.30031741784023	3041.62718447116
Onder	NS	2	MA	MA18	F	2	Onder_2_MA18_2	18	2954.86642143262	3016.44493420649	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.179	61.57851277387	2985.65567781955
