"","Supervisor.PI","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"1","Gibert","F","AK",222.328767123288,10.2682083130128,226,202,274,0.333320146847503,0.0461847940141671,226
"2","Gibert","F","GI",226.079861111111,12.2388068748472,226,202,274,0.509950286451966,0.0541348831987835,216
"3","Gibert","F","KA",223.180667433832,11.3572402865877,226,202,274,0.385267989056434,0.0508881007354943,226
"4","Gibert","F","MA",221.584447144593,10.8548194709212,216,192,274,0.378375220794342,0.0489872805190069,216
"5","Gibert","F","MU",223.496575342466,12.8142326998884,226,202,274,0.432952800541177,0.0573352530357703,226
"6","Gibert","F","RE",226.980036297641,12.212570304945,226,202,274,0.520272986862521,0.0538046010748303,226
"7","Gibert","F","UM",225.687041564792,11.3982048147721,226,192,274,0.398528885547232,0.0505044717487682,226
"8","Gibert","F","VA",223.665359477124,9.83065592143973,226,202,264,0.355428114949267,0.0439525188183876,226
"9","Gibert","F","YE",217.942372881356,12.1396822734836,216,202,274,0.499782809949043,0.0557013402808649,216
"10","Gibert","M","AK",226.56312849162,10.4710201571882,226,202,274,0.350007602682377,0.0462167883490162,226
"11","Gibert","M","GI",231.667262969589,13.2663715664175,226,202,274,0.561107731610178,0.0572647658385768,226
"12","Gibert","M","KA",227.388753056235,11.8830684257852,226,202,274,0.415481744149056,0.0522588222419535,226
"13","Gibert","M","MA",225.055865921788,11.0126288194447,226,192,274,0.411561262155216,0.0489328672875912,226
"14","Gibert","M","MU",228.113022113022,12.260277058926,226,202,274,0.429722488534024,0.0537465022617227,226
"15","Gibert","M","RE",228.063253012048,11.0401258663813,226,202,274,0.428439974752796,0.0484081750153676,226
"16","Gibert","M","UM",230.027285129604,11.9323831721018,226,202,274,0.440732628568851,0.0518737729977499,226
"17","Gibert","M","VA",227.823605706874,10.715204052704,226,202,274,0.385898647828286,0.0470328964351945,226
"18","Gibert","M","YE",223.765100671141,13.4201099629779,226,202,274,0.549709122927356,0.0599740974920882,216
"19","Grath","F","AK",309.719178082192,18.3713573518023,312,273,384,0.877817409254338,0.0593161762392607,312
"20","Grath","F","MU",305.757894736842,16.7437403193955,312,273,360,0.858935755031756,0.0547614325177323,312
"21","Grath","F","RE",318.833333333333,23.4616858777316,312,288,393,2.76498619703545,0.0735860508449502,312
"22","Grath","M","AK",317.358722358722,18.6736047305963,312,273,393,0.925616221641277,0.0588406853664127,312
"23","Grath","M","MU",312.087533156499,16.3152219263141,312,273,369,0.840276679368726,0.0522777111962776,312
"24","Grath","M","RE",320.814432989691,23.3056367899606,312,288,393,2.36632889406835,0.0726452253808343,312
"25","Hoedjes","F","AK",231.389452332657,11.8903813152305,226,202,312,0.378666883075771,0.0513868769529577,226
"26","Hoedjes","F","GI",237.651031894934,15.4566512395866,240,202,360,0.669501883585273,0.0650392767762944,226
"27","Hoedjes","F","KA",231.59865470852,14.1508752702945,226,202,384,0.47380634882114,0.0611008526284583,226
"28","Hoedjes","F","MA",233.353584447145,13.1826079353805,226,216,360,0.459516825826264,0.0564919881844216,226
"29","Hoedjes","F","MU",229.517621145374,10.7889811720905,226,202,298,0.358044915616484,0.0470072019666712,226
"30","Hoedjes","F","RE",237.499142367067,13.803589700157,240,216,322,0.571686273118252,0.0581205875633137,226
"31","Hoedjes","F","UM",232.19209039548,12.5695730431414,226,202,384,0.472393482578433,0.0541343721990371,226
"32","Hoedjes","F","VA",229.742962056304,11.5490228573922,226,202,322,0.404049164090114,0.0502693216541793,226
"33","Hoedjes","F","YE",232.899854862119,17.3410593706147,226,202,394,0.660641747303622,0.0744571497516858,226
"34","Hoedjes","M","AK",238.676674364896,14.9962411021316,240,202,370,0.509593016973681,0.0628307778379922,240
"35","Hoedjes","M","GI",244.617915904936,16.7048908426896,240,202,370,0.714249555763889,0.0682897275977999,240
"36","Hoedjes","M","KA",236.234866828087,13.7089413792539,240,202,370,0.476995075811533,0.058030982315706,226
"37","Hoedjes","M","MA",239.04009163803,15.5581034666129,240,150,394,0.526562023052581,0.0650857492565388,240
"38","Hoedjes","M","MU",236.520325203252,15.912511324059,240,216,394,0.54229693517311,0.0672775640333857,226
"39","Hoedjes","M","RE",244.505617977528,17.1050985424366,240,150,370,0.740210006827028,0.0699578957895713,240
"40","Hoedjes","M","UM",238.05270863836,11.7898324957208,240,216,336,0.45112540301908,0.0495261430258768,240
"41","Hoedjes","M","VA",235.694581280788,14.030627769542,240,216,384,0.4923785084421,0.0595288516744768,226
"42","Hoedjes","M","YE",239.013910355487,17.6487431387012,240,216,394,0.693843688412825,0.073839815902146,226
"43","Schmidt","F","AK",215.963636363636,19.9212730300192,208,184,352,1.34309195369317,0.0922436451129026,208
"44","Schmidt","F","GI",224.659340659341,16.5168061078673,216,188,304,1.73143173939533,0.0735193384766155,216
"45","Schmidt","F","KA",217.912280701754,18.2182371732447,212,184,328,1.20653223123239,0.0836035358566096,208
"46","Schmidt","F","MA",223.607843137255,26.9398735236974,212,184,368,1.88616841807334,0.120478213759081,212
"47","Schmidt","F","MU",219.982378854626,18.9176054064993,212,188,328,1.25560557079432,0.085996003429897,208
"48","Schmidt","F","RE",228.835443037975,22.227790249069,216,188,304,1.76834804437771,0.0971343859761285,212
"49","Schmidt","F","UM",223.099476439791,19.2125383878182,216,188,328,1.39017048806311,0.0861164655982654,212
"50","Schmidt","F","VA",236.966292134831,35.5344821593372,232,188,368,2.66342204304813,0.149955851691845,236
"51","Schmidt","F","YE",221.580838323353,16.3572058993934,212,192,280,1.2657585944295,0.0738204892767996,212
"52","Schmidt","M","AK",224.387096774194,23.005583447785,216,188,352,1.56172076572798,0.102526320713245,208
"53","Schmidt","M","GI",234.683544303797,27.7403456543073,232,192,376,3.1210327263167,0.118203198850608,232
"54","Schmidt","M","KA",221.070707070707,18.6679521389189,212,188,304,1.32667358963658,0.0844433547360398,208
"55","Schmidt","M","MA",229.621621621622,30.9903134860677,216,188,352,2.27845316182279,0.134962523420963,208
"56","Schmidt","M","MU",226.429319371728,23.2542917161224,216,188,368,1.68262149498481,0.102700002723348,208
"57","Schmidt","M","RE",232.509090909091,23.3496539292451,232,208,304,2.22630214933666,0.100424692376328,216
"58","Schmidt","M","UM",227.952380952381,20.1455213440919,232,188,304,1.55426071506311,0.0883760075675644,232
"59","Schmidt","M","VA",245.204819277108,35.8189924349925,236,208,368,2.78009298086906,0.14607784847211,236
"60","Schmidt","M","YE",227.066666666667,23.745481143164,216,208,368,1.93881041658772,0.104574931634604,212
"61","StamenkovicRadak","F","AK",238.086034912718,22.5175493660381,240,202,368,0.795122310147764,0.0945773630708453,226
"62","StamenkovicRadak","F","GI",245.651115618661,21.6432640287436,240,202,336,0.974763587937597,0.0881057021631512,240
"63","StamenkovicRadak","F","KA",228.840937114673,21.5580319564839,226,192,346,0.757004888869033,0.0942053123374559,216
"64","StamenkovicRadak","F","MA",247.15572519084,26.7111092589741,240,202,368,1.04368940266191,0.108074005723919,226
"65","StamenkovicRadak","F","MU",237.953810623557,20.3124197442596,240,192,322,0.690244121111234,0.085362868075241,226
"66","StamenkovicRadak","F","RE",255.365771812081,30.4320778830045,250,202,368,1.24654648047394,0.119170543753996,226
"67","StamenkovicRadak","F","UM",252.615963855422,28.3357661305784,250,202,360,1.09964098892701,0.112169340757877,226
"68","StamenkovicRadak","F","VA",249.812765957447,31.0629695205594,240,192,368,1.16989911393569,0.124345004553733,240
"69","StamenkovicRadak","F","YE",239.263157894737,22.7947613398726,240,192,336,0.924449644722674,0.095270669920277,240
"70","StamenkovicRadak","M","AK",242.489417989418,21.6938028000099,240,202,360,0.788995979702303,0.0894628845245385,226
"71","StamenkovicRadak","M","GI",251.123348017621,21.5574130758588,250,202,346,1.01173952625854,0.085843921905446,240
"72","StamenkovicRadak","M","KA",235.066666666667,22.1639830244003,226,202,322,0.81753082989644,0.0942880729909257,226
"73","StamenkovicRadak","M","MA",252.342301943199,27.5719693220835,250,202,360,1.06599392015833,0.109264158683509,240
"74","StamenkovicRadak","M","MU",244.304079110012,22.6105971753821,240,192,368,0.794946262791441,0.0925510423638909,226
"75","StamenkovicRadak","M","RE",258.895726495726,27.8578411564441,250,202,368,1.15177997802262,0.10760255309546,240
"76","StamenkovicRadak","M","UM",257.929530201342,30.2064893764765,250,202,368,1.23730601520144,0.117111403850877,250
"77","StamenkovicRadak","M","VA",257.592534992224,31.6247774466197,250,202,368,1.2471594777355,0.122770550969477,240
"78","StamenkovicRadak","M","YE",245.859154929577,23.773354149942,240,192,346,0.997507781340828,0.0966950128692646,240
"79","Zwaan","F","AK",220.667947310648,10.3700649092181,216,192,290,0.343575578395191,0.0469939791238441,216
"80","Zwaan","F","GI",225.026986506747,14.6570665880074,223,192,290,0.567523884755559,0.0651347059103419,216
"81","Zwaan","F","KA",223.596688034188,12.6164098104723,223,192,288,0.412380255224883,0.0564248510181119,216
"82","Zwaan","F","MA",224.392538975501,11.3206227503173,223,192,290,0.377774074101804,0.0504500853816411,216
"83","Zwaan","F","MU",222.769184652278,11.1922155058705,216,192,290,0.387554727209657,0.0502413092876401,216
"84","Zwaan","F","RE",227.158839779006,13.798827972832,223,192,288,0.512829402863882,0.060745282843742,216
"85","Zwaan","F","UM",222.967555040556,10.9363583748192,223,199,290,0.372277968547883,0.0490491021118742,223
"86","Zwaan","F","VA",225.399770904926,12.773542752223,223,192,290,0.432318921621331,0.0566706110700126,216
"87","Zwaan","F","YE",222.567307692308,12.5972093699991,216,192,290,0.504291969878527,0.056599549595192,216
"88","Zwaan","M","AK",225.159669211196,12.7930968404613,223,192,290,0.456314652457719,0.0568178878805403,223
"89","Zwaan","M","GI",228.6125,15.9404702264539,223,192,290,0.699035862181815,0.0697270281653622,223
"90","Zwaan","M","KA",226.080199115044,12.8034565673123,223,199,290,0.425836631070863,0.0566323659366428,223
"91","Zwaan","M","MA",227.026548672566,12.5023259850032,223,192,288,0.444531536590058,0.0550698852539706,223
"92","Zwaan","M","MU",225.575342465753,11.8278899068837,223,199,290,0.437769845781817,0.0524343209572179,223
"93","Zwaan","M","RE",229.293367346939,14.2637090954473,223,199,290,0.588225448992786,0.0622072468143624,223
"94","Zwaan","M","UM",224.560776942356,9.52068357350301,223,199,266,0.337028545132378,0.0423969123332119,223
"95","Zwaan","M","VA",227.579787234043,12.6185041964992,223,216,290,0.460149501834625,0.0554465066949128,223
"96","Zwaan","M","YE",223.749523809524,12.8509743876385,223,192,290,0.56086250366945,0.0574346446367343,216
