"","Supervisor.PI","Batch","Sex","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"354","Gibert","3","F","AK","AK15",219.96,8.09625763887872,216,202,240,1.14498373573691,0.0368078634246168,216
"355","Gibert","3","F","AK","AK4",228.814814814815,11.3969113228501,226,216,264,1.5509231880406,0.0498084502617275,226
"356","Gibert","3","M","AK","AK15",222.982456140351,9.92919797521822,226,202,250,1.31515439978813,0.0445290546488937,226
"357","Gibert","3","M","AK","AK4",223.469387755102,6.87720280109195,226,216,240,0.982457543013135,0.0307746974660736,226
"358","Grath","1","F","AK","AK1",306.868421052632,24.1908750415809,304.5,273,345,3.92427812764195,0.0788314253992003,288
"359","Grath","1","F","AK","AK12",309.18,21.1994320293575,312,288,384,2.99805242905239,0.0685666344180007,312
"360","Grath","1","F","AK","AK14",309.658536585366,18.8727445753096,312,273,369,2.94742751748888,0.0609469539687849,312
"361","Grath","1","F","AK","AK15",309.307692307692,14.629015591146,312,273,336,2.34251725859604,0.0472959966886092,312
"362","Grath","1","F","AK","AK17",314.928571428571,16.4114666295794,312,288,345,2.53234427873518,0.0521117107766186,312
"363","Grath","1","F","AK","AK21",307.428571428571,15.3291414761953,312,273,336,2.36533788181979,0.0498624490396689,312
"364","Grath","1","F","AK","AK4",307.90243902439,16.7269316942002,297,288,360,2.612307847537,0.0543254277140532,297
"365","Grath","1","F","AK","AK6",310.428571428571,18.6614809455236,312,288,360,2.87952902514803,0.0601152170357409,297
"366","Grath","1","F","AK","AK8",312.254237288136,17.5397019794787,312,288,345,2.28347469963654,0.0561712216679827,312
"367","Grath","1","F","AK","AK9",308.045454545455,18.7380405833925,312,288,360,2.82486590552568,0.0608288170037825,312
"368","Grath","1","F","MU","MU10",311.673913043478,15.181940071935,312,288,360,2.23845494243252,0.0487109746326993,312
"369","Grath","1","F","MU","MU13",309.085714285714,12.7795135426414,312,288,336,2.16013204878481,0.0413461798846782,312
"370","Grath","1","F","MU","MU14",315.78125,14.5174741760271,312,288,345,2.56635110889233,0.0459731987761372,312
"371","Grath","1","F","MU","MU15",305.634146341463,15.8914380997457,297,288,360,2.48182566985721,0.0519949694429473,297
"372","Grath","1","F","MU","MU3",296.232558139535,17.6525152791624,288,273,345,2.69198334284673,0.0595900578586893,288
"373","Grath","1","F","MU","MU4",299.346153846154,17.55663363562,297,273,336,3.44313913465485,0.0586499389086626,288
"374","Grath","1","F","MU","MU5",304.928571428571,15.996025203145,297,288,336,2.46824027492333,0.0524582695816422,288
"375","Grath","1","F","MU","MU6",311.976744186047,15.1460954768847,312,288,336,2.30975790634604,0.0485487965341812,312
"376","Grath","1","F","MU","MU7",298.40625,18.6959705422353,297,273,360,3.30501188781962,0.0626527445126745,288
"377","Grath","1","F","MU","MU8",302.625,14.2697231928303,297,273,336,2.2562413434737,0.0471531538796541,312
"378","Grath","1","F","RE","RE3",315,22.0590117639028,312,288,360,3.96191547026793,0.0700286087742945,297
"379","Grath","1","F","RE","RE7",316.852941176471,20.0092892865791,312,288,360,3.43156480235548,0.0631500822188518,312
"380","Grath","1","F","RE","RE8",345.428571428571,30.9076966836048,336,312,393,11.6820112889477,0.0894763758417012,336
"381","Grath","1","M","AK","AK1",312.1875,17.199277879448,312,288,345,2.48250192839161,0.0550927819962297,312
"382","Grath","1","M","AK","AK12",315.545454545455,18.609143220914,312,288,369,2.80543389698898,0.05897452475657,312
