"","Trait","Sex","Moderator","R2","P"
"1","DW","M","Population",98.0845550663301,1.16909258900054e-05
"2","DW","M","PC",0,0.303028135213692
"3","DW","M","Lab",7.62757503465435,0.191488323899468
"4","DW","M","Population + Lab",100,3.01130371734431e-06
"5","DW","M","Population + PC",100,6.76273088235963e-06
