"Trait","Sex","Population","Mstar","SEMstar","Q","p","LLMstar","ULMstar"
"WA_R","F","KA",2772.63121824142,49.0659605495383,6.09690492095805,0.636377916271365,2676.46370269746,2868.79873378538
"WA_R","F","VA",2761.33195760162,68.6582529063897,6.09690492095805,0.636377916271365,2626.76425466366,2895.89966053959
"WA_R","F","AK",2744.554836496,49.8843179362261,6.09690492095805,0.636377916271365,2646.78336994765,2842.32630304434
"WA_R","M","YE",2443.93056292862,8.3192678408781,11.389927106144,0.180568833519768,2427.62509758276,2460.23602827448
"WA_R","M","RE",2508.08731456876,35.4536723401276,11.389927106144,0.180568833519768,2438.59939366243,2577.5752354751
"WA_R","M","GI",2463.4214743251,14.290386912892,11.389927106144,0.180568833519768,2435.41283065069,2491.43011799952
"WA_R","M","MU",2429.8263403018,44.2347108434406,11.389927106144,0.180568833519768,2343.12790018212,2516.52478042149
"WA_R","M","MA",2489.79106844433,18.3959914229607,11.389927106144,0.180568833519768,2453.73558779542,2525.84654909324
"WA_R","M","UM",2486.89259718621,35.0772150552954,11.389927106144,0.180568833519768,2418.14251899987,2555.64267537256
"WA_R","M","KA",2436.836942423,25.7723408799353,11.389927106144,0.180568833519768,2386.32408250104,2487.34980234496
"WA_R","M","VA",2448.97646718643,27.7794008177819,11.389927106144,0.180568833519768,2394.52984207147,2503.42309230138
"WA_R","M","AK",2415.64420860204,29.161845513912,11.389927106144,0.180568833519768,2358.48804167206,2472.80037553203
