"Trait","Sex","Population","Mstar","SEMstar","Q","p","LLMstar","ULMstar"
"Fec","F","YE",56.8593079327384,5.35413867104607,3.54800371276073,0.895432316342263,46.365388969255,67.3532268962219
"Fec","F","RE",60.583055507091,6.05076296535499,3.54800371276073,0.895432316342263,48.7237780160065,72.4423329981756
"Fec","F","GI",60.9729369277461,12.0222566168267,3.54800371276073,0.895432316342263,37.4097469458674,84.5361269096248
"Fec","F","MU",74.7310758087455,18.4674627052963,3.54800371276073,0.895432316342263,38.5355140205283,110.926637596963
"Fec","F","MA",76.9146644289324,21.5549831223162,3.54800371276073,0.895432316342263,34.6676738218239,119.161655036041
"Fec","F","UM",74.3379360475716,27.907210997565,3.54800371276073,0.895432316342263,19.6408075833841,129.035064511759
"Fec","F","KA",80.0479300425594,29.5850032271615,3.54800371276073,0.895432316342263,22.0623892348217,138.033470850297
"Fec","F","VA",69.5160983419684,16.211473326217,3.54800371276073,0.895432316342263,37.7421944862515,101.290002197685
"Fec","F","AK",78.5451242362714,17.986798875553,3.54800371276073,0.895432316342263,43.291646243022,113.798602229521
"HSM","F","YE",342.675410941133,24.4052711807388,19.09653253958,0.0143518288397368,294.841958393952,390.508863488314
"HSM","F","RE",355.314113876676,26.4660905252331,19.09653253958,0.0143518288397368,303.441529635643,407.18669811771
"HSM","F","GI",334.228787708165,6.30955251828104,19.09653253958,0.0143518288397368,321.86229201377,346.595283402559
"HSM","F","MU",361.807186870148,33.8602887445652,19.09653253958,0.0143518288397368,295.442240424673,428.172133315623
"HSM","F","MA",391.099705227277,23.9746151125097,19.09653253958,0.0143518288397368,344.110323063549,438.089087391006
"HSM","F","UM",369.806649995648,11.5055043431695,19.09653253958,0.0143518288397368,347.256275859066,392.357024132229
"HSM","F","KA",364.203184850034,5.8591648870526,19.09653253958,0.0143518288397368,352.71943269193,375.686937008139
"HSM","F","VA",360.039227976945,8.08469139019691,19.09653253958,0.0143518288397368,344.193524026038,375.884931927852
"HSM","F","AK",368.914560585101,12.4733984101478,19.09653253958,0.0143518288397368,344.467148936392,393.36197223381
"HSM","M","YE",295.636713777951,33.248636181164,23.1328666511575,0.00319778408266785,230.470584327794,360.802843228108
"HSM","M","RE",299.327960703747,31.7729581612602,23.1328666511575,0.00319778408266785,237.054107025379,361.601814382115
"HSM","M","GI",278.412693406577,10.2624352244983,23.1328666511575,0.00319778408266785,258.298689972885,298.526696840269
"HSM","M","MU",322.996175784102,22.1788613691102,23.1328666511575,0.00319778408266785,279.52640628254,366.465945285665
"HSM","M","MA",349.295530043809,33.6406089002615,23.1328666511575,0.00319778408266785,283.361148181299,415.229911906319
"HSM","M","UM",336.435008706166,26.8263994397069,23.1328666511575,0.00319778408266785,283.856231969455,389.013785442877
"HSM","M","KA",328.392400372703,9.15921560710225,23.1328666511575,0.00319778408266785,310.440667656145,346.344133089261
"HSM","M","VA",327.77967100911,14.0159559021517,23.1328666511575,0.00319778408266785,300.308902231991,355.250439786229
"HSM","M","AK",355.417683389983,17.852447153094,23.1328666511575,0.00319778408266785,320.427529934014,390.407836845952
"LS","F","YE",48.121509783685,3.89949648780314,11.7733723747858,0.161605482638451,40.4786371097504,55.7643824576196
"LS","F","RE",45.1953978398041,0.73938929808956,11.7733723747858,0.161605482638451,43.7462214449942,46.644574234614
"LS","F","GI",46.6854154941214,3.65074080390834,11.7733723747858,0.161605482638451,39.5300950015703,53.8407359866726
"LS","F","MU",51.6225097462122,4.29626029871342,11.7733723747858,0.161605482638451,43.2019942925245,60.0430251998998
"LS","F","MA",47.0927926462219,2.36396581691473,11.7733723747858,0.161605482638451,42.4595047843852,51.7260805080586
"LS","F","UM",46.5185901253002,3.9983523369527,11.7733723747858,0.161605482638451,38.6819635473714,54.3552167032291
"LS","F","KA",52.6774803030102,3.29480924725202,11.7733723747858,0.161605482638451,46.2197728424667,59.1351877635537
"LS","F","VA",51.995450454581,4.27082026616265,11.7733723747858,0.161605482638451,43.6247965484584,60.3661043607035
"LS","F","AK",54.3243920845853,5.45459363278963,11.7733723747858,0.161605482638451,43.6335850140161,65.0151991551544
"LS","M","YE",49.4209822115595,2.6186099627677,26.1803370288401,0.000978202122623301,44.2886009949771,54.553363428142
"LS","M","RE",49.7517084653298,0.787373052234273,26.1803370288401,0.000978202122623301,48.2084856405532,51.2949312901063
"LS","M","GI",50.1555640154115,1.01174218270806,26.1803370288401,0.000978202122623301,48.1725857756637,52.1385422551593
"LS","M","MU",54.7523814976121,2.30915657971743,26.1803370288401,0.000978202122623301,50.2265177667022,59.2782452285219
"LS","M","MA",50.5648013976531,1.79016266441648,26.1803370288401,0.000978202122623301,47.0561470489286,54.0734557463777
"LS","M","UM",50.8139573505368,3.90143302028321,26.1803370288401,0.000978202122623301,43.1672891426864,58.4606255583872
"LS","M","KA",55.362725454724,0.978878032809152,26.1803370288401,0.000978202122623301,53.4441597651607,57.2812911442874
"LS","M","VA",53.4398970445583,3.05759109541358,26.1803370288401,0.000978202122623301,47.4471286180973,59.4326654710193
"LS","M","AK",53.9148507037225,3.07614033547772,26.1803370288401,0.000978202122623301,47.8857264347952,59.9439749726498
"Pgm","F","YE",0.469115128598031,0.0398225934709186,6.1704807423131,0.628142080446135,0.391064279624051,0.547165977572011
"Pgm","F","RE",0.453842672198552,0.02322959782827,6.1704807423131,0.628142080446135,0.408313497079793,0.499371847317311
"Pgm","F","GI",0.434933426668103,0.0389438842923853,6.1704807423131,0.628142080446135,0.358604816036932,0.511262037299273
"Pgm","F","MU",0.465177406532198,0.0374818859205539,6.1704807423131,0.628142080446135,0.391714260055274,0.538640553009123
"Pgm","F","MA",0.507262816259201,0.0219446042985882,6.1704807423131,0.628142080446135,0.464252182178985,0.550273450339416
"Pgm","F","UM",0.477591136523424,0.0513391808440356,6.1704807423131,0.628142080446135,0.376968191073326,0.578214081973523
"Pgm","F","KA",0.424707042996656,0.0646301741551514,6.1704807423131,0.628142080446135,0.298034229338008,0.551379856655305
"Pgm","F","VA",0.390055495511163,0.0696159636259675,6.1704807423131,0.628142080446135,0.253610714055217,0.52650027696711
"Pgm","F","AK",0.45396018570489,0.0384542340324742,6.1704807423131,0.628142080446135,0.378591271948166,0.529329099461614
"Pgm","F","YE",0.586003222078752,0.0958343091338247,1.2542860781645,0.996076047036804,0.398171427693178,0.773835016464326
"Pgm","F","RE",0.617420995528869,0.119031418071629,1.2542860781645,0.996076047036804,0.384123703079746,0.850718287977992
"Pgm","F","GI",0.539087006709171,0.079003009279902,1.2542860781645,0.996076047036804,0.38424395385028,0.693930059568063
"Pgm","F","MU",0.60381745329136,0.10213079261488,1.2542860781645,0.996076047036804,0.403644778053666,0.803990128529055
"Pgm","F","MA",0.658093411026517,0.0977252379244758,1.2542860781645,0.996076047036804,0.466555464313937,0.849631357739098
"Pgm","F","UM",0.653196634728062,0.149296819255192,1.2542860781645,0.996076047036804,0.360580245981499,0.945813023474625
"Pgm","F","KA",0.564175133649032,0.125629245823894,1.2542860781645,0.996076047036804,0.31794633642927,0.810403930868794
"Pgm","F","VA",0.559066378370723,0.131883137370281,1.2542860781645,0.996076047036804,0.300580178956823,0.817552577784623
"Pgm","F","AK",0.584261157708547,0.0886339812655008,1.2542860781645,0.996076047036804,0.410541746621767,0.757980568795326
"Pgm","F","YE",0.637198600787352,0.0672022668433242,6.8550572697281,0.552348754103776,0.505484578094987,0.768912623479718
"Pgm","F","RE",0.69426921716488,0.0843240618101152,6.8550572697281,0.552348754103776,0.528997092986925,0.859541341342836
"Pgm","F","GI",0.585315221911247,0.0973809620291769,6.8550572697281,0.552348754103776,0.394452043554198,0.776178400268296
"Pgm","F","MU",0.63000192963609,0.0932498911638196,6.8550572697281,0.552348754103776,0.447235501392724,0.812768357879456
"Pgm","F","MA",0.745651798598779,0.0578052723232542,6.8550572697281,0.552348754103776,0.632355546728671,0.858948050468887
"Pgm","F","UM",0.757565344943091,0.0414433387533891,6.8550572697281,0.552348754103776,0.676337893587356,0.838792796298827
"Pgm","F","KA",0.684003930415752,0.0940647489158439,6.8550572697281,0.552348754103776,0.499640410325895,0.868367450505609
"Pgm","F","VA",0.674914419744967,0.0626967750826472,6.8550572697281,0.552348754103776,0.552030998636171,0.797797840853764
"Pgm","F","AK",0.58951598796068,0.0963173374024841,6.8550572697281,0.552348754103776,0.400737475565019,0.778294500356342
"Pgm","F","YE",0.566286877992252,0.0525343145568236,5.49059757175107,0.704081480864068,0.46332151350838,0.669252242476125
"Pgm","F","RE",0.583708596663636,0.0358895451635615,5.49059757175107,0.704081480864068,0.513366380721532,0.65405081260574
"Pgm","F","GI",0.525515133686651,0.0437256511285644,5.49059757175107,0.704081480864068,0.439814432274102,0.6112158350992
"Pgm","F","MU",0.567930911254091,0.0544340439113,5.49059757175107,0.704081480864068,0.461242145655071,0.674619676853111
"Pgm","F","MA",0.626545378305439,0.0296258532087022,5.49059757175107,0.704081480864068,0.568479773005113,0.684610983605766
"Pgm","F","UM",0.623973734901698,0.0682249892606755,5.49059757175107,0.704081480864068,0.490255213105142,0.757692256698253
"Pgm","F","KA",0.55625643697516,0.0688102217104819,5.49059757175107,0.704081480864068,0.4213908806544,0.691121993295921
"Pgm","F","VA",0.543678230736144,0.0712697746246011,5.49059757175107,0.704081480864068,0.403992039285639,0.683364422186649
"Pgm","F","AK",0.547688409820611,0.0436586735696357,5.49059757175107,0.704081480864068,0.462118982011334,0.633257837629888
"SR","F","YE",79.1399791980459,5.29841436144157,9.5665605937162,0.296774092006785,68.7552778744506,89.5246805216411
"SR","F","RE",90.4152985227561,6.75402215959598,9.5665605937162,0.296774092006785,77.1776583391626,103.65293870635
"SR","F","GI",90.160431271612,9.62897106654249,9.5665605937162,0.296774092006785,71.2879947730105,109.032867770214
"SR","F","MU",98.8514849387639,5.3027672531342,9.5665605937162,0.296774092006785,88.4582521042224,109.244717773305
"SR","F","MA",90.826960784282,6.15898311099999,9.5665605937162,0.296774092006785,78.7555757053315,102.898345863232
"SR","F","UM",92.7681070161784,6.23193947116275,9.5665605937162,0.296774092006785,80.5537300988658,104.982483933491
"SR","F","KA",94.2579931146249,7.05467817273988,9.5665605937162,0.296774092006785,80.4310779735339,108.084908255716
"SR","F","VA",100.355284424746,6.40552282872695,9.5665605937162,0.296774092006785,87.800690378292,112.9098784712
"SR","F","AK",93.2324872259902,5.0078459993536,9.5665605937162,0.296774092006785,83.4172894271342,103.047685024846
"SR","M","YE",57.4802671582672,4.84401147928283,7.8128941408572,0.451957522771376,47.9861791181742,66.9743551983601
"SR","M","RE",65.1373167502316,4.66334785517133,7.8128941408572,0.451957522771376,55.9973229067137,74.2773105937495
"SR","M","GI",63.5485486474443,5.8844758273073,7.8128941408572,0.451957522771376,52.0151879580255,75.0819093368632
"SR","M","MU",73.7810159544633,4.18579103952114,7.8128941408572,0.451957522771376,65.5770162701913,81.9850156387352
"SR","M","MA",65.8941310296043,5.69987659049793,7.8128941408572,0.451957522771376,54.7225781959054,77.0656838633031
"SR","M","UM",69.0552228081251,5.55249728831021,7.8128941408572,0.451957522771376,58.1725280987808,79.9379175174694
"SR","M","KA",69.5704931079002,4.81751908046505,7.8128941408572,0.451957522771376,60.1283292153542,79.0126570004462
"SR","M","VA",70.6595491547898,6.10567353801227,7.8128941408572,0.451957522771376,58.6926489189265,82.6264493906531
"SR","M","AK",67.513841442286,3.8084511923749,7.8128941408572,0.451957522771376,60.0494142683526,74.9782686162194
"TL","F","YE",974.552653699123,16.7885630220132,1.807958488605,0.986343798344467,941.647674823796,1007.45763257445
"TL","F","RE",968.963679746969,38.58780720903,1.807958488605,0.986343798344467,893.332967374895,1044.59439211904
"TL","F","GI",968.647522117379,20.9916755190409,1.807958488605,0.986343798344467,927.504594124908,1009.79045010985
"TL","F","MU",946.703661583476,29.4628746508235,1.807958488605,0.986343798344467,888.957488386844,1004.44983478011
"TL","F","MA",960.933371135763,27.5414600455613,1.807958488605,0.986343798344467,906.953101364814,1014.91364090671
"TL","F","UM",955.640340077023,30.3754315484786,1.807958488605,0.986343798344467,896.105588227144,1015.1750919269
"TL","F","KA",949.892441421702,22.0198602189145,1.807958488605,0.986343798344467,906.734308448023,993.050574395381
"TL","F","VA",958.475082519129,32.3689554203523,1.807958488605,0.986343798344467,895.033095678056,1021.9170693602
"TL","F","AK",944.857708729661,23.9144637357388,1.807958488605,0.986343798344467,897.986221098024,991.729196361298
"TL","M","YE",840.689872215997,7.97842233267831,6.38240358535764,0.60447887717356,825.052451790497,856.327292641496
"TL","M","RE",833.000490742031,28.5700926093283,6.38240358535764,0.60447887717356,777.004138192774,888.996843291288
"TL","M","GI",832.323332519065,8.87815166715112,6.38240358535764,0.60447887717356,814.922475002165,849.724190035966
"TL","M","MU",813.125138052992,28.7461955176779,6.38240358535764,0.60447887717356,756.783630145797,869.466645960188
"TL","M","MA",831.544643370554,23.4920907224555,6.38240358535764,0.60447887717356,785.500991632994,877.588295108114
"TL","M","UM",834.476300947255,8.87871420703706,6.38240358535764,0.60447887717356,817.074340872438,851.878261022072
"TL","M","KA",815.410197441628,8.064934357222,6.38240358535764,0.60447887717356,799.603216563793,831.217178319463
"TL","M","VA",829.539630455389,30.8342862171922,6.38240358535764,0.60447887717356,769.105539980692,889.973720930085
"TL","M","AK",815.157339822644,18.4985816955994,6.38240358535764,0.60447887717356,778.900785934198,851.413893711091
"Via","NA","YE",0.812522311888427,0.0158800265387076,100.393008085631,3.54820097622152e-18,0.78139803179902,0.843646591977834
"Via","NA","RE",0.931477706778401,0.0150648974078148,100.393008085631,3.54820097622152e-18,0.901951050428294,0.961004363128509
"Via","NA","GI",0.895382296282261,0.0183567192916937,100.393008085631,3.54820097622152e-18,0.85940378759623,0.931360804968293
"Via","NA","MU",0.988578181213039,0.0247530157849587,100.393008085631,3.54820097622152e-18,0.940063161765769,1.03709320066031
"Via","NA","MA",0.951842770481241,0.0340922490858291,100.393008085631,3.54820097622152e-18,0.885023190121047,1.01866235084143
"Via","NA","UM",1.00092568200723,0.0384180997405718,100.393008085631,3.54820097622152e-18,0.925627590161238,1.07622377385321
"Via","NA","KA",1.0329701971913,0.0270671539821166,100.393008085631,3.54820097622152e-18,0.97991955022235,1.08602084416025
"Via","NA","VA",0.94291467947391,0.0360421983575593,100.393008085631,3.54820097622152e-18,0.872273268769445,1.01355609017838
"Via","NA","AK",1.03128244693367,0.0236557986159282,100.393008085631,3.54820097622152e-18,0.984917933620923,1.07764696024643
"WA_L","F","YE",2782.36473264007,34.4345271144581,6.1976023244221,0.625108102762127,2714.87429967106,2849.85516560908
"WA_L","F","RE",2878.83108942192,49.1455218287016,6.1976023244221,0.625108102762127,2782.50763663623,2975.1545422076
"WA_L","F","GI",2760.16763635623,59.262178265306,6.1976023244221,0.625108102762127,2644.01590131084,2876.31937140162
"WA_L","F","MU",2769.70154316615,67.8326466996699,6.1976023244221,0.625108102762127,2636.75199865877,2902.65108767353
"WA_L","F","MA",2823.62517596327,51.84269155424,6.1976023244221,0.625108102762127,2722.01536765535,2925.2349842712
"WA_L","F","UM",2839.18059262608,54.0471655228183,6.1976023244221,0.625108102762127,2733.25009473488,2945.11109051727
"WA_L","F","KA",2768.43711068962,49.3343695772774,6.1976023244221,0.625108102762127,2671.74352311817,2865.13069826107
"WA_L","F","VA",2757.42896018484,68.0538042596782,6.1976023244221,0.625108102762127,2624.04595482493,2890.81196554475
"WA_L","F","AK",2743.4045619475,48.9338189989263,6.1976023244221,0.625108102762127,2647.4960390836,2839.3130848114
"WA_L","M","YE",2442.59929359578,8.19669599783716,9.06785471236829,0.336604210647613,2426.5340646478,2458.66452254377
"WA_L","M","RE",2502.02343276449,35.7657558842845,9.06785471236829,0.336604210647613,2431.92383935144,2572.12302617754
"WA_L","M","GI",2455.21808797336,19.9088061488806,9.06785471236829,0.336604210647613,2416.19754494637,2494.23863100036
"WA_L","M","MU",2422.37721597617,45.8697274059915,9.06785471236829,0.336604210647613,2332.47420227975,2512.28022967258
"WA_L","M","MA",2484.26295405582,20.8962451652916,9.06785471236829,0.336604210647613,2443.30706611973,2525.21884199191
"WA_L","M","UM",2481.83649899018,33.7311402223421,9.06785471236829,0.336604210647613,2415.72467899692,2547.94831898344
"WA_L","M","KA",2432.24223182676,25.7825556557466,9.06785471236829,0.336604210647613,2381.70935131209,2482.77511234142
"WA_L","M","VA",2446.06310200158,27.6403267246149,9.06785471236829,0.336604210647613,2391.88905710042,2500.23714690275
"WA_L","M","AK",2414.54028358589,27.1784021564071,9.06785471236829,0.336604210647613,2361.27159420199,2467.80897296979
"WA_R","F","YE",2785.34619531924,34.2986187542433,6.09690492095805,0.636377916271365,2718.12213784146,2852.57025279703
"WA_R","F","RE",2881.63507858301,50.0208454694151,6.09690492095805,0.636377916271365,2783.59602298671,2979.67413417931
"WA_R","F","GI",2766.40556806251,54.1957626079989,6.09690492095805,0.636377916271365,2660.18382523615,2872.62731088887
"WA_R","F","MU",2775.20650424002,68.6223802922893,6.09690492095805,0.636377916271365,2640.70911033372,2909.70389814632
"WA_R","F","MA",2829.12323141814,52.9712406477611,6.09690492095805,0.636377916271365,2725.30150753213,2932.94495530416
"WA_R","F","UM",2844.74533815673,56.5449941708561,6.09690492095805,0.636377916271365,2733.91918607582,2955.57149023763
