"Models","Trait","Sex","Population","Estimate","SE","LLEst","ULEst","Q","P","N_lab","N_lab_av"
"lmers","CSM","M","AK",1.00074723072292,0.0663363965810385,0.870730282559918,1.13076417888592,4.72066426307484,0.786971948114996,3,3
"lmers","DT_A","F","YE",226.604392736286,4.0520235598065,218.662572494557,234.546212978014,7.60790614135452,0.472676428657088,5,5.33333333333333
"lmers","DT_A","F","RE",249.771165735389,15.0145804537335,220.343128803092,279.199202667685,7.60790614135452,0.472676428657088,6,5.33333333333333
"lmers","DT_A","F","GI",231.943596119496,3.75968845220792,224.574742160077,239.312450078914,7.60790614135452,0.472676428657088,5,5.33333333333333
"lmers","DT_A","F","MU",240.001088925521,13.4303471704399,213.678092171589,266.324085679453,7.60790614135452,0.472676428657088,6,5.33333333333333
"lmers","DT_A","F","MA",229.620033660408,4.18110758691832,221.425213374561,237.814853946255,7.60790614135452,0.472676428657088,5,5.33333333333333
"lmers","DT_A","F","UM",230.738901907772,5.4384361938059,220.079762835693,241.39804097985,7.60790614135452,0.472676428657088,5,5.33333333333333
"lmers","DT_A","F","KA",225.7441111511,2.10633666550435,221.615767147395,229.872455154805,7.60790614135452,0.472676428657088,5,5.33333333333333
"lmers","DT_A","F","VA",234.584495417028,5.52088265733465,223.76376424578,245.405226588276,7.60790614135452,0.472676428657088,5,5.33333333333333
"lmers","DT_A","F","AK",240.025209072892,14.3004106788494,211.996919178215,268.053498967568,7.60790614135452,0.472676428657088,6,5.33333333333333
"lmers","DT_A","M","YE",231.356459741569,4.58107729899283,222.377713225149,240.335206257988,8.74572666864778,0.364198231236199,5,5.33333333333333
"lmers","DT_A","M","RE",253.009584137568,15.0030602472101,223.604126395151,282.415041879984,8.74572666864778,0.364198231236199,6,5.33333333333333
"lmers","DT_A","M","GI",239.404149018757,4.21959108952837,231.133902453795,247.674395583718,8.74572666864778,0.364198231236199,5,5.33333333333333
"lmers","DT_A","M","MU",245.518696865229,13.6907690423737,218.685282621521,272.352111108937,8.74572666864778,0.364198231236199,6,5.33333333333333
"lmers","DT_A","M","MA",234.042767620712,4.53628381950621,225.151814710828,242.933720530596,8.74572666864778,0.364198231236199,5,5.33333333333333
"lmers","DT_A","M","UM",235.498247558318,5.48936816557562,224.73928365591,246.257211460727,8.74572666864778,0.364198231236199,5,5.33333333333333
"lmers","DT_A","M","KA",229.470712005356,2.7036007868688,224.171751834519,234.769672176193,8.74572666864778,0.364198231236199,5,5.33333333333333
"lmers","DT_A","M","VA",239.732041124937,6.11302146350315,227.750739219751,251.713343030124,8.74572666864778,0.364198231236199,5,5.33333333333333
"lmers","DT_A","M","AK",246.246482058208,14.6172189042933,217.597259451655,274.895704664761,8.74572666864778,0.364198231236199,6,5.33333333333333
"lmers","DT_P","NA","YE",135.200245975657,2.89049290909694,129.534983976259,140.865507975056,21.1293900459731,0.00681154398939195,1,1
"lmers","DT_P","NA","RE",135.269759066547,3.34679375979697,128.710163833662,141.829354299433,21.1293900459731,0.00681154398939195,1,1
"lmers","DT_P","NA","GI",140.422391647101,3.74202930088331,133.088148988276,147.756634305926,21.1293900459731,0.00681154398939195,1,1
"lmers","DT_P","NA","MU",129.729903143323,2.86457010549383,124.115448905365,135.344357381281,21.1293900459731,0.00681154398939195,1,1
"lmers","DT_P","NA","MA",132.003669544701,2.95608330498785,126.209852731625,137.797486357778,21.1293900459731,0.00681154398939195,1,1
"lmers","DT_P","NA","UM",131.160825938646,3.29889705776366,124.695106516724,137.626545360567,21.1293900459731,0.00681154398939195,1,1
"lmers","DT_P","NA","KA",127.292288931061,2.88276821567365,121.642167052564,132.942410809558,21.1293900459731,0.00681154398939195,1,1
"lmers","DT_P","NA","VA",140.765350579933,2.96567583912474,134.952732745428,146.577968414438,21.1293900459731,0.00681154398939195,1,1
"lmers","DT_P","NA","AK",127.502046525264,2.86684416517006,121.883135212242,133.120957838286,21.1293900459731,0.00681154398939195,1,1
"glmers","Dia","F","YE",1.94448335307361,0.944842477051059,0.092626126989926,3.7963405791573,1.43439332904573,0.993744457710443,3,3
"glmers","Dia","F","RE",1.81313864120826,1.04726549647499,-0.239464014134169,3.8657412965507,1.43439332904573,0.993744457710443,3,3
