"","Trait","Sex","Moderator","R2","P"
"1","Via","NA","Population",63.6754230269294,2.47945119898157e-09
"2","Via","NA","PC",8.49724987719974,0.0360936562341494
"3","Via","NA","Lab",10.875218823666,0.0956980767109382
"4","Via","NA","Population + Lab",94.6254290479057,3.19211159465295e-29
"5","Via","NA","Population + PC",74.5853673083931,2.40367002644239e-13
