Model	Trait	Sex	Population	Line	Estimate_Schmidt	Estimate_Gibert	Estimate_Grath	Estimate_Hoedjes	Estimate_StamenkovicRadak	Estimate_Zwaan	SE_Schmidt	SE_Gibert	SE_Grath	SE_Hoedjes	SE_StamenkovicRadak	SE_Zwaan
lmer_pop	DT_A	F	KA	KA3	-7.692	-5.189	NA	-4.625	4.853	-8.153	3.997	1.966	NA	2.43	6.848	2.277
lmer_pop	DT_A	F	KA	KA5	-6.754	5.787	NA	3.688	2.861	-6.408	2.912	2.032	NA	2.078	6.823	2.083
lmer_pop	DT_A	F	KA	KA6	NA	6.983	NA	-3.994	-4.372	-3.597	NA	1.967	NA	2.098	6.744	2.008
lmer_pop	DT_A	F	KA	KA7	-18.234	8.282	NA	-2.6	-18.712	0.855	5.03	1.887	NA	2.055	6.851	2.374
lmer_pop	DT_A	F	KA	KA9	0.269	1.77	NA	4.914	-1.149	-1.956	3.997	2.017	NA	2.032	6.795	2.017
lmer_pop	DT_A	F	MA	MA12	-13.739	-8.284	NA	-5.394	2.613	4.989	5.745	1.828	NA	2.12	6.829	2.194
lmer_pop	DT_A	F	MA	MA13	-5.597	-5.12	NA	-3.269	10.563	5.006	3.513	1.886	NA	2.124	6.861	2.282
lmer_pop	DT_A	F	MA	MA16	NA	4.779	NA	4.187	-9.49	-1.107	NA	2.008	NA	1.994	6.832	2.142
lmer_pop	DT_A	F	MA	MA18	2.871	-1.081	NA	2.874	-8.865	6.945	3.417	2.004	NA	1.988	7.31	2.088
lmer_pop	DT_A	F	MA	MA19	-14.821	-0.082	NA	-6.841	-5.06	3.608	5.03	1.889	NA	2.054	6.859	2.104
lmer_pop	DT_A	F	MA	MA20	-16.688	2.162	NA	-3.08	4.962	-3.119	5.03	2.064	NA	2.182	7.021	2.243
lmer_pop	DT_A	F	MA	MA21	-16.606	3.037	NA	-2.383	33.407	-4.157	4.329	1.866	NA	2.043	6.802	2.112
lmer_pop	DT_A	F	MA	MA23	39.829	7.74	NA	10.679	-7.334	-0.546	5.352	2.015	NA	2.089	6.893	2.091
lmer_pop	DT_A	F	MA	MA26	-3.652	8.803	NA	4.047	-12.866	-1.793	3.857	1.973	NA	2.066	7.016	2.489
lmer_pop	DT_A	F	MA	MA27	2.725	-2.344	NA	-2.606	-1.755	-0.051	3.732	2.075	NA	2.09	7.025	2.393
lmer_pop	DT_A	F	MA	MA28	7.014	-1.093	NA	2.565	6.439	-0.45	3.997	1.903	NA	2.407	7.501	2.128
lmer_pop	DT_A	F	MA	MA3	-16.777	-0.754	NA	-1.598	-7.739	-5.426	3.617	1.865	NA	2.14	6.91	1.754
lmer_pop	DT_A	F	MA	MA30	63.2	1.857	NA	-3.659	-5.284	0.357	4.76	1.439	NA	2.18	6.703	2.214
lmer_pop	DT_A	F	MA	MA31	38.772	15.647	NA	0.454	15.914	-5.268	5.352	2.603	NA	2.292	6.788	2.287
lmer_pop	DT_A	F	MA	MA32	-24.906	0.255	NA	0.549	15.036	3.435	4.329	2.079	NA	2.089	6.73	2.033
lmer_pop	DT_A	F	MA	MA33	-12.754	-5.293	NA	4.286	-14.452	-0.51	9.189	1.858	NA	2.245	6.766	2.1
lmer_pop	DT_A	F	MA	MA5	-7.961	-10.973	NA	-2.623	-11.802	-5.094	4.329	2.129	NA	2.296	6.809	1.693
lmer_pop	DT_A	F	MA	MA6	-9.638	-3.577	NA	-1.374	9.929	-0.264	9.189	1.875	NA	2.353	6.895	2.343
lmer_pop	DT_A	F	MA	MA7	-9.548	-3.63	NA	3.197	-2.338	3.808	4.76	1.864	NA	2.056	6.747	2.366
lmer_pop	DT_A	F	MA	MA9	-1.723	-2.047	NA	-0.011	-11.878	-0.362	3.246	2.011	NA	2.09	6.871	2.366
lmer_pop	DT_A	F	MU	MU1	28.43	-1.751	NA	-0.251	-1.354	3.756	4.529	1.909	NA	2.01	6.75	1.556
lmer_pop	DT_A	F	MU	MU10	2.022	-13.985	4.631	3.208	2.27	0.418	3.617	1.814	2.288	2.103	6.753	2.08
lmer_pop	DT_A	F	MU	MU11	15.784	-2.655	NA	2.498	12.938	-2.677	3.617	2.024	NA	2.088	7.014	3.135
lmer_pop	DT_A	F	MU	MU12	-13.191	-1.906	NA	-2.916	2.155	-1.393	3.732	1.778	NA	1.981	6.74	2.446
lmer_pop	DT_A	F	MU	MU13	-17.371	6.548	2.467	6.328	-5.638	-3.814	4.529	2.057	2.531	2.046	6.721	2.657
lmer_pop	DT_A	F	MU	MU14	17.308	-6.354	7.057	-0.479	-2.063	-3.141	4.76	1.907	2.613	2.023	6.726	2.472
lmer_pop	DT_A	F	MU	MU15	4.205	9.868	0.003	4.142	0.302	-1.091	4.529	1.866	2.389	2.027	6.732	2.176
lmer_pop	DT_A	F	MU	MU16	14.17	6.318	NA	-4.38	-4.855	3.679	5.745	2.007	NA	1.994	6.648	2.162
lmer_pop	DT_A	F	MU	MU17	-11.031	11.925	NA	3.868	6.93	3.18	3.417	1.897	NA	2.139	6.672	2.5
lmer_pop	DT_A	F	MU	MU18	13.331	0.387	NA	3.528	-4.773	0.503	6.24	1.864	NA	1.983	6.761	3.081
lmer_pop	DT_A	F	MU	MU19	-5.25	0.848	NA	-3.1	-8.699	1.067	4.329	1.439	NA	2.1	6.753	2.765
lmer_pop	DT_A	F	MU	MU2	-2.059	-15.033	NA	-2.652	6.149	-5.212	4.153	1.838	NA	2.044	6.822	1.773
lmer_pop	DT_A	F	MU	MU20	-14.791	2.125	NA	1.945	-0.965	0.759	4.153	1.886	NA	2.289	6.794	2.039
lmer_pop	DT_A	F	MU	MU3	-12.223	-11.704	-7.086	-3.219	-11.055	-3.176	3.617	2.039	2.347	2.143	6.911	2.151
lmer_pop	DT_A	F	MU	MU4	-2.378	8.121	-4.082	1.934	-6.352	-2.431	4.153	1.905	2.801	2.02	6.731	2.085
lmer_pop	DT_A	F	MU	MU5	-3.597	10.064	-0.526	0.073	6.676	-3.255	4.76	1.909	2.368	2.157	6.812	2.187
lmer_pop	DT_A	F	MU	MU6	-7.757	-5.226	4.785	0.021	5.122	0.148	5.745	2.017	2.347	2.157	6.727	2.406
lmer_pop	DT_A	F	MU	MU7	12.9	-2.698	-5.023	-3.525	8.976	2.787	4.153	1.927	2.613	1.994	6.703	2.434
lmer_pop	DT_A	F	MU	MU8	-7.53	7.129	-2.225	-2.8	1.3	7.488	4.529	2.076	2.411	2.151	6.916	2.109
lmer_pop	DT_A	F	MU	MU9	-10.971	-2.021	NA	-4.223	-7.066	2.406	4.153	2.023	NA	2.351	6.846	2.019
lmer_pop	DT_A	F	RE	RE1	NA	-5.327	NA	NA	-7.038	-7	NA	1.986	NA	NA	6.793	1.895
lmer_pop	DT_A	F	RE	RE10	-4.713	0.038	NA	1.943	0.091	8.419	9.189	2.038	NA	2.111	6.73	1.954
lmer_pop	DT_A	F	RE	RE11	11.211	0.976	NA	-4.529	21.327	2.979	3.857	2.161	NA	1.958	6.826	2.083
lmer_pop	DT_A	F	RE	RE12	-18.677	-4.627	NA	-1.376	0.123	-2.831	3.732	2.93	NA	2.301	6.851	2.486
lmer_pop	DT_A	F	RE	RE13	22.419	-1.193	NA	-8.476	35.5	2.634	5.352	2.577	NA	2	6.9	2.309
lmer_pop	DT_A	F	RE	RE15	-21.938	4.048	NA	-2.647	-17.239	-4.289	6.889	1.991	NA	2.07	6.8	2.094
lmer_pop	DT_A	F	RE	RE16	-6.08	-3.298	NA	1.068	-14.805	-0.146	3.417	1.895	NA	2.063	6.795	2.256
lmer_pop	DT_A	F	RE	RE17	41.415	-6.266	NA	3.421	-16.551	3.41	3.857	1.89	NA	2.361	6.947	2.238
lmer_pop	DT_A	F	RE	RE18	-15.007	1.956	NA	-5.605	-2.203	5.797	4.153	1.942	NA	2.193	6.882	2.083
lmer_pop	DT_A	F	RE	RE2	-0.512	-1.766	NA	7.415	19.127	-7.305	3.17	1.918	NA	2.076	6.736	1.848
lmer_pop	DT_A	F	RE	RE3	-15.179	12.87	-4.555	-3.622	-3.163	-1.366	7.795	2.292	2.641	2.218	6.865	2.325
lmer_pop	DT_A	F	RE	RE4	-13.119	-5.424	NA	4.487	-15.153	-3.58	5.03	2.026	NA	2.271	6.749	2.038
lmer_pop	DT_A	F	RE	RE5	16.558	-6.57	NA	-0.422	7.191	-3.046	11.76	1.894	NA	2.355	6.848	2.136
lmer_pop	DT_A	F	RE	RE6	27.617	3.744	NA	4.981	10.84	11.475	6.24	2.147	NA	2.272	6.829	2.324
lmer_pop	DT_A	F	RE	RE7	-11.306	-2.95	-3.372	-1.409	-3.269	-2.987	3.857	1.529	2.558	2.44	6.746	2.162
lmer_pop	DT_A	F	RE	RE8	-12.69	13.789	7.927	4.772	-14.778	-2.162	3.246	2.262	3.865	2.096	6.838	2.161
lmer_pop	DT_A	F	UM	UM13	-6.858	-1.729	NA	-1.257	-5.246	-3.275	4.153	1.974	NA	2.041	7.008	2.172
lmer_pop	DT_A	F	UM	UM17	-11.528	-6.359	NA	-2.796	3.434	1.843	4.529	1.832	NA	2.378	6.918	2.155
lmer_pop	DT_A	F	UM	UM18	-8.864	-10.45	NA	1.234	-3.014	6.88	3.328	2.013	NA	2.1	7.181	2.019
lmer_pop	DT_A	F	UM	UM2	5.241	1.513	NA	-1.844	33.439	-3.332	3.328	1.779	NA	2.236	6.773	1.66
lmer_pop	DT_A	F	UM	UM20	9.329	-4.6	NA	0.826	12.778	0.979	3.328	2.008	NA	2.196	7.482	2.135
lmer_pop	DT_A	F	UM	UM21	32.61	0.86	NA	0.641	-10.193	-0.496	4.153	1.935	NA	2.158	6.968	2.22
lmer_pop	DT_A	F	UM	UM22	5.042	10.99	NA	NA	-6.381	4.432	3.857	2.067	NA	NA	6.786	2.284
lmer_pop	DT_A	F	UM	UM23	-6.985	1.92	NA	0.545	-17.993	0.771	4.529	2.262	NA	2.161	6.919	2.166
lmer_pop	DT_A	F	UM	UM25	14.591	-2.076	NA	5.013	-11.255	2.332	4.529	1.819	NA	1.997	6.72	2.109
lmer_pop	DT_A	F	UM	UM26	NA	0.102	NA	-2.445	-10.556	-3.368	NA	1.875	NA	2.069	6.803	2.061
lmer_pop	DT_A	F	UM	UM28	-6.694	6.473	NA	-2.397	10.14	-2.063	3.617	1.877	NA	2.179	6.803	2.456
lmer_pop	DT_A	F	UM	UM29	-27.391	-5.115	NA	-7.137	26.391	-3.444	5.352	1.959	NA	1.961	6.685	2.434
lmer_pop	DT_A	F	UM	UM4	4.768	1.963	NA	0.846	8.725	-7.714	3.857	1.927	NA	2.167	6.818	1.883
lmer_pop	DT_A	F	UM	UM5	8.818	-0.891	NA	-0.408	1.464	3.768	4.76	1.946	NA	1.936	6.767	2.336
lmer_pop	DT_A	F	UM	UM6	NA	-4.498	NA	2.268	-15.198	-0.27	NA	1.874	NA	2.097	6.66	2.051
lmer_pop	DT_A	F	UM	UM7	-16.449	4.944	NA	-2.644	-0.181	-7.992	4.529	1.391	NA	2.114	6.756	2.147
lmer_pop	DT_A	F	UM	UM8	NA	6.726	NA	1.252	NA	4.327	NA	1.89	NA	2.7	NA	2.006
lmer_pop	DT_A	F	UM	UM9	4.37	0.228	NA	8.303	-6.698	6.622	4.529	1.795	NA	2.091	6.931	2.024
lmer_pop	DT_A	F	VA	VA1	-37.541	-4.259	NA	0.883	-8.778	-1.466	3.732	1.998	NA	2.078	6.778	1.715
lmer_pop	DT_A	F	VA	VA11	60.351	2.518	NA	9.949	-16.589	-5.271	4.329	2.246	NA	2.185	6.7	2.358
lmer_pop	DT_A	F	VA	VA15	-23.679	-1.345	NA	0.717	NA	-5.607	4.329	1.998	NA	2.655	NA	2.224
lmer_pop	DT_A	F	VA	VA18	6.618	-1.641	NA	-1.765	-6.841	-2.269	11.76	1.801	NA	2.052	6.891	2.051
lmer_pop	DT_A	F	VA	VA22	-3.617	-3.684	NA	3.831	26.439	-4.357	6.24	1.92	NA	2.375	6.882	2.104
lmer_pop	DT_A	F	VA	VA26	-12.811	10.533	NA	-1.179	-10.107	8.872	6.889	1.951	NA	1.969	6.869	2.118
lmer_pop	DT_A	F	VA	VA30	-14.278	0.022	NA	-3.785	0.124	3.839	5.745	1.993	NA	2.049	6.743	2.34
lmer_pop	DT_A	F	VA	VA34	-4.677	-0.497	NA	0.646	-6.775	7.724	5.352	1.939	NA	2.086	6.841	1.985
lmer_pop	DT_A	F	VA	VA35	-6.866	-4.879	NA	3.473	-4.092	7.489	3.997	2.027	NA	2.03	7.05	2.459
lmer_pop	DT_A	F	VA	VA44	70.912	-6.635	NA	-0.815	18.997	-1.299	5.352	1.498	NA	2.055	7.026	2.254
lmer_pop	DT_A	F	VA	VA46	-27.179	3.415	NA	-3.531	-7.649	-0.233	3.17	2.039	NA	2.102	6.806	2.172
lmer_pop	DT_A	F	VA	VA47	-10.994	6.571	NA	-4.76	6.977	-1.989	3.997	1.965	NA	2.171	7.525	3.135
lmer_pop	DT_A	F	VA	VA48	55.818	-5.363	NA	-7.492	-9.776	-2.371	7.795	1.905	NA	2.157	6.768	2.064
lmer_pop	DT_A	F	VA	VA55	-29.903	8.493	NA	-0.921	25.164	-3.721	4.329	1.931	NA	2.004	6.727	2.609
lmer_pop	DT_A	F	VA	VA57	-7.384	-0.259	NA	6.404	-12.288	2.57	4.76	2.007	NA	2.194	6.779	2.338
lmer_pop	DT_A	F	VA	VA6	54.823	1.383	NA	-3.427	-8.07	1.598	9.189	2.441	NA	2.063	6.769	2.009
lmer_pop	DT_A	F	VA	VA66	-4.148	1.664	NA	4.781	15.839	7.228	5.352	1.954	NA	2.197	6.684	2.298
lmer_pop	DT_A	F	VA	VA67	-27.483	-5.187	NA	-1.121	10.621	-3.058	4.329	2.354	NA	2.573	6.797	2.399
lmer_pop	DT_A	F	VA	VA71	-15.438	-2.801	NA	-2.601	-6.994	-2.674	6.889	1.895	NA	2.154	6.796	2.017
lmer_pop	DT_A	F	VA	VA9	-22.523	1.95	NA	0.713	-6.203	-5.003	3.513	1.983	NA	2.116	6.816	1.997
lmer_pop	DT_A	F	YE	YE11	24.639	5.886	NA	4.185	11.736	4.629	5.745	3.36	NA	3.039	7.066	1.947
lmer_pop	DT_A	F	YE	YE13	-7.09	5.526	NA	1.449	0.352	1.563	4.329	2.042	NA	2.003	6.935	2.122
lmer_pop	DT_A	F	YE	YE14	-9.43	6.901	NA	1.35	-3.581	-3.044	4.529	2.172	NA	2.298	7.061	2.155
lmer_pop	DT_A	F	YE	YE15	-0.32	-8.234	NA	0.498	5.244	-1.051	6.889	2.014	NA	2.22	6.918	2.034
lmer_pop	DT_A	F	YE	YE19	1.274	-8.884	NA	-4.7	-0.878	-3.825	9.189	2.004	NA	2.178	6.798	2.163
lmer_pop	DT_A	F	YE	YE20	-0.923	-9.967	NA	5.216	-0.271	-2.222	3.513	2.434	NA	2.216	7.775	2.612
lmer_pop	DT_A	F	YE	YE21	-2.561	0.072	NA	6.712	-4.98	0.002	3.997	2.946	NA	2.415	7.32	2.478
lmer_pop	DT_A	F	YE	YE22	-9.897	4.269	NA	-0.694	-3.099	-5.741	4.153	2.067	NA	2.089	6.806	2.363
lmer_pop	DT_A	F	YE	YE23	-3.823	-2.629	NA	-0.789	-9.651	1.618	6.889	1.949	NA	2.398	6.977	2.283
lmer_pop	DT_A	F	YE	YE24	-7.31	0.637	NA	10.844	18.508	8.803	3.17	2.329	NA	2.238	7.171	2.007
lmer_pop	DT_A	F	YE	YE26	11.572	3.349	NA	-3.772	4.008	-1.204	4.76	2.527	NA	2.376	6.974	2.892
lmer_pop	DT_A	F	YE	YE27	3.284	-7.339	NA	-1.17	1.681	2.995	4.329	2.134	NA	2.292	6.93	3.368
lmer_pop	DT_A	F	YE	YE33	21.957	0.152	NA	-0.565	-1.878	0.368	4.329	2.221	NA	2.288	7.139	2.236
lmer_pop	DT_A	F	YE	YE40	-8.59	-4.868	NA	-4.538	4.846	4.502	6.24	1.868	NA	2.094	6.863	4.047
lmer_pop	DT_A	F	YE	YE41	-9.332	-0.449	NA	-3.418	11.174	-1.869	4.76	2.235	NA	2.189	6.912	3.447
lmer_pop	DT_A	F	YE	YE48	-2.947	-1.912	NA	1.133	8.46	4.82	6.889	2.066	NA	2.039	6.812	2.269
lmer_pop	DT_A	F	YE	YE49	-9.212	6.984	NA	-1.577	-13.604	-3.103	5.03	1.552	NA	2.09	6.871	2.618
lmer_pop	DT_A	F	YE	YE51	-9.838	-3.244	NA	-6.837	-9.204	-3.897	7.795	2.234	NA	2.298	6.708	2.359
lmer_pop	DT_A	F	YE	YE69	17.275	7.466	NA	-4.97	-6.335	0.73	6.24	1.962	NA	2.246	6.818	2.099
lmer_pop	DT_A	F	YE	YE80	1.274	6.285	NA	1.645	-12.528	-4.073	9.189	2.081	NA	2.413	6.723	2.424
lmer_pop	DT_A	F	AK	AK19	NA	NA	NA	NA	18.427	NA	NA	NA	NA	NA	6.734	NA
lmer_pop	DT_A	F	UM	UM24	NA	NA	NA	NA	-9.659	NA	NA	NA	NA	NA	6.85	NA
lmer_pop	DT_A	M	AK	AK1	9.017	-10.384	-4.754	-4.178	-3.691	-6.424	3.882	1.942	2.354	2.456	6.852	1.837
lmer_pop	DT_A	M	AK	AK10	0.361	1.082	NA	-5.285	16.543	0.072	5.265	1.91	NA	2.157	6.739	2.123
lmer_pop	DT_A	M	AK	AK11	16.21	2.351	NA	0.034	-2.153	-0.87	5.036	1.896	NA	2.203	6.71	2.261
lmer_pop	DT_A	M	AK	AK12	-11.85	-2.989	-1.768	-4.111	5.148	-2.369	4.348	1.374	2.445	2.265	6.74	2.202
lmer_pop	DT_A	M	AK	AK13	-0.79	3.283	NA	4.588	NA	7.482	6.206	1.842	NA	2.15	NA	2.289
lmer_pop	DT_A	M	AK	AK14	-7.358	7.31	-4.011	5.942	NA	-2.836	5.839	1.733	2.291	2.189	NA	2.283
lmer_pop	DT_A	M	AK	AK15	29.83	-3.065	3.133	4.144	-10.583	-2.188	5.839	1.822	2.666	2.283	6.833	2.297
lmer_pop	DT_A	M	AK	AK16	-16.325	-1.082	NA	-1.404	-10.105	-2.03	4.493	1.815	NA	2.023	6.679	2.169
lmer_pop	DT_A	M	AK	AK17	2.284	-2.292	6.167	-6.168	-8.227	-3.331	5.839	1.941	2.421	2.282	6.744	2.288
lmer_pop	DT_A	M	AK	AK18	2.602	5.416	NA	5.856	-0.847	0.994	5.265	2.152	NA	2.388	6.992	2.277
lmer_pop	DT_A	M	AK	AK2	-11.501	-4.193	NA	-8.02	-6.582	-4.354	4.216	1.89	NA	2.177	6.697	1.85
lmer_pop	DT_A	M	AK	AK20	-12.772	2.778	NA	-1.835	-5.942	15.526	4.095	1.81	NA	2.366	6.765	2.668
lmer_pop	DT_A	M	AK	AK21	30.976	3.628	-1.666	6.649	10.136	-0.008	6.652	1.842	2.698	2.183	6.692	2.588
lmer_pop	DT_A	M	AK	AK3	1.739	-2.739	NA	1.382	1.65	-2.331	7.211	2.06	NA	2.413	6.906	2.171
lmer_pop	DT_A	M	AK	AK4	-8.974	-2.481	-1.4	-0.796	-6.934	-1.201	5.265	1.888	2.522	2.3	6.916	2.368
lmer_pop	DT_A	M	AK	AK5	-16.442	1.451	NA	0.375	0.251	0.449	5.265	1.991	NA	2.188	6.972	2.33
lmer_pop	DT_A	M	AK	AK6	-10.487	2.503	1.375	6.773	-1.642	0.514	3.984	1.914	2.919	2.368	6.882	2.173
lmer_pop	DT_A	M	AK	AK7	-10.246	-3.135	NA	-6.121	5.55	-4.532	8.944	2.021	NA	2.289	6.737	2.168
lmer_pop	DT_A	M	AK	AK8	8.688	4.731	2.876	1.819	8.131	0.233	4.493	1.766	2.606	2.113	6.815	2.432
lmer_pop	DT_A	M	AK	AK9	5.038	-2.173	0.05	0.357	-3.897	7.204	5.839	1.866	2.549	2.508	6.698	2.238
lmer_pop	DT_A	M	GI	GI1	49.199	3.852	NA	-4.945	7.217	-7.326	8.944	1.882	NA	2.333	6.961	1.779
lmer_pop	DT_A	M	GI	GI10	-5.145	0.591	NA	3.078	-11.654	5.027	4.834	1.399	NA	2.209	6.883	2.784
lmer_pop	DT_A	M	GI	GI11	-5.771	-2.314	NA	3.293	11.542	-2.222	5.53	2.07	NA	2.219	6.81	2.364
lmer_pop	DT_A	M	GI	GI12	-11.125	10.708	NA	8.707	5.249	5.118	5.53	2.204	NA	2.558	6.901	2.873
lmer_pop	DT_A	M	GI	GI13	38.424	-1.613	NA	-2.383	NA	8.717	8.944	1.993	NA	2.424	NA	2.178
lmer_pop	DT_A	M	GI	GI14	21.538	6.475	NA	9.388	0.384	-5.536	13.17	2.225	NA	2.714	7.211	2.226
lmer_pop	DT_A	M	GI	GI15	-15.979	1.541	NA	5.22	NA	0.708	5.265	2.069	NA	2.37	NA	2.393
lmer_pop	DT_A	M	GI	GI2	-17.351	-7.028	NA	-7.489	-10.435	-9.669	6.206	1.833	NA	2.521	6.884	1.752
lmer_pop	DT_A	M	GI	GI3	NA	-5.023	NA	-4.109	-1.617	-7.815	NA	1.882	NA	2.174	6.764	2.367
lmer_pop	DT_A	M	GI	GI4	NA	-5.329	NA	-7.875	-7.128	-5.413	NA	1.998	NA	2.743	6.786	2.588
lmer_pop	DT_A	M	GI	GI5	-27.8	-10.229	NA	-7.622	-2.207	-3.565	4.834	2.296	NA	2.373	6.889	2.2
lmer_pop	DT_A	M	GI	GI6	NA	7.753	NA	4.849	6.643	5.058	NA	2.174	NA	2.336	6.733	2.168
lmer_pop	DT_A	M	GI	GI7	NA	5.252	NA	-1.556	-0.288	1.35	NA	1.857	NA	2.115	6.815	2.411
lmer_pop	DT_A	M	GI	GI8	2.647	-6.722	NA	-2.055	-6.172	6.445	5.839	2.015	NA	2.352	6.716	2.5
lmer_pop	DT_A	M	GI	GI9	-28.637	2.086	NA	3.499	8.465	9.122	7.211	1.865	NA	2.473	6.722	2.578
lmer_pop	DT_A	M	KA	KA1	-10.927	2.493	NA	-1.806	-9.29	-4.361	4.216	2.319	NA	2.206	6.806	1.673
lmer_pop	DT_A	M	KA	KA10	1.101	-3.429	NA	1.622	-11.062	17.525	4.348	2.293	NA	2.387	6.751	2.323
lmer_pop	DT_A	M	KA	KA11	3.838	-0.077	NA	0.429	3.832	3.742	5.036	1.377	NA	2.265	6.761	2.469
lmer_pop	DT_A	M	KA	KA13	-7.47	-3.139	NA	-3.497	-0.514	1.586	4.834	1.896	NA	2.278	6.831	2.412
lmer_pop	DT_A	M	KA	KA14	NA	3.987	NA	2.193	-4.242	-6.128	NA	2.146	NA	2.204	6.806	2.322
lmer_pop	DT_A	M	KA	KA15	-2.885	1.844	NA	0.65	-7.605	4.495	10.464	1.908	NA	2.234	6.824	2.168
lmer_pop	DT_A	M	KA	KA16	3.709	-7.052	NA	-1.295	3.057	-3.943	6.206	1.792	NA	2.192	6.771	2.277
lmer_pop	DT_A	M	KA	KA17	4.18	-9.002	NA	-3.633	11.949	7.735	5.036	1.898	NA	2.513	6.825	2.159
lmer_pop	DT_A	M	KA	KA18	30.805	-3.376	NA	3.183	6.664	3.615	4.493	1.86	NA	2.395	6.917	2.22
lmer_pop	DT_A	M	KA	KA2	-10.748	1.131	NA	3.996	2.403	-5.009	5.265	1.855	NA	2.434	6.73	1.586
lmer_pop	DT_A	M	KA	KA23	21.96	-1.391	NA	-1.46	-13.611	-3.35	4.654	1.919	NA	2.328	7.021	2.113
lmer_pop	DT_A	M	KA	KA24	-12.615	-4.865	NA	-0.472	14.601	7.682	5.265	2.139	NA	2.494	6.716	2.154
lmer_pop	DT_A	M	KA	KA25	2.153	3.626	NA	-0.241	-6.574	2.369	6.206	1.933	NA	2.269	6.718	2.212
lmer_pop	DT_A	M	KA	KA28	1.106	0.689	NA	1.489	33.334	2.912	5.036	1.795	NA	2.04	6.865	2.074
lmer_pop	DT_A	M	KA	KA29	-4.826	2.346	NA	0.881	-1.702	-10.67	7.211	1.795	NA	2.222	6.773	2.36
lmer_pop	DT_A	M	KA	KA3	-5.108	-5.869	NA	-3.952	6.19	-5.594	6.206	2.144	NA	2.506	6.907	2.237
lmer_pop	DT_A	M	KA	KA5	-10.48	3.742	NA	4.136	1.61	-6.467	5.839	2.225	NA	2.318	6.753	2.161
lmer_pop	DT_A	M	KA	KA6	-9.672	9.932	NA	-2.742	-5.878	-4.788	4.834	1.767	NA	2.16	6.901	2.311
lmer_pop	DT_A	M	KA	KA7	-9.987	5.335	NA	-1.875	-18.54	-1.607	4.834	1.882	NA	2.277	6.985	2.68
lmer_pop	DT_A	M	KA	KA9	15.866	3.075	NA	2.394	-4.624	0.258	4.348	1.854	NA	2.215	6.841	2.227
lmer_pop	DT_A	M	MA	MA12	-4.303	-9.61	NA	-8.491	-0.494	3.294	6.206	1.859	NA	2.067	6.859	2.363
lmer_pop	DT_A	M	MA	MA13	-0.119	-5.312	NA	1.406	8.849	10.679	4.654	1.918	NA	2.338	6.876	2.219
lmer_pop	DT_A	M	MA	MA16	NA	5.003	NA	8.703	-4.005	-1.747	NA	1.951	NA	2.233	6.73	2.348
lmer_pop	DT_A	M	MA	MA18	1.339	-0.755	NA	2.193	-17.467	6.688	4.654	1.955	NA	2.319	7.028	2.293
lmer_pop	DT_A	M	MA	MA19	-17.121	-0.948	NA	-4.326	-2.149	0.9	5.265	1.831	NA	2.329	6.854	2.153
lmer_pop	DT_A	M	MA	MA20	-15.059	6.623	NA	-2.149	8.645	-3.323	7.939	2.788	NA	2.159	6.774	2.155
lmer_pop	DT_A	M	MA	MA21	-17.495	1.98	NA	-2.541	31.263	-4.326	5.265	1.987	NA	2.251	6.726	2.237
lmer_pop	DT_A	M	MA	MA23	43.948	8.752	NA	5.505	-4.852	1.682	13.17	2.148	NA	2.264	6.873	2.133
lmer_pop	DT_A	M	MA	MA26	-5.722	6.589	NA	1.54	-16.357	-1.321	7.939	2.041	NA	2.164	7.136	2.457
lmer_pop	DT_A	M	MA	MA27	2.493	-0.048	NA	-1.242	-7.668	-0.563	3.984	2.043	NA	2.215	6.852	2.2
lmer_pop	DT_A	M	MA	MA28	0.559	-1.64	NA	7.534	0.818	0.072	4.834	2.025	NA	2.45	7.395	2.263
lmer_pop	DT_A	M	MA	MA3	-17.622	-2.048	NA	-1.987	-3.784	-6.63	4.654	1.856	NA	2.231	6.758	1.633
lmer_pop	DT_A	M	MA	MA30	78.933	2.285	NA	-1.567	-3.168	2.92	4.654	1.437	NA	2.144	6.807	2.256
lmer_pop	DT_A	M	MA	MA31	30.802	10.381	NA	-2.677	16.638	-4.647	4.654	2.176	NA	2.425	6.845	2.437
lmer_pop	DT_A	M	MA	MA32	-24.039	-0.051	NA	1.134	11.736	4.493	4.654	2.126	NA	2.219	6.777	2.194
lmer_pop	DT_A	M	MA	MA33	-18.855	-5.041	NA	1.367	-14.453	-2.897	7.211	1.987	NA	2.348	6.737	2.342
lmer_pop	DT_A	M	MA	MA5	-15.513	-10.003	NA	-4.682	-3.541	-7.323	5.53	2.294	NA	2.079	6.843	1.815
lmer_pop	DT_A	M	MA	MA6	-13.528	-2.602	NA	-3.289	11.038	3.78	8.944	1.935	NA	2.261	7.021	3.003
lmer_pop	DT_A	M	MA	MA7	-5.546	-2.82	NA	5.082	-4.994	-1.679	5.265	2.021	NA	2.397	6.832	2.512
lmer_pop	DT_A	M	MA	MA9	-3.152	-0.737	NA	-1.512	-6.055	-0.052	4.493	1.959	NA	2.201	6.83	2.702
lmer_pop	DT_A	M	MU	MU1	20.672	-1.48	NA	0.36	-0.65	2.231	5.036	1.835	NA	2.324	6.829	1.828
lmer_pop	DT_A	M	MU	MU10	1.217	-9.998	7.645	1.271	9.02	1.505	4.654	1.856	2.421	2.115	6.751	2.103
