Model	Trait	Sex	Population	Line	Coef_Schmidt	Coef_Gibert	Coef_Grath	Coef_Hoedjes	Coef_StamenkovicRadak	Coef_Zwaan	SE_Schmidt	SE_Gibert	SE_Grath	SE_Hoedjes	SE_StamenkovicRadak	SE_Zwaan
lmer_pop	DT_A	F	GI	GI13	242.355476160903	228.30635510077	NA	235.895654601447	NA	230.315710024662	9.97809559467843	2.62028150802115	NA	2.77889696428162	NA	3.21160249254641
lmer_pop	DT_A	F	GI	GI14	NA	231.39835510077	NA	243.753654601447	245.568214475701	220.908710024662	NA	2.86490683640456	NA	2.82892441364091	8.7482858401406	3.29722664828039
lmer_pop	DT_A	F	GI	GI15	217.317476160903	228.07635510077	NA	241.473654601447	NA	228.484710024662	9.28755552858453	2.84634136766439	NA	2.76033337444838	NA	3.13646673346464
lmer_pop	DT_A	F	GI	GI2	232.263476160903	221.23635510077	NA	230.011654601447	237.217214475701	216.738710024662	9.97809559467843	2.71429165368749	NA	2.67494679163784	8.60606443973112	2.84673559891507
lmer_pop	DT_A	F	GI	GI3	226.134476160903	223.00535510077	NA	232.444654601447	242.958214475701	216.393710024662	11.1012651394578	2.58007193335333	NA	2.54590913783143	8.63203279307977	3.33127596727295
lmer_pop	DT_A	F	GI	GI4	NA	225.30635510077	NA	229.083654601447	238.586214475701	222.816710024662	NA	2.96682510122818	NA	2.66000006355143	8.64858307127847	3.2607360472952
lmer_pop	DT_A	F	GI	GI5	207.809476160903	219.87135510077	NA	233.443654601447	240.960214475701	220.602710024662	8.21244608484835	2.76685727519104	NA	2.82892441364091	8.84466382293892	3.27612325319582
lmer_pop	DT_A	F	GI	GI6	NA	233.61435510077	NA	244.028654601447	251.274214475701	231.087710024662	NA	2.71503704970624	NA	2.6442642337886	8.59349109156486	3.14114223971636
lmer_pop	DT_A	F	GI	GI7	NA	228.70035510077	NA	233.806654601447	241.420214475701	224.143710024662	NA	2.70684672290058	NA	2.73426211949286	8.60606443973112	3.08954018749236
lmer_pop	DT_A	F	GI	GI8	233.838476160903	220.99035510077	NA	233.046654601447	242.688214475701	229.028710024662	7.40110638327413	2.62317578161998	NA	2.62692221774715	8.55662305707132	3.1485068794796
lmer_pop	DT_A	F	GI	GI9	204.734476160903	226.08835510077	NA	245.668654601447	250.646214475701	228.915710024662	8.47380621070255	2.65373909442462	NA	2.74434205923635	8.56524285358008	3.25237506602949
lmer_pop	DT_A	F	KA	KA1	205.997363022528	219.455831663018	NA	227.100325236221	226.218624243191	219.694533528131	5.74769474290158	2.70873520189308	NA	2.50099701031057	8.33846521008892	2.72708273198967
lmer_pop	DT_A	F	KA	KA10	218.353363022528	222.590831663018	NA	237.533325236221	216.733624243191	244.118533528131	6.01968062753985	2.62089419740186	NA	2.41859939749897	8.22527550054484	3.0538926351652
lmer_pop	DT_A	F	KA	KA11	220.389363022528	221.955831663018	NA	232.496325236221	232.397624243191	224.847533528131	5.64770943459191	2.12747770704531	NA	2.30333476628613	8.19236455853029	3.08363344564756
lmer_pop	DT_A	F	KA	KA13	212.587363022528	222.781831663018	NA	231.826325236221	228.513624243191	226.554533528131	6.01968062753985	2.56588510927024	NA	2.48989297874073	8.24257884765825	3.15896505633036
lmer_pop	DT_A	F	KA	KA14	248.051363022528	230.769831663018	NA	236.072325236221	222.640624243191	221.235533528131	10.2858070591266	2.44680636626088	NA	2.39669919797675	8.24752581444055	3.76779354889785
lmer_pop	DT_A	F	KA	KA15	217.847363022528	221.285831663018	NA	232.069325236221	224.738624243191	228.033533528131	7.7651597444984	2.44001606428621	NA	2.33649118243198	8.21539561189011	3.07668900396453
lmer_pop	DT_A	F	KA	KA16	218.487363022528	216.674831663018	NA	230.233325236221	225.031624243191	220.203533528131	6.4708536421077	2.5278198895441	NA	2.50612809839848	8.21374951285119	3.11508912025262
lmer_pop	DT_A	F	KA	KA17	226.192363022528	215.972831663018	NA	227.577325236221	236.864624243191	228.254533528131	6.11032853925045	2.4596711963136	NA	2.55333958681222	8.36832659854186	3.04359248703177
lmer_pop	DT_A	F	KA	KA18	248.949363022528	222.445831663018	NA	227.474325236221	227.860624243191	225.131533528131	6.83088616927398	2.51701358637071	NA	2.58181448705797	8.3334930287283	3.13341414867493
lmer_pop	DT_A	F	KA	KA2	211.309363022528	227.063831663018	NA	234.510325236221	236.046624243191	221.561533528131	5.86879841684637	2.50931412819813	NA	2.45754166711012	8.23268911473422	2.75295263800819
lmer_pop	DT_A	F	KA	KA23	235.597363022528	219.481831663018	NA	228.623325236221	216.949624243191	220.544533528131	6.21349457693322	2.4847859855478	NA	2.58181448705797	8.17100636763081	3.14971478504265
lmer_pop	DT_A	F	KA	KA24	209.281363022528	219.762831663018	NA	228.596325236221	242.624624243191	228.850533528131	6.33248346682236	2.46118800459753	NA	2.5266907301018	8.19483069134825	3.17539528675034
lmer_pop	DT_A	F	KA	KA25	227.263363022528	226.610831663018	NA	232.206325236221	223.803624243191	222.719533528131	6.33248346682236	2.52009789372849	NA	2.49501564034825	8.1767540050966	3.04222208707981
lmer_pop	DT_A	F	KA	KA28	224.670363022528	221.314831663018	NA	233.559325236221	269.569624243191	224.690533528131	6.83088616927398	2.47639382852865	NA	2.42450944431701	8.24340324501132	3.14900432313394
lmer_pop	DT_A	F	KA	KA29	207.844363022528	224.567831663018	NA	229.212325236221	223.786624243191	212.611533528131	7.07135134592947	2.47715590828974	NA	2.36818560201315	8.18414669100348	3.33872254419505
lmer_pop	DT_A	F	KA	KA3	212.335363022528	218.168831663018	NA	226.473325236221	234.003624243191	215.166533528131	6.11032853925045	2.53710728862119	NA	2.75478529936226	8.28632518429389	3.17754437059756
lmer_pop	DT_A	F	KA	KA5	213.273363022528	229.144831663018	NA	234.786325236221	232.011624243191	216.911533528131	5.46258637072024	2.58858675612288	NA	2.44990327269923	8.26567662444299	3.04153714873191
lmer_pop	DT_A	F	KA	KA6	NA	230.340831663018	NA	227.104325236221	224.778624243191	219.722533528131	NA	2.53788226558577	NA	2.46688995408842	8.20058638512291	2.99067270478002
lmer_pop	DT_A	F	KA	KA7	201.793363022528	231.639831663018	NA	228.498325236221	210.438624243191	224.174533528131	6.83088616927398	2.47639382852865	NA	2.4304252808063	8.28880462188989	3.24775849273253
lmer_pop	DT_A	F	KA	KA9	220.296363022528	225.127831663018	NA	236.012325236221	228.001624243191	221.363533528131	6.11032853925045	2.57682874750628	NA	2.4110093416622	8.24257884765825	2.99672291463796
lmer_pop	DT_A	F	MA	MA12	210.632840283376	213.805753133096	NA	227.817074969664	248.86345094022	229.208555233662	7.39020811659286	2.43458514429375	NA	2.48841449810528	8.28603599184244	3.11811439749438
lmer_pop	DT_A	F	MA	MA13	218.774840283376	216.969753133096	NA	229.942074969664	256.81345094022	229.225555233662	5.82677612462972	2.47843031469836	NA	2.49182317076885	8.31242879416771	3.18064858100698
lmer_pop	DT_A	F	MA	MA16	NA	226.868753133096	NA	237.398074969664	236.76045094022	223.112555233662	NA	2.57248611751664	NA	2.38198293746629	8.28850863895963	3.08174713366651
lmer_pop	DT_A	F	MA	MA18	227.242840283376	221.008753133096	NA	236.085074969664	237.38545094022	231.164555233662	5.76940551587033	2.56936506258177	NA	2.37696249747036	8.68672846692634	3.0444614295244
lmer_pop	DT_A	F	MA	MA19	209.550840283376	222.007753133096	NA	226.370074969664	241.19045094022	227.827555233662	6.84916425606475	2.48071397480963	NA	2.43243144083868	8.31077808981255	3.05545698641983
lmer_pop	DT_A	F	MA	MA20	207.683840283376	224.251753133096	NA	230.131074969664	251.21245094022	221.100555233662	6.84916425606475	2.61643207915203	NA	2.54144264432242	8.44497439061294	3.15278454637511
lmer_pop	DT_A	F	MA	MA21	207.765840283376	225.126753133096	NA	230.828074969664	279.65745094022	220.062555233662	6.35219584132566	2.46324518162846	NA	2.42314995705601	8.26379788342554	3.06097131575285
lmer_pop	DT_A	F	MA	MA23	264.200840283376	229.829753133096	NA	243.890074969664	238.91645094022	223.673555233662	7.08900945171855	2.57795380579556	NA	2.46205761800583	8.33886086093949	3.04651971860707
lmer_pop	DT_A	F	MA	MA26	220.719840283376	230.892753133096	NA	237.258074969664	233.38445094022	222.426555233662	6.04041389364628	2.54526026661633	NA	2.44257297012403	8.44081793774208	3.33228486115184
lmer_pop	DT_A	F	MA	MA27	227.096840283376	219.745753133096	NA	230.605074969664	244.49545094022	224.168555233662	5.96137358387771	2.62511824968244	NA	2.46290615216669	8.44830021117316	3.2612038261755
lmer_pop	DT_A	F	MA	MA28	231.385840283376	220.996753133096	NA	235.776074969664	252.68945094022	223.769555233662	6.13075525580291	2.49139114247759	NA	2.73705237698889	8.84805924811246	3.07203277909949
lmer_pop	DT_A	F	MA	MA3	207.594840283376	221.335753133096	NA	231.613074969664	238.51145094022	218.793555233662	5.89006281855763	2.4624877308965	NA	2.50547534699117	8.35291873886658	2.82586577810443
lmer_pop	DT_A	F	MA	MA30	287.571840283377	223.946753133096	NA	229.552074969664	240.96645094022	224.576555233662	6.65340146139965	2.15785583967415	NA	2.53972571636792	8.18250331244103	3.1322192445392
lmer_pop	DT_A	F	MA	MA31	263.143840283377	237.736753133096	NA	233.665074969664	262.16445094022	218.951555233662	7.08900945171855	3.05961269196214	NA	2.63648833002927	8.25227819805588	3.18423780454
lmer_pop	DT_A	F	MA	MA32	199.465840283376	222.344753133096	NA	233.760074969664	261.28645094022	227.654555233662	6.35219584132566	2.62828115406549	NA	2.46205761800583	8.20463597352792	3.00700688324149
lmer_pop	DT_A	F	MA	MA33	211.617840283376	216.796753133096	NA	237.497074969664	231.79845094022	223.709555233662	10.2979547487137	2.45719043316057	NA	2.59573336735123	8.23419136637645	3.05270394828285
lmer_pop	DT_A	F	MA	MA5	216.410840283376	211.116753133096	NA	230.588074969664	234.44845094022	219.125555233662	6.35219584132566	2.66800708859924	NA	2.63996642296461	8.26956059643488	2.78841359842146
lmer_pop	DT_A	F	MA	MA6	214.733840283376	218.512753133096	NA	231.837074969664	256.17945094022	223.955555233662	10.2979547487137	2.47007000403143	NA	2.68968691753902	8.34051416029662	3.22469384529163
lmer_pop	DT_A	F	MA	MA7	214.823840283376	218.459753133096	NA	236.408074969664	243.91245094022	228.027555233662	6.65340146139965	2.46173045332258	NA	2.43412052174508	8.21858628099191	3.24144372091538
lmer_pop	DT_A	F	MA	MA9	222.648840283376	220.042753133096	NA	233.200074969664	234.37245094022	223.857555233662	5.66980308357839	2.57482850396212	NA	2.46290615216669	8.32068461474826	3.24144372091538
lmer_pop	DT_A	F	MU	MU1	249.586751814936	221.9364170032	NA	229.25005441886	236.205167174749	225.881835942283	6.3779540131167	2.49270038348463	NA	2.3914661337943	8.20585241444846	2.71797389065962
lmer_pop	DT_A	F	MU	MU10	223.178751814936	209.7024170032	310.261595684809	232.70905441886	239.829167174749	222.543835942283	5.76620719307167	2.42071687766753	2.88414189224871	2.47014559673818	8.208320342659	3.04838417367421
lmer_pop	DT_A	F	MU	MU11	236.940751814936	221.0324170032	NA	231.99905441886	250.497167174749	219.448835942283	5.76620719307167	2.58183078489363	NA	2.4573876920594	8.42435219157589	3.84635815679032
lmer_pop	DT_A	F	MU	MU12	207.965751814936	221.7814170032	NA	226.58505441886	239.714167174749	220.732835942283	5.8390307751742	2.39385843395645	NA	2.36714411666993	8.19762855023998	3.30895180839906
lmer_pop	DT_A	F	MU	MU13	203.785751814936	230.2354170032	308.097595684809	235.82905441886	231.921167174749	218.311835942283	6.3779540131167	2.60778127952181	3.0804693562222	2.42180227704184	8.18201410703438	3.46783723238381
lmer_pop	DT_A	F	MU	MU14	238.464751814936	217.3334170032	312.687595684809	229.02205441886	235.496167174749	218.984835942283	6.54400919875816	2.4911690432053	3.14818986953201	2.40240281157949	8.18612178309788	3.32821725106812
lmer_pop	DT_A	F	MU	MU15	225.361751814936	233.5554170032	305.633595684809	233.64305441886	237.861167174749	221.034835942283	6.3779540131167	2.45992483662091	2.96490327913475	2.40577207338622	8.19105230405163	3.11467848586454
lmer_pop	DT_A	F	MU	MU16	235.326751814936	230.0054170032	NA	225.12105441886	232.704167174749	225.804835942283	7.29187776868424	2.56852549176068	NA	2.37803411857043	8.12215598518703	3.10491385875799
lmer_pop	DT_A	F	MU	MU17	210.125751814936	235.6124170032	NA	233.36905441886	244.489167174749	225.305835942283	5.64290221370453	2.48352233769387	NA	2.50086610378985	8.14181170549341	3.34906644758019
lmer_pop	DT_A	F	MU	MU18	234.487751814936	224.0744170032	NA	233.02905441886	232.786167174749	222.628835942283	7.68791625822183	2.45840806251209	NA	2.36881811650558	8.21490321596728	3.80247380928619
lmer_pop	DT_A	F	MU	MU19	215.906751814936	224.5354170032	NA	226.40105441886	228.860167174749	223.192835942283	6.23752333810716	2.15406480910497	NA	2.46759199809957	8.208320342659	3.55126330624855
lmer_pop	DT_A	F	MU	MU2	219.097751814936	208.6544170032	NA	226.84905441886	243.708167174749	216.913835942283	6.11668745265209	2.43875341144291	NA	2.42011286288161	8.2651798436398	2.8477666811569
lmer_pop	DT_A	F	MU	MU20	206.365751814936	225.8124170032	NA	231.44605441886	236.594167174749	222.884835942283	6.11668745265209	2.47513034037087	NA	2.63031010891968	8.24208407186614	3.02055741052995
lmer_pop	DT_A	F	MU	MU3	208.933751814936	211.9834170032	298.544595684809	226.28205441886	226.504167174749	218.949835942283	5.76620719307167	2.59360660120698	2.93116691005886	2.50428817612611	8.33879097038111	3.09726444952758
lmer_pop	DT_A	F	MU	MU4	218.778751814936	231.8084170032	301.548595684809	231.43505441886	231.207167174749	219.694835942283	6.11668745265209	2.48963836768002	3.30589344272074	2.39987713624782	8.19023045144088	3.05179800614448
lmer_pop	DT_A	F	MU	MU5	217.559751814936	233.7514170032	305.104595684809	229.57405441886	244.235167174749	218.870835942283	6.54400919875816	2.49270038348463	2.94800855742041	2.51627885360209	8.25692786983813	3.12237330732688
lmer_pop	DT_A	F	MU	MU6	213.399751814936	218.4614170032	310.415595684809	229.52205441886	242.681167174749	222.273835942283	7.29187776868424	2.57634687141007	2.93116691005886	2.51627885360209	8.18694343743192	3.2794941790324
lmer_pop	DT_A	F	MU	MU7	234.056751814936	220.9894170032	300.607595684809	225.97605441886	246.535167174749	224.912835942283	6.11668745265209	2.50651215872264	3.14818986953201	2.37803411857043	8.16723471241702	3.30009122151304
lmer_pop	DT_A	F	MU	MU8	213.626751814936	230.8164170032	303.405595684809	226.70105441886	238.859167174749	229.613835942283	6.3779540131167	2.62279434989182	2.98265845423575	2.51113744527954	8.34293532563387	3.06824494952854
lmer_pop	DT_A	F	MU	MU9	210.185751814936	221.6664170032	NA	225.27805441886	230.493167174749	224.531835942283	6.11668745265209	2.58104691972549	NA	2.68443872515002	8.28500029255942	3.00709279376401
lmer_pop	DT_A	F	RE	RE1	NA	222.524521991918	NA	NA	248.30860736894	219.260937696387	NA	2.66073529517457	NA	NA	8.42044617771587	2.98133231981931
lmer_pop	DT_A	F	RE	RE10	225.336501202107	227.889521991918	NA	239.671140296062	255.43760736894	234.679937696387	10.6074183159905	2.69977041819998	NA	2.58223049905576	8.3697051818932	3.01917760345416
lmer_pop	DT_A	F	RE	RE11	241.260501202107	228.827521991918	NA	233.199140296062	276.67360736894	229.239937696387	6.55408661297748	2.79378548048838	NA	2.45873084135977	8.44709067264048	3.10422396118566
lmer_pop	DT_A	F	RE	RE12	211.372501202107	223.224521991918	NA	236.352140296062	255.46960736894	223.429937696387	6.48131362691319	3.42348014613605	NA	2.73974348256433	8.46730570085962	3.38784790113122
lmer_pop	DT_A	F	RE	RE13	252.468501202107	226.658521991918	NA	229.252140296062	290.84660736894	228.894937696387	7.53150093476795	3.12669878801712	NA	2.49230683308732	8.50700093051657	3.26018379868363
lmer_pop	DT_A	F	RE	RE15	208.111501202107	231.899521991918	NA	235.081140296062	238.10760736894	221.971937696387	8.69125556697136	2.66446942391684	NA	2.54882195342353	8.42609428097086	3.11161588265634
lmer_pop	DT_A	F	RE	RE16	223.969501202107	224.553521991918	NA	238.796140296062	240.54160736894	226.114937696387	6.30519558224886	2.59351909786447	NA	2.54314025375199	8.42205971433413	3.22286416114598
lmer_pop	DT_A	F	RE	RE17	271.464501202107	221.585521991918	NA	241.149140296062	238.79560736894	229.670937696387	6.55408661297748	2.58986801034101	NA	2.79032513343047	8.54516669420848	3.2102899247886
lmer_pop	DT_A	F	RE	RE18	215.042501202107	229.807521991918	NA	232.123140296062	253.14360736894	232.057937696387	6.73253379719779	2.62805637515402	NA	2.64968721743789	8.49240771700287	3.10422396118566
lmer_pop	DT_A	F	RE	RE2	229.537501202107	226.085521991918	NA	245.143140296062	274.47360736894	218.955937696387	6.1748281215278	2.61037168062092	NA	2.55369719235734	8.37453048426059	2.95168111441585
lmer_pop	DT_A	F	RE	RE3	214.870501202107	240.721521991918	317.061198159429	234.106140296062	252.18360736894	224.894937696387	9.42558365993377	2.89630459568529	4.46379114301538	2.67041520184666	8.47863726266255	3.27153517499036
lmer_pop	DT_A	F	RE	RE4	216.930501202107	222.427521991918	NA	242.215140296062	240.19360736894	222.680937696387	7.30619616013768	2.69072338061491	NA	2.71459653544569	8.38499050874894	3.07420906920775
lmer_pop	DT_A	F	RE	RE5	246.607501202107	221.281521991918	NA	237.306140296062	262.53760736894	223.214937696387	12.898728709854	2.59278852029773	NA	2.78525014141526	8.4648785479657	3.14003398089881
lmer_pop	DT_A	F	RE	RE6	257.666501202107	231.595521991918	NA	242.709140296062	266.18660736894	237.735937696387	8.18640350400654	2.78297059111082	NA	2.71543317911779	8.44951512406539	3.27082457511851
lmer_pop	DT_A	F	RE	RE7	218.743501202107	224.901521991918	318.244198159429	236.319140296062	252.07760736894	223.273937696387	6.55408661297748	2.33947799968021	4.41519131731146	2.85748024494549	8.38257602600834	3.15777792145034
lmer_pop	DT_A	F	RE	RE8	217.359501202107	241.640521991918	329.543198159429	242.500140296062	240.56860736894	224.098937696387	6.21418685995284	2.87262254934193	5.28098242455535	2.56998236380208	8.45679069339013	3.15709334692518
lmer_pop	DT_A	F	UM	UM13	215.323768669487	223.75650729894	NA	230.938331007551	247.671281099897	219.074039971495	6.62972222720485	2.58580981938826	NA	2.47360112712005	8.50336332912141	3.128042886126
lmer_pop	DT_A	F	UM	UM17	210.653768669487	219.12650729894	NA	229.399331007551	256.351281099897	224.192039971495	6.87150993668015	2.47910476221655	NA	2.75824319741562	8.42934445298368	3.11626271316195
lmer_pop	DT_A	F	UM	UM18	213.317768669487	215.03550729894	NA	233.429331007551	249.903281099897	229.229039971495	6.14665696211315	2.6157036189226	NA	2.52250302994656	8.64649552749822	3.02381039376537
lmer_pop	DT_A	F	UM	UM2	227.422768669487	226.99850729894	NA	230.351331007551	286.356281099897	219.017039971495	6.14665696211315	2.44020028318267	NA	2.63680062501691	8.31075525491196	2.79690334074017
lmer_pop	DT_A	F	UM	UM20	231.510768669487	220.88550729894	NA	233.021331007551	265.695281099897	223.328039971495	6.14665696211315	2.61185765730921	NA	2.60296706396557	8.89805865945189	3.10246568030067
lmer_pop	DT_A	F	UM	UM21	254.791768669487	226.34550729894	NA	232.836331007551	242.724281099897	221.853039971495	6.62972222720485	2.55616146243635	NA	2.57098921353038	8.47042784675289	3.16156105388517
lmer_pop	DT_A	F	UM	UM22	227.223768669487	236.47550729894	NA	NA	246.536281099897	226.781039971495	6.44843056951798	2.65748479243904	NA	NA	8.3213532497453	3.20682464401213
lmer_pop	DT_A	F	UM	UM23	215.196768669487	227.40550729894	NA	232.740331007551	234.924281099897	223.120039971495	6.87150993668015	2.81182866157324	NA	2.57350782708924	8.43016517673567	3.12387968677468
lmer_pop	DT_A	F	UM	UM25	236.772768669487	223.40950729894	NA	237.208331007551	241.662281099897	224.681039971495	6.87150993668015	2.46951360029556	NA	2.43742292926147	8.2676189986626	3.08463114447149
lmer_pop	DT_A	F	UM	UM26	NA	225.58750729894	NA	229.750331007551	242.361281099897	218.981039971495	NA	2.51104787330803	NA	2.4967544004346	8.33522242696898	3.05201397399217
lmer_pop	DT_A	F	UM	UM28	215.487768669487	231.95850729894	NA	229.798331007551	263.057281099897	220.286039971495	6.30781236324401	2.51254162593275	NA	2.58864105972411	8.33522242696898	3.33151681632308
lmer_pop	DT_A	F	UM	UM29	194.790768669487	220.37050729894	NA	225.058331007551	279.308281099897	218.905039971495	7.43973869231266	2.57437709398696	NA	2.40801630727235	8.23919588959061	3.31533170247616
lmer_pop	DT_A	F	UM	UM4	226.949768669487	227.44850729894	NA	233.041331007551	261.642281099897	214.635039971495	6.44843056951798	2.55011086465761	NA	2.57854814500128	8.34746955113025	2.93474995484172
lmer_pop	DT_A	F	UM	UM5	230.999768669487	224.59450729894	NA	231.787331007551	254.381281099897	226.117039971495	7.02590974962631	2.56449847378484	NA	2.38770130797166	8.30586617440028	3.24406601311433
lmer_pop	DT_A	F	UM	UM6	NA	220.98750729894	NA	234.463331007551	237.719281099897	222.079039971495	NA	2.51030126121244	NA	2.52000605874065	8.21892474153686	3.04526998761087
lmer_pop	DT_A	F	UM	UM7	205.732768669487	230.42950729894	NA	229.551331007551	252.736281099897	214.357039971495	6.87150993668015	2.17361850885678	NA	2.53416998958033	8.29690664688031	3.11073581286542
lmer_pop	DT_A	F	UM	UM8	NA	232.21150729894	NA	233.447331007551	NA	226.676039971495	NA	2.52226811065849	NA	3.04023379628764	NA	3.01514581694543
lmer_pop	DT_A	F	UM	UM9	226.551768669487	225.71350729894	NA	240.498331007551	246.219281099897	228.971039971495	6.87150993668015	2.45188935762704	NA	2.5150154146823	8.44001687836267	3.02715118509854
lmer_pop	DT_A	F	VA	VA1	208.086440427769	219.630446650254	NA	230.763376176502	243.003293633076	223.482254600444	5.91321737655391	2.56565796026078	NA	2.4543302192261	8.27642706257788	2.8059708821627
lmer_pop	DT_A	F	VA	VA11	305.978440427769	226.407446650254	NA	239.829376176502	235.192293633076	219.677254600444	6.3070243968435	2.7631707817378	NA	2.54556041472333	8.21267075452143	3.23919922072492
lmer_pop	DT_A	F	VA	VA15	221.948440427769	222.544446650254	NA	230.597376176502	NA	219.341254600444	6.3070243968435	2.56565796026078	NA	2.95883048264114	NA	3.14299595792692
lmer_pop	DT_A	F	VA	VA18	252.245440427769	222.248446650254	NA	228.115376176502	244.940293633076	222.679254600444	12.6228331107711	2.41540840626373	NA	2.43235622905166	8.36921991120866	3.02305285953536
lmer_pop	DT_A	F	VA	VA22	242.010440427769	220.205446650254	NA	233.711376176502	278.220293633076	220.591254600444	7.74441190422999	2.50539353576429	NA	2.71040178294777	8.36181110299506	3.05925866698861
lmer_pop	DT_A	F	VA	VA26	232.816440427769	234.422446650254	NA	228.701376176502	241.674293633076	233.820254600444	8.27626949430594	2.52922869053976	NA	2.36275555760778	8.35111501071393	3.06890397235641
lmer_pop	DT_A	F	VA	VA30	231.349440427769	223.911446650254	NA	226.095376176502	251.905293633076	228.787254600444	7.35141760086986	2.56176614253712	NA	2.42982588368106	8.24778818363878	3.22611958729755
lmer_pop	DT_A	F	VA	VA34	240.950440427769	223.392446650254	NA	230.526376176502	245.006293633076	232.672254600444	7.04856153710664	2.5199836842824	NA	2.46110723557638	8.32809953844042	2.97866960093679
lmer_pop	DT_A	F	VA	VA35	238.761440427769	219.010446650254	NA	233.353376176502	247.689293633076	232.437254600444	6.08393990292303	2.58830557876181	NA	2.41382535097435	8.5006153260909	3.31344663327251
lmer_pop	DT_A	F	VA	VA44	316.539440427769	217.254446650254	NA	229.065376176502	270.778293633076	223.649254600444	7.04856153710664	2.19877255964538	NA	2.43488764114618	8.48072148594514	3.16429511764389
lmer_pop	DT_A	F	VA	VA46	218.448440427769	227.304446650254	NA	226.349376176502	244.132293633076	224.715254600444	5.57559106663851	2.59771395058222	NA	2.47468317669281	8.2993732849036	3.10641780698362
lmer_pop	DT_A	F	VA	VA47	234.633440427769	230.460446650254	NA	225.120376176502	258.758293633076	222.959254600444	6.08393990292303	2.54004365494955	NA	2.5335535962372	8.89851593931098	3.84193604730023
lmer_pop	DT_A	F	VA	VA48	301.445440427769	218.526446650254	NA	222.388376176502	242.005293633076	222.577254600444	9.04435408099324	2.49391695311802	NA	2.52156733501337	8.26823952980146	3.03188779336323
lmer_pop	DT_A	F	VA	VA55	215.724440427769	232.382446650254	NA	228.959376176502	276.945293633076	221.227254600444	6.3070243968435	2.51383328187243	NA	2.39200100857136	8.23471249784542	3.42624117533266
lmer_pop	DT_A	F	VA	VA57	238.243440427769	223.630446650254	NA	236.284376176502	239.493293633076	227.518254600444	6.6102886277665	2.57267288419058	NA	2.55328980435172	8.27724603489419	3.2246692220358
lmer_pop	DT_A	F	VA	VA6	300.450440427769	225.272446650254	NA	226.453376176502	243.711293633076	226.546254600444	10.2701527127097	2.92388060102486	NA	2.44164326325662	8.2690581036882	2.99471677985497
lmer_pop	DT_A	F	VA	VA66	241.479440427769	225.553446650254	NA	234.661376176502	267.620293633076	232.176254600444	7.04856153710664	2.53154355464201	NA	2.55586811573024	8.19962297439166	3.19578653723069
lmer_pop	DT_A	F	VA	VA67	218.144440427769	218.702446650254	NA	228.759376176502	262.402293633076	221.890254600444	6.3070243968435	2.85165088484714	NA	2.88547774640638	8.29199432719123	3.26916634504042
lmer_pop	DT_A	F	VA	VA71	230.189440427769	221.088446650254	NA	227.279376176502	244.787293633076	222.274254600444	8.27626949430594	2.48628674312709	NA	2.51900155319651	8.29117464067496	3.00008943059118
lmer_pop	DT_A	F	VA	VA9	223.104440427769	225.839446650254	NA	230.593376176502	245.578293633076	219.945254600444	5.77749813867379	2.55399408163948	NA	2.48658577672407	8.30757587519798	2.98667986090658
lmer_pop	DT_A	F	YE	YE11	247.004070758441	223.687865863262	NA	237.361619370518	251.816127993044	225.909318449722	7.34805716110255	3.73460498575952	NA	3.31399356558222	8.48170249094666	2.97424334461809
lmer_pop	DT_A	F	YE	YE13	215.275070758441	223.327865863262	NA	234.625619370518	240.432127993044	222.843318449722	6.30310717367478	2.61293673854914	NA	2.39980027350619	8.37288159147917	3.09163362528696
lmer_pop	DT_A	F	YE	YE14	212.935070758441	224.702865863262	NA	234.526619370518	236.499127993044	218.236318449722	6.44210835385671	2.71574269761696	NA	2.65100666780006	8.47753750477878	3.1143762574559
lmer_pop	DT_A	F	YE	YE15	222.045070758441	209.567865863262	NA	233.674619370518	245.324127993044	220.229318449722	8.27328471907201	2.59111373730677	NA	2.58368580766323	8.35880644260476	3.03190871778901
lmer_pop	DT_A	F	YE	YE19	223.639070758441	208.917865863262	NA	228.476619370518	239.202127993044	217.455318449722	10.2677475642339	2.58334867945847	NA	2.54768843321164	8.25976544127803	3.11991722213988
lmer_pop	DT_A	F	YE	YE20	221.442070758441	207.834865863262	NA	238.392619370518	239.809127993044	219.058318449722	5.77322163465343	2.92951026618099	NA	2.58024966867944	9.08083400051619	3.44642691392187
lmer_pop	DT_A	F	YE	YE21	219.804070758441	217.873865863262	NA	239.888619370518	235.100127993044	221.282318449722	6.07987894968563	3.36698535780301	NA	2.7530451054642	8.69444196857572	3.3460123240964
lmer_pop	DT_A	F	YE	YE22	212.468070758441	222.070865863262	NA	232.482619370518	236.981127993044	215.539318449722	6.18355302741316	2.63252035123374	NA	2.47203425395369	8.26635089655229	3.26176079334537
lmer_pop	DT_A	F	YE	YE23	218.542070758441	215.172865863262	NA	232.387619370518	230.429127993044	222.898318449722	8.27328471907201	2.54092018758162	NA	2.73814469170648	8.40770183492081	3.20427893183552
lmer_pop	DT_A	F	YE	YE24	215.055070758441	218.438865863262	NA	244.020619370518	258.588127993044	230.083318449722	5.57115957793622	2.84287097837025	NA	2.59916839637611	8.56937349780781	3.01386188684966
lmer_pop	DT_A	F	YE	YE26	233.937070758441	221.150865863262	NA	229.404619370518	244.088127993044	220.076318449722	6.60655122153991	3.00722519935901	NA	2.71889837116439	8.40521249849942	3.66319238820527
