Model	Trait	Sex	Population	Line	Coef_Schmidt	Coef_Gibert	Coef_Grath	Coef_Hoedjes	Coef_StamenkovicRadak	Coef_Zwaan	SE_Schmidt	SE_Gibert	SE_Grath	SE_Hoedjes	SE_StamenkovicRadak	SE_Zwaan
lmer_pop	DT_A	F	YE	YE27	225.649070758441	210.462865863262	NA	232.006619370518	241.761127993044	224.275318449722	6.30310717367478	2.68544789553993	NA	2.64580731587173	8.36874071440446	4.04953558732418
lmer_pop	DT_A	F	YE	YE33	244.322070758441	217.953865863262	NA	232.611619370518	238.202127993044	221.648318449722	6.30310717367478	2.75508900031557	NA	2.6423429665205	8.54261330887281	3.17096365053354
lmer_pop	DT_A	F	YE	YE40	213.775070758441	212.933865863262	NA	228.638619370518	244.926127993044	225.782318449722	7.7412220639141	2.47933426541478	NA	2.47626096216057	8.31334410119844	4.62963534989582
lmer_pop	DT_A	F	YE	YE41	213.033070758441	217.352865863262	NA	229.758619370518	251.254127993044	219.411318449722	6.60655122153991	2.76638742761383	NA	2.55709862006149	8.35384134066064	4.11547366326223
lmer_pop	DT_A	F	YE	YE48	219.418070758441	215.889865863262	NA	234.309619370518	248.540127993044	226.100318449722	8.27328471907201	2.63173524497808	NA	2.42992867235242	8.27129162494775	3.19431925032627
lmer_pop	DT_A	F	YE	YE49	213.153070758441	224.785865863262	NA	231.599619370518	226.476127993044	218.177318449722	6.80366217877038	2.25086170158449	NA	2.47287936477305	8.3199496479805	3.45097645210816
lmer_pop	DT_A	F	YE	YE51	212.527070758441	214.557865863262	NA	226.339619370518	230.876127993044	217.383318449722	9.04162286554966	2.7655795775316	NA	2.65100666780006	8.18585274390706	3.25886413846988
lmer_pop	DT_A	F	YE	YE69	239.640070758441	225.267865863262	NA	228.206619370518	233.745127993044	222.010318449722	7.7412220639141	2.55090540782285	NA	2.60605992884285	8.27623375364246	3.07589263027905
lmer_pop	DT_A	F	YE	YE80	223.639070758441	224.086865863262	NA	234.821619370518	227.552127993044	217.207318449722	10.2677475642339	2.64352707564342	NA	2.7512908520766	8.19814919020939	3.30621996742579
lmer_pop	DT_A	F	AK	AK19	NA	NA	NA	NA	256.050492060479	NA	NA	NA	NA	NA	8.23163103501509	NA
lmer_pop	DT_A	F	UM	UM24	NA	NA	NA	NA	243.258281099897	NA	NA	NA	NA	NA	8.3736266878245	NA
lmer_pop	DT_A	M	AK	AK1	235.030051632149	216.131493890296	312.813231623559	234.507276437438	239.027169286812	219.311763868416	6.12904722416014	2.40103776737182	3.32522674873399	2.86031070113568	8.24383597280776	3.09245821611162
lmer_pop	DT_A	M	AK	AK10	226.374051632149	227.597493890296	NA	233.400276437438	259.261169286812	225.807763868416	7.08629105216439	2.37523016997214	NA	2.60808172936188	8.15015635104992	3.27045223453826
lmer_pop	DT_A	M	AK	AK11	242.223051632149	228.866493890296	NA	238.719276437438	240.565169286812	224.865763868416	6.91784589854278	2.36398696281216	NA	2.64625212461535	8.12619391514621	3.36167366328088
lmer_pop	DT_A	M	AK	AK12	214.163051632149	223.526493890296	315.799231623559	234.574276437438	247.866169286812	223.366763868416	6.4343142506397	1.97015084710432	3.39025691216698	2.69808567451652	8.15098322575622	3.32227825721993
lmer_pop	DT_A	M	AK	AK13	225.223051632149	229.798493890296	NA	243.273276437438	NA	233.217763868416	7.81087267057818	2.32090119573106	NA	2.60229539196288	NA	3.38056945179304
lmer_pop	DT_A	M	AK	AK14	218.655051632149	233.825493890296	313.556231623559	244.627276437438	NA	222.899763868416	7.52258046656765	2.23537633528358	3.28092943089241	2.63460856808583	NA	3.37650970950718
lmer_pop	DT_A	M	AK	AK15	255.843051632149	223.450493890296	320.700231623559	242.829276437438	232.135169286812	223.547763868416	7.52258046656765	2.30506016414884	3.55293863308895	2.71321401791883	8.22805059212444	3.38599140849416
lmer_pop	DT_A	M	AK	AK16	209.688051632149	225.433493890296	NA	237.281276437438	232.613169286812	223.705763868416	6.53317265009774	2.29953111749893	NA	2.49839354526689	8.10061531900876	3.30049841969305
lmer_pop	DT_A	M	AK	AK17	228.297051632149	224.223493890296	323.734231623559	232.517276437438	234.491169286812	222.404763868416	7.52258046656765	2.40022902247803	3.37298946492514	2.71237263425055	8.15429111244867	3.37989242704502
lmer_pop	DT_A	M	AK	AK18	228.615051632149	231.931493890296	NA	244.541276437438	241.871169286812	226.729763868416	7.08629105216439	2.5738536011875	NA	2.80213941605896	8.36056167649993	3.37245575484635
lmer_pop	DT_A	M	AK	AK2	214.512051632149	222.322493890296	NA	230.665276437438	236.136169286812	221.381763868416	6.34586100351915	2.35917747538117	NA	2.62464670137359	8.11546280544488	3.10019819018015
lmer_pop	DT_A	M	AK	AK20	213.241051632149	229.293493890296	NA	236.850276437438	236.776169286812	241.261763868416	6.26612486916636	2.29558671375007	NA	2.78341468470497	8.17166767230284	3.64786962738477
lmer_pop	DT_A	M	AK	AK21	256.989051632149	230.143493890296	315.901231623559	245.334276437438	252.854169286812	225.727763868416	8.16972458997151	2.32090119573106	3.57701285020001	2.62962550699358	8.11133722308223	3.58977336588207
lmer_pop	DT_A	M	AK	AK3	227.752051632149	223.776493890296	NA	240.067276437438	244.368169286812	223.404763868416	8.63098006462679	2.49744236376855	NA	2.82347486389223	8.28877334390073	3.30181311076146
lmer_pop	DT_A	M	AK	AK4	217.039051632149	224.034493890296	316.167231623559	237.889276437438	235.784169286812	224.534763868416	7.08629105216439	2.35757552590492	3.44620094168869	2.7275339240844	8.29710693835865	3.4345527828811
lmer_pop	DT_A	M	AK	AK5	209.571051632149	227.966493890296	NA	239.060276437438	242.969169286812	226.184763868416	7.08629105216439	2.44083988830604	NA	2.63377776340967	8.34384273261183	3.40846429032142
lmer_pop	DT_A	M	AK	AK6	215.526051632149	229.018493890296	318.942231623559	245.458276437438	241.076169286812	226.249763868416	6.194154653864	2.37844788892796	3.74651543844357	2.78511495400661	8.26878779184466	3.3031284895378
lmer_pop	DT_A	M	AK	AK7	215.767051632149	223.380493890296	NA	232.564276437438	248.268169286812	221.203763868416	10.1237558186666	2.46537205312826	NA	2.71826457634853	8.14850271808013	3.29984133230619
lmer_pop	DT_A	M	AK	AK8	234.701051632149	231.246493890296	320.443231623559	240.504276437438	250.849169286812	225.968763868416	6.53317265009774	2.26105602768836	3.50814095077378	2.5718107059096	8.21310857998111	3.47898732656448
lmer_pop	DT_A	M	AK	AK9	231.051051632149	224.342493890296	317.617231623559	239.042276437438	238.821169286812	232.939763868416	7.52258046656765	2.33999452143501	3.46600893398964	2.90508266784807	8.11628803989603	3.346247572789
lmer_pop	DT_A	M	GI	GI1	292.316151392088	235.728047085808	NA	239.701647046426	258.940726144218	222.007454684426	11.1143410967427	2.49255984349591	NA	2.86085439986702	8.66724094050746	3.16308468423564
lmer_pop	DT_A	M	GI	GI10	237.972151392088	232.467047085808	NA	247.724647046426	240.069726144218	234.360454684426	8.17930302744336	2.15130926958639	NA	2.76066656755909	8.60472158299202	3.81980624111303
lmer_pop	DT_A	M	GI	GI11	237.346151392088	229.562047085808	NA	247.939647046426	263.265726144218	227.111454684426	8.60896869635057	2.63739086473893	NA	2.76867475468652	8.54644045909223	3.52544461304472
lmer_pop	DT_A	M	GI	GI12	231.992151392088	242.584047085808	NA	253.353647046426	256.972726144218	234.451454684426	8.60896869635057	2.74381970497486	NA	3.04712370888326	8.61912672611377	3.88515028276205
lmer_pop	DT_A	M	GI	GI13	281.541151392088	230.263047085808	NA	242.263647046426	NA	238.050454684426	11.1143410967427	2.57739782986801	NA	2.93553656036481	NA	3.40351990146173
lmer_pop	DT_A	M	GI	GI14	264.655151392088	238.351047085808	NA	254.034647046426	252.107726144218	223.797454684426	14.7303204993898	2.76071649638429	NA	3.17921293675628	8.86927649364979	3.43443441044462
lmer_pop	DT_A	M	GI	GI15	227.138151392088	233.417047085808	NA	249.866647046426	NA	230.041454684426	8.44118872047913	2.6366060709572	NA	2.89110686368361	NA	3.54495595454246
lmer_pop	DT_A	M	GI	GI2	225.766151392088	224.848047085808	NA	237.157647046426	241.288726144218	219.664454684426	9.05802837347864	2.45577270393828	NA	3.01612995363901	8.605521513587	3.14797835438016
lmer_pop	DT_A	M	GI	GI3	NA	226.853047085808	NA	240.537647046426	250.106726144218	221.518454684426	NA	2.49255984349591	NA	2.73274127886971	8.50983199133853	3.52745697629979
lmer_pop	DT_A	M	GI	GI4	NA	226.547047085808	NA	236.771647046426	244.595726144218	223.920454684426	NA	2.58126607954475	NA	3.20400497771749	8.5273290379115	3.67940317438115
lmer_pop	DT_A	M	GI	GI5	215.317151392088	221.647047085808	NA	237.024647046426	249.516726144218	225.768454684426	8.17930302744336	2.81825239703763	NA	2.89356663950193	8.60952179396792	3.41764008047162
lmer_pop	DT_A	M	GI	GI6	NA	239.629047085808	NA	249.495647046426	258.366726144218	234.391454684426	NA	2.71978061126414	NA	2.86330139825316	8.48521263851464	3.39712933513666
lmer_pop	DT_A	M	GI	GI7	NA	237.128047085808	NA	243.090647046426	251.435726144218	230.683454684426	NA	2.4737379758997	NA	2.68604242282926	8.55042510760773	3.55713152970846
lmer_pop	DT_A	M	GI	GI8	245.764151392088	225.154047085808	NA	242.591647046426	245.551726144218	235.778454684426	8.81063919444805	2.59444706506191	NA	2.87636974279012	8.47172948817469	3.61804694823686
lmer_pop	DT_A	M	GI	GI9	214.480151392088	233.962047085808	NA	248.145647046426	260.188726144218	238.455454684426	9.7740453761349	2.47974909484979	NA	2.9761263241399	8.47648680296316	3.67237630419951
lmer_pop	DT_A	M	KA	KA1	208.986391418933	229.716228484017	NA	234.346772388059	225.535028241898	222.607875095229	6.44566844299064	2.72801181406072	NA	2.65097186450269	8.16963537964914	2.99582036515475
lmer_pop	DT_A	M	KA	KA10	221.014391418933	223.794228484017	NA	237.774772388059	223.763028241898	244.493875095229	6.53277044422696	2.70594465162444	NA	2.8033880977105	8.12387267480325	3.40181417192002
lmer_pop	DT_A	M	KA	KA11	223.751391418933	227.146228484017	NA	236.581772388059	238.657028241898	230.710875095229	7.00951365480982	1.99007951038517	NA	2.70026680651836	8.13218465336437	3.50313740242599
lmer_pop	DT_A	M	KA	KA13	212.443391418933	224.084228484017	NA	232.655772388059	234.311028241898	228.554875095229	6.86582418045826	2.37888702078407	NA	2.71118052264781	8.19047417653062	3.4632000606774
lmer_pop	DT_A	M	KA	KA14	NA	231.210228484017	NA	238.345772388059	230.583028241898	220.840875095229	NA	2.58255754198331	NA	2.64930780136716	8.16963537964914	3.40113137944948
lmer_pop	DT_A	M	KA	KA15	217.028391418933	229.067228484017	NA	236.802772388059	227.220028241898	231.463875095229	11.544144908869	2.38846215328083	NA	2.67431707663562	8.18463696424068	3.2979136829632
lmer_pop	DT_A	M	KA	KA16	223.622391418933	220.171228484017	NA	234.857772388059	237.882028241898	223.025875095229	7.89217471150793	2.29685686486008	NA	2.63933321624703	8.1405004291146	3.37056963439059
lmer_pop	DT_A	M	KA	KA17	224.093391418933	218.221228484017	NA	232.519772388059	246.774028241898	234.703875095229	7.00951365480982	2.38048134999098	NA	2.91142316168311	8.18547074006223	3.29200420113279
lmer_pop	DT_A	M	KA	KA18	250.718391418933	223.847228484017	NA	239.335772388059	241.489028241898	230.583875095229	6.63016098424204	2.35029518521714	NA	2.81020298668706	8.26233594308625	3.33232811413821
lmer_pop	DT_A	M	KA	KA2	209.165391418933	228.354228484017	NA	240.148772388059	237.228028241898	221.959875095229	7.17580731882938	2.3463402263216	NA	2.84351399264798	8.10642993162927	2.94811917335034
lmer_pop	DT_A	M	KA	KA23	241.873391418933	225.832228484017	NA	234.692772388059	221.214028241898	223.618875095229	6.74030427183857	2.39725852958226	NA	2.75332523076822	8.34959563310793	3.26202079396743
lmer_pop	DT_A	M	KA	KA24	207.298391418933	222.358228484017	NA	235.680772388059	249.426028241898	234.650875095229	7.17580731882938	2.57674377027575	NA	2.89503917527637	8.09481082153344	3.28872720976914
lmer_pop	DT_A	M	KA	KA25	222.066391418933	230.849228484017	NA	235.911772388059	228.251028241898	229.337875095229	7.89217471150793	2.40848011361001	NA	2.70362290757881	8.09647023315808	3.32700385636625
lmer_pop	DT_A	M	KA	KA28	221.019391418933	227.912228484017	NA	237.641772388059	268.159028241898	229.880875095229	7.00951365480982	2.29919822060972	NA	2.51452099342696	8.21885218485008	3.23689460135419
lmer_pop	DT_A	M	KA	KA29	215.087391418933	229.569228484017	NA	237.033772388059	233.123028241898	216.298875095229	8.70462559085486	2.29919822060972	NA	2.66430100146077	8.1421640389036	3.42718698939464
lmer_pop	DT_A	M	KA	KA3	214.805391418933	221.354228484017	NA	232.200772388059	241.015028241898	221.374875095229	7.89217471150793	2.58089586338831	NA	2.90538324948446	8.25396603072819	3.343677565238
lmer_pop	DT_A	M	KA	KA5	209.433391418933	230.965228484017	NA	240.288772388059	236.435028241898	220.501875095229	7.60696435360159	2.6485680013273	NA	2.74487519322553	8.12553476618093	3.29331621018631
lmer_pop	DT_A	M	KA	KA6	210.241391418933	237.155228484017	NA	233.410772388059	228.947028241898	222.180875095229	6.86582418045826	2.27740564187737	NA	2.61281760296904	8.24894582576555	3.39363104362804
lmer_pop	DT_A	M	KA	KA7	209.926391418933	232.558228484017	NA	234.277772388059	216.285028241898	225.361875095229	6.86582418045826	2.36774395948018	NA	2.71034035249909	8.31934680347051	3.65491595803186
lmer_pop	DT_A	M	KA	KA9	235.779391418933	230.298228484017	NA	238.546772388059	230.201028241898	227.226875095229	6.53277044422696	2.34554971331986	NA	2.65846587835633	8.19881620945457	3.33699560387423
lmer_pop	DT_A	M	MA	MA12	224.43815057674	215.690171467552	NA	230.876430914031	249.973647671241	231.049386916341	7.92644233117648	2.35432828236019	NA	2.53334960301376	8.22436883964126	3.43332867463731
lmer_pop	DT_A	M	MA	MA13	228.62215057674	219.988171467551	NA	240.773430914031	259.316647671241	238.434386916341	6.78039586082306	2.4011881769493	NA	2.75891558607544	8.23855192436524	3.335856380015
lmer_pop	DT_A	M	MA	MA16	NA	230.303171467552	NA	248.070430914031	246.462647671241	226.008386916341	NA	2.42762881452686	NA	2.67051684343874	8.11709688315115	3.42302217172001
lmer_pop	DT_A	M	MA	MA18	230.08015057674	224.545171467552	NA	241.560430914031	233.000647671241	234.443386916341	6.78039586082306	2.43084463944554	NA	2.74283288063454	8.36583204531756	3.38553183238421
lmer_pop	DT_A	M	MA	MA19	211.62015057674	224.352171467551	NA	235.041430914031	248.318647671241	228.655386916341	7.21347884376647	2.33228250028188	NA	2.75129282539863	8.22019937778045	3.29232224851803
lmer_pop	DT_A	M	MA	MA20	213.68215057674	231.923171467551	NA	237.218430914031	259.112647671241	224.432386916341	9.34568205266295	3.14005169720518	NA	2.60895615353919	8.15361501485458	3.29363048748441
lmer_pop	DT_A	M	MA	MA21	211.24615057674	227.280171467551	NA	236.826430914031	281.730647671241	223.429386916341	7.21347884376647	2.4566541598526	NA	2.68558600887962	8.11378073467987	3.34785689480402
lmer_pop	DT_A	M	MA	MA23	272.68915057674	234.052171467552	NA	244.872430914031	245.615647671241	229.437386916341	14.0628216240364	2.58860670267252	NA	2.69649164862233	8.23604825207224	3.27927824194392
lmer_pop	DT_A	M	MA	MA26	223.01915057674	231.889171467552	NA	240.907430914031	234.110647671241	226.434386916341	9.34568205266295	2.50053227556077	NA	2.61309533142019	8.45676402712421	3.49868915282378
lmer_pop	DT_A	M	MA	MA27	231.23415057674	225.252171467552	NA	238.125430914031	242.799647671241	227.192386916341	6.33926715239754	2.50216499478374	NA	2.65548417639608	8.21853185249422	3.32324792756827
lmer_pop	DT_A	M	MA	MA28	229.30015057674	223.660171467552	NA	246.901430914031	251.285647671241	227.827386916341	6.90518703797851	2.48748983136034	NA	2.85444761925841	8.67642707630636	3.36528539474541
lmer_pop	DT_A	M	MA	MA3	211.11915057674	223.252171467552	NA	237.380430914031	246.683647671241	221.125386916341	6.78039586082306	2.35196017422088	NA	2.66884473341744	8.14032713166136	2.97836629515021
lmer_pop	DT_A	M	MA	MA30	307.67415057674	227.585171467552	NA	237.800430914031	247.299647671241	230.675386916341	6.78039586082306	2.03763334805875	NA	2.59655679912649	8.18105193789051	3.36058220969028
lmer_pop	DT_A	M	MA	MA31	259.54315057674	235.681171467552	NA	236.690430914031	267.105647671241	223.108386916341	6.78039586082306	2.61188756670748	NA	2.83301892176702	8.21269668321326	3.48467298151301
lmer_pop	DT_A	M	MA	MA32	204.70215057674	225.249171467552	NA	240.501430914031	262.203647671241	232.248386916341	6.78039586082306	2.570380645181	NA	2.65882158316236	8.15610757717566	3.31927895605157
lmer_pop	DT_A	M	MA	MA33	209.88615057674	220.259171467552	NA	240.734430914031	236.014647671241	224.858386916341	8.73570678476942	2.4566541598526	NA	2.76739502259616	8.12290162506368	3.41890929801988
lmer_pop	DT_A	M	MA	MA5	213.22815057674	215.297171467551	NA	234.685430914031	246.926647671241	220.432386916341	7.40911276938518	2.710980756317	NA	2.54315005673869	8.21102982642629	3.08191527918708
lmer_pop	DT_A	M	MA	MA6	215.21315057674	222.698171467552	NA	236.078430914031	261.505647671241	231.535386916341	10.2131869673215	2.41478894753167	NA	2.69397331298771	8.35995232106393	3.90153633689176
lmer_pop	DT_A	M	MA	MA7	223.19515057674	222.480171467552	NA	244.449430914031	245.473647671241	226.076386916341	7.21347884376647	2.48423462280057	NA	2.80908885781315	8.20186477640677	3.53753032327453
lmer_pop	DT_A	M	MA	MA9	225.58915057674	224.563171467552	NA	237.855430914031	244.412647671241	227.703386916341	6.67091455720027	2.4340627890671	NA	2.64381773409023	8.20019888846985	3.67488513944134
lmer_pop	DT_A	M	MU	MU1	247.38835454097	226.321149420762	NA	236.891419346157	243.473921625587	227.776155453146	7.0065337105749	2.32909895967431	NA	2.7479408625179	8.18817653827045	3.0941444349516
lmer_pop	DT_A	M	MU	MU10	227.93335454097	217.803149420762	319.792552080406	237.802419346157	253.143921625587	227.050155453146	6.73720525421502	2.34567963796337	3.38123060435828	2.5736021417258	8.12323796412999	3.26416218719933
lmer_pop	DT_A	M	MU	MU11	252.85235454097	223.432149420762	NA	237.017419346157	253.133921625587	225.428155453146	7.0065337105749	2.57625250392036	NA	2.97020066391071	8.39106876517424	3.68974725209491
lmer_pop	DT_A	M	MU	MU12	229.39135454097	227.024149420762	NA	231.948419346157	250.788921625587	222.161155453146	6.73720525421502	2.46932722901521	NA	2.67058551330895	8.09168480737372	3.48871248232667
lmer_pop	DT_A	M	MU	MU13	213.66235454097	233.829149420762	312.108552080406	241.714419346157	233.651921625587	223.084155453146	7.60421854219239	2.37426640543052	3.72214499984203	2.61567562665856	8.16150739887447	3.60807022996254
lmer_pop	DT_A	M	MU	MU14	233.58635454097	222.812149420762	316.088552080406	235.622419346157	242.918921625587	222.720155453146	7.88952816316809	2.47828932208408	3.58478498655764	2.81421516304202	8.20820339793567	3.53017871847049
lmer_pop	DT_A	M	MU	MU15	227.36235454097	235.817149420762	310.533552080406	239.284419346157	239.181921625587	222.345155453146	7.88952816316809	2.43364602273132	3.56076331702193	2.59336152202033	8.13404512047252	3.35206127395397
lmer_pop	DT_A	M	MU	MU16	240.29135454097	230.225149420762	NA	230.573419346157	239.610921625587	226.758155453146	7.60421854219239	2.47095547591533	NA	2.60657399355852	8.12157589522395	3.46435416554687
lmer_pop	DT_A	M	MU	MU17	216.16735454097	244.499149420762	NA	239.463419346157	253.156921625587	230.343155453146	6.11660196820281	2.32988689939146	NA	2.75047850089682	8.11326783866296	3.5224097979
lmer_pop	DT_A	M	MU	MU18	NA	226.625149420762	NA	240.731419346157	236.623921625587	225.319155453146	NA	2.34409747321991	NA	2.73864418716555	8.03701455901896	3.947595443348
lmer_pop	DT_A	M	MU	MU19	222.17635454097	227.407149420762	NA	235.381419346157	234.697921625587	227.075155453146	7.88952816316809	1.975944828166	NA	2.73695523965878	8.13903520215282	3.80155688953117
lmer_pop	DT_A	M	MU	MU2	229.05535454097	218.708149420762	NA	232.773419346157	249.884921625587	220.984155453146	8.24495740664696	2.38863495828809	NA	2.53511873171566	8.13155059148517	3.08648194298005
lmer_pop	DT_A	M	MU	MU20	211.59735454097	229.733149420762	NA	237.203419346157	241.613921625587	228.974155453146	6.73720525421502	2.49380772393462	NA	2.79971926876529	8.09168480737372	3.41824089033262
lmer_pop	DT_A	M	MU	MU3	212.62735454097	218.530149420762	309.263552080406	231.223419346157	233.165921625587	221.465155453146	6.44242769749281	2.49217193707737	3.58478498655764	2.82190077499115	8.1790047085133	3.39646209817538
lmer_pop	DT_A	M	MU	MU4	226.98435454097	233.475149420762	301.529552080406	240.607419346157	239.645921625587	223.874155453146	6.86278184393344	2.37426640543052	3.51606532929197	2.66891419567877	8.06350017187838	3.27125996893276
lmer_pop	DT_A	M	MU	MU5	216.77135454097	231.471149420762	313.184552080406	237.808419346157	249.929921625587	223.650155453146	9.31439421741546	2.36869203653745	3.58478498655764	2.5842962260344	8.17400379385052	3.25644388625721
lmer_pop	DT_A	M	MU	MU6	223.09635454097	222.479149420762	317.977552080406	236.675419346157	247.792921625587	224.601155453146	8.24495740664696	2.44821015518602	3.53761281090074	2.76741973395718	8.10828483847741	3.55501150270177
lmer_pop	DT_A	M	MU	MU7	244.29035454097	224.859149420762	306.849552080406	237.072419346157	252.965921625587	226.471155453146	6.86278184393344	2.35518597226545	3.30336198438031	2.61484760242268	8.12739380255951	3.38833687586431
lmer_pop	DT_A	M	MU	MU8	220.54935454097	235.317149420762	314.148552080406	237.828419346157	246.573921625587	232.690155453146	7.60421854219239	2.46038167038286	3.56076331702193	2.63226119218736	8.41214657634321	3.40189164794265
lmer_pop	DT_A	M	MU	MU9	211.82635454097	225.656149420762	NA	233.005419346157	240.520921625587	228.134155453146	7.60421854219239	2.43607018863496	NA	2.76911610155581	8.22574434454917	3.3634300623533
lmer_pop	DT_A	M	RE	RE1	NA	225.212625311801	NA	NA	252.381467175213	221.652357211673	NA	2.5493717498826	NA	NA	8.38101236899498	3.19755752976503
lmer_pop	DT_A	M	RE	RE10	222.511874977275	226.106625311801	NA	240.995420585831	261.171467175213	240.530357211673	14.3252155196071	2.41240384660187	NA	2.85187141538553	8.29617697070445	3.46181659770662
lmer_pop	DT_A	M	RE	RE11	245.108874977275	227.790625311801	NA	239.020420585831	281.047467175213	231.219357211673	7.30907762191591	2.44119977042017	NA	2.82112576286366	8.37447122684452	3.6634346119669
lmer_pop	DT_A	M	RE	RE12	214.479874977275	225.665625311801	NA	242.596420585831	254.801467175213	226.474357211673	7.30907762191591	2.61970634214972	NA	3.01475016707738	8.61564700584041	3.32190760801035
lmer_pop	DT_A	M	RE	RE13	246.662874977275	225.366625311801	NA	237.712420585831	290.118467175213	226.306357211673	8.11522154245908	2.45722064924978	NA	2.90404176448843	8.42769086578564	3.58002655802399
lmer_pop	DT_A	M	RE	RE15	217.660874977275	233.817625311801	NA	244.308420585831	249.619467175213	227.841357211673	8.71848631834632	2.3496783437525	NA	2.86242966199924	8.41129795746452	3.35804484129636
lmer_pop	DT_A	M	RE	RE16	220.038874977275	226.609625311801	NA	244.461420585831	240.863467175213	233.772357211673	8.38315785865875	2.61254211814843	NA	2.72128197177233	8.28072541081074	3.40385636538281
lmer_pop	DT_A	M	RE	RE17	282.473874977275	223.377625311801	NA	243.029420585831	248.460467175213	235.618357211673	8.11522154245908	2.30934045110276	NA	2.98730908509533	8.38919235261934	3.69906111819703
lmer_pop	DT_A	M	RE	RE18	224.565874977275	227.988625311801	NA	232.907420585831	255.541467175213	234.470357211673	7.03829209987706	2.38162409273577	NA	2.86975095955957	8.46134482982739	3.3869795033565
lmer_pop	DT_A	M	RE	RE2	230.109874977275	232.502625311801	NA	258.454420585831	275.562467175213	224.053357211673	7.71253036838053	2.53528939553249	NA	2.79617588321856	8.34996457053842	3.15967548272874
lmer_pop	DT_A	M	RE	RE3	215.770874977275	236.710625311801	313.03769540054	250.522420585831	265.337467175213	232.494357211673	10.5715673238736	2.94998530828536	5.246674999338	2.99145960525846	8.3442515140213	3.6726652660101
lmer_pop	DT_A	M	RE	RE4	220.752874977275	228.080625311801	NA	249.432420585831	244.252467175213	226.421357211673	9.15212656616985	2.53607044837077	NA	2.85187141538553	8.29292278567977	3.42215928269814
lmer_pop	DT_A	M	RE	RE5	227.622874977275	222.275625311801	NA	246.188420585831	263.242467175213	224.342357211673	10.5715673238736	2.5298263416882	NA	3.05486081023229	8.25960515577148	3.54627257217449
lmer_pop	DT_A	M	RE	RE6	260.806874977275	232.499625311801	NA	249.826420585831	267.098467175213	240.326357211673	9.73604748772272	2.59507770964561	NA	2.98813898102031	8.28479018015826	3.80200593846946
lmer_pop	DT_A	M	RE	RE7	217.516874977275	228.669625311801	318.66569540054	243.245420585831	257.976467175213	225.482357211673	9.73604748772272	2.10632697345391	4.99058128364606	3.21147934290306	8.31490116172446	3.4090723307312
lmer_pop	DT_A	M	RE	RE8	228.679874977275	234.663625311801	341.18969540054	243.874420585831	246.691467175213	227.640357211673	7.89580899485239	2.74887273606828	5.68947638616054	2.9015856992157	8.38101236899498	3.47650372589432
lmer_pop	DT_A	M	UM	UM13	215.772731025366	224.892919606056	NA	233.158350725575	238.21696797908	222.261255696331	7.43080058337248	2.48562308621062	NA	2.82338784635735	8.31145911585733	3.33909885509248
lmer_pop	DT_A	M	UM	UM17	213.666731025366	224.561919606056	NA	236.195350725575	262.34396797908	227.457255696331	7.7740852394252	2.53370127021779	NA	3.16037196085499	8.32386194230586	3.5189897931196
lmer_pop	DT_A	M	UM	UM18	217.479731025366	221.853919606056	NA	239.871350725575	260.80796797908	232.445255696331	7.43080058337248	2.36317289395068	NA	2.60396926459557	8.51675652079874	3.39936967158323
lmer_pop	DT_A	M	UM	UM2	232.098731025366	230.021919606056	NA	239.185350725575	289.67696797908	221.686255696331	6.70264315847478	2.36162870212555	NA	2.80926608404373	8.25946134046089	2.98580142743618
lmer_pop	DT_A	M	UM	UM20	234.819731025366	222.588919606056	NA	239.011350725575	257.53396797908	226.170255696331	6.82821545572844	2.44438174733474	NA	2.69098196407156	9.14245468321107	3.30141926511613
lmer_pop	DT_A	M	UM	UM21	266.159731025366	232.294919606056	NA	240.404350725575	249.41096797908	225.609255696331	7.58786704613679	2.37942789903439	NA	2.71705280238688	8.31476569931877	3.32408696698506
lmer_pop	DT_A	M	UM	UM22	234.325731025366	240.812919606056	NA	NA	252.87496797908	226.305255696331	8.26861157086537	2.54741538165711	NA	NA	9.16308319478591	3.408763142854
lmer_pop	DT_A	M	UM	UM23	223.550731025366	226.167919606056	NA	240.990350725575	238.41396797908	227.185255696331	7.7740852394252	2.49839350917809	NA	2.69342067471058	8.35034979115054	3.36145581022269
lmer_pop	DT_A	M	UM	UM25	259.457731025366	225.679919606056	NA	241.862350725575	249.58096797908	229.597255696331	10.4809654760355	2.33471735477835	NA	2.77369048939466	8.2611097096315	3.26243377926356
lmer_pop	DT_A	M	UM	UM26	NA	229.361919606056	NA	232.932350725575	252.63096797908	223.156255696331	NA	2.53531262898745	NA	2.64084076213588	8.21665854435779	3.29498242242351
lmer_pop	DT_A	M	UM	UM28	229.515731025366	238.963919606056	NA	235.454350725575	257.75096797908	220.858255696331	7.17741020911086	2.40355780598329	NA	2.79517636848883	8.43586703514037	3.36542139472606
lmer_pop	DT_A	M	UM	UM29	206.789731025366	227.438919606056	NA	230.592350725575	286.68596797908	223.883255696331	7.58786704613679	2.68828218881561	NA	2.78690346638674	8.16002748981693	3.60363277319983
lmer_pop	DT_A	M	UM	UM4	229.940731025366	230.313919606056	NA	234.137350725575	269.11396797908	217.962255696331	7.58786704613679	2.56684341686501	NA	3.0259145610804	8.28337785173222	3.1526665164714
lmer_pop	DT_A	M	UM	UM5	227.509731025366	230.226919606056	NA	239.661350725575	261.38296797908	228.211255696331	7.07407593328265	2.35391803738007	NA	2.67475305980915	8.1788833977853	3.61149195819123
