"Supervisor.PI","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Bergland","F","AK",0.113971931721629,0.114861932551875,0.0942982456140351,0,0.375,0.0270732171358741,1.00780894749086,0
"Bergland","F","GI",0.153015980332914,0.191744785871318,0.105263157894737,0,0.578947368421053,0.046504941488758,1.2531030122092,0
"Bergland","F","KA",0.15622251726205,0.104527063430339,0.142857142857143,0,0.444444444444444,0.020499443697302,0.669090892031932,0.142857142857143
"Bergland","F","MA",0.162791297990661,0.166454635360642,0.0909090909090909,0,0.5,0.0363233793484007,1.02250327514552,0
"Bergland","F","MU",0.182077219735888,0.153698611501202,0.15,0,0.526315789473684,0.0313735976960176,0.844139710196308,0
"Bergland","F","RE",0.140579004329004,0.138923616467588,0.1,0,0.545454545454545,0.0347309041168971,0.988224501451569,0
"Bergland","F","UM",0.176166932482722,0.207218891709731,0.133333333333333,0,0.714285714285714,0.045218869365938,1.17626440325317,0
"Bergland","F","VA",0.141633606800367,0.13139851119439,0.1125,0,0.523809523809524,0.0280142567147046,0.927735402372376,0
"Bergland","F","YE",0.237036347898482,0.173265036468794,0.226342710997442,0,0.545454545454545,0.035367577467772,0.730963997736754,0
"Flatt","F","AK",0.0402644087938206,0.0661447291156547,0,0,0.222222222222222,0.0147904110655913,1.64275922823946,0
"Flatt","F","GI",0.0174512987012987,0.0501539412291352,0,0,0.181818181818182,0.0134042046197014,2.87393746950207,0
"Flatt","F","KA",0.0391467304625199,0.0551641764739842,0,0,0.181818181818182,0.0123350848518623,1.40916433689909,0
"Flatt","F","MA",0.0700451787363145,0.186472545906634,0,0,0.8,0.0427797359658826,2.6621753169995,0
"Flatt","F","MU",0.11043370980871,0.149999632948922,0,0,0.5,0.0335409375873807,1.35827758760208,0
"Flatt","F","RE",0.0503891941391941,0.107306544877695,0,0,0.384615384615385,0.0286788804493441,2.12955469343831,0
"Flatt","F","UM",0.0730502136752137,0.114414777005908,0,0,0.307692307692308,0.0286036942514771,1.56624835506443,0
"Flatt","F","VA",0.0226836291398702,0.0437537875644245,0,0,0.153846153846154,0.00978364432671382,1.92887069765746,0
"Flatt","F","YE",0.0649305555555555,0.158682335044471,0,0,0.666666666666667,0.0354824487987834,2.44387767341217,0
"Schlotterer","F","AK",0.47,0.272845092395748,0.466666666666667,0,0.933333333333333,0.0545690184791497,0.580521473182443,0.466666666666667
"Schlotterer","F","GI",0.568391257864942,0.304208260737133,0.6,0.0666666666666667,1,0.0697901613864965,0.53520925335804,0.466666666666667
"Schlotterer","F","KA",0.671502976190476,0.281379092674572,0.710416666666667,0,1,0.0574362667783335,0.419028809478809,1
"Schlotterer","F","MA",0.607737595737596,0.233966595775059,0.666666666666667,0.133333333333333,0.933333333333333,0.0467933191550118,0.384979631696307,0.666666666666667
"Schlotterer","F","MU",0.65,0.229260520965625,0.666666666666667,0.2,1,0.0467976078775356,0.35270849379327,0.8
"Schlotterer","F","RE",0.608035714285714,0.209694870646638,0.6,0.2,0.933333333333333,0.0524237176616595,0.344872621327804,0.6
"Schlotterer","F","UM",0.720426632191338,0.256364253114567,0.866666666666667,0.2,1,0.0621774643661141,0.355850605265352,0.933333333333333
"Schlotterer","F","VA",0.666666666666667,0.263709089073795,0.733333333333333,0.133333333333333,1,0.0621568283815359,0.395563633610692,0.733333333333333
"Schlotterer","F","YE",0.664482431149098,0.200944394109288,0.666666666666667,0.266666666666667,1,0.0386717666770478,0.302407384589224,0.733333333333333
