"Supervisor.PI","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Posnien","F","VA",2547.93389373333,115.568917275939,2580.0691615,2253.738724,2697.842521,21.0999009794935,0.0453578947084075,2570.938008
"Posnien","F","YE",2657.19964513333,98.5897165461706,2621.8587915,2518.351366,2853.861574,17.999937230126,0.0371028638087988,2800.339215
"Posnien","M","AK",2296.72894,104.889864494509,2310.382279,2085.257258,2505.977128,19.1501816124342,0.0456692397033622,2369.688379
"Posnien","M","GI",2405.05868016667,64.2741858977719,2401.631557,2266.907649,2514.079912,11.7348071604967,0.0267245811621186,2465.875276
"Posnien","M","KA",2331.6437129,94.5306360391985,2351.0123355,2104.803098,2456.6563,17.2588539113266,0.0405424874804844,2222.434031
"Posnien","M","MA",2382.8959734,129.326224317541,2368.581781,2153.550716,2578.638434,23.6116301118967,0.0542727109203233,2331.512586
"Posnien","M","MU",2273.8545675,174.016090538517,2319.760659,1908.966321,2553.818282,31.770846052269,0.0765291206507721,2418.437556
"Posnien","M","RE",2374.98682873333,101.928873840368,2392.0285285,2160.90336,2562.161354,18.6095811544893,0.0429176585769659,2367.887961
"Posnien","M","UM",2349.13391296667,76.1242642315538,2345.9368805,2223.420213,2489.113443,13.8983255643686,0.0324052468066489,2263.07893
"Posnien","M","VA",2334.22045016667,59.9854241021793,2347.7647495,2220.579938,2448.536359,10.9517899674259,0.0256982686009354,2345.877136
"Posnien","M","YE",2344.7743944,81.6412982583234,2324.633912,2176.323778,2498.638589,14.9055935600303,0.0348184023389655,2311.629277
"Ritchie","F","AK",2799.28223332174,162.497495520722,2823.778263,2194.506019,3088.106641,15.1529695900082,0.0580497005933897,2677.827792
"Ritchie","F","GI",2767.19449688667,172.365439372804,2799.110854,2152.90929,3046.030934,14.0735791918,0.062288877621985,2576.310408
"Ritchie","F","KA",2731.39386453906,201.681541192576,2760.677221,2015.248872,3108.736113,17.826298177178,0.073838322554265,2590.162646
"Ritchie","F","MA",2871.99303571605,158.778902045821,2865.8290585,2365.618831,3349.6929,12.4748487051061,0.0552852670849998,2848.970737
"Ritchie","F","MU",2804.54649938415,101.387205933384,2788.1633975,2560.849103,3095.845786,7.91701067899571,0.0361510162001764,2775.70642
"Ritchie","F","RE",2876.2293881092,166.32947319996,2860.7601285,2273.714292,3242.12845,12.60940482224,0.0578290013611549,2906.970529
"Ritchie","F","UM",2915.96567446875,131.483924436663,2914.559253,2476.933678,3241.844108,10.3947169229332,0.0450910398527301,2977.009378
"Ritchie","F","VA",2799.54609327673,110.921435656836,2798.816131,2447.720183,3039.628908,8.79664204377867,0.0396212214270092,2952.067475
"Ritchie","F","YE",2795.1090432,113.084272530742,2783.378045,2497.733005,3029.959578,9.08314734915698,0.0404579108660736,2497.733005
"Ritchie","M","AK",2463.85082321311,106.657916380671,2474.590297,2202.059074,2704.344688,9.65635403086459,0.0432891128699009,2537.611881
"Ritchie","M","GI",2401.40523481935,137.974464183268,2414.127851,1836.788184,2670.897136,11.0823756526966,0.0574557189193629,2339.192831
"Ritchie","M","KA",2449.33339549007,175.438954371667,2453.288588,2028.163762,2835.517479,14.2770196286542,0.0716272250624193,2126.811824
"Ritchie","M","MA",2492.60649439355,129.564046834201,2487.256233,2165.651764,2930.754991,10.4068346748059,0.051979342557929,2589.75445
"Ritchie","M","MU",2461.11058129299,93.9720059005562,2455.446164,2147.903316,2694.471964,7.49978254163479,0.038182764567688,2379.086689
"Ritchie","M","RE",2509.89001030508,137.505769378924,2504.514024,2104.328811,2851.707652,10.3355665381141,0.0547855757879247,2578.401151
"Ritchie","M","UM",2536.23449709868,135.170237982609,2556.738867,2131.786777,2868.320467,10.9637540500611,0.0532956389234658,2546.712649
"Ritchie","M","VA",2452.74423310067,110.165975421996,2437.778418,2173.731969,2702.142734,9.02514836208149,0.0449153947383775,2587.894407
"Ritchie","M","YE",2433.78835171333,100.028806633158,2437.363372,2127.793609,2671.389545,8.16731786102541,0.0411000432978241,2388.828261
