"Supervisor.PI","Condition","Population","Mean"
"Wegener","18_LD_DD","AK",24.44
"Wegener","18_LD_DD","GI",24.82
"Wegener","18_LD_DD","KA",24.76
"Wegener","18_LD_DD","MA",23.12
"Wegener","18_LD_DD","MU",24.7
"Wegener","18_LD_DD","RE",24.62
"Wegener","18_LD_DD","UM",24.28
"Wegener","18_LD_DD","VA",24.84
"Wegener","18_LD_DD","YE",24.76
