"Supervisor.PI","Sex","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Tauber","M","AK","AK1",12.465,0.115590272562664,12.5,12.25,12.7,0.0365528536657688,0.00927318672785114,12.5
"Tauber","M","AK","AK2",12.6,0.14790199457749,12.6,12.4,12.85,0.0493006648591635,0.0117382535378961,12.5
"Tauber","M","AK","AK3",12.5142857142857,0.226778683805536,12.5,12.2,12.8,0.0857142857142857,0.0181215843223602,12.7
"Tauber","M","AK","AK4",12.275,0.336856382190129,12.35,11.4,12.6,0.106523341208499,0.0274424751275054,12.4
"Tauber","M","AK","AK5",9.665,7.46666852678548,11.65,0,23.9,2.36116790781361,0.77254718331976,12.4
"Tauber","M","AK","AK6",12.1325,6.241453013064,12.325,0.5,23.8,2.20668687499738,0.514440800582238,12.4
"Tauber","M","AK","AK7",12.30875,0.540672530941129,12.35,11.17,12.95,0.191156606514883,0.0439258682596631,12.4
"Tauber","M","AK","AK8",NA,NA,NA,NA,NA,NA,NA,12.35
"Tauber","M","GI","GI1",12.718,0.207050718424254,12.79,12.5,12.95,0.0925958962373602,0.0162801319723427,12.5
"Tauber","M","GI","GI2",16.1333333333333,6.72631647585313,12.3,12.2,23.9,3.88344062798842,0.41692044271817,12.2
"Tauber","M","GI","GI3",13.7742857142857,7.85432759087383,12.6,0,23.8,2.96865678872646,0.570216688820958,12.4
"Tauber","M","GI","GI4",12.157,5.84922986383678,12,0.6,23.5,1.84968889276008,0.48114089527324,12.1
"Tauber","M","GI","GI5",14.0483333333333,3.41089675403209,12.675,12.3,20.99,1.39249276878234,0.242797253816497,12.6
"Tauber","M","GI","GI6",11.3545454545455,3.76626171059942,12.5,0,12.6,1.13557063239458,0.331696387642863,12.5
"Tauber","M","GI","GI7",12.221,5.04919894636763,12.5,0.6,21.91,1.59669690298441,0.413157593189398,12.5
"Tauber","M","GI","GI8",NA,NA,NA,NA,NA,NA,NA,12.4
