"Supervisor.PI","Batch","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Bergland","1","F","AK",0.0649350649350649,0.0899766653282534,0,0,0.181818181818182,0.0402387880125446,1.3856406460551,0
"Bergland","1","F","GI",0.313679084073821,0.2357843302898,0.409090909090909,0,0.578947368421053,0.105445958111451,0.751673740013571,0.578947368421053
"Bergland","1","F","KA",0.237234987234987,0.113667021030787,0.231601731601732,0.0714285714285714,0.444444444444444,0.0401873606840715,0.479132620173754,0.166666666666667
"Bergland","1","F","MA",0.246892987964417,0.178779137106379,0.153846153846154,0.0625,0.5,0.0675721623414569,0.724115895637123,0.285714285714286
"Bergland","1","F","MU",0.154766707320887,0.13925383444837,0.128787878787879,0,0.368421052631579,0.040199119402227,0.899766085736043,0
"Bergland","1","F","RE",0.178787878787879,0.191096589022641,0.118181818181818,0,0.545454545454545,0.0780148557819686,1.06884532843172,0.1
"Bergland","1","F","UM",0.224704469507101,0.182308601786291,0.177083333333333,0.0526315789473684,0.571428571428571,0.0744271750161105,0.811326103954198,0.25
"Bergland","1","F","VA",0.164785214785215,0.129135222458484,0.230769230769231,0,0.3,0.0488085263034503,0.783657821648637,0
"Bergland","1","F","YE",0.276648600579311,0.171720987134758,0.313725490196078,0,0.473684210526316,0.0607125372375177,0.620718799137855,0.35
"Bergland","2","F","AK",0.180167810831426,0.0945792309677018,0.157894736842105,0.0833333333333333,0.304347826086957,0.0422971179406869,0.524950769681021,0.304347826086957
"Bergland","2","F","GI",0.0996047430830039,0.199309059749563,0,0,0.454545454545455,0.0891337212263181,2.00099968716823,0
"Bergland","2","F","KA",0.139884409614215,0.0875469502552123,0.142857142857143,0,0.363636363636364,0.0263963986851316,0.625852090998964,0.142857142857143
"Bergland","2","F","MA",0.0837638404644154,0.0922280598910857,0.0526315789473684,0,0.227272727272727,0.0348589300533977,1.10104860736735,0
"Bergland","2","F","MU",0.296766917293233,0.176765405283307,0.32,0.0476190476190476,0.526315789473684,0.0721641745200619,0.595637165003289,0.4
"Bergland","2","F","RE",0.180119047619048,0.12571090363416,0.220238095238095,0,0.28,0.0628554518170799,0.697932313633141,0.28
"Bergland","2","F","UM",0.283735312306741,0.250806294232456,0.142857142857143,0.0909090909090909,0.714285714285714,0.0947958688269674,0.883944589742549,0.133333333333333
"Bergland","2","F","VA",0.173744284611158,0.143862706453379,0.16025641025641,0,0.523809523809524,0.0454933822748882,0.828014036693903,0.235294117647059
"Bergland","2","F","YE",0.314066953932683,0.146146186129083,0.291666666666667,0.125,0.545454545454545,0.0462154819514808,0.465334490939176,0.428571428571429
"Bergland","3","F","AK",0.103247549019608,0.131621053870957,0.0625,0,0.375,0.0465350698695368,1.27481044461366,0
