"Supervisor.PI","Condition","Batch","Population","Mean"
"Wegener","29_LD_DD","2","AK",24.26
"Wegener","29_LD_DD","2","GI",22.8
"Wegener","29_LD_DD","2","MA",22.46
"Wegener","29_LD_DD","2","MU",22.82
"Wegener","29_LD_DD","2","UM",22.36
"Wegener","29_LD_DD","2","YE",24.26
"Wegener","29_LD_DD","3","KA",23.6
"Wegener","29_LD_DD","3","RE",24.42
"Wegener","29_LD_DD","3","VA",24.26
