"Supervisor.PI","Sex","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Schmidt","F","AK","AK1",4.4,2.17050941281329,4,1,8,0.686375342732467,0.493297593821203,4
"Schmidt","F","AK","AK10",4.5,1.08012344973464,4,3,7,0.341565025531987,0.240027433274365,4
"Schmidt","F","AK","AK11",3.1,0.737864787372622,3,2,4,0.233333333333333,0.238020899152459,3
"Schmidt","F","AK","AK12",4.2,2.5298221281347,3.5,2,10,0.8,0.602338601936834,2
"Schmidt","F","AK","AK13",5.4,1.57762127549323,5,3,8,0.498887651569859,0.292152088054302,5
"Schmidt","F","AK","AK14",4,1.56347191994114,4,2,7,0.494413232473044,0.390867979985286,5
"Schmidt","F","AK","AK15",3.7,0.483045891539648,4,3,4,0.152752523165195,0.130552943659364,4
"Schmidt","F","AK","AK16",4.5,0.849836585598797,4,4,6,0.268741924943285,0.188852574577511,4
"Schmidt","F","AK","AK17",2.9,0.737864787372622,3,2,4,0.233333333333333,0.254436133576766,3
"Schmidt","F","AK","AK18",3.6,2.45854518861144,2.5,1,9,0.77746025264604,0.682929219058732,2
"Schmidt","F","AK","AK2",4.7,1.15950180872841,5,3,6,0.366666666666667,0.246702512495405,6
"Schmidt","F","AK","AK20",4.3,0.948683298050514,4,3,6,0.3,0.220624022802445,4
"Schmidt","F","AK","AK3",4.7,1.05934990547138,4.5,3,6,0.334995854037363,0.225393596908804,4
"Schmidt","F","AK","AK4",5.6,2.31900361745681,5.5,2,9,0.733333333333333,0.414107788831574,9
"Schmidt","F","AK","AK5",2.8,1.87379590967403,2,1,7,0.592546294487706,0.669212824883581,2
"Schmidt","F","AK","AK6",6.8,1.13529242439509,7,5,9,0.3590109871423,0.166954768293396,7
"Schmidt","F","AK","AK7",4.1,1.96920739836559,3,2,8,0.62271805640898,0.480294487406242,3
"Schmidt","F","AK","AK8",4.1,1.91195071996,4,0,7,0.604611904907235,0.466329443892682,4
"Schmidt","F","AK","AK9",5.3,1.15950180872841,5,4,7,0.366666666666667,0.218773926175171,5
"Schmidt","F","AK","AK21",8.2,0.918936583472681,8.5,7,9,0.290593262902712,0.112065437008864,9
"Schmidt","F","GI","GI1",2.1,0.875595035770913,2,0,3,0.276887462097269,0.416950017033768,2
"Schmidt","F","GI","GI10",1,1.15470053837925,0.5,0,3,0.365148371670111,1.15470053837925,0
"Schmidt","F","GI","GI11",2.3,2.26323269290239,2,0,8,0.715697018452796,0.984014214305389,2
"Schmidt","F","GI","GI12",4.6,1.89736659610103,4,2,8,0.6,0.412470999152397,4
"Schmidt","F","GI","GI13",3,1.63299316185545,4,0,4,0.516397779494322,0.544331053951817,4
"Schmidt","F","GI","GI15",8.7,0.674948557710553,9,8,10,0.213437474581095,0.0775802939897187,9
"Schmidt","F","GI","GI2",5.2,2.44040069569642,4.5,2,10,0.771722460186015,0.469307826095465,4
"Schmidt","F","GI","GI3",3.33333333333333,2.16024689946929,3.5,0,6,0.881917103688197,0.648074069840786,6
"Schmidt","F","GI","GI5",7.6,1.17378779077727,7.5,6,9,0.371184290855335,0.154445761944377,9
"Schmidt","F","GI","GI7",4.375,1.06066017177982,4,3,6,0.375,0.242436610692531,4
"Schmidt","F","GI","GI8",4.8,2.14993539954628,6,1,7,0.679869268479038,0.447903208238808,6
"Schmidt","F","GI","GI9",4.66666666666667,1.86189867250253,4,3,7,0.760116950066092,0.398978286964827,7
"Schmidt","F","GI","GI14",2.2,0.788810637746616,2,1,3,0.249443825784929,0.358550289884825,3
"Schmidt","F","KA","KA1",2.4,2.01108041719978,1.5,0,6,0.635959467611297,0.837950173833242,1
"Schmidt","F","KA","KA10",5.6,2.31900361745681,4.5,3,10,0.733333333333333,0.414107788831574,4
"Schmidt","F","KA","KA11",4.1,1.59513148186739,4.5,2,7,0.504424865014052,0.389056458992046,5
"Schmidt","F","KA","KA13",1.2,1.22927259430572,1,0,4,0.38873012632302,1.0243938285881,1
"Schmidt","F","KA","KA14",6.5,1.08012344973464,6.5,5,8,0.341565025531987,0.166172838420714,7
"Schmidt","F","KA","KA16",4.2,2.97396106975939,3,1,10,0.940449065311059,0.708085968990332,2
"Schmidt","F","KA","KA17",4.2,2.44040069569642,3.5,1,8,0.771722460186015,0.581047784689623,7
"Schmidt","F","KA","KA18",4.5,1.77951304200522,4.5,2,7,0.562731433871138,0.395447342667826,6
"Schmidt","F","KA","KA2",7.7,1.88856206322871,8,3,9,0.597215762238964,0.245267800419312,9
"Schmidt","F","KA","KA23",7,0.816496580927726,7,6,8,0.258198889747161,0.116642368703961,7
"Schmidt","F","KA","KA24",3,0.666666666666667,3,2,4,0.210818510677892,0.222222222222222,3
"Schmidt","F","KA","KA25",4.6,2.63312235441753,4.5,2,8,0.832666399786453,0.572417903134246,2
"Schmidt","F","KA","KA28",6.3,1.49443411809733,6,4,9,0.472581562625261,0.237211764777353,6
"Schmidt","F","KA","KA29",8.9,0.875595035770913,9,7,10,0.276887462097269,0.098381464693361,9
"Schmidt","F","KA","KA3",4.8,1.75119007154183,5,2,7,0.553774924194538,0.364831264904547,6
"Schmidt","F","KA","KA5",6.1,1.28668393770792,6.5,3,7,0.406885187191123,0.210931793066872,7
"Schmidt","F","KA","KA6",6.3,1.05934990547138,6,5,8,0.334995854037363,0.168150778646251,6
"Schmidt","F","KA","KA7",5.4,2.95145914949049,6.5,1,9,0.933333333333333,0.546566509164905,7
"Schmidt","F","KA","KA9",2.8,0.788810637746616,3,2,4,0.249443825784929,0.281718084909506,3
"Schmidt","F","MA","MA12",6.1,1.10050493461461,6.5,4,7,0.348010216963685,0.180410645018789,7
"Schmidt","F","MA","MA13",5.5,2.06827894099848,6,2,9,0.654047229011619,0.376050716545177,6
"Schmidt","F","MA","MA18",6.8,2.44040069569642,7,2,9,0.771722460186015,0.358882455249473,9
"Schmidt","F","MA","MA19",5,1.76383420737639,4.5,3,8,0.557773351022717,0.352766841475279,4
"Schmidt","F","MA","MA20",5.4,1.07496769977314,5,4,7,0.339934634239519,0.199068092550581,5
"Schmidt","F","MA","MA21",5.8,1.75119007154183,5.5,3,9,0.553774924194538,0.301929322679625,7
"Schmidt","F","MA","MA23",5.3,1.94650684275419,5,2,8,0.615539510420646,0.367265442029093,7
"Schmidt","F","MA","MA26",3.6,1.17378779077727,3,2,6,0.371184290855335,0.326052164104796,3
"Schmidt","F","MA","MA27",7,1.15470053837925,7,6,8,0.577350269189626,0.164957219768465,8
"Schmidt","F","MA","MA28",1.3,0.483045891539648,1,1,2,0.152752523165195,0.371573762722806,1
"Schmidt","F","MA","MA3",9.2,0.632455532033676,9,8,10,0.2,0.0687451665253996,9
"Schmidt","F","MA","MA30",6.77777777777778,1.20185042515466,7,5,9,0.400616808384888,0.177322193875278,7
"Schmidt","F","MA","MA31",1.6,1.57762127549323,1,0,4,0.498887651569859,0.986013297183269,0
"Schmidt","F","MA","MA32",8.7,0.948683298050514,9,7,10,0.3,0.109044057247185,9
"Schmidt","F","MA","MA33",4,1.33333333333333,4,2,6,0.421637021355784,0.333333333333333,4
"Schmidt","F","MA","MA5",6.2,1.98885785202351,7,3,8,0.62893207547044,0.32078352451992,8
"Schmidt","F","MA","MA6",5.1,1.79195734076208,4.5,2,7,0.566666666666667,0.351364184463153,7
"Schmidt","F","MA","MA7",5.9,1.91195071996,6,3,9,0.604611904907235,0.324059444061017,7
"Schmidt","F","MA","MA9",5.5,2.67706306736817,4,3,10,0.84656167328002,0.486738739521485,4
"Schmidt","F","MU","MU1",6.7,2.11081869319834,6.5,3,10,0.667499479816693,0.315047566149006,8
"Schmidt","F","MU","MU10",5.8,2.25092573548455,5.5,3,10,0.711805216802087,0.388090644049061,7
"Schmidt","F","MU","MU11",4.2,1.61932770686548,4,2,8,0.51207638319124,0.385554215920353,4
"Schmidt","F","MU","MU12",5.5,2.36877840059198,5.5,1,9,0.749073501808141,0.430686981925815,4
"Schmidt","F","MU","MU13",2.5,1.71593835683117,2.5,0,5,0.542627353203324,0.686375342732467,4
"Schmidt","F","MU","MU14",7.6,1.57762127549323,7,6,10,0.498887651569859,0.207581746775425,7
"Schmidt","F","MU","MU15",3.4,0.966091783079296,3.5,2,5,0.305505046330389,0.284144642082146,4
"Schmidt","F","MU","MU16",4.2,1.61932770686548,4,2,7,0.51207638319124,0.385554215920353,4
"Schmidt","F","MU","MU17",4.4,0.966091783079296,4.5,3,6,0.305505046330389,0.219566314336204,5
"Schmidt","F","MU","MU18",5,0.666666666666667,5,4,6,0.210818510677892,0.133333333333333,5
"Schmidt","F","MU","MU19",2.2,0.918936583472681,2.5,1,3,0.290593262902712,0.417698447033037,3
"Schmidt","F","MU","MU2",3.71428571428571,1.25356634105602,4,2,5,0.473803541479343,0.337498630284312,4
